index: 0
( -2.52554350044805087E-01 , -1.12150763591456837E+00 )
( -1.28715322603340843E+00 , -8.51966080316235552E-01 )
( -5.22710375926214610E-01 , -1.09883765586906201E+00 )
( -5.87306319256960196E-01 , -2.48580688263795813E-01 )
( -7.12658562315186761E-01 , 4.50464540671374980E-01 )
( -5.12615661559053026E-01 , 1.17601777650034522E+00 )
( 1.93910078233947236E-01 , 1.82089943666087484E+00 )
index: 10
( 3.68682823460587505E-01 , -4.00770949111370400E-01 )
( 5.14579787037814707E-01 , 8.51777791055149724E-01 )
( -2.31102013208605128E-01 , -1.43718423538664020E+00 )
( 3.64160487511106745E-01 , -2.60387499524896482E-01 )
( -2.07895721667315891E+00 , -1.41826460085546002E+00 )
( -1.07195141657592496E+00 , 3.49803304051179542E-01 )
( 9.14818925612940897E-02 , -7.27224324901938557E-01 )
( 1.31974688696147230E-01 , -6.51844855508320054E-01 )
( 4.33572756105294277E-01 , 1.40002723973081861E-01 )
( 4.65921405444113923E-01 , 9.22760390518270524E-01 )
( -2.59232462327067559E+00 , 6.34238031370729316E-01 )
( -1.26814185042264133E-01 , -5.25871318408231647E-01 )
index: 11
( 2.65655544541952948E-01 , -9.86387403688443243E-01 )
( -1.58661183397831218E+00 , -9.88979624814165681E-01 )
( 8.50492216918103616E-01 , -4.67349413720254347E-01 )
( 8.14645306806972225E-01 , 6.04488302379387776E-01 )
( -7.27439627651020465E-02 , -3.69549345013992225E-01 )
( -4.71326176978637990E-01 , -6.12802300151727541E-01 )
( -4.96366507775326191E-02 , -8.55731095746997128E-01 )
( -1.54053339712791226E-01 , -4.93370211049484683E-02 )
( 2.85150767816744088E-01 , 4.19554171495374273E-01 )
( 3.11716653814179512E-01 , 1.10006226905456872E+00 )
( 8.27156083154490740E-01 , -2.35934547329509942E-01 )
( 6.95956836331579010E-01 , 1.75089527585106519E+00 )
index: 12
( -2.04093270783550440E-01 , -2.25206214979931207E-01 )
( 2.11991849078358718E-02 , -8.24690396606534537E-01 )
( 9.95660687948202450E-02 , 5.42537173080083424E-01 )
( 1.50592459036948234E-01 , 2.50269586545080469E-01 )
( 8.47164057723089670E-01 , -1.65535134218795899E-01 )
( -3.81087436648128941E-01 , 1.37803351537036461E-01 )
( -1.52280272483860668E-01 , 9.65474156502343250E-01 )
( -2.77457645210990878E+00 , -8.63527913162749239E-01 )
( -8.51808753289667875E-02 , -8.45475381440867091E-01 )
( 5.65168952993932161E-02 , -1.31742555286996166E+00 )
( -3.84240544175478593E-01 , 4.16784515245823717E-01 )
( 1.34041950097515156E-01 , -9.77704032838273229E-01 )
index: 13
( 9.58410545725076335E-01 , 8.49931350971402932E-05 )
( 3.33674574308489902E-01 , -1.43462924149716775E+00 )
( -5.16699317054363783E-01 , 3.12806265070432077E-01 )
( 6.09351903700416253E-01 , 1.51832413035124536E+00 )
( 1.05160510803230700E+00 , 1.53267352655043099E+00 )
( -1.62625891095615271E+00 , 4.38695968648085854E-01 )
( -1.40221477686300089E+00 , 1.82554919143834926E-01 )
( -2.43335406279878042E-01 , 2.21737737757132541E-01 )
( 6.44590222927557188E-01 , -1.23189865065334969E-01 )
( 1.27204634273947748E+00 , -1.17780010395856491E-01 )
( -7.40556054230110394E-01 , -4.53099791063702961E-01 )
( -1.34740549326258807E+00 , 3.74300075896630502E-01 )
index: 14
( -4.50033782211424344E-02 , 5.31229620238211075E-01 )
( 1.61038606948480423E+00 , 4.69103752627198722E-01 )
( -3.95316056424786344E-01 , -5.57034792925440003E-01 )
( 8.84113914189613437E-02 , -3.18659588049138076E-01 )
( 5.38961258948245314E-01 , 3.10189129738553226E-01 )
( -1.28298674613783747E+00 , 1.62229792749624657E+00 )
( -9.74674080575958918E-02 , -1.21387302371383593E-01 )
( -2.72471054917880040E-01 , 5.68843097409446496E-01 )
( 3.76526482562546505E-01 , -5.32780312224175656E-01 )
( -1.64617361522818528E-01 , 5.75010748521769366E-01 )
( 1.22451280238661675E+00 , 4.93755859680556318E-03 )
( -3.30840310990288378E-01 , 1.55254763344441632E-02 )
index: 15
( 2.07402388595969517E-01 , 5.88928136439608840E-01 )
( 4.06180713670335425E-01 , -6.24004507206308623E-01 )
( -1.93171887969359557E+00 , -6.72328891520533878E-01 )
( -1.72626362133609657E-01 , -6.46345967742495420E-01 )
( 1.67033474382377389E+00 , 7.51732794817795535E-01 )
( -1.05714442600935432E+00 , 6.43765537890708006E-01 )
( 1.78615348897781523E-01 , -9.34303628951037912E-01 )
( -6.23373423923070824E-01 , -1.91982130451001654E-01 )
( 1.67487082635673301E-01 , 4.25438981111080694E-01 )
( 9.64224340352228593E-01 , 1.52689314227066830E-01 )
( -5.87278882885306386E-01 , 1.11181455957569697E+00 )
( 3.86404724573331193E-01 , -4.00754741449175333E-01 )
index: 16
( 9.77682798061837860E-02 , 1.22634849031863191E+00 )
( -7.15916410946565107E-01 , 1.79509216539316641E+00 )
( -1.29399347823456123E+00 , 4.80617235288666733E-01 )
( -2.49326794397096152E-01 , 1.26326450096418547E-02 )
( -5.89716260895796207E-01 , 1.03924580394543620E+00 )
( -8.16220463133851687E-02 , -1.88581620068240668E-01 )
( 2.13777621971576348E-01 , 1.66943371272219143E-01 )
( -3.07646495188570457E-01 , -1.77386793153033323E-01 )
( -6.04012233105475915E-01 , -5.95001125823822807E-01 )
( -4.86402573749000755E-03 , 3.80504257257302039E-02 )
( 9.79611169885190924E-01 , -4.46258756991430972E-01 )
( 3.62511134819327036E-02 , 5.24696305510682803E-01 )
index: 17
( -5.46825844538175287E-01 , 7.90019107684655442E-01 )
( -3.79950848937964603E-01 , 2.32628122781850161E-01 )
( -1.16896788972166238E-01 , 1.26641172415732339E+00 )
( 4.67130860810207771E-01 , 1.43306311294343436E+00 )
( 1.85910617045527604E+00 , -1.23527212286966148E+00 )
( 7.18704318741913428E-01 , 1.38143848054863294E-01 )
( -1.36048894123374231E-01 , -7.25847608911120323E-01 )
( -1.17762281151131587E+00 , 6.82672822917529731E-01 )
( -1.35820914273624016E+00 , 3.56283439641238875E-01 )
( -6.63709658605630470E-01 , -2.92265363171495762E-01 )
( 2.65060558171309635E-01 , -9.29951287451261654E-02 )
( -5.21828093009970795E-01 , 3.90708340812255639E-01 )
index: 18
( -4.98559923764371138E-01 , -4.15080925429763936E-01 )
( 6.45042652260660709E-01 , 2.30300635597549042E-01 )
( 4.75678800452784045E-01 , 6.29929220436279858E-01 )
( 3.44501972733017747E-01 , -2.09033740289564651E+00 )
( 3.74605458900374444E-01 , -8.70066448586181096E-01 )
( -6.76865156719362204E-01 , 3.39931891373613293E-01 )
( -2.40807266991354407E-01 , 4.91738559729918867E-01 )
( 6.25272732785835617E-01 , 3.80794044764174028E-02 )
( -7.22554987976014029E-01 , -2.12618901930497284E+00 )
( 8.10050043034427292E-01 , -7.88637913600125251E-01 )
( -1.22631247141383781E+00 , -3.34704433942384527E-01 )
( -1.46664476863933822E-02 , 3.11707354395936331E-01 )
index: 19
( -2.49927711799883323E-01 , 2.76311701850527447E-01 )
( -3.87959370855719576E-01 , 1.55737192290974891E+00 )
( 7.67125705383326695E-01 , 3.97108335292868153E-01 )
( -1.52943347087245690E-01 , 7.08765719203055866E-01 )
( 7.42757050148940889E-01 , -1.04359421017212450E+00 )
( -3.92143807213589213E-01 , -8.35140805942832132E-01 )
( 1.43032483323003246E+00 , 3.96428811884338539E-01 )
( 5.72930806548173521E-01 , -1.17023433368127727E+00 )
( 1.27463350043414936E+00 , 4.50412635890671487E-01 )
( -1.07276015310301109E+00 , -5.82979580678303799E-01 )
( 4.41593251311131585E-01 , -1.62767485622353422E-02 )
( 1.87257336360407334E+00 , -3.88095577868346475E-01 )
index: 20
( -9.86911351128470948E-01 , 9.04800100800060847E-02 )
( -5.73576369647440409E-01 , -3.88662949586574047E-01 )
( 1.03195351870538454E+00 , 8.85665629060441328E-01 )
( -7.58239200398664770E-01 , 1.01685551824091780E+00 )
( -9.21951160489576482E-01 , -3.31280550966094822E-01 )
( -2.02783348874506969E-01 , 3.04148016285797962E-01 )
( -1.21827175457394771E-02 , 1.62001905309431642E-02 )
( 2.10350519272908293E-01 , -4.04277091504624431E-01 )
( -6.83018597011918249E-01 , 1.81980300680491480E-01 )
( -9.95618379999747671E-01 , 5.65062047262224865E-01 )
( -3.71403078799124098E-01 , -1.77129520219923120E-01 )
( 3.28803176616749182E-01 , 1.75016941783629920E-01 )
index: 21
( 8.39127376896630972E-01 , 4.74004627686844093E-01 )
( 3.32269338978367135E-01 , -2.29442755883865229E-01 )
( -6.37617164996683750E-01 , -4.80955458687050474E-01 )
( -8.47373146152494483E-01 , 6.46562295817213029E-01 )
( -1.08229267918528493E+00 , -4.43520994709624750E-01 )
( 9.21263657958750204E-01 , -5.97147864395779826E-01 )
( 3.66024005665797347E-01 , 4.08889342840145165E-01 )
( -4.60855011496600409E-01 , -4.30155778479204498E-01 )
( 3.35648706554209586E-01 , -8.12278852194229656E-02 )
( -1.68710952330580061E-01 , 2.96312703683646816E-01 )
( 1.14975212328083054E+00 , -2.57099528298105617E-01 )
( 5.92669491997886100E-01 , 2.56943067491860522E-01 )
index: 22
( -3.99675233993870005E-01 , 7.98330477521159154E-02 )
( 6.28343441621191712E-01 , -4.51823659664114530E-01 )
( 1.32578355041552576E-01 , -7.37234213452426346E-01 )
( -1.37966420744642437E-01 , 5.19374847571450360E-01 )
( 5.08998928886069901E-01 , 1.66840581104511526E-01 )
( -7.39690300791532418E-01 , 7.99860568695999308E-01 )
( 7.20750868469530598E-02 , 2.52873713456343463E-01 )
( -3.45555854297190657E-01 , -6.00117606263956826E-01 )
( -3.75010288932280389E-01 , 1.20117671457011438E-01 )
( 5.52812943995038331E-01 , 6.91879404024609346E-01 )
( -2.30828463553018060E-01 , -5.74095946491350206E-01 )
( 8.78500358220520416E-01 , 3.74418373943713467E-01 )
index: 23
( 5.78871671890898165E-01 , -4.05910573874875558E-01 )
( -9.97938611658017338E-01 , -1.62353127461245350E+00 )
( -3.92324885320053718E-01 , 1.13828409774795158E+00 )
( -9.98870835688320691E-01 , -6.49094471348180657E-01 )
( 2.82165833466092864E-01 , 6.72641345778698829E-01 )
( 9.30707292551006926E-01 , 5.23244766202117573E-01 )
( 8.41376745246799285E-01 , 3.08872849934784033E-01 )
( -7.38799035053292058E-02 , -5.21288373165712082E-01 )
( 6.39389031352477599E-01 , -1.27040062524386643E+00 )
( 6.89075635821115307E-01 , 1.79823366117736666E-01 )
( -5.36631579854569774E-01 , 9.38612067400639016E-02 )
( -1.10191302422049131E+00 , 7.94625010914195795E-01 )
index: 24
( 5.21001173024955189E-01 , -6.88346495565362426E-01 )
( -1.15646190709341831E-01 , 2.13555017079464199E-01 )
( 5.15622615300899478E-01 , -8.61167982082016725E-01 )
( -1.29343890531161154E+00 , -1.48952759134073087E+00 )
( -2.60013433922047510E-01 , -1.02838113824647115E+00 )
( 9.28643744752869038E-01 , -6.63084678726827692E-02 )
( 1.09606884110543779E+00 , 6.04365268554603929E-01 )
( -3.29504317144558079E-01 , -8.76926323692838960E-01 )
( -6.01447239533696831E-01 , 8.37434878647643544E-01 )
( -9.68051606877996362E-04 , 9.43469957637382284E-02 )
( 2.35034289448961681E-02 , -1.06702965370989977E+00 )
( -7.50799464589821164E-01 , 7.69593877876437460E-02 )
index: 25
( -9.30140300760757377E-01 , -8.78875085321418115E-01 )
( 9.70714451704829728E-01 , 3.80077496048282948E-01 )
( 1.59336723892667287E-01 , 4.30010534127730659E-01 )
( 3.81267049569762873E-02 , 1.01818327078351634E+00 )
( -4.50420015932518403E-01 , -2.10262240439906822E-02 )
( 4.74016363035727403E-02 , 3.10263049978976801E-01 )
( -5.63858121839871718E-01 , -6.73376776719371795E-01 )
( 3.16736704225390020E-01 , 7.88579674159636146E-01 )
( -4.59447075520023784E-01 , -8.46322123617679556E-01 )
( -8.24385023974007480E-01 , -1.90988481342181293E+00 )
( 3.16613231218416336E-01 , -1.03848361379913579E+00 )
( 5.97473922425641013E-01 , 6.01955974586992237E-01 )
index: 26
( -9.35604361247269645E-01 , 8.25765452827555702E-02 )
( -4.53381439513944273E-01 , 8.18762547320375372E-02 )
( 2.88538330071175353E-01 , 1.66554781027016957E-01 )
( -3.01550846876355749E-01 , 1.67634899713634988E-01 )
( -9.66977512165293263E-01 , -6.43092405499449349E-01 )
( 1.41290025362522914E-01 , 1.04704123394440046E-01 )
( 9.36001490858918150E-01 , -3.81681692428494090E-01 )
( 1.16692171484056173E+00 , -1.23884320734341746E-01 )
( -1.24476273929061598E+00 , -3.63896072569993234E-01 )
( -4.07328463487150072E-01 , -4.48618216453656016E-01 )
( 1.38162146644033729E-01 , 5.34909781258042782E-01 )
( 7.76810550960758128E-01 , -1.80353031789202839E-02 )
index: 27
( 4.42510899727867224E-01 , -1.92333017500187858E-01 )
( 1.03030023943377080E+00 , -2.14546534251942589E-02 )
( 1.25144347000412548E+00 , -4.06248642221183176E-01 )
( 1.07483129913897635E+00 , -1.79652160242024239E+00 )
( -1.12578461263673146E+00 , 7.78843532993830578E-01 )
( -8.11173353907192696E-01 , -1.07670295514024877E-01 )
( 8.01136613249351370E-01 , -1.03827946338719574E-02 )
( -6.25344746539587937E-01 , 3.18301416484949931E-02 )
( -2.83961106096518201E-01 , -9.16101420542995148E-01 )
( -1.60505091880881939E-01 , 1.14107678155329806E+00 )
( 1.09318308130388253E+00 , 1.33307277442233496E+00 )
( -2.47659244577053711E-01 , 4.22571459794593041E-01 )
index: 28
( -1.52454172599270987E+00 , -1.11225279669125154E-01 )
( -1.03105836310700782E+00 , -1.32950983571850778E+00 )
( 5.17077519420367837E-01 , -1.48834358992695759E-01 )
( -5.11229117484019890E-01 , 1.14257001102138211E+00 )
( -1.44770650881458218E+00 , -4.22672142666818074E-01 )
( -1.70251781616466480E-01 , -9.15026881904761197E-02 )
( 3.19667779302054589E-01 , 5.03654239064691200E-01 )
( 1.70994335051783430E+00 , 4.99977856807414633E-01 )
( -5.53443277277453016E-01 , -1.05229871248041773E+00 )
( -2.53001303214201834E-01 , 5.50566261308937488E-01 )
( 5.72091529413896849E-01 , -5.58174868194940776E-01 )
( -1.23623344597105533E+00 , -1.22885018468822493E-01 )
index: 29
( 1.79148198804409409E-02 , 8.40151840670800287E-01 )
( 3.54893197252934389E-01 , 1.66022658649295529E+00 )
( -7.19732763747858995E-01 , 1.17417353417801684E+00 )
( -1.06874312064606269E+00 , -6.29446964630492545E-01 )
( -2.34914978724523937E-01 , 1.37934919465297123E-01 )
( -9.84279222126850928E-02 , 3.95868623373443196E-01 )
( -1.13836605095864307E+00 , 6.61672712032007837E-01 )
( 1.02860368347883102E+00 , 9.72004198661555074E-01 )
( 3.14526183483590460E-01 , 1.01455780498082748E+00 )
( 8.08976395270586540E-02 , 2.05338324574869807E-03 )
( -4.61536688433510478E-01 , -5.97620993560762259E-01 )
( 7.89053696501947011E-01 , 8.76929151347236591E-02 )
index: 30
( -1.48410231940241277E+00 , 1.03440651893333935E+00 )
( -5.11791757643833112E-01 , -2.53205949452447288E-01 )
( 8.50939936101619221E-01 , -2.26760721346451311E-01 )
( 1.15265186210899775E-01 , -7.67620062955654214E-01 )
( 2.92091828340319049E-01 , 4.74278134831393805E-01 )
( 1.41458629555221860E+00 , -3.66802792355793827E-01 )
( -4.46949279772082930E-01 , -5.59246433451178193E-01 )
( 6.45526406308313261E-01 , -4.55295612659122551E-01 )
( 7.53495972048104923E-01 , -1.15100353991641380E+00 )
( 1.76316852309609418E-01 , 5.92656288628883421E-01 )
( -6.33049432921679034E-01 , 1.37034526347395635E+00 )
( -1.88312206817104894E-01 , 5.95114293386462823E-01 )
index: 31
( 3.65173878377901551E-03 , -2.66221665898899118E-01 )
( 1.46934555679269746E-01 , 8.94884358346126563E-01 )
( -7.44933102128876867E-01 , 3.01821709071559752E-01 )
( 7.08982640182567958E-01 , -2.21586929038745967E-01 )
( 3.92307250253745798E-01 , -1.43574063297409160E+00 )
( -1.16098153776500360E-01 , -9.15417576918441722E-01 )
( -3.08562390542941656E-01 , -9.39573605780206100E-01 )
( 1.41468815627757105E+00 , -1.04804135171109564E-01 )
( 1.14826145798339785E+00 , 4.34920245881536272E-01 )
( 2.33371337280580848E-01 , -4.61452842742309022E-01 )
( 4.79336671966632821E-01 , 1.18492466261072696E-01 )
( -3.63387397977655513E-01 , 6.68040438879064835E-01 )
index: 32
( -3.56634497803024419E-01 , 4.57570850203330159E-01 )
( -3.70726025891382371E-01 , -2.56717715589436721E-03 )
( -1.61622905347457091E+00 , 1.50235243425076814E+00 )
( -5.61326167991126404E-03 , -2.94826681197765672E-01 )
( -2.96007168332835191E-01 , 6.72124569864426369E-01 )
( -1.57538397114361656E-01 , 3.92312048967999372E-01 )
( -7.84833416865359013E-01 , 2.50309936487934925E-01 )
( -9.56986919960746973E-02 , -7.55943296454909985E-01 )
( 8.87256218827278564E-01 , 8.74708967071908261E-01 )
( -6.98452872816752168E-02 , 1.24025863451877982E+00 )
( 9.11780180333440216E-01 , 3.66653863699207994E-01 )
( -2.40054120983504649E-01 , -1.51989203634721015E+00 )
index: 33
( -1.09557557738537800E-01 , 1.31020895011201799E+00 )
( -3.30384262796388550E-01 , -3.18438272793797772E-01 )
( -1.27451301049038768E+00 , 7.99316483257612509E-01 )
( 8.08545262990988389E-01 , 2.22627317596593793E-01 )
( -1.09655350744976765E+00 , 3.17700384764452309E-02 )
( 5.22388462929428088E-01 , -7.76479506380003071E-01 )
( 1.09289356946992405E-01 , 1.00166053776733777E+00 )
( 3.23653604342107271E-01 , 7.90052232758892692E-01 )
( 4.27222419265707309E-01 , 5.25565055363002354E-01 )
( 5.92769240542502587E-02 , 9.29539030104964970E-01 )
( 1.09176173251953834E+00 , 9.59629261421643287E-01 )
( 1.08945842747135313E-01 , -1.09935528920594994E+00 )
index: 34
( -3.49468590980045846E-01 , -1.31674293562133143E-01 )
( -3.09733639454298493E-01 , -5.35257680490978327E-01 )
( -1.85930127755495500E-01 , 7.04177884833916634E-01 )
( 3.59021655124530270E-01 , -1.01785578818829880E-01 )
( -9.94310251123568523E-02 , -2.48693841591968584E-01 )
( 1.32300294678660085E-01 , -3.78133787844684099E-01 )
( 1.81538312377335642E+00 , 3.40248687313428402E-02 )
( 8.10195832385705139E-01 , 7.02017214292078751E-01 )
( -1.07336490033436416E+00 , -5.63412684152793886E-01 )
( 1.12883718317942128E+00 , -2.76209920585623436E-01 )
( 3.52501407874647399E-01 , 5.34666344534437732E-01 )
( 4.88503372987468154E-01 , -3.71480723796928702E-01 )
index: 35
( -4.15336657890841621E-01 , -1.31044752615757476E+00 )
( 1.51408985024506337E-01 , 4.13649565389509755E-01 )
( 1.77530610738979050E-01 , -1.97620462882141329E-01 )
( -2.60713169133696077E-01 , -1.07356773175588782E+00 )
( 1.91675470405838905E-01 , 4.53441800941067730E-01 )
( -3.55660868070207525E-01 , -6.07794762152668144E-01 )
( -3.37618681567222190E-01 , 1.30326243882836112E+00 )
( 2.05802924321844549E-02 , -3.76778750499817738E-01 )
( 8.82020062520764037E-01 , 1.81598788681267054E-01 )
( -2.19367171416638668E-01 , 1.80668470553768312E+00 )
( 2.29915621123100100E-01 , -5.78617214234158794E-01 )
( -2.01926186801883178E-01 , -4.57722219098089633E-01 )
index: 36
( 8.24972271778521768E-03 , -1.21613822536007429E-01 )
( 4.62329707169409743E-01 , 2.50151995204181687E-01 )
( -4.11415115038432755E-01 , 1.46698064381311055E-01 )
( 8.82202853732828515E-03 , 1.60933424009518289E+00 )
( -1.40873276845526085E+00 , 4.51799636380307568E-01 )
( -4.35846809292835036E-01 , -4.53916272041482327E-01 )
( -7.29292057160118468E-01 , 6.56790890258704740E-01 )
( 5.49714495189414731E-01 , 6.54593314705927853E-01 )
( 2.31665994544380915E-01 , -2.87328589629776199E-01 )
( 9.07587178662025568E-02 , 3.09054799971859862E-01 )
( 6.02861045959062758E-01 , -4.64671650698296801E-01 )
( -7.98169265088241736E-02 , 1.40632284741952551E+00 )
index: 37
( -3.43432529082336041E-02 , 2.61968043049427612E-01 )
( -3.24146550742951844E-01 , 2.70783969598179075E-01 )
( 1.42781126098451616E+00 , -1.14893025159872808E+00 )
( -5.65297041453140636E-01 , -3.96084349436831795E-01 )
( -2.15567863659870851E-01 , 3.69470159826029265E-01 )
( -7.57448928848963171E-03 , 7.90325672094838838E-01 )
( 1.11152842364866711E+00 , -7.99313358633660515E-02 )
( -1.20609630885662811E+00 , -9.30084666148109140E-01 )
( 6.58424615358192744E-01 , -8.09375684642984483E-01 )
( 7.05549135278340622E-01 , -3.25599283947873130E-01 )
( -7.10639377026991315E-01 , -5.43113417516151650E-02 )
( 1.78344885498776917E-01 , 6.33721364644449503E-01 )
index: 38
( 4.38790441361993300E-01 , 7.57459040311010190E-01 )
( -5.23736868074128059E-02 , -1.51979125794079462E+00 )
( -6.05020642146935295E-01 , 3.95858571209873500E-01 )
