index: 0
( 7.17034932236158470E-12 , 1.74847602267851507E-11 )
( -1.73134354865433083E-12 , -6.75243991774585493E-11 )
( -3.15942316574257774E-11 , -4.97726250693750140E-11 )
( 1.05671424308098415E-11 , 2.17890368201795327E-11 )
( 6.86289407879478838E-12 , -6.95077081157193714E-11 )
( -1.05456381440892735E-12 , 1.97426040709548471E-11 )
( -1.51952693418748604E-10 , 1.99904546764629709E-11 )
( 5.66377970040050526E-11 , -3.23552038595492387E-11 )
( -4.41128580513243586E-12 , -1.21547816675638206E-11 )
( -1.61085958032313942E-11 , 9.16809082773625720E-11 )
( -3.95317225787948734E-11 , 1.89840986483280946E-11 )
( -1.69887071078414050E-11 , -8.18389839584419745E-11 )
index: 1
( 3.58518802823091794E-11 , 2.09394283434267338E-11 )
( -4.56041145178025260E-11 , -2.55215533694278710E-11 )
( -3.79010979946660488E-11 , -2.33700854096161200E-11 )
( -8.77318006883723345E-12 , -3.18108529345357494E-12 )
( 7.19176381467621863E-11 , 2.60676385402177836E-11 )
( 9.72569431262752354E-12 , 4.34749626488484288E-11 )
( -4.66316495162851672E-11 , -9.20509935898238171E-11 )
( 1.06358013365417128E-11 , -1.44860445684166070E-11 )
( -4.10494452074941071E-12 , 1.44252613735702730E-10 )
( 1.81032764578304410E-11 , 3.37190008750719729E-12 )
( 3.01542765218974651E-11 , -5.07770428985135826E-11 )
( 2.62902693007965014E-11 , 6.08363665522011450E-11 )
index: 2
( 9.65108400231955450E-11 , 1.52107329147530229E-11 )
( 2.07703918482235664E-11 , -1.09273410160735325E-11 )
( 3.15111444445011387E-11 , 3.04477037884385561E-11 )
( 7.70383635475457876E-12 , -1.86099885888106769E-11 )
( -3.58040093048890827E-11 , 5.83712607449079152E-11 )
( 3.11670559240551981E-11 , -3.41114092022662147E-11 )
( 3.96117161592875869E-11 , 4.02243533473044885E-11 )
( -3.82219036164649511E-12 , 8.08866254350559806E-12 )
( 1.19592640876033495E-11 , -2.82250963535216670E-11 )
( 4.57374476660083555E-11 , 2.33572269083909549E-11 )
( 2.23700017682328011E-11 , 5.12023352947008247E-11 )
( -7.32574281930472846E-12 , -1.84598584530874201E-11 )
index: 3
( -5.51843475470060531E-11 , 1.08952256054106743E-10 )
( -6.00117776724062468E-11 , 9.33681910755029065E-12 )
( -2.10369963583178977E-11 , -1.03390652538153605E-10 )
( 8.83093121233763603E-11 , -5.54079185973820764E-12 )
( -9.31091967858199405E-12 , 8.28024123424755186E-11 )
( 2.56995309638538679E-11 , 3.63210250730045576E-11 )
( -2.57608940141728956E-11 , 7.58274322702355268E-12 )
( -2.70431734602779511E-11 , -3.37959697787506951E-12 )
( -1.22391518251379875E-11 , 2.54624969109526682E-11 )
( 2.09758417383321976E-12 , -1.75265904908830054E-11 )
( 4.59023551103097436E-11 , -1.26656224541967183E-12 )
( -8.67668185458955056E-11 , -1.12506394593454301E-10 )
index: 4
( 6.84599762261835051E-11 , -3.65202291422310083E-11 )
( 6.37794533552951526E-12 , 3.24336549885344444E-11 )
( -3.46249751048647899E-11 , 4.62922278483972157E-11 )
( -5.48468543057345653E-11 , -1.83858452693578275E-11 )
( 2.38070965433227128E-11 , 1.19656628474397796E-11 )
( -2.08645531216734287E-11 , 1.89900583892488220E-11 )
( -4.95277511285298147E-11 , -8.04298070858196384E-11 )
( -9.91404748031014320E-12 , -1.75279599890234958E-11 )
( 2.35644757082246206E-11 , 6.68005357588374866E-11 )
( -9.38181465488655703E-11 , -5.23673431638144028E-11 )
( 4.89480768666393481E-11 , -4.56306175373967768E-11 )
( 1.98995261695852490E-11 , 3.56314750052004998E-11 )
index: 5
( 3.25846886775706239E-11 , 1.99315238809906852E-11 )
( -3.25907548282152311E-12 , 7.14307691703520605E-12 )
( -8.38979859008207115E-11 , 4.50350528553049024E-11 )
( -5.05781202953142338E-11 , 1.53336525861963481E-11 )
