x=0,y=0,z=0,t=0
( -9.94399881263717495E-06 , -1.50675782053274976E-05 )
( -2.10553533013969077E-05 , -2.70290850116678932E-05 )
( -1.87540627359912511E-06 , -1.26957048072418504E-05 )
( -1.54348305781873075E-05 , 3.12780275716010228E-05 )
( -6.17911958492181891E-06 , 4.45190689464004130E-05 )
( -2.13062428297608046E-05 , -2.93335326136259693E-06 )
( 3.37515365669567688E-05 , -2.20022412646575684E-05 )
( -2.08049731460142069E-05 , 1.75614025388056501E-05 )
( 5.41851598691770943E-06 , -1.05853546434151116E-05 )
( 7.44256139069243294E-06 , -2.97710387003910466E-06 )
( 2.38725863628929593E-06 , -2.21020622566717988E-05 )
( -4.84587691838369742E-06 , -6.41282764473399952E-06 )
x=1,y=0,z=0,t=0
( 2.93730534948307082E-05 , -8.05834627912501830E-07 )
( -4.35937737633569125E-06 , 2.70189158525925030E-05 )
( 2.11147395254438475E-05 , -2.39697737268889215E-05 )
( -4.88702873097011170E-06 , -8.10166348904527802E-06 )
( -4.57550225039693825E-06 , -2.16394519089735133E-06 )
( 1.38989870628531834E-05 , -4.52824304009571511E-06 )
( -1.14986400414334380E-05 , -9.16771728583681628E-06 )
( 5.15423594135591652E-05 , 5.89894247170423113E-05 )
( -5.61780067641387823E-07 , 9.12857402410858194E-06 )
( -1.82103827019378179E-05 , 4.99393239477729009E-05 )
( 1.87132848204479970E-05 , -1.56314957481427390E-06 )
( -1.72839254297955397E-05 , -1.03479298613416163E-05 )
x=2,y=0,z=0,t=0
( 2.25794765802193042E-05 , 2.48190408621131832E-06 )
( 9.83025447853429310E-06 , -4.65930039887855178E-05 )
( 3.71233452520620064E-06 , 7.47784449650803877E-08 )
( -3.13914763076234880E-05 , 4.78237119665547079E-05 )
( -3.36642915313438060E-05 , -5.35906390741044204E-05 )
( 1.47850083141328073E-05 , -4.92830485223497130E-06 )
( -3.23569671826008777E-06 , -1.08499567237947212E-05 )
( -1.05003167450427880E-05 , -2.44543502776371331E-06 )
( 2.60631337061088010E-06 , 9.79309306224654071E-06 )
( 1.33778232697756862E-05 , 1.19923640422317367E-05 )
( 2.85292828291658669E-05 , 4.43406333013495865E-05 )
( 3.79586964903353812E-06 , 1.00554876982120807E-05 )
x=3,y=0,z=0,t=0
( 1.19879957748831373E-05 , -3.61550598251054089E-05 )
( 2.31364742883675185E-05 , 3.00753068949944562E-05 )
( -3.12789219264247631E-05 , 7.62016296839113846E-06 )
( 2.40388887970197260E-05 , 3.39582184888431956E-06 )
( -5.58792236319735129E-06 , -1.97359109820356970E-05 )
( -2.36573554978349090E-05 , -1.93050290812625097E-05 )
( -6.75903641799342915E-05 , 1.08108163310615386E-07 )
( -9.73197333181103922E-06 , -2.61813450600402154E-05 )
( -1.57587348515881025E-05 , -1.63926342865322616E-05 )
( -1.27184688675717880E-05 , -1.86797214786217834E-06 )
( -3.44313719030035844E-06 , 1.27188220066810684E-05 )
( 6.25422114566231552E-06 , -2.88335326786836779E-06 )
x=0,y=1,z=0,t=0
( 3.92074462008300338E-06 , 1.43079993289364595E-05 )
( -1.02299332199414191E-05 , 2.27009035183482932E-05 )
