x=0,y=0,z=0,t=0
( 1.23248285568514277E-03 , -2.37456382539647610E-03 )
( -5.49785736173217989E-03 , -6.74859419700012250E-04 )
( -6.97851960425454644E-04 , -2.49449711425441456E-03 )
( -2.64493914451726991E-03 , -1.92544955255265042E-03 )
( -7.46651469989551703E-04 , -1.08113332159902320E-03 )
( 1.87931962092095653E-03 , -1.83335091906786443E-03 )
( 1.41198210995869644E-03 , -8.13285878698060565E-04 )
( -1.26467566343692848E-03 , -2.30398210073718811E-03 )
( 2.29477229157130664E-03 , -4.04256399459093380E-03 )
( 1.98758719097735011E-03 , 1.96739998171036740E-05 )
( -2.11988236983076325E-03 , -8.23970876303800723E-04 )
( -1.31587176266064246E-03 , 2.32057605154424194E-03 )
x=1,y=0,z=0,t=0
( -1.07462616047090736E-04 , -7.17451458187266192E-03 )
( -2.97672539991177681E-03 , 2.98697504362750461E-03 )
( -1.43654046280932216E-03 , -7.94008145668558939E-05 )
( 9.52162512440998809E-04 , -1.23066427746629887E-03 )
( -1.49238830487205413E-03 , 1.03877609427026688E-05 )
( -4.28429412117713009E-03 , -1.60621290219766888E-03 )
( 1.16009392225034256E-03 , -1.17193943198962407E-03 )
( -1.59765769731873156E-03 , -2.43319268851534525E-03 )
( -2.56738453399108380E-03 , -2.74928324151492171E-03 )
( -3.53425914550840534E-03 , 8.24348574869440383E-04 )
( 1.07734632441904878E-03 , 2.19105678980677015E-03 )
( 9.47429521029342892E-04 , -2.64147374047972797E-03 )
x=2,y=0,z=0,t=0
( 1.14168278366858422E-03 , -2.29589620439317119E-03 )
( -2.70671411427845154E-03 , 9.62508378802872256E-04 )
( 1.37305068216710320E-03 , 3.28368298768627392E-03 )
( -7.72706316367861336E-04 , 2.73749605738108064E-03 )
( -4.74554290125436557E-05 , -2.10161794848464723E-03 )
( -6.85583473581559844E-04 , -1.08590372796513223E-03 )
( -2.64491519547773628E-03 , -3.40833181783503939E-03 )
( 9.11279862024530506E-04 , 3.53705135852659756E-03 )
( 2.79458772734062551E-03 , -1.01240053030970424E-03 )
( 2.21710950411728664E-04 , -2.97284352707562552E-03 )
( 8.26378790211505722E-04 , -5.65728575933469578E-04 )
( -1.51385857983884348E-03 , -2.32729323918542128E-03 )
x=3,y=0,z=0,t=0
( -1.01841591077193308E-03 , 6.93779392331951485E-04 )
( -2.32786572400646864E-04 , -1.60185751425827609E-03 )
( 2.95542035684841220E-03 , -3.77613876646807917E-03 )
( -5.98967456279545586E-05 , 1.63906690752066951E-03 )
( 5.95913664043102188E-05 , 1.44805632189963919E-03 )
( 3.06900750836502272E-03 , -2.54440176119754722E-03 )
( 3.70611187076382801E-03 , -3.26727758951586382E-04 )
( -7.34323196516676029E-04 , 5.02711612821880567E-04 )
( -2.72129203920320247E-03 , -1.35174058575856073E-03 )
( 6.60255869489517495E-04 , -9.51816406442366602E-04 )
( -9.73029993306044226E-04 , -5.63145417123165227E-03 )
( 1.41321221904916949E-03 , 1.93611051119935260E-03 )
x=0,y=1,z=0,t=0
( -9.15438596941450236E-04 , 2.88305015346232354E-04 )
( 1.99633852386955999E-04 , 1.41566882717931867E-03 )
( -1.81253786513109493E-03 , -1.42862235001702388E-03 )
( 1.94489096702299717E-03 , -1.42180545830490016E-04 )
( 8.51235391371274030E-04 , 1.51314983534207989E-03 )
( 6.09434229015564169E-04 , 1.18706772238906131E-03 )
( 3.69442448309108794E-04 , 3.41738993953740995E-04 )
( -1.07258804985839321E-03 , 6.96386769220204362E-04 )
