index: 0
( -3.24250796301092589E-02 , 5.69625699476622310E-02 )
( -8.95455671033266315E-03 , 2.54039662836704830E-02 )
( 1.06032740970081994E-02 , -9.96773583660078878E-04 )
( -6.10890244878633387E-02 , 7.34857140235258832E-02 )
( 7.01956731352548421E-03 , 2.39990608733253244E-02 )
( -4.66657317574319976E-03 , -1.76254279957486701E-03 )
( 3.96790984780748864E-03 , 5.46893274970467087E-03 )
( -2.52634124699323837E-02 , 1.23878656490506774E-02 )
( -2.44873879100177688E-04 , 2.57076873299168507E-02 )
( -3.36413985725555614E-02 , -1.37083156482078056E-02 )
( -3.20549204270912866E-02 , 2.35289079990232478E-02 )
( -4.70244583805042651E-02 , -4.06682384572303948E-02 )
index: 1
( -3.15150133656270162E-02 , -1.78375506894392563E-02 )
( -1.91176472163540057E-02 , -2.88157881407049218E-02 )
( -7.87955438636212327E-03 , 1.51740192441471083E-03 )
( 1.09633184477631665E-02 , -2.46959548285191517E-02 )
( -2.90871560005418611E-02 , -5.73641044186092366E-03 )
( -4.27030027109948779E-02 , -1.34340388034366078E-02 )
( -1.79784335036296018E-02 , 2.38081418037644921E-03 )
( -1.82323067291385761E-02 , 1.13928194871604563E-02 )
( -2.33546657745297044E-02 , 4.12753240946600597E-03 )
( -1.79431130658566189E-02 , -2.86303746070173219E-02 )
( -2.51733903914270682E-02 , 3.51126343588756551E-02 )
( 7.75077050071928779E-03 , 1.17032205575153137E-02 )
index: 2
( 1.51642829874071537E-02 , 1.05429423212248206E-02 )
( 7.02538265243547299E-03 , -4.28241974245186577E-02 )
( 1.79214945343078302E-02 , 2.32841397265672462E-02 )
( 5.61175086478295296E-02 , -2.24860308862409250E-03 )
( -2.15452730308557383E-03 , 1.10434505967149411E-02 )
( 8.08580266874682485E-03 , 1.30254543684170890E-02 )
( 2.24725399707568496E-02 , -4.88102041827112934E-02 )
( 7.93170999171022642E-03 , -1.96458927046859327E-02 )
( -1.02584222174880238E-02 , -3.10793000382285495E-02 )
( 1.68027379254952099E-02 , 6.25871745627910453E-02 )
( 7.96514402898428064E-04 , 1.37100475175211053E-04 )
( -7.80240502482010267E-03 , -1.61356598441625768E-03 )
index: 3
( 4.52955063890109477E-02 , 1.52836918432790320E-02 )
( 1.76049743873496027E-02 , 3.09118506490911570E-02 )
( -1.56080087806124718E-03 , 1.27905707328759190E-02 )
( 2.98775884099264470E-02 , -2.13093186139139343E-02 )
( -3.76114448946528179E-03 , -3.19712851087564087E-02 )
( 1.69629914867709466E-02 , -2.85260251512938767E-02 )
( -2.46774559469693025E-02 , 3.39071668999998965E-02 )
( 1.52282890287947260E-02 , -1.10698028418283953E-02 )
( -6.19512831754535642E-02 , 4.60037858377502287E-02 )
( -4.86321777350264169E-03 , -2.76592439561646440E-03 )
( -1.20766368820376057E-03 , -2.88892888641223561E-02 )
( -1.88521945139264388E-02 , -4.35493097045001817E-02 )
index: 4
( 9.27435765234238020E-03 , -1.89873895734201312E-02 )
( 4.61307822263017156E-02 , 1.78850876151306591E-02 )
( -1.37265269944254059E-03 , -3.53780926953522062E-02 )
( 1.70051984483758287E-03 , -1.43637418270880432E-02 )
( -2.67615484039392601E-02 , 3.63649842590155481E-02 )
( 1.90898675538955440E-02 , 8.88105800464996861E-03 )
( 2.39011620514594167E-02 , -1.09222537481324950E-02 )
( -9.55019615789661630E-03 , -1.67868892770855448E-02 )
( 2.79798820934901715E-02 , 3.19003813055932436E-02 )
( 1.70388662415766196E-02 , -1.66272083355888702E-02 )
( 2.88360550052946391E-02 , 2.11231652804435739E-02 )
( -3.40361843301415640E-03 , 6.52775418947289104E-02 )
index: 5
( -3.30231207687800218E-02 , 6.12327794877118997E-03 )
( -1.83790289336321130E-03 , -8.77025321993992434E-03 )
( 7.91990719735293294E-04 , 1.83871507131596335E-02 )
( -8.32803939709206298E-03 , -1.07679684589821328E-02 )
( -2.34074679604380151E-02 , -3.56641548446296613E-03 )
( 3.32153012047801191E-02 , 1.78543679966002983E-02 )
( 7.71144019690961358E-03 , -1.49951709703230159E-03 )
( -1.29985748005318341E-02 , 2.17642637363811564E-03 )
( -1.78563822818670823E-02 , 1.04163070164150981E-02 )
( 1.27502486656860710E-02 , 1.32464390396992357E-02 )
( -2.90486202875539327E-03 , 9.42572218025020461E-03 )
( -2.17551261479989816E-03 , -2.15898415615865466E-03 )
index: 6
( 2.04843059768287719E-02 , 1.27409385589821074E-02 )
( -1.73086647907595079E-02 , 3.99614811529827793E-02 )
( -2.77621983894126706E-02 , -3.42782194109297611E-02 )
( -1.66634444127675384E-02 , -1.12713483001514840E-02 )
( -4.34893713842036261E-03 , -1.87577032242520134E-02 )
( 2.84861416132758810E-02 , 9.13824101351362432E-03 )
( 2.38267414962377924E-02 , -4.38831443590147544E-03 )
( 4.12742397396079624E-02 , 6.63419291655813551E-03 )
( 2.84654293869419685E-02 , -1.61291146645414218E-02 )
( 1.81565373450423770E-02 , -2.36727315713831619E-02 )
( -2.31268309294385861E-03 , -1.87145917092885715E-02 )
( -2.13895865256204520E-02 , -3.04555159252835432E-02 )
index: 7
( -1.86708873724196721E-02 , -1.13648398062929888E-02 )
( 2.24341347652338673E-02 , 1.40964944098925446E-03 )
( 6.23030141499610404E-03 , -1.26699470241318866E-02 )
( 2.47983108553439455E-02 , 7.13261636623122031E-03 )
( -1.81088238804305857E-02 , -2.15175861090062710E-02 )
( -2.28506560480757695E-02 , 1.40981891100873773E-02 )
( 1.62359506090453999E-02 , -3.24805960334932572E-02 )
( -5.86100809193493277E-03 , -9.87409502964926855E-03 )
( 3.60571432124442356E-02 , -7.28712996264952156E-03 )
( -2.07322586150254506E-02 , 2.18712892744989049E-02 )
( 3.93473346655817194E-02 , 1.57220167966105433E-02 )
( 1.08685134545177461E-03 , 1.00640377752338056E-02 )
index: 8
( -5.55135643864402561E-02 , 1.85346369917036326E-02 )
( -1.06942962711472859E-02 , 1.68911564347137833E-02 )
( -6.98073644342028510E-02 , 1.44808042665912455E-02 )
( 1.80021867003829841E-03 , 2.78936102828496388E-02 )
( -1.39789882359686903E-02 , 2.48945119047399750E-02 )
( -3.64448252719453830E-02 , -2.51683377087044413E-02 )
( -3.02233261297939100E-02 , -8.60096272231587744E-03 )
( 2.88131665062525411E-02 , -8.49324410483900116E-02 )
( -1.58302703023139035E-02 , -3.08793942029802343E-03 )
( -1.94333300683873153E-02 , -4.16359117285434177E-02 )
( -5.31842003006521152E-02 , 1.25249694926819373E-02 )
( 2.20216924818234412E-02 , 4.94630067692474265E-04 )
index: 9
