index: 0
( 6.72798881571314200E-06 , -5.03317954362005645E-06 )
( -8.06121911098390338E-06 , 5.49246625558296155E-06 )
( -7.50093395139673886E-06 , 3.78487919976450441E-06 )
( 9.78776627209663392E-07 , 4.84187339592266316E-06 )
( -2.01403101018978043E-06 , 2.21778203667156988E-06 )
( 1.34203574386889752E-05 , 5.23978286622585594E-06 )
( 8.75586338310725485E-06 , 6.28439989736283617E-06 )
( -6.69828145160037912E-06 , 1.05657902115980314E-06 )
( -1.02389587206214375E-06 , 4.91883790519809156E-07 )
( 2.22473286772483358E-06 , -6.47200505899381017E-07 )
( -3.06367413554524684E-06 , -4.90609534214362435E-06 )
( -1.22454639481062560E-06 , -6.18700534533193932E-07 )
index: 1
( 6.61454912965002469E-06 , 5.66366948542487070E-06 )
( -4.04070909972863319E-06 , 5.71837645157193484E-06 )
( -1.15357737369820337E-06 , -2.20872440172515044E-06 )
( -6.37302231483153570E-06 , 1.12423371689613604E-05 )
( 5.52109252569810576E-07 , 1.29343117290048633E-05 )
( -8.43425505341324660E-07 , 2.41410075321242313E-06 )
( 5.63107013906160848E-06 , 2.04051324002895789E-06 )
( 2.21481482799949512E-06 , -6.60742694165729994E-06 )
( -1.73663328217907362E-07 , 7.08248770006026239E-06 )
( 8.50089147584541500E-07 , -9.52460797596687462E-07 )
( -1.82285790456770745E-06 , -7.76301062711310447E-07 )
( -8.84517575020379607E-06 , 3.58521338012081764E-06 )
index: 2
( 1.70706882121577547E-05 , -3.16776688471335434E-06 )
( 1.49242367750550939E-06 , -1.12077880988233849E-05 )
( 4.89776330530378849E-07 , -9.96178771769693816E-06 )
( -8.30864938941383051E-06 , -4.07758944561956254E-06 )
( -5.13185590555501196E-06 , 6.06235757558864440E-06 )
( -2.45446942733315767E-06 , 8.63294908175354044E-07 )
( 7.07476568974990956E-07 , -3.33526097993244952E-06 )
( 1.06489498511580601E-06 , -8.86429209922378824E-08 )
( 5.15409397541025128E-06 , 3.64372588930082094E-06 )
( -8.19356215649653001E-06 , -1.17496274989068018E-06 )
( -6.84726561418945211E-06 , 3.08373277386504552E-06 )
( 5.56777889860603998E-06 , 3.69302036997460811E-06 )
index: 3
( -5.83465175109047181E-06 , -2.07038482520760864E-06 )
( -7.03662289073218832E-06 , 5.25617456907833799E-06 )
( -1.15215802959202066E-05 , -7.68824812137215060E-06 )
( 1.69998890947086236E-06 , 2.81666760887706269E-06 )
( -1.14848169413477071E-05 , 1.35636018554616191E-06 )
( 5.40728438968825144E-06 , 2.23590551196246600E-06 )
( -3.64153727219690836E-06 , 1.78769953268162758E-06 )
( -1.07301880732914687E-05 , 8.20093613045724119E-06 )
( 9.51935773770892017E-06 , 1.68047398140446310E-06 )
( 3.16965061656512759E-06 , -5.70896773240081106E-06 )
( -5.79854394765680958E-06 , 5.68439471456232764E-07 )
( -1.26389465915812843E-08 , 5.04492809107946367E-06 )
index: 4
( -2.15668492301964320E-06 , 3.84616769162157684E-06 )
( 1.42055442482081839E-09 , -6.19557595336954770E-08 )
( 4.69486829733488064E-06 , -2.96881240486080142E-06 )
( 2.58592425982055396E-06 , -5.03051762292194637E-07 )
( -5.11208445455324579E-06 , 1.86981898361770176E-06 )
( -1.82060996492285671E-06 , 5.08377034311159154E-06 )
( -2.99464921700672100E-06 , 4.31550860505549527E-06 )
( 5.93839468186112466E-07 , -5.38519353218475224E-07 )
( 3.80609069663941627E-06 , 8.29050962124478462E-06 )
( -6.60106096953648904E-07 , 1.26970219693453930E-06 )
( -9.46109632732972182E-06 , -5.47754175372778957E-07 )
( 1.73467593833489528E-06 , 1.54603707720148524E-06 )
index: 5
( 3.59803184825279997E-06 , -1.78389515705504072E-06 )
( -5.51625397906664206E-06 , -1.29199458679353533E-05 )
( -2.58563909864684901E-07 , -4.67372170537002729E-06 )
( 4.06955871423012775E-06 , -2.54388729255816969E-06 )
( -1.26175822060291466E-06 , -2.70131104452019058E-07 )
( -1.82428131507044533E-06 , 8.82370935141376251E-06 )
( 3.14898220880515658E-06 , 5.08227663281829944E-06 )
( 5.44715638610632137E-06 , 1.02501412299637540E-05 )
( -3.23341937324020637E-06 , 4.24128206267523168E-06 )
( 4.86951849787620243E-07 , 1.54777444460406480E-05 )
( 3.66133844558268245E-06 , -7.72609527854140445E-06 )
( 7.15264541580905117E-07 , 4.47592029196231478E-06 )
index: 6
( -5.56375977469337543E-07 , 3.67394817793217019E-06 )
( 4.06552884154640506E-06 , -1.24127528970928222E-06 )
( 2.29969994192039011E-06 , 4.67437405831719881E-06 )
( -9.43574626231389223E-06 , 2.35062795509738747E-06 )
( 1.04332051523595964E-05 , 1.79313370902593067E-06 )
( -6.31136060456051904E-06 , 5.18567181728186113E-06 )
( 4.58756504372121241E-06 , 6.74572358886065585E-06 )
( 6.79744739446815691E-06 , -4.07770287977186291E-06 )
( -7.55342847947619011E-06 , -6.67950071826175311E-06 )
( 3.44904866946922256E-06 , 4.25451049854049792E-06 )
( -7.60695106911672753E-06 , 4.32154798821751896E-06 )
( -1.11477854848824953E-05 , -3.96156512601809625E-06 )
index: 7
( -6.96097000077347783E-07 , -2.42345539337144898E-06 )
( 2.08185712328541530E-06 , 7.06624971597629211E-06 )
( 8.64865239656970885E-06 , 1.00589137112895983E-06 )
( -4.10576294356802503E-06 , -1.24305929607498036E-06 )
( -2.53720761999339668E-07 , -1.30257212597501309E-06 )
( 6.72220386464000987E-06 , -1.00020286578697142E-07 )
( 5.19233515608534585E-07 , -1.26159175100822232E-05 )
( 6.03167185483551919E-06 , -3.78246382215682693E-06 )
( 2.88642887509097625E-07 , 2.46369843123338356E-06 )
( -2.26947988349979138E-06 , 2.13941189559600611E-06 )
( -1.45374504715424532E-06 , -2.10891168636952075E-06 )
( -6.81811976136021177E-06 , -2.63959810453118919E-06 )
index: 8
( 4.56784654079892356E-06 , -2.12945482574377416E-06 )
( 7.32138526683188252E-06 , 3.48368452306682610E-07 )
( 1.11038299529760807E-05 , -5.59973531509455453E-06 )
( -6.37121762420530434E-07 , -1.21130479719632691E-05 )
( 5.46880312466687746E-06 , -3.71877756480076315E-06 )
( -3.32703076745980716E-06 , -6.54435326228641789E-10 )
( -1.56367354539834183E-06 , 8.90248196952602019E-06 )
( -1.03330356242797484E-05 , 6.62959812524569281E-06 )
( 3.29998710568523343E-06 , 8.94889808792463253E-07 )
( -1.72460759546021173E-06 , -1.24650464218022887E-06 )
( 2.93505804792982114E-06 , -2.97315650472140901E-06 )
( -7.41743655095047361E-06 , 1.37417173290942220E-05 )
index: 9
( -4.15979118763886176E-06 , 1.17073593903512817E-05 )
( -2.11711423314064631E-07 , -8.51490851783160072E-06 )
( 1.67560888428686119E-06 , -5.87772368561080807E-06 )
( 2.59174800027768424E-06 , -1.76033599468769951E-07 )
( 1.38187822926058592E-05 , 3.53124468731269255E-06 )
( -5.58259952464427792E-06 , -2.58682532805560679E-06 )
( -1.43962029770806702E-06 , 5.88491711119547329E-07 )
( 1.40301907020588013E-06 , 7.58155705636133032E-06 )
( 8.62935497080587206E-06 , 2.77937247409363008E-06 )
( 2.62597107114307416E-06 , 8.21649396761627560E-06 )
( -4.61903749858427022E-06 , 1.42435250589115579E-06 )
( -4.39778915392778186E-06 , 2.39802476296143109E-06 )
index: 10
( 7.61874910888495318E-06 , 1.50253130512284875E-07 )
( -8.45389737913184109E-06 , -1.55912130821745859E-05 )
( -1.14772453659237277E-05 , -8.88864409199840522E-06 )
( 6.89419607331167894E-06 , -5.76024351833200729E-06 )
( 5.91910721489864004E-06 , 9.46413105122892487E-06 )
( -5.39723313021650954E-06 , -3.14081308337914358E-06 )
( -3.22718428649529675E-06 , -4.99063293504946403E-06 )
( 4.47681282844859671E-06 , 1.29609107732799646E-06 )
( -5.64954101171192492E-07 , 1.71036427985316729E-05 )
( -1.22671914889434351E-05 , 1.25029236012721345E-05 )
( -2.86929073689231285E-06 , -6.28170219976608409E-06 )
( 9.74468820121022080E-07 , -6.57302378556801541E-07 )
index: 11
( 2.76137040943950386E-06 , -3.94958848394311369E-06 )
( -5.65030777678007856E-06 , -1.04355267840446802E-05 )
( -2.61453320599177286E-06 , 9.66552884210840354E-06 )
( 7.78036197782767455E-06 , 5.62110716413950082E-06 )
( -1.53104750256865047E-06 , -5.47498199205896111E-06 )
( -9.09479621461983983E-06 , 8.17664767656452155E-06 )
( 2.37476700895489314E-06 , 1.05540409520572200E-05 )
( 2.74533707360079699E-07 , -6.98508912922946980E-06 )
( 1.96563876222918009E-06 , 1.57497635833030744E-06 )
( -1.39095610611312625E-06 , -6.34598774314455973E-06 )
( 8.61427369760177078E-06 , 5.72741592123674915E-06 )
( 5.33206805108653076E-06 , 1.05011024417586400E-05 )
index: 12
( 2.36960326460825618E-06 , -1.03056971336535248E-06 )
( -8.07291537060371076E-06 , 4.86301768574008864E-06 )
( -4.21679703136146024E-07 , 7.36584767899613129E-07 )
( 6.73720796352089375E-06 , 1.55590732590871981E-06 )
( -1.27853783765408051E-05 , -2.70724939481067271E-06 )
( -4.83265595244410425E-06 , -6.42711322548148980E-06 )
( -7.52633508589864981E-06 , 8.89627982088008409E-06 )
( -5.25831882919138680E-06 , -1.36633637668181851E-06 )
( -3.63225153542153949E-06 , 3.52873372344065600E-06 )
( 1.86118791732038150E-07 , -1.01233919763180753E-05 )
( 9.04751137131907270E-07 , 3.12896707969057128E-06 )
( 3.18299780109104908E-06 , -2.46461596381486356E-06 )
index: 13
( 2.69846971761162198E-06 , 1.16025190827513596E-06 )
( -6.44039013222655885E-06 , -1.13940475352469142E-06 )
( 1.50675510819406998E-06 , 7.91618986704723172E-07 )
( -9.56283962520434628E-08 , -7.75200754284364492E-06 )
( 1.13904347983474517E-05 , 1.16794440883132838E-05 )
( -3.47886297175000732E-06 , 1.24155332107278350E-06 )
( 9.79417900232623816E-06 , 9.02897291184575643E-06 )
( -1.18187807561790970E-05 , -9.82515162572619749E-07 )
( -6.73431109689465194E-06 , 7.15412476275215136E-06 )
( -6.09441103001052526E-06 , -6.83459249763308170E-08 )
( -5.25952777016193909E-06 , 4.66663624360867428E-06 )
( -3.29240853860947776E-06 , 3.70900895670447419E-07 )
index: 14
( -1.52076563120854191E-06 , -9.22564476202559372E-06 )
( -8.36844598464649805E-06 , -1.33545896444341664E-06 )
( 4.43265142827812869E-06 , -6.15175089372061897E-06 )
( 5.68880358283450208E-06 , 4.91524443284617172E-06 )
( -1.29398166592993903E-05 , -8.35282099404831605E-06 )
( -2.07968827767849489E-05 , -4.24064966730154750E-07 )
( -2.14209584923693108E-05 , -5.46935409197114372E-06 )
( -8.23102770647023370E-06 , 5.02870922617512071E-07 )
( 1.11614901105837333E-05 , 5.03699913668455133E-06 )
( -6.37941919202713853E-06 , -4.09099465384412960E-06 )
( 1.54867152327990736E-06 , 7.78785787956871211E-06 )
( 3.79588865261972135E-07 , -3.29825432247080245E-06 )
index: 15
( 2.71625969800498337E-06 , 3.90097737020568784E-06 )
( 1.19482962616315261E-06 , -1.17191208401866962E-06 )
