index: 0
( 2.31397629402730926E-09 , 2.08338764802282270E-09 )
( -1.40235022008517310E-09 , 9.36652282640087638E-10 )
( -4.34592030653745645E-10 , -1.97994154218710599E-11 )
( 1.85775936204530689E-09 , 6.31756044695690343E-10 )
( 3.25145143486627411E-10 , 7.61605893593088856E-10 )
( -6.95917193271606345E-10 , -4.65872892809993355E-10 )
( -1.09242982813426930E-10 , 3.51014962443760053E-09 )
( -2.03380896698104036E-09 , 1.25190402231741670E-09 )
( -1.50047605592749350E-10 , 1.28813004690536801E-09 )
( 1.66328654742640484E-09 , 1.53645826005138435E-10 )
( 6.52813119794060239E-10 , 1.21587404396449187E-09 )
( 7.42909774333591972E-10 , -3.08097442874817076E-10 )
index: 1
( -8.53744697635845679E-10 , 1.04373971454871655E-10 )
( 5.59915421837900851E-10 , -8.46028072625084256E-10 )
( 1.57986851183371924E-09 , 3.74724513766571215E-10 )
( 7.00179718865523495E-10 , 5.94475303233543054E-10 )
( 1.58339586417035130E-09 , -1.27754813023536260E-09 )
( -5.37220376242390898E-11 , -9.76290514851253141E-10 )
( 5.16584570757376886E-10 , -3.95590558349902362E-10 )
( 7.86310698299342782E-10 , -2.29770280176739101E-09 )
( 2.09191909347531397E-09 , -1.65787530130154348E-09 )
( -9.05360711345116985E-10 , 1.06001606484131344E-09 )
( 1.35979445038221709E-09 , 1.64730849427605462E-09 )
( 7.86599367822009499E-10 , 4.06469034413947588E-10 )
index: 2
( 1.79062629381970362E-09 , 6.04417159177336964E-10 )
( -1.37096706590534869E-09 , -2.97306000000301142E-09 )
( 1.12351423716722078E-09 , -9.31609411889081902E-10 )
( 3.24974378804118194E-10 , -1.48673353241447062E-09 )
( -2.31665562807161598E-10 , -6.21993199368380421E-10 )
( 4.43683192046168925E-11 , -1.33457262316291673E-09 )
( 4.17153992582721838E-10 , 2.32580735338483241E-10 )
( -1.09382732933336815E-09 , -9.14840989724849931E-10 )
( 1.87352235566117850E-09 , -1.55369637648112107E-09 )
( -1.28281854401757408E-09 , 4.41217607471202425E-10 )
( -2.28714820604154155E-10 , 8.41484556448358509E-10 )
( -1.32489820518405845E-09 , 9.54838454223459205E-10 )
index: 3
( 1.07047788634707024E-09 , 1.70589813091838184E-09 )
