index: 0
( 1.52076911982087760E-11 , 2.45101083172797278E-11 )
( -2.99690659245326984E-11 , -3.37789763693903000E-11 )
( -1.74879002178053005E-11 , -6.47549541552798692E-11 )
( 3.74040451700960480E-12 , 2.94689519921322057E-11 )
( 3.03694665289240243E-11 , -3.22759562189188831E-11 )
( -5.93208711514246236E-12 , 2.19919788305906818E-12 )
( -3.37915558603739292E-11 , 1.43317411313770713E-11 )
( 1.65980542711065949E-11 , -2.64239973974657656E-11 )
( -4.68525004255686834E-11 , 2.31597448920130045E-11 )
( -3.26839157931550634E-12 , 1.40682847024247941E-11 )
( 2.28793760099345873E-12 , 3.57321245988622769E-12 )
( 1.15123227446925724E-11 , -4.61581269187356021E-11 )
index: 1
( -1.00887206707209428E-11 , -1.67816355155828612E-11 )
( -2.67505609103379437E-11 , -1.42929796227577413E-11 )
( -3.42390855683041627E-11 , 1.48830713742790130E-12 )
( -2.38333706314165885E-11 , 1.10523110016889860E-11 )
( 1.85743799606668400E-11 , 4.49112653163389756E-11 )
( 7.80718767261379340E-12 , -9.45765695030241223E-12 )
( -5.05487073767566912E-12 , -5.39994108096526065E-11 )
( 5.58983226149269426E-12 , -5.02697659762647845E-12 )
( -2.07431892258629232E-11 , 2.15084180439521156E-11 )
( 1.07390315118160810E-11 , -5.56871814062392055E-12 )
( 1.53491714740928783E-11 , -6.26675382109081300E-12 )
( -2.66925363559796588E-12 , -2.31022663846868102E-12 )
index: 2
( -5.25488307644632538E-11 , 5.47169957022585152E-12 )
( -2.00379900422091905E-11 , 8.71723588609999295E-12 )
( 3.68922174541247622E-12 , 3.14429292628122130E-11 )
( -1.63112524168765126E-11 , 1.72346520959135520E-11 )
( -1.94819014772141008E-11 , -1.29269903507432608E-11 )
( 9.66455279931346599E-12 , 1.98530128964225849E-11 )
( 1.05336442739092113E-11 , 1.42657566017277469E-11 )
( -3.27377821352197905E-11 , 3.20430279873504276E-11 )
( -1.46602800018345842E-11 , -8.21387013939290696E-11 )
( 9.53034342252419220E-12 , -1.10988415548240520E-11 )
( -7.48386621327491630E-12 , 4.21933691856087585E-12 )
( -2.81134333439756242E-11 , -1.29906309590300425E-11 )
index: 3
( -3.82268489277923382E-11 , 8.99180859602076025E-12 )
( -7.09809259405690519E-12 , -1.94487152455143268E-11 )
( -3.67992187255927319E-11 , 5.84208112406676046E-12 )
( 3.15351769180037148E-11 , 1.25671937623349452E-11 )
( -2.22074660907399274E-11 , -8.55990005122759372E-12 )
( -2.73447740883373438E-11 , 4.94470072316437287E-12 )
( -1.52672700022337821E-11 , 3.23271026940657685E-12 )
( 4.38559810090239501E-11 , 1.00431578065062010E-11 )
( -2.32262622909385863E-11 , 7.73140921623515266E-12 )
( -8.32819580915871095E-12 , -4.81187803809394756E-11 )
( 4.97837090744587246E-11 , 1.94857619977588300E-11 )
( -2.12841926049400194E-11 , -1.35082183410205354E-11 )
index: 4
( 3.22606949896860667E-11 , -1.97805468977491486E-11 )
( 4.73404706937723237E-11 , 6.65778271840387104E-12 )
( -4.17106149102105431E-11 , 1.24165543931343708E-11 )
( 7.16630503934802443E-12 , 5.87219405082038521E-12 )
( 7.86604578373837999E-12 , 6.91248752207286383E-12 )
( -1.16876606385843331E-11 , -7.95002591228834583E-12 )
( -1.98675056477062584E-11 , -1.63756678758307513E-12 )
( 7.50633977713020210E-13 , 8.43439413128285633E-13 )
( 1.23161102104709670E-11 , 3.03735035718455579E-11 )
( -1.97552200300343059E-12 , -4.58272077635437954E-12 )
( 9.69716138055360646E-12 , -3.60344687158210200E-12 )
( 3.48668174372467502E-11 , 5.40889130517724301E-12 )
index: 5
( 4.05250507142197215E-12 , -1.64355389720893399E-11 )
( 3.30702921594899888E-12 , 2.71789038243612290E-11 )
( -5.21065804824441402E-11 , 1.07280210973582884E-11 )
( -4.06969954037633452E-11 , 2.78465140576067870E-11 )
( -5.86714221560807465E-12 , 1.22963944573181477E-12 )
( 2.26885151327891490E-11 , 6.36662535193072975E-11 )
( -2.53361387681694216E-13 , -1.67285951943432770E-11 )
( -5.51282067764798641E-12 , 3.33938232695595926E-11 )
( 2.32694920850956384E-11 , 1.87802936242751695E-12 )
( 2.75539839832828967E-11 , 4.28490540925290527E-13 )
( -4.48402057140037570E-11 , 9.31739587335542267E-12 )
( -8.06473406883614981E-12 , 6.81314245282667890E-12 )
index: 6
( -1.11295715916930350E-11 , 4.35016981545453814E-11 )
( 1.91763289884012565E-11 , 5.34236385364811771E-11 )
( -2.94407981842544289E-12 , 1.18234871850110585E-11 )
( 1.10007766238804021E-11 , 1.48357831317129958E-11 )
( 1.36655730456134920E-12 , 2.26466897320920965E-11 )
( -8.20071597026876471E-12 , -1.09236407661386663E-11 )
( 6.86814131928059719E-12 , 3.19989247427253995E-11 )
( 2.05559008064946184E-11 , -3.81735092021928870E-11 )
( -1.42276571214696508E-11 , -1.04266679664153626E-11 )
( -1.84143715416835997E-11 , 1.19872329685946608E-11 )
( -1.49392428285925331E-11 , 4.07280849521938307E-11 )
( -2.36099244161833732E-11 , -2.02085637128403491E-11 )
index: 7
( -7.61509149028174788E-12 , 9.74339791747367372E-12 )
( 1.95152493366249420E-11 , 2.75302200616014765E-11 )
( -1.99469411921307769E-11 , 2.43138940895258249E-12 )
( 1.03173863037452329E-11 , -1.75685198836388254E-11 )
( -5.89141478506006835E-11 , 9.37678649110144025E-12 )
( 2.48666448053828155E-11 , -7.94436683066365092E-12 )
( -2.41052668354772943E-11 , -5.97230198350428733E-12 )
