x=0,y=0,z=0,t=0
( 1.52842686696325668E-05 , -5.13067649067862831E-06 )
( -1.34515718393547129E-05 , -4.22410018730132336E-06 )
( -1.14319359297159063E-05 , 2.29531341955000376E-05 )
( -1.30897093765443740E-05 , 5.85986764497140909E-06 )
( 4.26251325408303746E-07 , -6.28925714710193677E-06 )
( 5.68449497236794469E-06 , -6.56092472484265935E-06 )
( -1.16895991043031319E-05 , -8.86132600093309536E-06 )
( -1.87455193514540350E-05 , 7.33425319095972480E-06 )
( -1.31627315600040428E-06 , 1.40272875722515575E-05 )
( -2.60497115926105002E-05 , -1.35866772613524227E-05 )
( 5.90490200252682978E-07 , -5.06704787576980479E-07 )
( 1.31139948604428277E-06 , 3.41939317267533856E-06 )
x=1,y=0,z=0,t=0
( 1.77586126215277579E-05 , 1.85488871566400096E-05 )
( -1.25988568428604988E-05 , 1.16283975197947315E-05 )
( 1.95488968295859363E-05 , -4.16291229929475246E-06 )
( 1.24573334601921943E-06 , -1.02425766422247091E-06 )
( 1.34230190205380438E-05 , -7.46864999363662248E-08 )
( 1.25341949601790015E-05 , 4.89325665134351569E-06 )
( 2.67857042950593728E-06 , -2.24653003033417757E-07 )
( 6.71624032911951151E-06 , -1.64251527740859026E-05 )
( -3.96468964251809854E-06 , 1.57787014723473077E-05 )
( 7.64954593510038237E-06 , 4.45511725663939112E-06 )
( 2.77474476952727781E-05 , -5.10914190137079056E-06 )
( 6.45999945771058698E-06 , 2.36404749658984502E-06 )
x=2,y=0,z=0,t=0
( 5.72572907168407416E-06 , 1.57719693177717481E-05 )
( 1.00659153353361890E-05 , -1.72016452209115471E-05 )
( -1.82285034053890715E-06 , 4.93137525063408010E-06 )
( 2.06752615617029246E-05 , -7.68634276699024411E-06 )
( 2.02926587496189353E-05 , -2.20372997601487431E-05 )
( 1.27097376080024950E-07 , 2.73083344144494234E-05 )
( 9.64016715035601652E-06 , -2.55597183007181037E-05 )
( -1.52488611651102747E-05 , -6.39868129815690349E-06 )
( 1.00233032693408928E-05 , -6.59317509937884165E-06 )
( 1.10445081518357711E-05 , 1.56567426999427184E-05 )
( 2.44090169818567028E-05 , -1.56963129858663165E-05 )
( 8.24726115438985381E-06 , 2.03210030441336545E-05 )
x=3,y=0,z=0,t=0
( -1.82782748188533941E-05 , -2.19566746858839345E-05 )
( -6.35785066316331643E-06 , 9.24580765222670061E-06 )
( 1.69348319505600083E-05 , -6.79082178830097717E-06 )
( -8.07172296913104694E-06 , -8.40096547589364763E-06 )
( -2.27358752060514932E-06 , -1.98608000814957144E-06 )
( 2.67820637759516747E-06 , -6.63053391468664840E-06 )
( -5.33403575928982577E-06 , -9.41182466782147293E-06 )
( -6.76237763631223797E-06 , 2.28324099078337148E-06 )
( 6.79826378176364552E-06 , 7.98120276132456278E-06 )
( -7.75465009443398757E-06 , 1.90786869078594361E-05 )
( -1.26187862410032828E-05 , -9.20582281438332643E-06 )
( -5.98507238804732615E-06 , -7.60077537285924648E-06 )
x=0,y=1,z=0,t=0
( 5.95553772664608437E-06 , 1.43021738730818730E-05 )
( 5.91884087516859611E-06 , 1.55604191508406772E-05 )
( -9.00033105361408272E-06 , -1.12599327091386918E-05 )
( 6.87952113812347895E-06 , 1.01534384358848426E-05 )
( -3.68139362170119385E-06 , 5.51753253959151750E-06 )
( 4.13942072885580518E-06 , -1.86683380996806866E-05 )
( 1.04808217003043716E-06 , 7.39618618056233910E-06 )
( -5.18907462699078807E-06 , -6.68419937152025509E-06 )
( 6.15991991769059721E-07 , -1.35031512124388370E-05 )
( -1.04017277438227039E-05 , 3.25053798619112027E-06 )
( -6.63508800633809417E-06 , 4.44168340753209320E-06 )
( 1.76127423990553309E-06 , -4.23960606699853137E-06 )
x=1,y=1,z=0,t=0
( -6.99533828182260115E-06 , 3.06859203865311647E-05 )
( 3.17329097323843929E-06 , 1.66531174913995894E-05 )
( -6.17593916582869480E-06 , 1.34798770282082858E-05 )
( -8.82837506590468086E-06 , 1.85241534039533323E-05 )
( -6.08239409922465968E-06 , -3.42304834044336511E-06 )
( 3.92604844906167000E-06 , 7.21192495005341349E-07 )
( -1.51993133246529472E-05 , 1.06103241826271878E-05 )
( 7.88913728742207550E-06 , -5.94938115319246185E-06 )
( 2.84516277409654878E-06 , -1.03129711432464792E-06 )
( 1.99249213111214903E-05 , 2.09788287846471815E-05 )
( 3.26288110464327683E-06 , -5.16824646683744678E-06 )
( 2.67336428429777288E-06 , 1.45355177141585126E-05 )
x=2,y=1,z=0,t=0
( 7.15171012676584331E-06 , -2.95715922648820178E-06 )
( -1.19781958208643027E-05 , -8.33080577852539201E-06 )
( -1.22133297517425451E-05 , -6.79760329712886202E-06 )
( 1.85180163793566193E-07 , -1.22729938189066525E-05 )
( -6.67377045267842714E-06 , 9.09625924532567561E-06 )
( -1.49367111017528734E-06 , -2.49750435704412009E-05 )
( -5.01464429786872238E-06 , -4.47007335124878478E-06 )
( -5.60378221397672406E-06 , -3.55597052158515453E-06 )
( -6.98741457739902457E-06 , 1.82456695736972776E-05 )
( -2.21563514821166806E-06 , 1.10587313061351081E-05 )
( -4.62035199940775393E-06 , -1.03298365421427661E-05 )
( -2.47998696939849388E-06 , -4.59606380422371105E-06 )
x=3,y=1,z=0,t=0
( 6.56529993957655791E-06 , 1.34417291558583921E-06 )
( 3.65333819478551176E-06 , 5.80671653928835436E-06 )
( -1.33719694706330526E-05 , 1.97773407609388606E-06 )
( -8.99853395644107149E-06 , -9.72923268823074781E-07 )
( -7.49837712268137097E-06 , -1.00307942242995464E-07 )
( -2.05927673857841723E-06 , -6.41419588560582648E-06 )
( 1.68815894640592544E-06 , 4.94778762583227317E-06 )
( 4.23340586761698070E-06 , -5.65234505452730536E-06 )
( -2.33402703985572557E-06 , 3.19109035802688376E-06 )
( 4.90571586344817439E-06 , -1.57438983008634717E-05 )
( 5.69401273435637965E-06 , -1.05191150936811934E-05 )
( -1.29760443258830070E-05 , 9.47205613384379085E-06 )
x=0,y=2,z=0,t=0
( 1.71321775914161174E-06 , 9.60452498273313444E-06 )
( 5.87271288863323237E-06 , 9.24137519215077689E-06 )
( 1.54754650078647843E-05 , 7.02121347504364218E-06 )
( 6.22115917405658028E-06 , -6.18658184089180241E-06 )
( 2.10015646649625144E-05 , 7.20510983916353121E-07 )
( 2.11906235600086905E-05 , 7.67442915443272736E-06 )
( -1.88341186955885307E-06 , -2.66652691009726890E-05 )
( 1.89361588227367611E-05 , -7.98897599715747289E-06 )
( 1.25782266243567018E-05 , -4.44487617750981121E-06 )
( -1.21621352027046683E-05 , -1.52600344827969580E-05 )
( -6.17570601217316679E-06 , -5.51061685093927668E-06 )
( -9.80641016251100317E-06 , 3.59086852204476120E-06 )
x=1,y=2,z=0,t=0
( 2.05134210693439412E-05 , 2.65315521864495062E-07 )
( -4.15808423901154945E-06 , 2.33776320300420755E-05 )
( 2.59179748453687651E-05 , 2.11158443068194967E-05 )
( 1.71069261283648836E-05 , 5.20720706566199309E-06 )
( 1.55320911444867263E-05 , -7.29284879976877173E-06 )
( 1.18167853505524939E-05 , -1.43708650384597300E-05 )
( 1.31114820759024264E-05 , 6.14029259229705077E-06 )
( 2.06854772267305987E-05 , 9.55948071241759321E-07 )
( 4.52921971045168573E-06 , 1.07955125844690963E-05 )
( -1.19362478776777162E-05 , -1.48419353003239832E-05 )
( 1.50115284734017202E-05 , 1.08701033416458512E-05 )
( -1.96367812511754871E-05 , 7.46557343372575627E-07 )
x=2,y=2,z=0,t=0
