index: 0
( -4.34432729025676778E-09 , -5.59472156741288929E-09 )
( 8.87884827798586773E-09 , 2.06470810594210343E-08 )
( 9.74496025849946143E-09 , 1.34982947863864426E-08 )
( 9.38030224563104030E-09 , -1.68766925960030177E-08 )
( 1.13841358108829240E-09 , -5.56601700338993882E-09 )
( -1.18266795552950033E-09 , -1.69559458028143289E-08 )
( 1.88278498717003861E-08 , -7.73784237979768246E-09 )
( 2.25860694408393860E-08 , 2.60563643827206393E-09 )
( -1.14998863643427648E-09 , -1.39689730090356848E-08 )
( 1.86316992160348509E-08 , 4.12196917084353998E-09 )
( 2.03153513279246933E-09 , -1.58161483141732866E-08 )
( -8.24073487670901660E-09 , 3.93683734638550218E-09 )
index: 1
( -6.97269410220845054E-09 , -2.68896298145820517E-08 )
( -5.86120878999898014E-09 , -1.68251027186106950E-08 )
( 3.14865070236873518E-09 , -2.00317606902475920E-09 )
( -1.38418280573828101E-08 , 6.16583146616398644E-09 )
( 4.56763777473860914E-09 , -1.04337024633266304E-08 )
( -5.72121299608259469E-09 , -1.50252434942325266E-08 )
( -2.35803616120348322E-08 , 4.05250948148361156E-09 )
( -2.87381647980758325E-09 , -1.31628115749796655E-08 )
( 1.59491190893372310E-09 , 8.70820100255538144E-09 )
( -8.60663399403605065E-09 , -9.67097910819790184E-09 )
( -1.86118969252254221E-09 , -1.82717615461110623E-08 )
( 1.51752529753173737E-08 , -1.44083619884793794E-08 )
index: 2
( 1.64435785743327373E-09 , -1.65464194585567635E-08 )
( -3.31218373336704355E-09 , 8.69824216104263267E-09 )
( 9.15697210662829742E-09 , -9.18523231840721919E-09 )
( -6.59120111912133336E-09 , 7.63486063542331699E-09 )
( -1.50596527560934109E-08 , -3.02737188076538890E-08 )
( 4.75480737790693563E-09 , 1.64654726375765792E-08 )
( -1.71914980305743208E-08 , 7.40547409275399516E-09 )
( 1.03070870249692910E-09 , -1.14811424333436632E-08 )
( 6.37628137830788726E-10 , -3.96869169372097206E-09 )
( 2.38132305747147367E-09 , 1.21853478239783890E-08 )
( 7.64446865484729344E-09 , 3.56353215143782174E-09 )
( 2.55700758081023906E-08 , -8.26041848713440854E-09 )
index: 3
( 2.43540092676584860E-09 , -9.94212051307787205E-09 )
( 1.83646524492670041E-08 , 2.65884191569447793E-09 )
( -7.59818397407680351E-10 , 3.87863375401436648E-09 )
( -3.08816811400199426E-09 , 1.06517954508649978E-08 )
( 6.42285652843491052E-09 , 1.10664172828985738E-08 )
( 7.13531348669140481E-09 , -1.67386876593506902E-08 )
( 3.26180221990305031E-09 , -1.31245523431445443E-08 )
( -2.03820898896682435E-08 , 8.56166841319487181E-09 )
( -1.01392415426514986E-09 , 2.63173548575163535E-09 )
( -4.31365587963168586E-10 , 8.00543046425215163E-10 )
( -1.67565213191574736E-08 , 1.43858065324027492E-08 )
( -1.80999821814547406E-08 , -1.06253395719790945E-08 )
index: 4
( 5.32733861261236184E-09 , -1.07257103394329570E-09 )
( 6.49238476979301813E-09 , -9.00876884890429810E-09 )
( -8.24649646545187954E-09 , 4.58678018090852693E-09 )
( -3.00810967779916406E-09 , 5.50127761176147424E-11 )
( 8.58556063354536061E-10 , -9.84456905026277932E-09 )
( 9.66411869249731749E-09 , 1.89547986643495450E-08 )
( -1.52805650039727135E-08 , 1.04014595314864869E-08 )
( -1.32509471709286881E-08 , 9.38568532166669523E-09 )
( -8.26284539047172766E-09 , -7.43217399710438563E-09 )
( -1.38937135430337470E-08 , 8.41152390044999776E-09 )
( -8.23109988472382677E-09 , -1.03489378389650779E-08 )
( 2.02713298046347584E-08 , -1.44235168685512322E-08 )
index: 5
( -1.36497848767702462E-08 , 3.66397504051588466E-10 )
( -9.37377974498720628E-09 , 6.80337511692909850E-09 )
( -1.43998381896153376E-09 , 9.83557937466140424E-09 )
( -1.45716497776457903E-08 , 8.07162930980022285E-09 )
( -1.64609174813914566E-08 , -9.08345190386282374E-09 )
( 1.07304544559353907E-08 , -3.59379966407087247E-09 )
( -8.74135363102603819E-09 , 1.88809510631487445E-10 )
( 1.45808063986813330E-08 , -1.66454745826155821E-09 )
