index: 0
( -1.36938423990155222E-10 , 1.51975245504201160E-10 )
( -2.26027723343027668E-10 , -7.54420701486554643E-11 )
( -4.14834781267389898E-10 , -4.05796114811164951E-10 )
( -3.70743491449261006E-10 , -1.93463702083227554E-10 )
( -1.28334504632455674E-09 , -1.10714080411456492E-09 )
( 2.84165102283520280E-10 , 7.01957205678074051E-10 )
( -3.77935778338503576E-10 , 1.68133889279517442E-10 )
( 9.07401710747554301E-11 , 6.59496782483569541E-10 )
( -1.95816176561644228E-10 , 1.17139715155875924E-10 )
( 4.24506817338990901E-10 , -2.27556736623124736E-10 )
( 6.61807121897668342E-11 , 3.06742479319388608E-10 )
( -7.66013290553290357E-10 , -2.42350063720334920E-10 )
index: 1
( -8.61569637990010775E-12 , 7.75572530662764756E-12 )
( -3.84047131194702043E-10 , -5.07869553691377945E-11 )
( 1.31471348178448593E-10 , 3.40588637876983779E-10 )
( -2.61149594407546443E-10 , 4.38919601306370526E-10 )
( -7.03082563786011501E-10 , 5.58121406645700525E-10 )
( -1.57302159539032222E-10 , 2.59242159062828284E-10 )
( 4.53000462861889998E-10 , 3.45627527342428372E-10 )
( 6.15810932943450527E-10 , 4.97473832399041884E-10 )
( -7.63828363219529604E-10 , 2.24985305067503354E-10 )
( 2.49427760811565702E-11 , -4.22844352388060710E-10 )
( -5.00142494263607982E-10 , 4.65328325657095082E-10 )
( -3.28644267448304676E-10 , -1.37181551047682111E-10 )
index: 2
( -4.59147428599327975E-10 , 6.15005874450873314E-11 )
( 7.41483723961814046E-10 , 8.87028782401907020E-10 )
( 9.24109692907330464E-10 , 5.01303994181220572E-11 )
( -3.01410581856882745E-10 , 5.89306920657967310E-10 )
( -4.46016571945599110E-10 , 3.07594123503983107E-10 )
( 4.30538781557247727E-10 , 3.20800392045166272E-10 )
( -8.16217062641683936E-10 , 1.02965912675241239E-09 )
( 6.72057963851359875E-11 , 1.04982631695861408E-11 )
( -3.94242114105304996E-10 , -1.15462782395509015E-10 )
( 7.32754367708897892E-11 , -8.49044792924968350E-11 )
( 9.05583645114254108E-12 , 3.27201324831387375E-10 )
( 2.34160077460210110E-10 , 8.69047479370247088E-10 )
index: 3
( 2.35134864990933949E-10 , -1.00444786688350523E-10 )
( 5.73563153714996968E-10 , 1.14428579553483841E-10 )
( -3.74017272575452278E-10 , 3.34503194234508758E-11 )
( 3.33421287060693599E-10 , 5.61205964117564637E-11 )
( 3.43943781717420345E-11 , 5.07561768868571272E-10 )
( -7.71017547001644748E-10 , -4.82981257829180339E-10 )
( -7.67897962297785336E-11 , 3.67322735424363313E-10 )
( -5.98935349214590735E-10 , 2.60920826076318747E-10 )
( 4.56467140918873847E-10 , -7.82091153569757583E-11 )
( -4.14918339758865373E-11 , -1.63439747335714505E-11 )
( 5.53159124565710854E-10 , 2.35069698863316427E-10 )
( -4.62307470101836200E-10 , -1.04632582888929137E-10 )
index: 4
( -3.09311397750223904E-10 , -1.31427369044690195E-10 )
( -6.52660223789788615E-12 , 5.28916485335093478E-10 )
( 8.56469566552254119E-10 , 2.59483741882109412E-12 )
( 3.38516359388164438E-10 , 1.54606761215987955E-10 )
( -2.46746937707358729E-10 , 2.98276521839626661E-10 )
( -2.14146436391401202E-10 , -7.42257501215898123E-11 )
( -3.65541692184599913E-12 , 2.86283714303907635E-11 )
( -2.11733633213486552E-10 , -1.92786872841232050E-10 )
( -3.98243510975202240E-10 , 3.77757035288497511E-10 )
( 7.87665214753307563E-10 , -5.55277526506492978E-10 )
( 3.18130980955450723E-10 , 5.63755819363792040E-10 )
( 2.38065069358526342E-11 , 5.66342656631555203E-11 )
index: 5
( -2.77893771781663599E-10 , -6.40368991334918011E-10 )
( 1.16675649652895487E-10 , -5.00231005516896860E-10 )
( 4.29392822639605612E-10 , -7.93993591795410235E-10 )
( -2.32888030414566092E-10 , 2.31325557185153528E-10 )
( -1.10204270617609222E-10 , 2.99588906991353964E-10 )
( 6.33242543559892142E-10 , -1.61484030166240356E-10 )
( 1.87334130656050599E-10 , 8.31765322482134875E-10 )
( -2.16481727797992181E-11 , -5.03833536847078422E-10 )
( 6.97521434491812201E-11 , -4.21450813027140158E-10 )
( 2.34792449186409529E-10 , 1.62739760926801970E-10 )
( 5.45095226745988060E-10 , 5.45002048071265666E-10 )
( 4.02529079047099764E-10 , 5.21141882970197566E-10 )
index: 6
( 1.66693712740796531E-10 , 1.81889380759062039E-10 )
( 1.97040829631418555E-10 , 1.77934289802942631E-11 )
( 8.35879924060302340E-10 , 3.26158393320508432E-10 )
( -2.64985203959456496E-10 , 1.13387591338541367E-10 )
( -8.48465506193772379E-11 , -7.63068966872920617E-10 )
( -6.13700353137520226E-10 , -6.41361376615147766E-10 )
( -1.55072529457805714E-10 , 6.45328061522003151E-11 )
( 4.61744008099935399E-10 , 3.67882115950192024E-10 )
( -3.43370652632609445E-12 , 3.02357501550957556E-10 )
( -1.31060302717367363E-10 , -6.90310922312428309E-10 )
( 2.06311357043377414E-10 , -4.79578846466667985E-10 )
( -2.78648586381151708E-10 , 1.78189808448510227E-10 )
index: 7
( -1.03939739147898643E-10 , 2.96316847890751368E-12 )
( 3.76063580805785654E-10 , 8.14437936834601746E-10 )
( -3.20428937601748769E-10 , 3.45698855961224944E-10 )
( -5.65004083813007104E-10 , -7.96814484711683700E-10 )
( 2.13948922426456409E-10 , 9.58029803712926932E-11 )
( 5.19890657744487327E-10 , -2.21202896794763444E-10 )
( -4.16206250357648440E-10 , -6.59943927598850222E-10 )
( -9.74163846305042377E-10 , -1.83819705720833642E-11 )
( 7.49763249906033012E-10 , -3.29049317281332247E-12 )
( 8.04115841212360975E-10 , -3.27304909477046129E-11 )
( -3.10313623320507016E-10 , 4.96424462145310541E-10 )
( -2.93024539859221353E-10 , -1.53605818149158865E-10 )
index: 8
( 2.91872654860148558E-10 , -1.04410975159704011E-10 )
( 6.82283389071812415E-10 , 1.10228236564542683E-10 )
( -4.57418898375766522E-10 , 6.79761674651225658E-10 )
( -2.17471697488015433E-10 , 9.42423781197553238E-11 )
( -2.40003771768923301E-10 , -5.05644694780137203E-10 )
( -6.25048523878632057E-10 , 1.00638317374081374E-10 )
( 7.95304708933300221E-11 , 3.27642734056537026E-10 )
( 3.50868208393820637E-10 , -1.02720584047474366E-09 )
( 4.19682173204476281E-10 , 1.11404602996056002E-10 )
( -4.00731415795385462E-10 , 3.39377399180578051E-10 )
( -4.33568296734390264E-10 , -1.45569010783926309E-10 )
( -5.25463562574633055E-11 , -3.09388686472585844E-11 )
index: 9
( 9.51822514194183770E-11 , 8.96724345087992941E-11 )
( 3.22803085574089198E-10 , 2.89249679833069090E-10 )
( 6.31379525196463666E-10 , 3.26441122544690292E-10 )
