x=0,y=0,z=0,t=0
( 3.34578365025992730E-06 , 2.45866130162934630E-07 )
( 8.28628122795829534E-07 , 5.17113081340595875E-07 )
( 1.65750499070771584E-06 , 3.00669926725310058E-06 )
( 1.23331503860263666E-06 , -1.49809321806825208E-07 )
( -3.13070725013969245E-06 , 5.26962509696573476E-07 )
( 9.44588471352885389E-08 , 1.05381979390346195E-06 )
( -4.88650367681745871E-06 , 3.62093564770539862E-06 )
( 2.76527002140358326E-06 , -2.37656952983475430E-07 )
( -4.29112187713243353E-07 , 5.40875859093511772E-07 )
( -2.21137344102296838E-06 , 4.42715423456008820E-07 )
( 9.22275119424233593E-09 , 2.60524859101056614E-06 )
( 4.29821648168866463E-07 , -6.11542404361273072E-07 )
x=1,y=0,z=0,t=0
( -1.81889498119705636E-07 , 2.22326745188116599E-06 )
( -9.57966929590262293E-08 , 2.67633696027428825E-06 )
( 2.22354375481610616E-06 , -5.17772012920699670E-07 )
( -4.62457929596175055E-06 , -2.97242417405906396E-06 )
( -1.09862233944884783E-06 , -3.27902894240568222E-06 )
( 2.84541099272254447E-06 , 2.64570424690795905E-06 )
( 4.14710069364078079E-06 , 6.76087331089654064E-07 )
( -2.61394293635378361E-06 , 4.78336416715185940E-06 )
( -9.60861202740906557E-07 , -8.35289127370583817E-07 )
( -3.21622837522266667E-06 , 2.93874472969242600E-06 )
( 1.12884011052144906E-06 , 7.97809983710615615E-06 )
( 3.36789977605509823E-06 , 3.64733641116282329E-06 )
x=2,y=0,z=0,t=0
( 2.05333088568096241E-06 , -3.93182089043975617E-06 )
( 7.08700600529368300E-06 , 3.00742638383482539E-06 )
( -7.79715529922558205E-06 , -3.14535753787026749E-06 )
( 1.58014487109572060E-06 , 1.45071639038030751E-08 )
( 2.49563080670967260E-06 , 7.07506890318000783E-06 )
( 7.34580601811655052E-06 , -8.73302774674453236E-09 )
( -3.27339309100222262E-07 , 1.60244509759916412E-06 )
( -4.86048860572400517E-06 , -5.98124374028094417E-06 )
( -3.29147000543076887E-06 , -6.06844007276420232E-08 )
( -2.85594040652867633E-07 , -7.81253747659758190E-06 )
( 2.29181143373879748E-06 , -9.72722169043557772E-06 )
( 2.52730322713838643E-06 , -3.07162753230805813E-06 )
x=3,y=0,z=0,t=0
( -1.53398894436756293E-06 , 3.68902672365430777E-06 )
( -1.08871990572949521E-06 , -3.56539510893643074E-06 )
( 5.34161815313999540E-07 , -2.43424308813308788E-06 )
( -6.56709641702559332E-06 , 2.16949187618716920E-07 )
( -1.28593434473754580E-06 , 1.40521970515776213E-06 )
( 1.82249872021164064E-07 , 2.18655529564371655E-07 )
( 5.09816129496748119E-06 , 1.03265846770663097E-07 )
( 2.32757518269905453E-06 , 1.33640720121516521E-06 )
( 1.67310656579844641E-07 , -1.39977233240240390E-07 )
( -2.87147803530182579E-06 , -6.89322569929073947E-07 )
( -2.88731008854095297E-06 , -3.61135527321840746E-07 )
( -4.03608904915841186E-06 , 5.76746496765315888E-07 )
x=0,y=1,z=0,t=0
( 4.87343162978744086E-06 , 1.18160090688791515E-06 )
( -2.07074106117021477E-06 , 8.63960300866504003E-07 )
( -1.83213614303439137E-06 , -2.13111753398344018E-06 )
( -8.29008093223743383E-08 , -5.28116914111033019E-07 )
( 1.38136380259361954E-06 , -4.35943560038416893E-06 )
( 1.91478809375165976E-06 , -1.69515947685209635E-06 )
( -8.69448081408765733E-07 , 1.01960435448012820E-06 )
( 6.54245383962018946E-08 , -2.66904022816867730E-06 )
( -1.93818960447846976E-08 , -4.41933092580417693E-06 )
( -4.22624894266121187E-06 , -3.27077851372568232E-06 )
( 3.70385587803651353E-06 , 1.66875723535096302E-06 )
( -2.03255589665429645E-06 , 1.44775665379308957E-06 )
x=1,y=1,z=0,t=0
( 1.66955978969445818E-06 , 3.74173469050482269E-06 )
