index: 0
( 9.31892162701100710E-12 , 7.97033579760400445E-12 )
( 9.10404458675042116E-12 , 1.34327685576322011E-11 )
( 4.29708314257123501E-12 , -1.01174492911153280E-11 )
( 7.12851379548929653E-12 , -5.08873022553052650E-12 )
( 7.80697943777620562E-12 , -6.39363202863768875E-12 )
( 7.47067397257376616E-12 , 1.96153991907739434E-11 )
( 1.09690902123237732E-11 , 1.91629725032985331E-11 )
( 3.57378331463924622E-12 , -9.64997674371418969E-13 )
( 2.76466991813244756E-11 , 3.39008167252999849E-12 )
( 1.31930584519623017E-11 , 7.86036579936386131E-12 )
( 1.14011636090724268E-11 , 6.81327177536065753E-12 )
( -7.67759557692491733E-12 , -1.87664824515705999E-11 )
index: 1
( 4.94295701045387592E-12 , -2.56512502355278608E-12 )
( 5.21265855750083794E-12 , 1.74682159585439402E-11 )
( -3.83776775466977588E-12 , 9.57271052493496354E-12 )
( 6.83021647008981179E-12 , -2.65321371251897730E-11 )
( 7.15301293411065623E-12 , -1.47706012437353412E-12 )
( -1.01528503518735521E-11 , -1.30742320991351909E-11 )
( 1.38478686624404976E-11 , -6.37576515166540985E-12 )
( 2.87256153791763641E-11 , -1.32276166637954887E-11 )
( 1.49959274661194944E-11 , -7.51943303589657636E-12 )
( -1.44428040075731314E-12 , 1.66066835869895408E-11 )
( 6.06495533007951396E-12 , -8.15983594393348140E-12 )
( -9.10658979897010416E-12 , -1.28174788099766231E-11 )
index: 2
( 2.58582147791317828E-11 , -2.93684657015701058E-11 )
( -5.39220377139654533E-13 , -2.18889041735721858E-11 )
( -1.99753265948739960E-11 , -3.05038289486227248E-11 )
( 2.57208601120081470E-11 , 6.76764876606282506E-12 )
( 1.71377028392860970E-11 , 3.99569269958367226E-11 )
( -2.76884262361300112E-11 , -8.86548503960440482E-12 )
( -1.09071540940769631E-11 , -3.35691639422439933E-13 )
( 1.22781909865940579E-12 , -7.64270354959930104E-12 )
( 1.02602386035577546E-11 , 1.59839141326558985E-11 )
( 1.06157374038140743E-11 , -1.96916735808230440E-11 )
( 8.91310264760157928E-12 , -3.71484292316430611E-12 )
( 6.96922216710267133E-12 , 1.15461987162184166E-11 )
index: 3
( -2.70274705060224472E-12 , 2.65724740473056596E-11 )
( 1.43317603187070568E-11 , -2.44091134503153561E-11 )
( 1.60566871941392132E-11 , -1.49272912169310080E-11 )
( 1.45628646755823152E-11 , 2.13965251100922714E-11 )
( 1.43614430603621953E-11 , 2.09845495398246049E-12 )
( 2.64165690224686628E-11 , -1.11792274902071400E-11 )
( -8.96930039700318521E-12 , -6.24828922540088996E-12 )
( -1.64720085963059942E-11 , 6.52544085077010252E-12 )
( 6.07374279282191923E-12 , -2.05778612781506102E-11 )
( -1.59608385127542219E-11 , 3.51107251467071836E-12 )
( -2.60958882642268785E-11 , -1.10223445352500698E-11 )
( 2.31274878951668023E-11 , -2.34749014034370514E-11 )
index: 4
( -1.85982875976011206E-11 , 5.62311813325016706E-12 )
( 1.03655116173938207E-11 , -1.00481029605898906E-12 )
( -8.67481548364056490E-12 , 7.12022557678024345E-12 )
( -3.19708605667512035E-11 , -3.68438158959669950E-13 )
( -1.84570286301720952E-11 , 3.12147840968076777E-11 )
( -5.30584756541697151E-12 , -4.67779663549486270E-12 )
( -1.97148201204305076E-11 , 8.74440727779400360E-12 )
( -1.32144861361856043E-11 , -2.61512600801397411E-11 )
( -2.01583993662826625E-11 , -1.91659512990728104E-12 )
( 1.43586827621864464E-11 , 1.06741407197193747E-11 )
( -2.59970066172710463E-12 , -6.94437726524469874E-12 )
( -1.84208774178469277E-13 , 7.66779644804098476E-12 )
index: 5
( 8.10911794291251427E-12 , 1.22470216103294302E-11 )
( 4.11102263899973610E-12 , 4.61124497400284477E-12 )
( 1.43774305544256776E-11 , 6.87222460069982651E-14 )
( 3.22607299127583287E-11 , 8.97516976745059749E-12 )
( -1.39519340202132159E-11 , -5.26400319565173812E-12 )
( 3.20657620401491627E-12 , -9.89158608624708878E-12 )
