x=0,y=0,z=0,t=0
( -5.06790668276286466E-07 , -1.61787953142117048E-07 )
( -4.29912249064915833E-07 , -3.02463443084233793E-07 )
( 7.21449863264527143E-07 , 4.55711411860082263E-07 )
( 2.31475039426809085E-07 , -4.08393599191290002E-07 )
( -4.09204491055365062E-09 , -1.82481308188426036E-07 )
( -3.68915957931390066E-07 , 1.13969714855179554E-07 )
( -3.78603578092681628E-08 , 5.04188296140202458E-07 )
( -1.84368358878033614E-07 , -6.65435887194036684E-07 )
( -4.91318014057677521E-07 , -6.66965704231116040E-07 )
( -1.83242817467187447E-07 , -1.94567197681864723E-07 )
( -3.92555175539662462E-07 , -5.17746623230666414E-08 )
( 7.42979757942187747E-07 , -5.98536143096376093E-08 )
x=1,y=0,z=0,t=0
( 7.95610587679389060E-07 , -2.25991375222004780E-07 )
( 5.37230700552225246E-08 , -5.86262741877984749E-07 )
( 4.66481668016449374E-07 , -2.01360600422406229E-07 )
( 5.85554564585049877E-07 , 5.86860413682246623E-07 )
( -2.86585700665233624E-07 , -3.73631329748451171E-07 )
( -1.94617768210843582E-08 , -3.08249467547591074E-07 )
( 1.30690114734538029E-07 , -1.11605997365554819E-07 )
( 4.20364824234774255E-07 , 8.50331950761503237E-08 )
( -5.37256809603050877E-07 , -3.48893313503698356E-07 )
( 3.86426163849779350E-07 , -1.06216261829327044E-07 )
( -6.22771628225179037E-07 , -1.41873901067854594E-07 )
( 3.80509050257156879E-07 , -3.52660092354276929E-07 )
x=2,y=0,z=0,t=0
( 5.30861535435238126E-08 , 3.61156617098639312E-07 )
( -6.84249999244475519E-08 , 2.66717022650393023E-12 )
( 6.89235897131239274E-07 , 8.84435030129613161E-07 )
( 1.09355255292941356E-07 , -9.70489146648394274E-07 )
( -3.77538922174573899E-07 , -2.86022964867475632E-07 )
( 1.42758145880354175E-07 , -3.49348282069460728E-07 )
( 1.46240659791703537E-07 , 4.63437798281163990E-08 )
( 9.93906358449126178E-08 , -1.05841304606114892E-07 )
( 1.30226610716717232E-06 , 3.27873069364728310E-07 )
( -1.40087116819029995E-06 , 3.37176503704955372E-07 )
( -5.04383759174835063E-07 , 1.96527693679818369E-07 )
( -4.29665763350196923E-07 , -9.48697722349111101E-07 )
x=3,y=0,z=0,t=0
( 3.26268582100263092E-07 , 3.59925172614422748E-07 )
( -2.97535936715628151E-07 , 4.45051570816255485E-08 )
( -5.97887456271457276E-07 , 7.65445905081553375E-08 )
( -2.49709831704244580E-07 , 3.02356988429662963E-07 )
( 5.99278246053929734E-07 , -3.98801818415038019E-07 )
