index: 0
( -1.22074154546126720E-04 , 2.81172702106433970E-04 )
( 8.03332466774052325E-05 , 8.00519172296212857E-04 )
( 1.25286994278840256E-04 , -3.76954912488035364E-04 )
( -4.40458706976162091E-04 , -1.26066343297535834E-04 )
( 4.50120411808759219E-04 , 1.20242159006189365E-04 )
( -1.52486879440729946E-04 , 3.73452886853536600E-06 )
( -6.76776642928165703E-04 , -2.84145781406486525E-06 )
( -1.33267942871563442E-04 , 1.55665451238575295E-04 )
( -2.80495461123753511E-04 , -1.94767120974384197E-04 )
( 5.27616290823764225E-04 , 5.64128137458648634E-04 )
( -1.71133292880960603E-04 , 1.09775598338944619E-04 )
( -2.52469976460429995E-04 , 1.58181410081374913E-04 )
index: 1
( -1.04775595251386565E-04 , -1.88882939125089514E-04 )
( -9.98948005565658385E-05 , -3.18695000647277286E-04 )
( -6.01529539806881967E-05 , 3.21763651299652531E-04 )
( -1.82181502691766613E-04 , 4.93720104649518227E-04 )
( 9.38167564936445665E-05 , -1.08336474230972797E-04 )
( 2.67888361642121394E-04 , -2.46575641778479444E-04 )
( 4.71814258135299790E-05 , -1.90117542290523883E-04 )
( 1.47113739423856006E-04 , 2.85505999066690622E-05 )
( -1.29509412981072391E-05 , -3.50749126003606392E-04 )
( -1.57894639816522954E-04 , -1.16295055681274923E-04 )
( 2.30100579467892299E-04 , 5.23323315078456940E-04 )
( 4.08167575195633227E-04 , -1.34615656325041933E-04 )
index: 2
( 1.71163074116632944E-05 , -7.69420484941333335E-05 )
( 3.16716452992197553E-05 , 1.94707297830503415E-04 )
( -4.39469644017778834E-04 , 1.02646060362808955E-04 )
( -2.43711898894617945E-05 , 1.97925761629130803E-04 )
( 3.97699683907273263E-05 , 1.31159635687894897E-04 )
( -8.47659222804198604E-05 , 8.87705301863771744E-05 )
( 6.10040108379663351E-05 , -5.64219584239209230E-07 )
( -2.88983754554130096E-04 , -3.83110114308481283E-04 )
( -3.30268965413449666E-05 , -6.79767985016249297E-05 )
( 3.68629088987808805E-04 , -8.96297183176621116E-05 )
( 8.81384652523053660E-05 , 3.65223187211930443E-04 )
( -1.55322161561495683E-04 , 1.18649275608792958E-04 )
index: 3
( 5.74228224378631430E-04 , 3.62072296176266305E-04 )
( 1.36432938138590708E-04 , -1.24571232208136939E-04 )
( 9.59821775679306618E-04 , 1.02555525216513831E-04 )
( 6.43718137700659840E-04 , 2.60815151889120817E-04 )
( 3.68530235623375463E-04 , 2.52154145961322657E-04 )
( -1.56574938715431594E-04 , -2.23286852440342031E-04 )
( 1.73816912102756744E-04 , 5.17165762731247288E-04 )
