x=0,y=0,z=0,t=0
( -3.31682041035624231E-03 , 2.18626060883490760E-03 )
( 7.80515252752288571E-04 , -2.69878328213738611E-03 )
( 4.23567775314254592E-03 , -3.16731374496832287E-03 )
( -1.58082670209388544E-03 , 2.09086647511750549E-03 )
( 1.35124944048922290E-03 , 2.54014433573264420E-03 )
( 3.21502507706628764E-03 , 5.93887946469843532E-03 )
( -4.22530042413091049E-03 , 1.31276251752179048E-04 )
( -6.49689853581441809E-04 , -4.08580243617927773E-04 )
( 4.44703947408011703E-03 , -2.81744794061811535E-05 )
( -2.12721172221418142E-04 , 2.59074825168831074E-03 )
( -4.57449042681679226E-04 , 4.62847013990374569E-04 )
( -3.55261497403531242E-03 , -4.39899717059161503E-04 )
x=1,y=0,z=0,t=0
( -1.23903568486236461E-03 , -4.99636358441530020E-03 )
( 3.16038015930433834E-03 , -5.88991774631906877E-04 )
( -5.80725663532217357E-03 , -9.75377714530227535E-03 )
( 1.10420540342729702E-03 , -8.82258529078024101E-03 )
( -7.74686283872301116E-04 , 3.31905663715942366E-03 )
( -8.10798957792732656E-04 , 1.66301121334149968E-03 )
( 6.99579391516196632E-03 , 3.55315779053226762E-03 )
( -3.93962016750652733E-03 , -2.07589748397418120E-03 )
( 2.00125802048540039E-03 , -1.38145234837108938E-03 )
( 3.50411451643510043E-04 , -4.67578872182176572E-03 )
( 3.96681353785359892E-03 , 1.85394825444660507E-03 )
( -3.17103342441476047E-03 , -1.05784297322404457E-02 )
x=2,y=0,z=0,t=0
( 3.46516250652407695E-03 , -6.91618098644332033E-05 )
( 1.05927407475246010E-02 , 8.06186614372520621E-03 )
( 8.15398009112373520E-03 , -1.44407104642813749E-03 )
( -1.63899025933622296E-03 , -4.04735575958203517E-03 )
( -3.05195998004704127E-03 , -4.00058998627730433E-04 )
( -9.89277593709605128E-04 , 9.35830047954933769E-06 )
( 7.67916428972889933E-03 , -3.96537895746101182E-04 )
( 3.79844741870893465E-03 , -4.40242880543608404E-03 )
( -1.87277340655643987E-03 , 1.47553423544174740E-03 )
( -2.60137889231664820E-03 , 1.36933498117557725E-04 )
( 1.49236835709990910E-03 , 7.87364768126800696E-04 )
( -1.45240926135307719E-03 , 2.48685661927017850E-03 )
x=3,y=0,z=0,t=0
( 2.63441665840048441E-03 , -3.43760378825274781E-03 )
( -4.82743742555299948E-03 , 1.47197828530996173E-03 )
( -1.55404219822912913E-03 , -5.50404200216517495E-03 )
( -5.67325336424494980E-03 , 1.12650724361576461E-03 )
( 1.03982882497648602E-04 , 4.87569292282755140E-03 )
( 1.75979669349637241E-03 , 2.30796335207757034E-03 )
( 3.59330668262419772E-03 , 5.18594343598853362E-03 )
( -3.15698825561921753E-03 , -7.97823245472476135E-05 )
( -7.31470990489966472E-03 , 2.96357331444824278E-03 )
( 3.21552270781367633E-03 , 6.74532158682584516E-03 )
( 1.53504828840114087E-03 , -4.05313319475891689E-03 )
( 1.55729394898065378E-03 , 9.82328422611407175E-03 )
x=0,y=1,z=0,t=0
( -3.69494988313459963E-03 , 2.44148151235365615E-04 )
( -4.39621239380949894E-03 , -2.18117608482339001E-03 )
( 4.92195488995507933E-03 , -2.38078489425137818E-03 )
( -5.52775306754354351E-03 , 3.07561430154281801E-03 )
( -6.73656678040833456E-03 , -2.52806695209550382E-03 )
( -3.47119302195716701E-04 , 2.32052654383608104E-03 )
( -4.57538559734163748E-03 , -3.03806562907611623E-03 )
( 1.12580604488975340E-02 , -6.11132824037966156E-03 )
( -8.53235410129721890E-04 , -6.94727828993477788E-03 )
( 3.30571367689721151E-03 , -4.11958708600629851E-03 )
( 6.09364407331618781E-03 , -7.22470518469482681E-03 )
( -7.66634608263335078E-04 , 1.65272138371959885E-04 )
x=1,y=1,z=0,t=0
( -1.19182579372790511E-03 , -3.18947327284107261E-03 )
