index: 0
( -2.40474409822224750E-03 , -2.90958242793386539E-03 )
( 6.47730321895505050E-04 , -2.53940826099549382E-03 )
( -7.55279280784120974E-04 , 1.61196413829034707E-03 )
( 1.47423800574959362E-03 , -2.29194159759087742E-03 )
( 1.06054005110319785E-03 , -4.99210062912697119E-04 )
( 1.38611566090754640E-03 , -1.78567184699055664E-04 )
( 2.98248404153381966E-04 , -1.73995676295482082E-03 )
( 2.11810446657031276E-03 , 1.57134940524853838E-03 )
( 2.07972726170546022E-03 , 8.25565004829482410E-04 )
( -1.03560500911456608E-03 , -1.12448561468496628E-03 )
( -1.99225880424694184E-03 , 3.16948543584167578E-03 )
( 1.46233458194762098E-03 , 1.40108531425645055E-03 )
index: 1
( -2.15580056324073122E-03 , 2.51063425166540583E-03 )
( -7.55510947641073287E-04 , 1.04426318089014371E-03 )
( -2.54677720398686913E-03 , -3.01178627245640446E-04 )
( 1.18080045480351697E-04 , 1.30270142753136347E-03 )
( 2.32158572781596649E-03 , -3.80357088683265119E-03 )
( -2.56240900460532337E-03 , 8.03983572024822776E-04 )
( 9.02852661607408610E-04 , -2.72831868076975174E-04 )
( 4.87697633749516451E-04 , -2.11819584656296883E-03 )
( 4.55066382268144503E-04 , 2.36785487007221650E-03 )
( 3.72047290790762913E-05 , 7.93389123750886521E-05 )
( -8.28029680697872075E-04 , 3.23092702370575847E-03 )
( -8.70154352567477536E-04 , 2.62191769889925409E-04 )
index: 2
( -5.35644246788570533E-05 , -2.00521644280049829E-04 )
( 4.60640507624439019E-04 , 3.15272287892834693E-04 )
( 4.13088984991776074E-03 , -7.43199317260419268E-04 )
( -1.11426749687290735E-03 , 3.75984240801284942E-04 )
( -4.84038989387045385E-05 , -1.06987647036162160E-03 )
( 4.05678742541213441E-04 , -3.67777494762388819E-03 )
( 2.06444941446465302E-03 , 7.24386534128764695E-04 )
( 1.11962514192353799E-04 , 7.47523432004242646E-04 )
( 9.89024439365508191E-05 , -2.97180139551324156E-03 )
( -1.57145535778053938E-03 , 2.14766297746198011E-03 )
( 3.34253720893435075E-04 , -2.26657487245640350E-03 )
( 1.33811990820329298E-03 , -1.77405782304546934E-04 )
index: 3
( -1.08315288697362604E-03 , -3.00703737494468397E-03 )
( 1.12903794323969062E-03 , -3.78689255370082524E-03 )
( 2.57436704535234789E-03 , 8.42861092259346734E-04 )
( 1.56656720104617563E-04 , 2.29790627161022450E-03 )
( -6.35357573999442400E-04 , -1.10146625283271044E-03 )
( 2.11332687214126590E-04 , 1.72146110412153570E-04 )
( 2.90350627130642799E-03 , -9.49004148980471876E-04 )
( 2.75133349903809894E-03 , 7.55207720662751515E-04 )
( -2.00537356035661134E-03 , -6.73121503468611469E-04 )
( 4.22478662499153629E-03 , 8.73044542141029022E-04 )
( -2.49181334262628829E-03 , 1.93206148962564591E-03 )
( 3.60876298822040888E-03 , -6.10930659327828642E-04 )
index: 4
( -2.99043330517297784E-03 , 1.60246103811362631E-03 )
( 1.97966202799182032E-03 , 4.15311380025988868E-03 )
( 2.44835536966604532E-03 , 1.27389052535142270E-03 )
( 1.31735969923028277E-03 , 1.67095257908301100E-03 )
( -9.35251658190960726E-04 , 4.30516910582789437E-04 )
( 3.56971289398123112E-03 , -6.54203640645633668E-04 )
( -1.94165826205348522E-03 , -1.48717169133799100E-03 )
( -2.70036768423251913E-03 , -2.41538760577788766E-03 )
( 1.19410231915605602E-03 , -1.94013441369270980E-05 )
( 3.58339917287547275E-03 , 4.06726490660053955E-03 )
( -2.19501332499929570E-03 , -3.76703859799874894E-04 )
( -1.81469960771336457E-03 , 4.79455264738395210E-04 )
index: 5
( -1.56598781974242977E-03 , 1.26294065570856789E-03 )
( -4.76319305445098255E-04 , 8.39338643827783858E-04 )
( 1.05786502171882103E-03 , 6.05653809624172833E-03 )
( -1.26998682165279948E-03 , 9.86833948636512120E-04 )
( -1.95804655490640876E-03 , -4.89618531915900039E-04 )
( 2.77567023976212773E-03 , 1.18305762601136032E-03 )
( -4.10358195606516478E-03 , 5.57605127895139654E-04 )
( 4.05076245891693339E-03 , -4.99138602720978152E-04 )
( -1.91698569086569924E-03 , -2.35583652190376244E-03 )
( -2.85582941704578055E-03 , -5.20402411538171267E-05 )
( 3.16446755125454789E-03 , 1.80158870643820873E-03 )
( -1.65168440131640160E-03 , -3.45347679031991935E-03 )
index: 6
( -3.78121647709173114E-04 , 1.89196179659868388E-03 )
( -2.11271286433471197E-03 , 2.26760913916993021E-03 )
( 1.95134274157350964E-03 , -2.89505980191738510E-03 )
( 4.23155313587502736E-04 , 3.74870273672691951E-04 )
( 9.70079534067195192E-04 , -1.05520417046489753E-03 )
( -7.98269103436246436E-04 , 8.84863541283775236E-04 )
( -2.27832523896157220E-03 , -3.40900137342223979E-03 )
( 8.81238771850793683E-04 , 8.69725941973048186E-04 )
( 2.32982727604706587E-03 , 2.83876772698893765E-03 )
( -1.46387702763766401E-03 , -1.68619384748828777E-04 )
( -1.88796143217640541E-03 , 1.90949048424058992E-03 )
( 5.16439073363187751E-04 , 2.12652522885363546E-03 )
index: 7
( 1.68997176906715845E-03 , 2.64107998592732649E-03 )
( -2.19814812152886729E-03 , -4.52923823045151171E-04 )
( -3.66519888180602028E-03 , 1.21776679693947915E-03 )
( 1.27735504573772045E-03 , -1.35666994542936806E-03 )
( 2.35303970980151609E-03 , 1.58334643712058649E-03 )
( -2.52878193955426026E-03 , 1.83908741767099598E-03 )
( 1.38528013340337517E-03 , 3.26686557006283665E-03 )
( -5.01342080974738740E-04 , 4.24083372706448442E-03 )
( -1.74806003707231794E-03 , 2.64164827936448935E-03 )
( 1.02692660378357614E-03 , 1.53613243206194108E-03 )
( 2.88367215181377042E-04 , 1.49090913807381270E-04 )
( -4.16443356932775718E-04 , -2.21368479041106781E-03 )
index: 8
( 1.81221239428588747E-03 , 1.54647563436542332E-03 )
( 3.12993119210097127E-03 , -1.39719653153132705E-03 )
( -8.99426987597089223E-04 , 1.15262366570494210E-03 )
( -3.68235552024722985E-04 , -1.28081702595151184E-03 )
( 2.71325884802132988E-03 , -1.45297453393476673E-03 )
( 2.71325891767926208E-04 , -2.02554820857515829E-05 )
( -1.28765064273909523E-04 , 4.42115600910517612E-04 )
( -4.76379076279143977E-03 , -2.66539326095886937E-04 )
( -2.62184093582050253E-04 , -5.96063308677271218E-04 )
( 1.18544687740943606E-03 , 1.62063508770164504E-04 )
( -2.42649817685269614E-03 , 1.48326422598594413E-04 )
( -4.75975207919850834E-04 , -2.83844267413361877E-03 )
index: 9
( -2.01252013243777544E-03 , 2.95250409754341291E-04 )
( -7.81664678678872706E-04 , -2.22535310871841471E-03 )
( 2.64731574823470761E-03 , 3.17306684244638045E-03 )
( 1.18322749425438657E-03 , 5.37755491019694526E-05 )
( 1.62875121322753058E-03 , 9.76372515960221687E-04 )
( -1.70836408506537790E-03 , 3.83435395165440240E-03 )
( -2.40621444199229026E-03 , 2.20583091950601537E-03 )
( 6.49289840116941235E-04 , -4.34197166173859493E-04 )
( 1.56833543372716716E-03 , -3.58338490882870696E-03 )
( 8.84539721782501981E-04 , -2.09639337892478152E-03 )
( 2.11652713689137708E-04 , -2.65578619270270952E-04 )
( 2.23570547500417417E-03 , -2.62307159334321943E-03 )
index: 10
( -2.74860376976146558E-03 , -9.95108654835218792E-04 )
( 2.03360484299026922E-03 , 8.83411717470921178E-04 )
( 2.62138982075610025E-03 , 1.33252356346224990E-03 )
( -2.47344422963089935E-03 , -4.60372618477110189E-03 )
( -3.29830242054619978E-03 , -1.97948123434812245E-03 )
( -2.09815819745268368E-03 , -2.97381698225326180E-04 )
( 6.12683978222189167E-05 , -5.93413235019479238E-04 )
( 4.68990008806749892E-04 , -2.87369344751379672E-04 )
( 1.12836797640329407E-03 , -2.29410372267660912E-03 )
( 1.98407352250766890E-03 , 9.28112557477974408E-05 )
( 7.86789643421807131E-04 , 3.73081822570303558E-03 )
( -2.56963943498330618E-03 , 1.69527312005057686E-04 )
index: 11
( -9.21550365228154507E-04 , 1.59784838594845269E-03 )
( -1.89578906670399014E-03 , -3.32826520473675919E-03 )
( -2.68178905848846490E-03 , -1.42576119296084674E-04 )
( -1.04901005595804024E-03 , -1.58651832214812705E-03 )
( 1.36781982532486850E-03 , 1.59566872192703872E-03 )
( -1.98322189913804382E-03 , -2.09944763910597729E-03 )
( 1.77947131855064758E-03 , 1.16504480840474295E-03 )
( 2.56168662627467890E-03 , -8.52715775294559438E-04 )
( 1.64775221184251829E-03 , -5.07638131044184631E-03 )
( -9.97699849323146646E-04 , 1.47164654247022939E-03 )
( 2.60271890515212205E-04 , -4.96945746278497011E-03 )
( -1.02654711988471765E-03 , 9.40917291632342723E-04 )
index: 12
( 2.88847645180625784E-03 , -2.49113528266800208E-03 )
( -2.53718645479631202E-03 , -1.29354237832533738E-03 )
( 9.41742746063406987E-04 , 9.68323591244693712E-04 )
( -2.30480823674758268E-03 , 1.36988946624569006E-03 )
( 6.19466416892038192E-04 , 3.61871048286207782E-03 )
( -8.55449459600127367E-04 , 3.39044669425918712E-04 )
( -4.68150977581870565E-03 , 1.25833842415083003E-04 )
( 5.43525035604907475E-04 , 4.89451545165459773E-04 )
( 4.13911689394279216E-03 , -4.91637302134812892E-04 )
( -1.47696737116820298E-03 , -5.95820193633385853E-04 )
( -2.32195308039973448E-03 , -7.60165064280789388E-04 )
( 4.47710435720673552E-04 , -8.98013325735713599E-05 )
index: 13
( 3.69544325249930410E-03 , -3.32747862217274391E-03 )
( 9.76420616537811668E-04 , 7.60016256964412499E-04 )
( 4.67215957817698410E-03 , 1.42454868264338223E-04 )
( -1.18966478004465734E-03 , 5.89918801132100368E-04 )
( -1.85021303340299941E-03 , -2.78327817531455078E-03 )
( -1.92146203928422136E-04 , 9.61865265152656024E-04 )
( 1.81010796039566841E-04 , -9.12258749961329576E-04 )
( 1.32055834015587688E-03 , 3.48180195427730006E-03 )
( -7.98697158595450480E-04 , 6.48324855779335235E-04 )
( 1.48958648506139100E-03 , -2.36485833858488155E-04 )
( -1.07647221196553408E-03 , 1.19903912581421565E-03 )
( 1.89574290586317105E-04 , 4.16595013903851667E-04 )
index: 14
( -9.64007415567332080E-04 , -9.01610872282315344E-05 )
( 2.55208221153688328E-03 , 1.82061651275357327E-03 )
( -1.95062060867751390E-03 , 1.43261580736014286E-03 )
( 1.57938369738403221E-03 , 2.42185931881636974E-04 )
( -2.22698807008888094E-03 , 1.74241207169251438E-03 )
( -5.79667627346967850E-04 , -7.59307539228004343E-04 )
( -1.32325916547164184E-03 , 1.57002968579171825E-03 )
( -8.93226858306472773E-04 , -1.50357826990787078E-03 )
( -8.64210157035590933E-04 , -1.12562950513912254E-03 )
( 1.17184780200137780E-04 , 7.79742960394546811E-04 )
( 2.47548067712747948E-03 , 1.49720819589748647E-03 )
( 2.65508438604996483E-03 , 1.16777151326867958E-04 )
index: 15
( -3.67482807002261595E-04 , 7.22276407168941786E-04 )
( -9.53875043525416640E-04 , -1.12387636321230767E-03 )
( -2.92529033573095832E-04 , -3.00176597331909545E-03 )
( 5.59984613315592239E-04 , -9.50695458305575447E-05 )
( -2.32394651955596197E-03 , -8.17579905142964622E-06 )
( -1.21281893222092161E-03 , -2.21289405730787543E-03 )
( -1.16052484036818218E-03 , 1.39098919515899533E-03 )
( 9.00188334113250638E-04 , 6.52088900520512212E-04 )
( -7.40535350328572640E-04 , 1.32988128900634901E-03 )
( 2.39609021110894285E-04 , -1.55925645681533357E-03 )
( 1.18573967775250939E-03 , -1.14897278628416089E-03 )
( 4.04851320514458025E-03 , -7.91765372574730446E-04 )
index: 16
( -2.02363148576377438E-04 , -4.49481886643941699E-04 )
( -5.72006823852679556E-05 , 6.08121148689624944E-04 )
( 3.63423968239850450E-03 , 1.31525482618433044E-03 )
( 4.17247607439517020E-04 , 1.08963027924075797E-03 )
( -3.40872532017491656E-03 , 1.37631665470824491E-03 )
( -2.11232221827515210E-03 , 7.20606940922542943E-04 )
( 2.76987729661792165E-03 , 3.45560757630735066E-03 )
( -3.54241971444701955E-03 , -2.15042969176160994E-03 )
( 2.90847407180796352E-04 , 1.24432168324647573E-03 )
( 2.34350125590568033E-04 , -6.36164903034980821E-04 )
( -2.08229230404082021E-03 , 1.02367778497958911E-03 )
( -1.68274015830220517E-03 , -4.76299189137658675E-04 )
index: 17
( -1.42275183097170994E-03 , 8.51184648966432297E-05 )
( -3.93950002195495377E-03 , 1.30350243805273623E-03 )
( 1.83440798189487327E-03 , -5.85104738159301224E-03 )
( 4.15966221122870700E-04 , -3.96486432993591650E-04 )
( 5.17562870534278921E-03 , -6.53484506170290977E-04 )
( 1.00136444837341416E-03 , -1.44961564730991532E-03 )
( -1.92323927883678069E-03 , 1.22433475093035619E-03 )
( -5.24278458888623698E-04 , 1.72721022071232674E-04 )
( 8.36175307466630914E-04 , 2.80065852708890868E-03 )
( 3.36921117197943720E-03 , -1.79977362833722921E-03 )
( 8.01224828679804150E-04 , -2.03953334490309919E-03 )
( 1.12264545034248923E-03 , 2.84036846490147172E-03 )
index: 18
( 2.92520284916138098E-05 , 1.52038586280972944E-03 )
( 3.66871099768247390E-03 , 1.13282228457491411E-03 )
( 1.60490526563435501E-03 , -1.37972575187096528E-03 )
( 1.70688503906930552E-03 , -1.82327608269858190E-03 )
( -4.01343953747090518E-03 , -1.45077085128646178E-03 )
( -2.22866775666134831E-03 , 1.91186058567628268E-03 )
( -8.13322355459254048E-04 , 8.33832630672669967E-04 )
( 2.10578215581065176E-03 , 3.26148542639230271E-04 )
( -1.76790033586578157E-03 , -1.36153779711647212E-04 )
( 2.62389538871365523E-03 , -2.39628182985675200E-03 )
( 7.18393440343809489E-04 , 1.39203279326477101E-03 )
( -2.20370676508510176E-03 , -1.75600714065523330E-04 )
index: 19
( -2.71424652306430586E-03 , -1.93178350055629028E-04 )
( -4.23385060814360226E-03 , -4.38397061234446078E-03 )
( 1.63763286103594391E-03 , -2.67419151617715692E-04 )
( 1.32219138898405928E-03 , 4.35812118398134227E-04 )
