index: 0
( 2.82855343109558560E-11 , 3.03714838496776996E-11 )
( -3.85341269293297656E-11 , -4.55654748708200917E-11 )
( -6.92248367031329674E-12 , -4.69379248174046676E-11 )
( -2.89465537104380906E-12 , 3.71699452644637684E-11 )
( 2.43302573273356291E-11 , -2.10318009230888790E-11 )
( -8.14031168437002110E-12 , -1.66160406929322929E-11 )
( -1.54137600206420441E-11 , 2.83580711377303032E-12 )
( 1.17964512800355377E-11 , -9.91173347561901968E-12 )
( -5.76096054372783809E-11 , 2.15017103297903397E-11 )
( -1.66445274869081686E-12 , 1.10758364128376292E-11 )
( 8.34418328333604103E-12 , -6.54531309168229250E-12 )
( 1.34180644187692495E-11 , -2.47646490925139563E-11 )
index: 1
( -2.38492162728005796E-11 , -2.47467594349273737E-11 )
( -2.04505283858784719E-11 , -1.40774464088042397E-11 )
( -3.89710514487069100E-11 , -1.11603697418787459E-11 )
( -2.82001586298592665E-11 , 2.52698663250406287E-11 )
( -1.03147212514700334E-12 , 5.67148546707833457E-11 )
( 1.66146785253796694E-11 , 2.61007537675116749E-12 )
( 3.16733585409763762E-12 , -4.11078150871843062E-11 )
( -5.08412335785387541E-12 , -6.68993992246362193E-13 )
( -1.93756280480622971E-11 , 1.64797769200517189E-11 )
( 1.18827519330610446E-11 , -3.48781684359187236E-12 )
( 2.68185460047874225E-12 , -4.98272347360042452E-12 )
( 7.25899896710991095E-12 , -2.94802078627680005E-12 )
index: 2
( -8.16130220897410859E-11 , 1.09555197934695921E-11 )
( -3.95437490136614040E-11 , 1.06354670977980958E-11 )
( 1.21573873426308538E-11 , 4.20217818124484560E-11 )
( -3.29408545331013806E-11 , 2.08480384125194815E-11 )
( -2.80955152407479488E-11 , -3.13777123893041445E-11 )
( 1.01046512355482395E-11 , 3.01365672710626222E-11 )
( 2.15322902257320018E-11 , 1.67187982648028793E-11 )
( -3.75294180052882742E-11 , 3.08293249580876274E-11 )
( -1.75450015013522207E-11 , -8.53630561659997779E-11 )
( -3.51610802174535218E-12 , 2.38527981897970277E-12 )
( -1.24040404946851093E-11 , -8.84624739940094101E-12 )
( -4.26712224723270711E-11 , -3.57850711612518468E-12 )
index: 3
( -2.61685548335073365E-11 , -1.93229158692195890E-11 )
( -4.99396428677999735E-12 , -1.56434605264994817E-11 )
( -2.27468279445925119E-11 , 2.52907756794400084E-11 )
( 2.39187584066795259E-11 , 7.43799143602180877E-13 )
( -3.49710830126192685E-11 , -1.07779153573088232E-11 )
( -4.62297609779528991E-11 , -2.52803283041594658E-12 )
( 1.70424049318007347E-12 , 5.88783954811250493E-12 )
( 5.37279078587904199E-11 , 4.74065294803642033E-13 )
( -2.44622869340931898E-11 , 1.33151641532601781E-11 )
( -1.65925107710952135E-11 , -5.38370492244357241E-11 )
( 5.12608178298678759E-11 , 2.36662604851971446E-11 )
( -2.60178306376939282E-11 , -9.38270626384676351E-12 )
index: 4
( 3.21335992066730080E-11 , -1.33596033466287592E-11 )
( 4.70937101526463060E-11 , 5.78857063568210764E-12 )
( -3.35131413384332119E-11 , -6.16509570034734396E-13 )
( 2.30163241253083624E-11 , 8.84693473876588407E-12 )
( 5.23533502232726043E-12 , -1.99402600672384611E-11 )
( -6.66033092793928602E-12 , -3.48530033040531217E-12 )
( -3.36595799251682333E-12 , 1.70976274811808929E-11 )
( 1.02364099176689595E-11 , 1.07845637201786057E-11 )
( 8.83558766775804362E-12 , 2.59837545026924079E-11 )
( 1.83884365206252796E-11 , 5.13192514692650699E-12 )
( -2.94807980142415296E-12 , 7.61525499878051398E-12 )
( 3.03424796392623139E-11 , 6.53564880829440459E-12 )
index: 5
( 1.00389437838164401E-11 , -1.86947060192497479E-11 )
( 3.89561839108175526E-12 , 2.67814530097814290E-11 )
( -2.73752228315098478E-11 , 2.91921988231697725E-12 )
( -5.03963542336820100E-11 , 2.27828791945482262E-11 )
( -8.15291662256571250E-12 , 5.85845763245615384E-12 )
( 2.51269310255206549E-11 , 5.42338656434614637E-11 )
( -1.07391277880029541E-11 , -1.32480923654025652E-11 )
( -9.40042769545377582E-12 , 4.74938874345962966E-11 )
( 1.34107417107147795E-11 , 1.78844430627633498E-11 )
( 2.83816570563136676E-11 , 7.37788337119843784E-12 )
( -4.10295782095818162E-11 , 7.10867032907053240E-12 )
( -1.11047722147287483E-11 , -4.12046390859355820E-12 )
index: 6
( -4.58551235074857953E-12 , 5.92298363430772506E-11 )
( 1.58150902030339429E-11 , 3.66398277466173690E-11 )
( -4.99258635415030011E-12 , 2.54981600915866072E-11 )
( 2.47892848835379232E-12 , 3.72644504613696568E-12 )
( 4.99922581289965334E-12 , 2.19377766178082615E-11 )
( -8.38159024015240489E-12 , -2.24861216503302390E-11 )
( 1.72017005543176150E-11 , 1.52445482524438089E-11 )
( -3.08017800767791303E-12 , -2.72586022020973284E-11 )
( -2.42673666684440604E-11 , -9.30847869223746934E-12 )
( -9.98682786717639748E-13 , 2.12642741833522452E-11 )
( 5.63200042352569079E-12 , 5.58466369784739658E-11 )
( -1.62672398503211597E-11 , -3.23881104157653763E-11 )
index: 7
( -1.53977270095679751E-11 , 1.05678030688964584E-11 )
( 3.62620588774865821E-11 , 3.63406843563868908E-11 )
( -6.56524102234744320E-12 , 1.77364696626962798E-11 )
( 1.50828298938612437E-11 , 7.35891532664420003E-12 )
( -3.29205157077207729E-11 , 4.10599382768126894E-12 )
( 1.40801382559468813E-11 , -5.41947287507819540E-12 )
( -2.71994017646552809E-11 , -4.59999185369966942E-12 )
