index: 0
( -1.31144112021299738E-04 , 2.04193026381515355E-04 )
( -3.45563367765169458E-04 , 7.65180755079909367E-04 )
( -2.03931190724176764E-04 , 1.86993522118546033E-04 )
( -4.92569085890410228E-04 , -3.44350775865475160E-04 )
( 1.18422370472726849E-04 , -1.96153480399083053E-04 )
( -4.19426633867272343E-04 , -3.92554736208436156E-04 )
( -3.34186360798276823E-05 , -1.46447128033446843E-04 )
( -4.28217046577272363E-04 , 3.28679174621030108E-04 )
( 6.39399129049618561E-04 , -8.25546374448022746E-05 )
( 7.77661330487519641E-04 , 9.80418853882299331E-04 )
( -6.69979440805946666E-04 , -1.03926199724708933E-04 )
( 1.98214238615210486E-04 , -3.63322847256872315E-04 )
index: 1
( 2.16581622803402985E-04 , -1.40971690363768040E-04 )
( -6.02653835523580422E-04 , -8.32427575970616637E-04 )
( -2.74978314354073231E-05 , -2.54366435964910992E-04 )
( 1.03679578279977785E-04 , 5.88187738169428142E-04 )
( -3.86319193752533208E-04 , -8.41281405807775117E-04 )
( -6.20872173854689719E-04 , -4.80320387898808461E-04 )
( -2.42456588450616194E-04 , -6.87678968050561964E-04 )
( 2.60503076933446358E-04 , 5.20691806273056884E-04 )
( -3.50386582507704997E-06 , -6.00656075089250983E-04 )
( -2.88578209474896089E-04 , -2.41522409239051320E-04 )
( 3.58108528430940221E-04 , 3.70062796854270389E-04 )
( -6.67214755752929597E-05 , 1.07855163954684075E-04 )
index: 2
( -3.74565103610321917E-04 , 3.12822877386105536E-04 )
( -8.14609052426350797E-04 , 9.03670787774728777E-05 )
( 4.23076502841220688E-04 , 4.12768051546772970E-04 )
( -3.23329297420851748E-04 , 8.10433213497956887E-04 )
( -5.38196578253146113E-04 , -3.10396247836679186E-04 )
( 8.40130267597682641E-04 , -4.18769824082402783E-04 )
( 3.38461550348500954E-04 , 1.47601461122065443E-04 )
( -2.46394708394833068E-04 , 9.56985168252821059E-05 )
( -4.15728245994227241E-04 , -2.29794086541881397E-04 )
( 3.74115690162167710E-04 , 4.26173240944215548E-04 )
( -3.70820016761270110E-04 , 1.39674514766565831E-04 )
( 1.98314637431502735E-04 , -3.55170615195169034E-04 )
index: 3
( -5.82714785633890102E-04 , -2.26264765214654934E-04 )
( -1.36153981820579423E-04 , 9.34598890370740758E-05 )
( 8.92372319043626154E-04 , 2.80273078433705702E-04 )
( -1.14934116667866185E-04 , 9.01107048526446808E-04 )
( -2.47021405331695229E-04 , -4.41560209554144132E-04 )
( 2.91020855098934113E-04 , 5.34900739026123763E-04 )
( 1.73044381197579191E-04 , -1.00666659780256963E-03 )
( -5.66461904033657162E-04 , -1.04004640387207579E-04 )
( -2.38740293982867734E-04 , -4.15828229016634355E-04 )
( -9.69784341006549235E-05 , 6.16012708977182175E-04 )
( -5.79716539561443787E-04 , 7.04982587412888344E-04 )
( 2.68863843482475208E-04 , -5.35407002255705177E-04 )
index: 4
( -4.64570670153391309E-04 , 6.40756326677524145E-04 )
( 7.73957040924825733E-04 , 2.89452277418021219E-04 )
( 4.08531726936034543E-04 , -2.72726698590968755E-04 )
( 2.58218616837766575E-04 , -2.36685272115764995E-04 )
( 1.84496108211170063E-04 , 3.18180196528287777E-04 )
( 7.01912871125540475E-04 , -1.78215042685130401E-04 )
( 1.53721917057823588E-04 , -1.43156111632661797E-04 )
( 2.22887959815759433E-04 , -2.15361679938026225E-04 )
( -4.33702812923075320E-04 , 2.05566676892744184E-04 )
( 2.38091426248632129E-04 , 2.03604728368713024E-05 )
( -3.69920917184611282E-05 , -3.76902041840732462E-04 )
( 1.12908480709171576E-05 , 1.36815324610327561E-04 )
index: 5
( -4.05180964204302006E-04 , 3.02182708547362453E-04 )
( 5.54605132328787366E-04 , -7.93756104556812706E-04 )
( -2.07382126561714330E-04 , 1.20137229495080470E-03 )
( -7.51878627818082556E-04 , 6.50042698201124067E-04 )
( 3.86485681124046864E-04 , 4.35683296063142612E-05 )
( -4.91932476643523091E-04 , -7.24891038051002747E-05 )
( -5.57045518279381154E-04 , 2.66502290624211929E-04 )
( 1.10682199442967182E-04 , 8.80066150635893611E-04 )
( 4.02956138030086217E-04 , 4.28211481107672320E-04 )
( 6.33215902538159295E-05 , 6.83530540764365913E-04 )
( 1.41900744617348852E-04 , 5.66927632909517169E-04 )
( -3.69670931879126331E-04 , -2.93640678084551793E-05 )
index: 6
( -3.05938632693703429E-04 , 1.51694060667261995E-03 )
( 4.46419820459792048E-04 , -9.79663769320113231E-05 )
( -6.10199904717102521E-04 , 2.87145183866113242E-04 )
( 5.10439915081741620E-04 , 2.04516329443025043E-04 )
( 8.64566244665032255E-04 , 5.54288314954969524E-06 )
( 2.04920186532962236E-04 , 9.23566468986001388E-05 )
( 2.56953541328788467E-04 , -1.02576513468679610E-03 )
( -5.74605959449087729E-04 , -3.04454650537829994E-04 )
