index: 0
( 3.71395896354705405E-03 , 1.25616004370234652E-03 )
( -9.94857292499486817E-03 , 1.88069862285518744E-03 )
( -9.01056614900654085E-03 , -3.20155255407351437E-03 )
( -7.44702603147492925E-03 , 1.62370276527483339E-03 )
( -3.19531069850025485E-03 , -3.10752813674768265E-04 )
( 1.67371082296038833E-04 , -1.60756956245297102E-04 )
( 1.75911924479116733E-03 , -8.76782758595836425E-04 )
( -3.37650419352282603E-03 , 7.48617873603227291E-03 )
( -3.64102365973901273E-03 , -4.90068729710602200E-03 )
( 5.21332914195325476E-03 , -8.56999054733519690E-04 )
( -1.74587774649677310E-03 , 8.62689087805953818E-03 )
( 1.92799972536628712E-04 , 9.01128865618865821E-04 )
index: 1
( 1.57448063715901225E-03 , 3.79955354036919839E-03 )
( -1.38911681973865990E-03 , 8.76979706025287557E-04 )
( -2.03376300799264133E-03 , -7.85811637196835201E-05 )
( 7.87771328556517193E-03 , -6.21620779483745504E-03 )
( -1.73721665640897338E-03 , 4.44845578985583745E-03 )
( -3.80206978471993350E-03 , -8.04892472296487790E-03 )
( -6.96420793770654136E-04 , -3.83738789491982904E-03 )
( 5.86030064414733067E-04 , 9.88223162894718643E-04 )
( -7.89378738595951888E-03 , 5.57089038361206247E-03 )
( -3.62766022772522886E-03 , -4.36521859980402559E-03 )
( -4.08615551405147430E-03 , 1.09034679396485257E-02 )
( 2.58308946606597856E-03 , 7.02325493424299681E-03 )
index: 2
( -2.60685504805123393E-03 , 5.90242774853881515E-03 )
( 2.20296231699292555E-03 , -2.92207433572186891E-03 )
( 4.40339821766255225E-03 , -4.18435967771302406E-03 )
( -6.44810680410337015E-04 , 9.61498065315076131E-03 )
( -4.04442843307537860E-03 , -1.66619451438333103E-03 )
( -3.89463739140476738E-03 , 7.65698797888012331E-03 )
( 6.20381320921977071E-04 , -3.13096259346940745E-04 )
( 3.51453070491776313E-03 , -5.98262236122719480E-03 )
( -6.18188101544226397E-03 , 1.41073724825926082E-03 )
( 1.13736505007097036E-03 , 9.62507338278055860E-03 )
( 5.76928465063211368E-03 , -7.11180375842705541E-05 )
( 7.17508630068893708E-04 , 3.96240187754048814E-04 )
index: 3
( -4.19293608814665455E-04 , -4.60564705111438100E-04 )
( -3.99616489750227906E-03 , 3.19475861126269391E-03 )
( -8.51440366318658402E-03 , 2.13131325983327222E-03 )
( -8.35591613990937718E-03 , -4.80095929901984148E-03 )
( -1.18124790913961566E-03 , 4.22648936117483390E-03 )
( 5.35789667544991910E-03 , 5.24322729505725341E-03 )
( 7.37055849627354064E-03 , 7.63352921377875946E-03 )
( -2.50153964566471885E-03 , -3.00053279352166698E-03 )
( -2.97124454411023132E-03 , 4.49870613109389517E-03 )
( 1.07804317740826678E-03 , -6.80166401817047014E-03 )
( -1.21893982724793491E-03 , -1.25384001438460062E-02 )
( -2.28229135064424507E-03 , -1.45112712123658997E-03 )
index: 4
( 3.65526391927421639E-03 , -1.60204620215218972E-03 )
( 6.36704019041768468E-04 , 1.12104430880267925E-03 )
( 5.90186366149821930E-03 , -6.35520997755938382E-03 )
( -1.90233361174184422E-03 , -2.15611291460943589E-03 )
( -7.00560001287586602E-04 , 8.02426207993757468E-03 )
( -2.89536681334648686E-03 , 1.97233596946522378E-03 )
( 5.83751127021134818E-03 , 5.05339011693553292E-04 )
( -1.37405668827078999E-03 , -2.49449848795540302E-03 )
( -4.09893371792801470E-03 , -4.35891034894324812E-03 )
( -7.80652475189368058E-04 , -5.53681512187958677E-03 )
( 2.85602185914860451E-03 , 4.46439821082394734E-03 )
( 4.29446942731537447E-03 , 7.47532885976207734E-04 )
index: 5
( -3.15644475403504404E-03 , -8.79827831001580283E-04 )
( -4.65168281528700704E-03 , -1.27310727453254398E-02 )
( -1.51324841120322167E-03 , 1.03410739016214295E-02 )
( 7.82056404317584344E-05 , 1.88584003844954212E-03 )
( -1.14808773418685912E-02 , -5.39459945597588891E-06 )
( 6.86358086459358530E-04 , -3.72829577357809520E-03 )
( -1.27246047494814049E-03 , 9.77739849108345740E-04 )
( -1.06563743694964913E-03 , 1.37866779159873608E-04 )
( 3.96584013162475536E-03 , 5.70615756715557414E-03 )
( 2.43847955161750066E-04 , 5.43694173101490381E-03 )
( 7.59133603666602846E-03 , 4.09897091458018021E-03 )
( -4.00526403781099188E-03 , -1.15590679875270802E-03 )
index: 6
( 1.29433996773460278E-03 , -3.03701222950544195E-03 )
( -3.04157806273900894E-03 , 6.30857918424740892E-03 )
( -6.49791910849162411E-04 , -8.72940121830904740E-04 )
( -5.26237785274531310E-06 , 4.64673956070744010E-03 )
( 7.83466883650995932E-04 , -1.30207099221701077E-02 )
( 6.87701349655672235E-03 , -7.31276508623623684E-04 )
( -1.95891458305365957E-03 , -5.30043105309205200E-03 )
( 4.41745351666484893E-03 , 9.94145246116218476E-03 )
( -3.37362904319260743E-03 , -4.69092521789957759E-04 )
( 1.05552139058172605E-02 , 2.44874756910441575E-03 )
( -4.68693635259055056E-03 , -4.71012548417308607E-03 )
( -2.00897249367836678E-03 , -3.33408014626066429E-03 )
index: 7
( -1.12150593737187065E-02 , 4.41999329007008264E-04 )
( 6.52533237918554321E-03 , -2.87560685871779062E-03 )
( 6.77928236834363443E-03 , -1.26762682743233792E-03 )
( -2.20170628244295476E-03 , 1.09320675083470886E-03 )
( -9.32447541695818286E-04 , 8.58732063737079748E-03 )
( 8.22960641789116307E-03 , 1.95412823871471408E-03 )
( -1.47822072007107626E-02 , -1.15194078514161274E-02 )
( -3.91148317047981288E-03 , -6.20713254922791464E-03 )
( 1.82876177105456279E-03 , -5.69107347648687735E-03 )
( -6.50148495911285519E-03 , -5.59566935488525329E-03 )
( 3.28579411029101924E-03 , 3.96286873488897132E-03 )
( -7.80360563544571159E-04 , 6.64119921012159154E-03 )
index: 8
( 7.18705466441582272E-03 , 3.66406100206852735E-03 )
( -4.60510870618026282E-03 , 4.12283353205441030E-03 )
( 1.11694571044112009E-02 , -3.73505853691810750E-03 )
( -5.10718120529170001E-03 , -5.08008804832072586E-03 )
( -3.90594779696765322E-03 , -3.24186036111403370E-03 )
( 3.85726831217659280E-03 , -7.64050678491417406E-04 )
( -5.78753763404007970E-04 , -3.84487743431735814E-03 )
( -4.09824049105261823E-03 , 6.32021647046901447E-03 )
( 3.44537882451382031E-03 , -7.68830469226442197E-03 )
( -9.64036030266568478E-03 , -4.89987672512979915E-03 )
( 7.61586630872573833E-03 , -2.16634909745951542E-03 )
( -1.71473654838467243E-03 , -3.01507299206005101E-03 )
index: 9
( 9.12107642233008745E-04 , -5.00118902685381568E-03 )
( 3.58576778870920224E-03 , -1.72570380836828711E-03 )
( -1.58413167985482469E-03 , -1.49007202656513383E-03 )
( -3.77765138964757411E-03 , 8.66006531416562558E-03 )
( 5.81640111370704694E-03 , 8.64340246629595335E-05 )
( -4.63517107218499279E-03 , -6.74193293611474297E-03 )
( -1.24825607027976670E-03 , 7.48710770025272192E-03 )
( -3.43650533320291650E-03 , -1.85127211855035199E-03 )
( -3.72673464434160979E-03 , -1.31409102593754842E-03 )
( -5.32602270456243414E-05 , 2.51590124439807217E-03 )
( 8.75436186561204949E-03 , 4.82844056411336695E-03 )
( -5.57605193224121353E-04 , 1.30746340877904840E-03 )
index: 10
( 1.93577484018388657E-03 , -5.37909139668486455E-03 )
( 5.07972625403262253E-04 , 1.99894082462628332E-03 )
( -5.49989749194727384E-04 , -4.12382715202135736E-03 )
( -3.71074991825608288E-03 , -4.56271894672796545E-03 )
( -1.20098478550166587E-03 , -2.55844191116536002E-03 )
( 1.22765295798917123E-02 , 5.37398880498571319E-03 )
( -1.03283890227090112E-03 , 8.69340954719939607E-03 )
( 5.69145441644325518E-03 , 5.30659289899126571E-04 )
( 8.54548386311565315E-04 , -2.28629727388836865E-03 )
( 4.54475903897661078E-03 , 1.37173975868586789E-03 )
( 2.96056973578693412E-03 , 5.27353058310015346E-03 )
( 2.65827684899508929E-03 , -2.32892384987073205E-04 )
index: 11
( -7.50742919731080781E-05 , 2.47716446621014733E-03 )
( 4.37197498800467182E-03 , -5.79621732001087478E-03 )
( -4.75849174691588429E-04 , 1.87115110524522328E-05 )
( 1.08120303650962573E-02 , -1.93544480648880882E-03 )
( 1.98915803260339957E-03 , 4.20502945972173279E-03 )
( 1.85030095439632633E-03 , 4.01707649654605304E-03 )
( 2.83835278492484185E-03 , 7.89593790290558407E-03 )
( 1.43324093332080509E-03 , -6.34333908089375689E-03 )
( -2.42066563014680216E-03 , -1.44993129674895723E-03 )
( 2.33132612467202519E-03 , 1.17714596356691559E-04 )
( 1.41806874078230201E-03 , 5.07038120583450363E-03 )
( 4.68011979621685021E-03 , 1.49232254846653383E-03 )
index: 12
( 2.97560746426346959E-03 , 2.83498117462354336E-03 )
( -3.24374715833408754E-03 , 6.95511294218585825E-03 )
( 6.47092082264082592E-03 , -4.29338106421755464E-03 )
( 9.35429866683697327E-03 , 2.81206328305391544E-03 )
( -1.86358079236360213E-03 , -8.40073258581721348E-03 )
( 2.33231175255996671E-03 , 1.96559514647987868E-03 )
( 1.04927527184677256E-02 , 2.97801307231852601E-03 )
( 1.09615842116467157E-03 , -9.25081969880276259E-04 )
( -8.03529475521595933E-03 , -5.83916805191710998E-03 )
( 8.79478744009518087E-03 , 8.60398960784710971E-04 )
( -5.62495897577035362E-04 , -6.33099289649502375E-03 )
( 3.40683615582063667E-04 , 1.60425864058310794E-03 )
index: 13
( -1.83011149387387164E-03 , -2.29529734247832301E-03 )
( 1.13339755522005089E-02 , 6.02926000935441464E-03 )
( -2.22380175549725702E-02 , 4.15228128014336235E-03 )
( -4.08578085714745784E-03 , 3.84282853548178864E-03 )
( 7.72870102661297152E-03 , -5.33677829095612413E-03 )
( 2.36866303310808140E-03 , -2.11818409698818697E-03 )
( -7.31627919649528984E-03 , 5.66586803993122945E-03 )
( -2.21492311810285881E-03 , 2.38915658021295139E-04 )
( 3.87089829431147298E-03 , -6.10729862880855269E-03 )
( 8.05514884084761185E-03 , 1.08340055558420710E-02 )
( 6.37937745641495042E-04 , 7.02750389970573010E-03 )
( -2.16246510389025287E-03 , 1.72903111144079432E-03 )
index: 14
( 5.88906811178610719E-03 , -3.87810896551701130E-03 )
( -9.94185519394203722E-04 , 3.29448691334665710E-03 )
( 1.92590095378609993E-03 , -3.60438698205825135E-03 )
( -2.80665099364720786E-03 , 7.49441905248442826E-04 )
( -3.81662507794559500E-03 , -1.61451774758133229E-02 )
( 2.89839807257568239E-03 , -9.47472697811525995E-04 )
( -1.48251635407819051E-03 , -9.22290613987252622E-03 )
( -7.21649104328696712E-03 , 2.68256952738964681E-04 )
( -7.36707983435395692E-03 , 3.75348776020427563E-04 )
( -2.93915521870142735E-03 , -2.61988333497561662E-03 )
( -3.77913645732410588E-04 , 6.19874416412629324E-03 )
( -2.91856944548525565E-03 , -9.14399900068173406E-04 )
index: 15
( -3.23192695371370001E-03 , 1.64323828426624335E-03 )
( 9.83062785917560022E-04 , 4.11160890542538581E-03 )
( -1.92525579258043950E-03 , 3.39287056689654585E-03 )
