index: 0
( 2.91451044404988447E-05 , -3.82865514514440846E-05 )
( 1.30095651765943239E-05 , -8.46841590977440845E-05 )
( -6.26551786980473829E-05 , -4.18767096799791338E-05 )
( 1.66466497647553294E-05 , -2.96975743666690913E-05 )
( -2.73512960109885746E-05 , -8.36865371858849788E-05 )
( -1.03050172801085714E-05 , 4.11485128335361399E-06 )
( -3.20610244812388306E-05 , 2.59884813906262334E-05 )
( -9.86376871216335148E-06 , 9.44938711749935416E-06 )
( -3.36769449878840399E-06 , 4.82522057406486776E-06 )
( 2.76812221372005659E-05 , 6.28063632292967733E-05 )
( -7.08847171523276564E-05 , -8.29949838298770615E-05 )
( 1.38161283626345995E-05 , 2.92625324146496351E-05 )
index: 1
( -3.50062174962886759E-05 , -2.33946965526392710E-05 )
( 3.70020239098442743E-05 , 4.69604800198922137E-05 )
( 2.59220630163858109E-05 , -2.78818561896545066E-05 )
( 2.18232463832115938E-05 , 7.03803631004302707E-05 )
( -3.27296748493776513E-05 , 6.35196365518292860E-05 )
( -5.22688579284031870E-05 , 1.76459941472002828E-05 )
( 2.52220391874071273E-06 , 2.32867938634786336E-05 )
( 1.46401733721790030E-05 , 7.87683137590110570E-05 )
( 5.24642667038162629E-06 , -2.23687447443824188E-05 )
( 7.95777281082803606E-05 , 1.10180746788120525E-05 )
( 4.25987689379300538E-05 , 1.03040402739660248E-05 )
( 2.54690494137430453E-05 , 3.59931874541605238E-05 )
index: 2
( -2.63269998970889194E-05 , 6.88087583994259242E-05 )
( -6.38039139950814752E-06 , -6.80768711105889665E-05 )
( 9.71421962957588758E-06 , -1.37812061310902062E-05 )
( -3.01456682590426288E-05 , -3.75114156965983465E-05 )
( 3.77887030277547433E-06 , 4.82421718393922063E-05 )
( 5.50646353721885779E-05 , 1.07807314513513465E-05 )
( 4.17412459196542208E-05 , -5.65583402550033003E-05 )
( -3.23859517555918143E-05 , -1.58715818623149466E-05 )
( -2.97041427037086916E-05 , 4.79088749982133869E-05 )
( 2.61481880963111040E-05 , -3.24393970769098512E-05 )
( 8.37750120869109975E-05 , 3.91320945804990900E-05 )
( 8.06302345783911954E-06 , 1.61441112720436488E-05 )
index: 3
( -6.47007173339940987E-05 , 6.46644355747319662E-06 )
( -4.34827384115610104E-05 , 3.74358798369279672E-05 )
( -2.12639875345350113E-05 , -3.73596011310285261E-05 )
( 1.17006150618230599E-06 , 1.34231963747139381E-05 )
( -4.46430609597687128E-05 , -4.13680013101207548E-05 )
( 1.81813453576873613E-05 , 4.21675413775952646E-05 )
( -4.25143027076309272E-05 , -1.64532758807151502E-05 )
( -2.29203378149076703E-05 , 5.15220453349902639E-05 )
( 1.71647398692207536E-05 , -1.95625749695939766E-05 )
( -8.30287354074973416E-06 , -7.01277584417998168E-05 )
( -1.69713115610737312E-05 , -4.23252657166875977E-05 )
( 5.41949089927740803E-06 , 7.10650112363321685E-06 )
index: 4
( -2.14190161284313332E-06 , -4.81080832492151734E-05 )
( -1.01850932634097767E-05 , -6.80056152793507402E-06 )
( 4.19304430310052059E-05 , -2.06084548476812173E-05 )
( -7.13192636250805457E-06 , -7.11225872283069839E-06 )
( -1.32632421756741388E-05 , 1.94066470797488229E-05 )
( 2.86786373436678175E-05 , -3.14888400925184529E-06 )
( 2.42279031558681133E-06 , 1.01267046438882919E-05 )
( -2.77010459117412984E-06 , -1.25173348296944294E-05 )
( 4.59260914724729139E-05 , -1.62214402493638193E-05 )
( -3.88088341269584344E-06 , 7.00293000709501466E-06 )
( -4.73011132639905869E-05 , 1.23123452345816857E-05 )
( 1.05588909529544368E-05 , -1.71977628389829114E-05 )
index: 5
( 7.74949245431135359E-05 , -6.17220052250266996E-05 )
( -3.59057110486606817E-05 , -2.39819393928996765E-05 )
( -8.08445561936194004E-06 , 6.33107355215138006E-06 )
( -5.32240141262535699E-05 , -1.34189020865109003E-05 )
( 5.92820776245700604E-05 , -3.58221181317964154E-05 )
( 2.67371385919875211E-05 , 1.01056473317710983E-05 )
( -2.93055442850829106E-05 , -1.66200775074769111E-05 )
( 1.02927770436830285E-05 , 1.43687158935447439E-05 )
( 2.07904611469046682E-05 , 4.82461328142657009E-05 )
( -2.18051468855581451E-05 , 5.58775186027323119E-06 )
( 2.63668342862511789E-05 , -3.21666507031304196E-05 )
( -2.36383550956691196E-05 , 2.81654170143205213E-05 )
index: 6
( 3.18798879713294662E-05 , 1.09751748976807878E-05 )
( 1.93084934150085637E-05 , -2.92427242472566382E-05 )
( 2.04215993696630117E-05 , 2.99861924163801998E-05 )
( 2.52727711038486927E-05 , 5.04776346786677059E-05 )
( 2.56941324620390063E-05 , -6.12257225252596038E-05 )
( -1.37229527326100372E-05 , -1.13798351372158417E-04 )
( 4.10543933555822344E-05 , 2.29935259363175021E-05 )
( 1.60156415173952207E-05 , -7.07004020382212203E-06 )
( -4.24015739966194843E-06 , 8.53568473694067123E-05 )
( 4.03308101860372522E-07 , 3.76627588179949567E-06 )
( 2.72293503079261433E-05 , 3.72468927791339821E-05 )
( 5.84595108137609059E-06 , 5.96685726338449493E-05 )
index: 7
( 1.47371549227355099E-05 , -3.10665307008493858E-05 )
( 1.05366043284279502E-04 , 6.18124903044094695E-05 )
( 2.75498398066771247E-06 , 1.40259228393003505E-05 )
( -5.53065879111972730E-05 , -3.42851681656800993E-05 )
( 3.48271593220437277E-05 , 6.89925303678242768E-05 )
( 7.96695786649204775E-05 , -5.78835503786523020E-05 )
( 2.41032616057683043E-05 , -6.47877085370837831E-05 )
( -6.04307727584617148E-05 , 6.37216791273967971E-05 )
