index: 0
( -8.28772167846577076E-12 , 2.25803645611878568E-11 )
( 2.33285688933797791E-11 , 1.53480588092689025E-10 )
( -7.08028344110279962E-11 , -6.66722374330691234E-11 )
( 1.20793542579127312E-10 , -6.41512896518410512E-11 )
( -4.39035573834707633E-11 , -5.24062106722373273E-11 )
( 2.61915457265243276E-11 , 8.64969700454320881E-11 )
( 7.71534927789687518E-11 , 1.47530523841889491E-10 )
( 6.84785551257239618E-12 , -1.80712621918807250E-11 )
( -3.59936471850083420E-11 , -2.12695718215973429E-11 )
( 5.89938473081579678E-12 , -3.26230875428866667E-11 )
( 5.95874553566733094E-11 , -4.55030579504434664E-11 )
( 3.20661946640743337E-11 , -8.03888093025666645E-12 )
index: 1
( -5.23460111634277506E-11 , 7.39106696029392622E-11 )
( -8.67129574999112411E-11 , -3.94128515817835969E-11 )
( 1.13704038774352151E-10 , 8.29749315297363536E-12 )
( 1.33571081764410019E-10 , -3.36225099008581553E-11 )
( 9.77599256094626386E-11 , -3.93418501977262858E-11 )
( 7.97856627202122070E-12 , -2.17393940599192121E-11 )
( -2.96190233640781781E-11 , -2.10673896870370266E-11 )
( -6.07529467874182389E-11 , 1.46236218891967574E-10 )
( -1.77810516345140534E-10 , -3.26871242904627657E-11 )
( 7.38959215053943995E-12 , -2.01151377840943429E-11 )
( -1.07655122008752458E-10 , 1.17576615729037223E-10 )
( -5.20563157244959861E-11 , -5.73156330799885736E-11 )
index: 2
( -6.96065302002718964E-11 , -6.49255678448348528E-12 )
( -1.22366650384092663E-10 , 1.20631670345021501E-10 )
( 3.42084666727462544E-11 , -8.17710594345842566E-11 )
( -5.62208244515180025E-11 , -4.52878450300372249E-11 )
( 1.10532776196885185E-10 , -6.13390179368329278E-13 )
( 6.82279695728917637E-12 , -2.37578206678006273E-11 )
( 5.22263348644891275E-11 , -2.23756044016846505E-11 )
( -1.01135003503823552E-10 , 7.23790066121910798E-11 )
( -3.32982906040323175E-11 , 6.34646838930270443E-12 )
( 1.52611263537914017E-12 , -3.08780234192877747E-12 )
( 1.12704857651302687E-11 , -1.82593822937302220E-11 )
( 9.01715456549161308E-11 , -4.01025254264715694E-11 )
index: 3
( -4.11240073634475890E-11 , -3.18806761843235057E-11 )
( -8.08589598992123719E-11 , -5.51501248964766396E-12 )
( -7.78578789218700383E-11 , 1.24105009114535931E-10 )
( -7.62683288380850531E-11 , 7.39152221309283281E-11 )
( -6.20439609165015604E-12 , -9.39103751180622661E-11 )
( 7.06858965391480253E-11 , -2.06389942751719591E-10 )
( -1.16111030145536484E-10 , -5.47683347034539898E-11 )
( 5.03982019331728904E-11 , 7.42381368985167755E-11 )
( 4.38828427218649661E-11 , -7.24023721384707738E-11 )
( 1.50854155972673956E-10 , 8.20523856751256913E-11 )
( -1.50671964347253011E-10 , 1.21963722945875422E-10 )
( -1.48075225174083130E-12 , 9.50013932523152685E-11 )
index: 4
( -1.16882904092174426E-10 , -1.96724353107077644E-11 )
( -5.25324913392718524E-11 , -8.07064056590197288E-11 )
( -1.14440761627343070E-10 , 5.67047562094755553E-11 )
( -5.47424025503435212E-11 , 1.08348122748614404E-11 )
( -8.54984832697867133E-11 , -1.82716061116043085E-11 )
( -3.87318439762986741E-13 , -1.06485761573381698E-10 )
( -1.13222686170463233E-10 , 2.90532457400428719E-11 )
( -7.31309253821493986E-11 , 5.59088773500039910E-11 )
( -4.86463498223559528E-12 , 7.83655550195229903E-12 )
( -2.86128284843416064E-11 , -2.60622832461796370E-11 )
( 1.62356556105039786E-11 , -9.15905714591483550E-11 )
( 1.08313410543377739E-10 , -3.21823779082661500E-11 )
index: 5
( -3.41207605399920924E-11 , -4.17731160942054130E-11 )
( -7.84040227865655959E-11 , 8.09819119398657851E-11 )
( -1.54061486209399765E-10 , -4.65743769958499351E-12 )
( 3.10628597295740723E-11 , -5.57321673028588962E-11 )
( 9.43530198009419076E-11 , -2.31044686884764702E-12 )
( -5.13829970812196229E-13 , -4.35188083934452713E-11 )
( -2.73212065002194267E-11 , -2.99593647764437905E-11 )
( -4.18790654252446526E-11 , -2.99475763982496929E-11 )
( 1.99392865563669202E-11 , -3.74102258483318637E-11 )
( -3.80581192001610116E-11 , -6.58334230751797564E-11 )
( 6.01580953848284684E-11 , -2.29387505755227463E-11 )
( 8.92181320388852541E-11 , 1.03898745117581686E-10 )
index: 6
( -3.79576700776216235E-11 , 9.41468524084750840E-11 )
( -1.94770584221912930E-11 , -1.50051027101927308E-10 )
( -5.94361597369411431E-11 , 4.15466335190867595E-11 )
( -4.30690921827591834E-11 , -4.47419109391753191E-12 )
( -2.15743893899580211E-11 , 1.04898422031247098E-10 )
( -2.44195634111214092E-11 , 1.21901075113040170E-11 )
( 8.25016396076447927E-12 , 3.51719945873404152E-11 )
( 9.66818769874910132E-11 , -7.19501471214514867E-11 )
( -7.07188064981004395E-11 , -1.30128336935794147E-10 )
( -7.22502448918218770E-12 , -1.25232372553570116E-10 )
