index: 0
( -4.02639933108674413E-06 , 8.52531935485780174E-08 )
( 2.86182818844136138E-07 , 2.77578634329347095E-06 )
( 4.23446355949082036E-06 , 3.44775517149438429E-06 )
( -4.18867698380457485E-06 , 5.92806811008690451E-07 )
( 2.58693916810505660E-06 , -1.44159156900620569E-06 )
( 1.86575261840342216E-06 , 2.39918961277043306E-06 )
( 4.84130884437260813E-07 , 4.70347977817433216E-07 )
( 2.05499045584310315E-06 , -1.08164081080622371E-06 )
( -4.47053511913264180E-06 , -8.36034554518340229E-07 )
( 1.50151703239194490E-06 , 1.55078603209851627E-06 )
( -3.97604544894648037E-07 , 1.44087359366131173E-06 )
( -1.88422217119739357E-06 , 1.26048011963379053E-06 )
index: 1
( -2.50618426944455194E-06 , -3.34526334406559358E-07 )
( -1.01420835513306368E-06 , 9.94529842649486661E-07 )
( -2.53116264331089764E-06 , 1.14205816972650421E-06 )
( -2.07315687569438094E-06 , 2.34093050736690050E-06 )
( -4.14634791057501165E-06 , 4.62830642806322109E-06 )
( -1.48394854373359375E-06 , 5.40650090941992383E-06 )
( 3.14850679032437028E-06 , 5.13948444726014722E-06 )
( 9.42206496001848450E-07 , -1.74513435516229896E-06 )
( -1.02114499725983362E-06 , -4.31665749342271811E-06 )
( -2.16904669662435295E-06 , -7.82157086226772188E-07 )
( -2.29806089660339545E-06 , -1.33928748290029157E-07 )
( 1.53133169527839214E-06 , 1.48018707726091141E-07 )
index: 2
( 3.59855589129032893E-06 , -1.40569380194386216E-06 )
( -4.66477666719435844E-06 , -2.67646458793738605E-06 )
( -4.33559314809705554E-07 , 4.72304760291800332E-08 )
( 1.94606079862921480E-06 , 9.05215596497398778E-07 )
( -2.05070153709979539E-06 , -7.31505604263360442E-09 )
( -1.07345492699363905E-06 , 2.03435171716167830E-06 )
( -1.63271444946073982E-06 , -1.22892722579326475E-06 )
( -1.27621784513534527E-06 , -1.23356761727476276E-07 )
( -8.62353940809886094E-07 , 2.11186878976899350E-06 )
( 7.00463692119638228E-07 , -4.79895529823247346E-07 )
( 3.81548414311950185E-06 , 9.24775115190776769E-07 )
( -2.00084648449482313E-06 , 8.87912061656632249E-07 )
index: 3
( 2.74131864952520078E-06 , 4.28553186361820271E-06 )
( -4.45313544203720360E-06 , 2.62199486447850633E-06 )
( -3.49136124715034059E-06 , -1.42807440509863714E-06 )
( 8.61125360608748377E-07 , 1.39478306236583474E-06 )
( 2.26225402360930649E-06 , 5.83526142284466537E-06 )
( 1.60570752958983079E-06 , -2.92514120049289410E-06 )
( -2.06977703378326035E-06 , -2.00877024914015188E-06 )
( -9.13868857671245923E-07 , 2.02185842196373282E-06 )
( 3.07543277379089034E-06 , 2.52284930702412100E-06 )
( 4.05609480501747060E-06 , -9.67121273732000797E-09 )
( -2.77221101641953674E-06 , 2.70758237745305214E-06 )
( -2.24677438268466209E-06 , -4.52354064440182526E-06 )
index: 4
( 1.99592344907835442E-06 , 7.44153703523955115E-08 )
