index: 0
( -2.76007357843491785E-01 , -1.11306801638899122E+00 )
( 3.53690369256699721E-01 , -2.76248330504525574E-01 )
( -1.03416572525909245E-01 , 1.25020250549609857E+00 )
( 4.91233168862977507E-02 , 8.28511147792104441E-01 )
( 1.17067435086938909E+00 , 2.06788656937771306E-02 )
( 1.09121778851875240E+00 , -5.12880510501323786E-03 )
( -1.72483873012683683E-02 , -1.22961171384636941E-01 )
( -1.02904405842788504E+00 , 2.47712727923786891E-03 )
( -4.37432585948332397E-01 , -5.12757055690775052E-03 )
( 8.96146834796074376E-01 , -2.38561322671845766E-01 )
( -1.60634101376899902E-01 , 1.98528553373075178E-01 )
( 8.73605387713608628E-01 , 4.35606391102099921E-01 )
index: 1
( 5.10973836621875566E-01 , -8.81377534848715172E-01 )
( 4.53265944984346525E-01 , -1.07422671776735990E+00 )
( -5.65905529247615613E-01 , -4.80675298543245144E-01 )
( 5.62931341706280342E-02 , -7.99702106291221626E-01 )
( -2.83251336746215943E-01 , -7.82303900534170982E-01 )
( -1.57891341943305341E-01 , 7.75314414206433739E-02 )
( -1.71949149757591369E+00 , 6.70440468946671975E-01 )
( -7.23263480344004783E-01 , 3.58234149510256727E-01 )
( -9.09550052534033648E-01 , -3.04098259197308374E-01 )
( 6.24833354684740661E-02 , -7.49873104302843485E-01 )
( -1.01180457332127371E+00 , 2.76173025267797967E-01 )
( -1.52537726754349290E-01 , -4.25383520268881821E-01 )
index: 2
( 3.08805735060679876E-01 , -7.08770429755786524E-01 )
( -4.44491686808417552E-01 , -1.03073305660109013E-01 )
( 1.33586190782079561E-01 , -6.31702795690110341E-01 )
( -8.19923301954261885E-01 , -1.30464514290960953E-01 )
( -1.13683104531304302E+00 , -7.73720101453985065E-01 )
( -1.03161667652082609E-01 , -2.70359491028395515E-01 )
( 9.51747732146753095E-02 , -6.31040427239154433E-01 )
( -5.64387542654187779E-01 , -3.33765908000046685E-01 )
( -5.51398323002775692E-01 , -9.19591356788998088E-02 )
( -3.91462127436996821E-01 , 3.77238791349191582E-01 )
( -3.48503511787909004E-01 , -8.69387699825179383E-01 )
( -9.37306308012751666E-02 , -9.77483047190942478E-01 )
index: 3
( 5.83037212550566730E-01 , -6.26013522375039044E-01 )
( 3.74340904148433462E-01 , -3.43467177229435594E-01 )
( 6.69564522096814496E-01 , -5.02486615754799026E-01 )
( -8.54488917471974641E-01 , 5.92507085454019533E-01 )
( -3.00308820299239165E-01 , 2.11759412532804586E-01 )
( -1.08148897783050635E+00 , 1.13411565606594356E+00 )
( -6.68777038062340345E-01 , -1.33823796453761279E+00 )
( -1.95580626586474488E-01 , 1.90605978193526399E-01 )
( 7.30473192981127228E-01 , -1.13715315170879383E+00 )
( -1.10565875059483831E+00 , 6.63915787220976217E-01 )
( -1.05230055977568071E+00 , -6.51347585817752539E-01 )
( -2.45274034450955525E-01 , 7.14595271045086911E-01 )
index: 4
( 8.35076791674122076E-01 , -1.11078543312314526E+00 )
( 9.07406343792377501E-01 , -1.88883101707374434E+00 )
( -1.83148504539393187E-01 , -7.86069940295455516E-01 )
( -4.62861898114837023E-01 , -5.37556485777393872E-02 )
( 6.38232810366388126E-01 , -6.44026975534698898E-02 )
( 8.24605884905872832E-01 , 6.51223360267003337E-01 )
( -5.71916954458537630E-01 , -8.18884879898835294E-01 )
( 2.41016794215213659E-01 , -7.47145200838785994E-01 )
( -1.37124854123117279E+00 , -3.29660773747087799E-01 )
( -1.40706357690255768E+00 , 1.32372890986019076E+00 )
( -3.21599086427806879E-01 , -5.31775393121324602E-01 )
( -3.20196383345198843E-01 , 1.06087270227721064E+00 )
index: 5
( 8.44004219526961363E-01 , 5.99957724980938356E-01 )
( 9.12585127475875058E-01 , 3.82587841780531179E-01 )
( -1.21930933534207875E+00 , -6.38168777535581322E-01 )
