x=0,y=0,z=0,t=0
( 3.31710355927547886E-04 , 2.83074166997663223E-03 )
( 1.64416972017765472E-03 , 1.57288052076181022E-03 )
( 1.59022062031007700E-03 , 1.78845493939258431E-04 )
( 9.56599932898158064E-04 , -2.13097868331853409E-03 )
( -8.35114557813507272E-04 , -1.32757374581294251E-03 )
( 7.20231084256295296E-04 , -8.33382908374749143E-04 )
( -7.43605205783028035E-04 , 2.19084425468477062E-03 )
( 1.86661154067944914E-03 , -3.13071098057357425E-05 )
( -1.15443785986696747E-03 , 1.28160466464388246E-03 )
( 9.70805310895667540E-04 , 1.49732133578053817E-03 )
( 1.30652592801434468E-04 , 2.53645747757002497E-03 )
( -2.13202944887470034E-04 , -1.61123152336358497E-03 )
x=1,y=0,z=0,t=0
( -7.79298592886772763E-04 , 1.28274013167162249E-03 )
( 2.96832766811028995E-03 , -2.36308950590724846E-03 )
( -2.76163346114661134E-04 , -6.14073874152039302E-04 )
( 2.11782288668324430E-03 , -1.26606719627166586E-03 )
( -1.73027639025023555E-03 , 1.29481184493212393E-03 )
( 3.48495051929589470E-04 , -5.47408878985281466E-04 )
( -5.27264082780616507E-04 , 1.41583184005929707E-03 )
( -1.37719001928400140E-03 , 5.19218019232476507E-04 )
( 7.67844983492248201E-04 , -2.59053702019901386E-04 )
( 5.84754838874892123E-05 , -3.42939630915253639E-04 )
( -2.31964745623112600E-03 , -9.17283409768503274E-04 )
( -8.31809704406114470E-04 , -3.61841997952664631E-04 )
x=2,y=0,z=0,t=0
( -5.38563778454736151E-04 , 1.13673162422018074E-03 )
( -7.40284378251738649E-04 , 1.03267840306432647E-03 )
( 1.03327128517567940E-03 , 1.98639027470805382E-03 )
( 2.44148147424093961E-03 , -1.57127524960293133E-04 )
( 9.91051332698306359E-04 , 4.00329889866231315E-04 )
( 3.49556231127536488E-05 , 7.82147462162992952E-04 )
( 2.13562047284886810E-03 , -6.78024393283172683E-04 )
( 1.44709236934170444E-03 , -3.88540603340846447E-03 )
( 4.65277315830300061E-04 , 1.13503719031202393E-03 )
( -2.04856285241403462E-03 , -1.90886614991485739E-03 )
( -1.16035647950802094E-03 , 7.98549215798124230E-04 )
( -8.00140784896322490E-04 , -1.32372739238680774E-03 )
x=3,y=0,z=0,t=0
( 3.54158493512347905E-03 , -4.06882633813443256E-04 )
( -8.43261946751713148E-04 , -5.23311991993162789E-04 )
( -7.70832209700543546E-04 , -6.41885928597462946E-04 )
( -2.40703272513773710E-03 , 1.09315588682145021E-03 )
( 5.88061876268194473E-04 , -2.94920540331456419E-05 )
( 3.44508937898067847E-05 , -8.28565853250294387E-04 )
( -8.00555040989846711E-04 , 1.35785165892662592E-03 )
( -1.71492639114950002E-03 , 5.34935392562358759E-04 )
( 5.03672029261739230E-04 , -1.93279117096609642E-03 )
( 1.34851479153880248E-03 , 9.40742139498236150E-04 )
( 6.91684997395744256E-04 , -1.82832330739964044E-03 )
( -8.57643824102920617E-04 , 1.62221472414152005E-04 )
x=0,y=1,z=0,t=0
( -3.77783040478824636E-04 , 1.88418492982659908E-03 )
( 8.92187595354429074E-05 , -1.19695111340640224E-03 )
( -4.00788681491009470E-04 , -2.71458082492379536E-03 )
( -6.13515450632955346E-04 , 1.12070200263485577E-03 )
( -6.63919402015311242E-04 , 1.21993113293969056E-03 )
( 2.62210629379667180E-03 , -1.43313067617054524E-03 )
( -1.65093436710936955E-03 , 1.51394405199829253E-03 )
( -2.29159891961431758E-03 , -8.96293428835782577E-04 )
( -2.90565723501059851E-04 , 5.27533884849242332E-04 )
( -1.06582594511261041E-03 , 1.66097716245843961E-03 )
( 1.16337321789914739E-03 , -1.52774439418032243E-03 )
( -2.22481755791371829E-03 , -1.21025789755095994E-03 )
x=1,y=1,z=0,t=0
( 1.30586209274546222E-03 , 2.18925204620966938E-03 )
( 1.38649987012397181E-03 , 1.09440274823849435E-03 )
( -2.11649627961438226E-04 , -2.67305317446687334E-04 )
( -5.63202419630149753E-05 , 1.37617558808843243E-03 )
( -8.11252370908786152E-04 , -1.86419036788496918E-03 )
( -2.66051797987604558E-03 , -2.45379207001653749E-03 )
( -2.72426986965414869E-03 , 1.88572876407052596E-03 )
( 7.53146237460056286E-04 , -2.18462724577577795E-03 )
( 1.17498033756470904E-04 , -1.92588518345890997E-03 )
( -7.89746126360307875E-04 , -1.19614964761842295E-03 )
( 1.48090221439606750E-04 , 1.06258332901397836E-03 )
( -2.74785031197771409E-04 , 1.29327163793715311E-03 )
x=2,y=1,z=0,t=0
( 3.42071315543922044E-04 , 2.97134182737107677E-03 )
( -3.01249877095884902E-03 , 4.06236092711314417E-03 )
( 3.65929560176941481E-04 , -9.69302164231011939E-04 )
( 1.35454105548079564E-03 , 2.98807491187201785E-03 )
( -7.96749267280301649E-04 , -1.64797004541244671E-03 )
( -4.24612695943315881E-04 , -2.94506943597440353E-04 )
( -2.38979053795996686E-04 , -9.72829188635326685E-04 )
( -3.79285010539597662E-04 , -8.55322449704476939E-04 )
( -1.08477911052090397E-03 , -1.11003886917757262E-04 )
( 7.33904326018559438E-04 , -3.17969297580285824E-03 )
( -1.96397855009547775E-03 , 3.47769169738498156E-04 )
( -9.03186653843270808E-04 , -4.07629462530234175E-04 )
x=3,y=1,z=0,t=0
( -1.22907913349811155E-04 , 4.57963586833259970E-04 )
( -7.34801371044852599E-04 , 1.98145007693729296E-03 )
( 1.87590315671354551E-03 , -1.76845939469477101E-03 )
( -1.35689052701149334E-04 , 1.22314545309259114E-04 )
( -8.15948595440232536E-04 , 1.13476051440372411E-03 )
( 1.48052273367617945E-03 , 1.55366227087146516E-03 )
( 3.08034797484075954E-05 , -1.91047044105820281E-03 )
( -7.66498955346249489E-04 , 1.07560855750702582E-03 )
( -1.01727173706129474E-04 , -2.90586489446601100E-04 )
( -1.71394108803485531E-03 , 3.92054039419011970E-04 )
( -1.10456522143714667E-03 , -3.74768876107964212E-04 )
( -1.03175843792479573E-04 , -1.82976987103126315E-03 )
x=0,y=2,z=0,t=0
( 1.46120108967372230E-03 , 7.89169965138613715E-04 )
( -1.88609250317965920E-03 , -6.65241995127606629E-04 )
( 4.95724557910252894E-05 , 2.04395656094067714E-03 )
( 7.67134212004899141E-04 , 1.31221137488044275E-04 )
( -1.32997053745643524E-03 , -2.39995934383077213E-04 )
( -6.57345218195430842E-04 , 5.44302429399455751E-04 )
( 3.63956484434958968E-04 , -2.48861302985479114E-03 )
( -1.01338496804809827E-05 , 9.15906586066317732E-04 )
( 2.77252587829512355E-04 , 1.41640191735930708E-03 )
( -1.16330799490372899E-03 , -8.38792446059094380E-04 )
( 1.13149222753783623E-03 , -6.11281035682825378E-04 )
( 2.26917543396186781E-04 , -1.11961698976701068E-03 )
x=1,y=2,z=0,t=0
( 1.25778296995828257E-03 , 6.00552870249215645E-04 )
( 1.70369225352514937E-03 , -8.85514251973355381E-04 )
( 1.89004832053818830E-03 , -5.14635753673270673E-03 )
( 1.43732425831058605E-04 , -3.87498447619489227E-03 )
( 5.48005843265733910E-03 , 1.15764852507047305E-03 )
( 1.29163776066838635E-03 , 2.12119667891706633E-03 )
( -1.62165805306967365E-03 , 8.01904192682465454E-04 )
( 3.96338753696779972E-03 , -1.58519874849559223E-03 )
( 2.95746899131221373E-03 , -2.17284783909639295E-03 )
( 3.89930732614706451E-04 , 1.87210736654086301E-03 )
( 6.34995732087070179E-04 , -4.46985489763390763E-04 )
( -8.84163711322301935E-04 , 3.59746625763234830E-05 )
x=2,y=2,z=0,t=0
( -6.16874089728643030E-04 , 1.99505768347613783E-03 )
( 2.08277739827335143E-03 , 3.35044732173088704E-03 )
( -4.25611541592266912E-03 , 5.36520583330136157E-03 )
( 8.14190850930317581E-03 , 2.30468684417259925E-03 )
( -2.72942753324320869E-03 , -3.11594392023542988E-03 )
( 1.41997976973598939E-03 , -7.65207657095796998E-04 )
( -1.08968723999603107E-03 , -3.12362221157072573E-03 )
( 3.07218624365071741E-04 , -5.36127507558646979E-03 )
( -1.96629026011450317E-03 , -1.14290356052059155E-03 )
( -2.14749282181135072E-03 , -4.91996612865335057E-04 )
( -1.99580888439301928E-04 , 2.08540284580013401E-03 )
( -4.94803651157875099E-03 , 1.13776361760139035E-03 )
x=3,y=2,z=0,t=0
( -2.31457473017025132E-03 , -1.39594876405767774E-03 )
( -6.21011312923729552E-04 , 3.37209694341978174E-03 )
( 1.10750313996459517E-03 , 3.25434383327562172E-04 )
( -1.48747939304354768E-03 , -5.15997155783186725E-04 )
( -1.21023829179997067E-03 , -7.12275970694701763E-04 )
( 4.44042027358616473E-04 , 1.00782535688885696E-03 )
( 9.30668353064878495E-04 , -1.38675197445229195E-03 )
( 1.54685484330803523E-03 , 8.06581582529387582E-04 )
( 1.43495747395598876E-03 , -1.85524184551660301E-03 )
( 1.67500493167998523E-04 , -6.06660714611233546E-04 )
( -4.75934744958762031E-03 , -6.23029268112684927E-04 )
( 1.49532131368285896E-03 , 1.37324641551871552E-04 )
x=0,y=3,z=0,t=0
( -1.52762530429566236E-03 , -7.76324387630650129E-04 )
( -3.11878425471027142E-04 , 8.60782291738820642E-04 )
( 1.41524176078446778E-03 , -8.73505976827136004E-04 )
( -2.41945246242852852E-03 , -1.45095674772842149E-03 )
( -4.75884229317305148E-04 , -2.15715173831926201E-03 )
