index: 0
( 6.71800455077586598E-12 , 6.49603752286116713E-11 )
( -5.34321415313534590E-12 , -2.93170996907064172E-11 )
( -6.77628150848180759E-11 , -9.39577226696119030E-11 )
( 5.62309778546823560E-11 , -9.67465307926173381E-12 )
( -1.68934660392444533E-11 , -1.13477823496203040E-10 )
( -4.36407766148399803E-12 , 6.55331401082977771E-11 )
( -1.50386385285028510E-10 , 1.02913969147659850E-10 )
( 6.22119281808251060E-11 , -4.49975339504499340E-11 )
( -1.19663560639827694E-11 , -1.85969383971983417E-11 )
( 2.02703488690160851E-11 , 1.12144443422840821E-10 )
( -1.39126231918436106E-11 , 9.79472043284617922E-12 )
( 1.63302973306160067E-12 , -1.06514081545025996E-10 )
index: 1
( -5.93814818217581994E-12 , 4.01310578411120441E-11 )
( -9.92566164814666403E-11 , -5.88895936061675113E-11 )
( -7.77667744101158170E-12 , -2.95998524519746000E-11 )
( 4.67489329858074723E-11 , -1.90103986611750646E-11 )
( 1.35901864535686204E-10 , 1.80024701854706762E-11 )
( -8.49025988619593174E-13 , 4.37795285696406836E-11 )
( -6.61727584803559100E-11 , -1.17644069810901579E-10 )
( -1.47775799777840372E-11 , 4.63309528218904599E-11 )
( -1.14835614919944798E-10 , 1.52845834901399399E-10 )
( 2.53083216899419926E-11 , -4.03769245302739515E-12 )
( -1.57782970672672081E-11 , -2.24543077197004075E-11 )
( 2.20016769300307245E-11 , 2.88444597805481596E-11 )
index: 2
( 7.36672417192734084E-11 , 4.15274130466328147E-12 )
( -5.58067559924609342E-12 , 4.04817621021863011E-11 )
( 4.77029741208060176E-11 , 7.84020502064821262E-12 )
( -2.65208842997842990E-11 , -2.60914339032403745E-11 )
( -1.32705577384405486E-14 , 5.05375556803630119E-11 )
( 1.40505157353546006E-11 , -5.32535035049827422E-11 )
( 4.59875364936125603E-11 , 4.56161573245234057E-11 )
( -2.46964794586403259E-11 , 4.30822042761932161E-11 )
( -4.20306751373453512E-12 , -2.77982087116196389E-11 )
( 7.00539748045999645E-11 , 1.78566303822915884E-11 )
( 2.10780195428147235E-11 , 3.33360942486764824E-11 )
