x=0,y=0,z=0,t=0
( -5.43032374527614800E-09 , 4.73042800851539174E-09 )
( 8.45459038529267947E-09 , -5.24389316735082301E-10 )
( 5.52306974533820028E-10 , 5.07627951401868481E-09 )
( 5.71556329812063022E-09 , 2.23653277626672121E-09 )
( -1.59564254351440445E-09 , 7.11344087965829002E-09 )
( 3.71156373850606060E-09 , -3.71548465484357129E-09 )
( 1.01543774451362953E-08 , 5.94815542630035197E-09 )
( -1.32088253533282141E-09 , -1.68727125639846485E-09 )
( 5.84249678174356207E-09 , -2.72598561112468739E-09 )
( -1.93083648938013256E-09 , -2.13977526231233233E-09 )
( -2.01432407207303317E-09 , -5.29902188772817214E-09 )
( 3.22773998074456448E-09 , -5.97172378789183783E-09 )
x=1,y=0,z=0,t=0
( 2.59477043202675068E-09 , -2.60415759372212669E-10 )
( 2.20349411905788880E-09 , -6.01442332958693386E-09 )
( 1.08355211948178307E-08 , -2.55321173286083452E-09 )
( -4.49951569036559751E-09 , 2.06077318133573230E-09 )
( -2.35010360666060831E-09 , -3.50859690872147795E-09 )
( 4.60727151232424089E-09 , -6.07949053527871237E-09 )
( 6.21085366728615475E-09 , -6.78424499358351126E-09 )
( -5.97001501317251427E-09 , -2.42504210413105783E-09 )
( 9.60392236265710950E-09 , 6.21216504802412622E-09 )
( 5.11988184521063012E-09 , 7.59348395307932391E-09 )
( -5.57480974268749511E-11 , 8.65619053155861398E-10 )
( 4.59979022757469516E-10 , 3.77459132525497336E-09 )
x=2,y=0,z=0,t=0
( 1.85143345576665485E-09 , 5.22009740241459831E-09 )
( -6.27774358708754291E-09 , -1.58774173383339835E-09 )
( 6.94230964766617161E-09 , -6.15025929177425584E-09 )
( 2.62599761634393156E-10 , -9.90505942803616431E-10 )
( -1.20910969174744535E-08 , 2.44147048672663927E-09 )
( -4.22238544297007666E-09 , 9.03721274059125119E-10 )
( -3.82318873580267762E-10 , 6.73896008350410665E-09 )
( 7.71807892665043786E-09 , -2.82707297281171598E-09 )
( -5.80516687287812163E-09 , -2.96747970000132978E-09 )
( -5.28142350159827965E-10 , -7.49152024935407810E-09 )
( 5.81066700941999199E-10 , 1.63284715854502070E-09 )
( -3.55001903062981918E-09 , 3.09211959596764687E-09 )
x=3,y=0,z=0,t=0
( -1.32507775764194887E-08 , -1.09337722061111093E-09 )
( 4.39500899056346091E-09 , 1.31451364391177153E-08 )
( 3.89315510177042740E-09 , 7.87283432185701904E-10 )
( -8.92368468524878039E-09 , -7.74401756757846601E-09 )
( 1.65040718015623099E-09 , 1.06150579492891248E-08 )
( 1.05612030384675807E-08 , -1.07421753853801526E-08 )
( -3.23953018265953234E-09 , -1.36658951917462076E-08 )
( -2.72717446489871850E-09 , 1.04980121905019843E-08 )
( 5.48468708094789173E-09 , -3.77572575280234692E-09 )
( 8.30797028227913220E-09 , 4.74714356870707223E-09 )
( -2.00779810013010162E-08 , 7.85824414064388502E-09 )
( -1.30587675793441603E-08 , -1.73740233305074895E-08 )
x=0,y=1,z=0,t=0
( -8.26070547574188538E-09 , -1.23607139103193185E-08 )
( -2.15256803567003840E-09 , 3.08504305232678179E-09 )
( 2.51884683759957711E-09 , 7.61585758819108961E-09 )
( 1.27894779217939085E-09 , 4.59829664012507969E-10 )
( 1.10349301113894632E-08 , 3.57625393508003777E-09 )
( -6.70974397268286368E-09 , 4.65274065548279423E-09 )
( 1.34541791815167519E-09 , 4.42459436978093377E-09 )
( -5.80424690080437559E-09 , 7.90142664111237140E-10 )
( 7.67817379374669711E-10 , 6.68799064344298104E-09 )
( -1.00014712956950934E-08 , 3.75389497544456086E-09 )
( -4.44783618096832385E-09 , -3.12246926788423094E-09 )
( 1.07655031581459290E-08 , -5.91431337852676339E-09 )
x=1,y=1,z=0,t=0
( -2.01573627189457079E-09 , -3.88756397260784184E-09 )
( 4.84951186313223204E-09 , 9.38345725897352053E-10 )
( 1.38401008472995300E-08 , -1.36946278322837480E-09 )
( 4.68758411975889402E-09 , -1.17623130169742609E-09 )
( 6.84113727870310084E-10 , 4.99423314177236511E-09 )
( -2.37315504379157831E-09 , 1.48789916021705776E-09 )
( -4.49296820670246572E-09 , -4.91673632964219404E-09 )
( -3.48479627255745255E-09 , 2.31495112484785843E-09 )
( 7.10456817343872373E-09 , -1.57083199991911731E-09 )
( 6.85291096538788456E-09 , -4.00162284279088414E-09 )
( 1.33415921346876150E-09 , -1.63559271668986664E-09 )
( -1.34508972638942920E-09 , -7.98372481548632208E-09 )
x=2,y=1,z=0,t=0
( 7.51954979977159815E-09 , -1.65935326861769429E-09 )
( -1.43153331100034692E-09 , 1.89042420028414137E-09 )
( -6.80992416357951400E-09 , -5.96550156205045919E-09 )
( -4.22787813141430124E-09 , -5.79350599816599950E-10 )
( -5.56934102296887542E-09 , 9.15850010987420282E-09 )
( -7.27561873722239483E-09 , -6.28411307883243477E-09 )
( 2.79672814591609966E-09 , -5.11881420049536840E-09 )
( 2.93947712654643998E-10 , -2.42741931714628825E-10 )
( -2.67505310258908270E-09 , -9.44910148329441589E-09 )
( -5.77390423184922648E-09 , -7.64030269962443168E-09 )
( -3.85753394203235318E-09 , 3.18067462415079629E-09 )
( -5.42897291679336684E-10 , 8.72217750040382688E-09 )
x=3,y=1,z=0,t=0
( 5.56147717701245396E-10 , 4.62106755589527951E-09 )
( -2.67158617404646000E-09 , -8.30202180390833657E-09 )
( -3.65922084505906612E-10 , -6.67877736524720263E-09 )
( 2.48664723169329057E-10 , 3.94154393394955783E-09 )
( -1.32597707930067924E-08 , -4.79638033525655242E-10 )
( -3.31298480514943563E-09 , 4.30744471698472659E-10 )
( -1.79343630168098985E-10 , -2.53766022913692605E-09 )
( 3.14738911867226845E-10 , -6.12278452477631136E-09 )
( -3.29149053389118898E-09 , 6.79633827843006901E-09 )
( -3.65888396313881536E-09 , -2.41298514272185416E-09 )
( 6.28137875322608720E-09 , 2.05678559963020739E-09 )
( -5.84187795859719195E-09 , 4.07985613019489113E-09 )
x=0,y=2,z=0,t=0
( -1.26459894139952610E-09 , 2.63209734230354061E-09 )
( 7.95965631850725595E-10 , 3.78642895079352201E-09 )
( 2.24163143400397293E-09 , 2.63512379592228482E-09 )
( 1.63916604852143494E-10 , 3.84042685374743462E-09 )
( 4.67372464747300800E-09 , -8.29613214890768881E-10 )
( -1.98857160187025493E-09 , -1.84600532203936991E-09 )
( 1.20714215305049558E-09 , -1.15333851267290930E-09 )
( 4.37453545066325768E-09 , 3.92923466168635012E-09 )
( -2.03067385194408058E-11 , 4.45024519729101713E-10 )
( -2.06235209244958250E-09 , -1.02739228237055853E-08 )
( -2.95361830327696529E-10 , -4.35901243938172751E-09 )
( 4.41780795561010873E-09 , -4.61487128918559433E-09 )
x=1,y=2,z=0,t=0
( 7.37090422224622470E-09 , 1.28347960770973574E-09 )
( 5.44600831835760173E-09 , 8.91872899697842334E-11 )
( -2.30799518803377035E-09 , 5.54824386659943976E-09 )
( 7.33760878897350571E-09 , 1.04524694711136873E-08 )
( 8.80484730955020820E-09 , -5.95154702425505279E-09 )
( -3.32882366193870896E-11 , 1.59202126175341060E-09 )
( -4.33444242439565370E-09 , 5.62181244213183527E-09 )
( 3.49257091091411377E-09 , -1.98826904021315355E-10 )
( -5.13050586915310840E-09 , 3.79988894281667699E-09 )
( -2.57565443018405139E-09 , 1.61360793971120881E-09 )
( 1.13523270900071070E-09 , 1.74318623487503714E-09 )
( -4.76674269572349904E-09 , -1.98229065102285762E-11 )
x=2,y=2,z=0,t=0
( -7.47132890628540566E-10 , -1.03933807443607588E-09 )
( 4.77948743199622456E-09 , -3.80516987879960861E-09 )
( -8.02490906800979719E-09 , 6.58372613265773244E-09 )
( 2.10304127633157901E-10 , -2.14012906920509176E-09 )
( 3.29279527273179030E-09 , 9.98059446180971213E-10 )
( 2.14926751221379571E-09 , -3.58673171744475915E-09 )
( 4.79738511871461250E-09 , 3.86132866425627125E-09 )
( 1.35302583673857812E-08 , 2.07208461781108618E-09 )
( 1.08035618455938955E-08 , 4.78354394744067364E-10 )
( -2.55314720603002130E-09 , 7.16335395450494690E-09 )
( 5.55173626978785529E-09 , 4.55032360748782085E-09 )
( -1.75268423545720541E-09 , -5.41705876608420226E-09 )
x=3,y=2,z=0,t=0
( 4.07791923741601644E-10 , -4.91539377952558856E-09 )
( -1.28380884117159519E-09 , -6.41581364259278406E-09 )
( 1.34431664883703900E-09 , 3.08650441658424398E-10 )
( 1.19295722534151873E-08 , -6.10906837093782456E-09 )
( 1.83206362995226156E-09 , -2.63469716251820515E-09 )
( 1.04124832372966269E-08 , -2.80679461624667323E-09 )
( 7.98706906570189674E-09 , 5.31584301040890442E-10 )
( 3.65665099694101960E-09 , -4.04734470968535404E-09 )
( -1.11731950343971191E-08 , 7.70613761302840617E-09 )
( -7.16725231936222931E-09 , -3.45090480281136400E-09 )
( -2.52957047266377739E-09 , 5.24036844846282389E-09 )
( 4.93731779568319356E-09 , 3.10279080987107261E-09 )
x=0,y=3,z=0,t=0
( 1.09008176283222217E-09 , -5.17326775316210507E-09 )
( -3.17534623660274234E-09 , -4.13382825640229506E-09 )
( -1.60023293434705207E-09 , 8.57108654346793478E-09 )
( 5.90376971720676427E-10 , 5.16369827911489447E-09 )
( 9.19844786805540926E-09 , -7.79193268937218458E-09 )
( 1.10107391279442585E-09 , 5.60478688702812911E-09 )
( -3.76785288207310567E-09 , -4.23729328647832603E-09 )
( -8.66676838746332979E-09 , -9.23847065916614558E-09 )
( -2.07816526195508320E-09 , 1.31395352788722153E-08 )
( -3.78083904605538499E-09 , -2.95574600380105313E-09 )
( -5.27506393722781911E-09 , -5.82099290411363192E-09 )
( 1.10224350886076491E-09 , 1.10479907281155938E-08 )
x=1,y=3,z=0,t=0
( -3.57265488645012393E-09 , -5.84468133849857361E-09 )
( 5.76175337092111711E-09 , -3.62751544929340257E-09 )
( -3.22419770638086937E-10 , -9.11959714621404288E-10 )
( 9.71108713717409201E-09 , 2.97038242879937433E-09 )
( 2.66705219734469738E-09 , 1.40683612152750331E-09 )
( -4.58843456304913466E-09 , -2.35097912401979616E-09 )
( -1.09913683955761229E-08 , 2.86924636144553835E-09 )
( 4.12169026241935273E-09 , 5.29199496741459535E-10 )
( -2.71237977757904805E-10 , 1.55132791308623925E-09 )
( -2.71308508668840809E-09 , -4.84962700014081489E-09 )
( -2.26204831173524665E-10 , 2.41678046461995715E-09 )
( 2.61683656317720426E-09 , -3.38036725345393807E-10 )
x=2,y=3,z=0,t=0
( -4.59070595156181720E-09 , -3.05836786945258540E-09 )
( -1.79797181936721426E-09 , 7.28531089728221561E-09 )
( -2.03167091325761137E-09 , -2.81839317852030616E-09 )
( 1.63413057694617503E-09 , 2.07270151935868546E-09 )
( -4.25350650828126933E-09 , -5.37496286153771215E-10 )
( 5.29047319249271723E-09 , -6.97471971608020705E-09 )
( 4.38755686688342004E-09 , -3.30746064349267111E-10 )
( -6.85570074395860951E-10 , -3.40204190915268416E-09 )
( 1.81633275052675536E-09 , 3.80017705675574649E-09 )
( 6.05726838864193960E-09 , -3.00607571680180251E-09 )
( 6.57070349251544270E-09 , 3.06183826924224527E-09 )
( 1.56475474474029335E-09 , 9.92540898301956447E-10 )
x=3,y=3,z=0,t=0
( -1.67110653081904703E-09 , -9.28326264840692094E-10 )
( 2.95979552661419238E-09 , -2.77703875669541223E-09 )
( 4.07289249512912541E-09 , -6.93208728472771406E-09 )
( 2.69154431853414228E-09 , 9.29910448778965286E-10 )
( -4.96583151547719577E-10 , -1.00175578767091533E-09 )
( 2.29221944112839425E-10 , -4.71697304493604562E-09 )
( -2.57305253027136014E-09 , 4.14650702797447228E-09 )
( -9.65217127308694607E-10 , 1.49084449247185983E-09 )
( -5.59006817513388140E-09 , -3.68881451266561210E-09 )
( -6.73354635501475791E-10 , 5.07678189443453745E-09 )
( 2.87216363596065313E-09 , 8.17840291206216100E-09 )
( 6.87009671795648540E-09 , -3.67464576323369805E-09 )
x=0,y=0,z=1,t=0
( 1.11748112230969326E-08 , 1.67540932417087748E-10 )
( 2.74909962074972002E-09 , -3.05959695936803584E-09 )
( 4.42825775851725819E-09 , 1.15347167899425221E-08 )
( -9.03703578058925231E-09 , -1.59752982374494275E-09 )
( -3.35306528194527935E-09 , -5.65469547579072524E-09 )
( 2.90151790595096757E-09 , 1.66435335164160649E-09 )
