index: 0
( -2.17678089237786448E-01 , -1.16332134317105962E+00 )
( 3.73007914395468987E-01 , -2.55027420325644238E-01 )
( -1.42494699190203522E-01 , 1.24334787056778429E+00 )
( 1.15674638586287057E-01 , 7.20861196751161448E-01 )
( 1.08789063189086899E+00 , -6.74547524697104856E-03 )
( 1.05553912083260504E+00 , 5.16981604963720337E-02 )
( 9.95991483629870070E-03 , -1.12548938093237350E-01 )
( -9.99743849099493209E-01 , 2.58727707785765954E-02 )
( -4.75614767907063529E-01 , 3.03367471431101668E-02 )
( 9.73368357605008283E-01 , -2.20289596620835526E-01 )
( -1.03948100806569355E-01 , 2.29368730222041739E-01 )
( 9.03632378123984115E-01 , 4.93527005592546752E-01 )
index: 1
( 5.66873722695689808E-01 , -9.25928463577681438E-01 )
( 5.01166153461813035E-01 , -1.05616243876166682E+00 )
( -5.31344740253247405E-01 , -4.59473618599348654E-01 )
( 1.04920771257324408E-02 , -7.11018080630893556E-01 )
( -2.74217471537772706E-01 , -7.60056348354048117E-01 )
( -8.85772421598776394E-02 , 1.19255883167608656E-01 )
( -1.70019850624574476E+00 , 6.44290298273104800E-01 )
( -7.15572150989233435E-01 , 4.09814152348875138E-01 )
( -9.35329448531131535E-01 , -2.66781950413167102E-01 )
( 4.83323411220945229E-02 , -7.46515829739149761E-01 )
( -1.04990432974683623E+00 , 3.29587558869645525E-01 )
( -1.32337371488601918E-01 , -3.55632912820120772E-01 )
index: 2
( 3.10937218632340917E-01 , -7.04506188123503629E-01 )
( -4.71671145320543495E-01 , -7.42758220834484340E-02 )
( 6.32707316272742293E-02 , -7.38993964424212058E-01 )
( -9.27000721691956020E-01 , -1.14979811889717592E-01 )
( -1.12395275699267572E+00 , -6.92146911509088913E-01 )
( -1.44580968831207829E-01 , -2.46802531997750374E-01 )
( 6.19154994941012171E-02 , -6.00435289367922675E-01 )
( -5.17621918935863068E-01 , -3.31706398445613004E-01 )
( -5.53406372948577419E-01 , -2.43290326349681341E-02 )
( -4.37069706011867842E-01 , 3.18130365137946514E-01 )
( -3.34196881616623309E-01 , -8.89451194702332915E-01 )
( 2.44018765277863314E-03 , -9.41439172290040593E-01 )
index: 3
( 5.33908660419023517E-01 , -6.20265248186253948E-01 )
( 3.48242017546772309E-01 , -4.14459183441200474E-01 )
( 6.73314562668648864E-01 , -5.65505751505672838E-01 )
( -8.35083888127325369E-01 , 6.13726261115491001E-01 )
( -2.13796586810013345E-01 , 2.26152386439021053E-01 )
( -1.09638469045933795E+00 , 1.19954919888435474E+00 )
( -5.69935213442937183E-01 , -1.31343357985097131E+00 )
( -2.08385458628050191E-01 , 2.27591082349245244E-01 )
( 7.60234876650375146E-01 , -1.16413817778644790E+00 )
( -1.02318669840679921E+00 , 6.14748909349170591E-01 )
( -1.02616843329563801E+00 , -6.84473629500875869E-01 )
( -2.07890860669235955E-01 , 7.91350718173031153E-01 )
index: 4
( 8.17093053640395417E-01 , -1.10367556370128095E+00 )
( 8.70219148474243864E-01 , -1.87775001039116929E+00 )
( -1.28326517528263073E-01 , -7.53720102390425195E-01 )
( -4.10340184145860043E-01 , -8.67594540137864995E-03 )
( 6.88625423115386548E-01 , -7.62921258566784943E-02 )
( 7.83734240158981965E-01 , 6.27207438281227270E-01 )
( -6.26508459829105302E-01 , -7.89203279815996805E-01 )
( 2.11174061689054809E-01 , -7.37850828473546883E-01 )
( -1.38036244188664248E+00 , -3.76275615407419328E-01 )
( -1.39684241175643864E+00 , 1.36315164719651261E+00 )
( -3.09036073562143576E-01 , -5.45501360205421504E-01 )
( -3.04043807229853136E-01 , 1.04299840361885421E+00 )
index: 5
( 9.03427104106249601E-01 , 6.76109002130023118E-01 )
( 8.81896392065172008E-01 , 3.37437295357896572E-01 )
( -1.21087715279486274E+00 , -6.63862671770186208E-01 )
( 9.41435811246810528E-01 , 1.16563401909161501E+00 )
( -6.78018095840394741E-01 , 1.27241054716215607E+00 )
