x=0,y=0,z=0,t=0
( -1.94914690418258818E-09 , 1.86747495863829707E-09 )
( 7.65000295869148775E-10 , -2.28825200613550306E-09 )
( -6.56328865411312620E-10 , 2.78662356748486927E-09 )
( -1.43185902790852146E-09 , -2.16913259365213816E-09 )
( 1.13097245275077799E-09 , 1.40894230411347551E-09 )
( 2.32312018317090311E-09 , -3.47340395665139119E-09 )
( 2.36864299009265300E-09 , 4.00529680582771616E-09 )
( -3.83912814382766263E-09 , 5.40000867137866308E-10 )
( -3.01680299505582970E-09 , 5.78545039545309430E-10 )
( 1.61162824142679305E-09 , 2.89083149108794708E-09 )
( -2.10465212862486387E-09 , -9.89768141414235214E-10 )
( 1.26550225888602714E-09 , -2.54228365224610469E-09 )
x=1,y=0,z=0,t=0
( -1.66586743135483797E-09 , -2.62947497736130571E-09 )
( -9.23037485309390896E-10 , -1.93724769072794329E-09 )
( 7.47164609031678380E-10 , -1.11964794497965157E-09 )
( -1.88438599353511110E-09 , -1.51619698730655809E-09 )
( 8.98508282942213116E-10 , -2.28448871220398317E-10 )
( 3.42133808211487296E-10 , -1.06257876652539761E-09 )
( 3.03158843157431259E-09 , -1.61863358115420155E-09 )
( -2.02913083331412087E-10 , -4.68794798256696977E-10 )
( 6.39256160168704085E-10 , 1.11306935939590649E-09 )
( -4.26096049195514317E-11 , 2.15987448843789532E-09 )
( 2.75150143159319517E-09 , -1.88073125010704913E-09 )
( -1.72941971983350178E-09 , -1.28224789478137929E-09 )
x=2,y=0,z=0,t=0
( 1.30330010085910717E-11 , 2.34255995988279931E-09 )
( -2.36503181824475985E-09 , 1.41976442118344514E-09 )
( -3.21045071281235512E-11 , -1.33567914256636050E-09 )
( 1.50256358505195023E-09 , -7.71689209139518488E-10 )
( -2.38951887655723977E-09 , -2.62129287880103454E-09 )
( -2.99579747317296354E-09 , 9.77413888412843682E-11 )
( 1.90995843601605246E-09 , 2.75746631156111263E-09 )
( -7.38082237990021266E-10 , -3.17472882338266451E-11 )
( -2.88361919660381620E-09 , -2.91880961114700492E-11 )
( -3.66201501797386977E-09 , -4.96054696025957269E-10 )
( -1.41962285468529614E-09 , 2.25318401252510297E-09 )
( 1.97259309448960221E-09 , -1.41362574694878435E-09 )
x=3,y=0,z=0,t=0
( -4.08179309984377369E-09 , 2.76223040776283653E-09 )
( 6.52370132298094532E-10 , 4.11077422521089628E-09 )
( 1.52901088685255328E-09 , -8.41488762937828534E-10 )
( 7.61506222385003454E-10 , -4.15627823762178011E-09 )
( 1.77755463998623811E-10 , 2.87682105961313359E-09 )
( 2.33538325071788075E-09 , -6.59724166486075834E-09 )
( 2.78454373577521028E-10 , -4.76876525553814625E-10 )
( -5.24060842712008487E-10 , 1.19199240736611560E-10 )
( -1.68257661486242881E-09 , -2.43130305503518592E-09 )
( 3.38517617451660486E-09 , -6.33499830465064103E-11 )
( -5.61436135128343612E-09 , 4.39466871906956747E-10 )
( -3.54083325321650160E-09 , -4.88126420107674002E-09 )
x=0,y=1,z=0,t=0
( -6.39513088905374018E-12 , -3.88671175611846665E-09 )
( 1.17312793836134733E-09 , -5.40644094712609588E-10 )
( 2.14503842861450277E-09 , 6.37160808156385465E-09 )
( 1.26039929439578941E-09 , 1.34699898619322554E-09 )
( 2.81159877967872391E-09 , 7.83963623159219114E-10 )
( 3.43428449558244808E-10 , 2.04982611858504534E-09 )
( -6.50264267385888803E-10 , 3.05725007058574196E-09 )
( -4.68316753714861503E-10 , 2.19072826725439222E-09 )
( 1.20801723002286761E-09 , -1.64167480238653359E-09 )
( -4.08604824399736436E-09 , -9.90253968271387809E-10 )
( -2.13062773265266166E-09 , -1.27963094080909814E-09 )
( 5.77188491459385577E-09 , -3.41096942910851313E-09 )
x=1,y=1,z=0,t=0
( 3.58044557960089046E-10 , -2.27710575905969328E-09 )
( 9.80042513487573449E-10 , 7.96016414843914081E-10 )
( 4.45124393968566289E-09 , 2.33746528262087861E-09 )
( 5.66855099203178399E-10 , -1.66447144637939922E-10 )
( 1.63438393380999951E-09 , -1.09381867167211575E-10 )
( -5.95680787217265321E-10 , -5.31332013638325101E-10 )
( -6.77670740802935934E-10 , -1.11576920879214380E-09 )
( -1.11609722623570883E-09 , 1.02172372847495185E-09 )
( 1.53826938574528679E-09 , -1.86915601877918051E-09 )
( 4.34238797186558034E-09 , -7.42182309348168409E-10 )
( -1.75441538749783879E-09 , -1.24976456081868679E-09 )
( -1.97777599860298432E-09 , -7.29794118694562138E-10 )
x=2,y=1,z=0,t=0
( -8.77456903168396979E-10 , -3.75130482517804148E-09 )
( -1.82877782883554540E-10 , -1.77829117162798586E-09 )
( 3.32337666372790550E-09 , -6.75631837786154384E-10 )
( 4.22229305117947068E-10 , -2.59309813067343195E-09 )
( 7.15434488070271408E-10 , 2.59106456248716624E-09 )
( -1.90368570909100806E-10 , -3.24761488079400689E-09 )
( -1.12964366720838832E-09 , -3.84552845081191869E-09 )
( 7.74677180600973606E-10 , 3.03531190500308377E-09 )
( -3.91950350188364188E-09 , -4.49729559876669481E-09 )
( -2.83664542107847352E-09 , -1.10645695700972453E-09 )
( -2.27779814792179015E-09 , -4.72496178459016610E-10 )
( 2.76956821337900392E-09 , 3.49142508933829320E-09 )
x=3,y=1,z=0,t=0
( 8.58504913727080870E-10 , 3.74802809559699096E-09 )
( 2.94120150992503887E-10 , 1.09560098710070805E-09 )
