index: 0
( -1.66145674601215458E-09 , -3.06000611871321442E-09 )
( 1.15968823911463279E-09 , 1.24853190149425030E-09 )
( -3.98148460918489524E-09 , -4.55143343723396706E-10 )
( -1.62452652443845159E-10 , 1.12572740936154917E-09 )
( -4.21847720997436554E-09 , -5.17922950797067594E-09 )
( -1.34095135111239727E-09 , -2.51904050859318262E-10 )
( 2.05473244720835430E-10 , 4.61273128255432336E-10 )
( -1.69725214406453881E-09 , -2.23688315977128358E-09 )
( 6.11191168365814203E-10 , -4.36970279406611336E-10 )
( -1.45696638312566447E-09 , 5.40080384403799253E-10 )
( 1.91648910663458366E-10 , 1.11934157880990236E-09 )
( -1.65746159831882311E-09 , 8.69640796938675436E-10 )
index: 1
( 2.79975687020913584E-09 , -1.33473584363387470E-09 )
( 2.04711585729190045E-09 , -2.72270312450438055E-09 )
( 3.21613414575013070E-09 , -2.41800913624534190E-09 )
( -8.77655187448019622E-10 , 1.64841829777997447E-10 )
( 1.46520207197578312E-09 , -6.27837162309717130E-10 )
( -1.25417395313783752E-09 , 2.65931349037808443E-09 )
( -1.94660003862948875E-09 , -1.82476187215912593E-09 )
( 2.80706893620168882E-10 , -5.30819099383760365E-09 )
( 3.38484544337794827E-09 , -3.71736327649958610E-09 )
( 1.13131934929289745E-09 , 1.05736813606187089E-09 )
( -1.33672372094303877E-10 , 1.45614444810072452E-09 )
( -1.86478543960279292E-09 , 2.10331295883239755E-09 )
index: 2
( -9.32612317462681108E-10 , 3.13549720358877335E-10 )
( -1.11591715137777956E-10 , -2.95514274177619914E-09 )
( -8.63863139966509609E-10 , -9.90789671239458624E-10 )
( -1.92449974515967907E-09 , -8.80430638204018408E-10 )
( 1.96703790580302687E-09 , -1.13962965094905494E-10 )
( 7.48431413201637658E-11 , -4.26518942190899320E-09 )
( 3.32306831618423335E-10 , -1.86454160175801931E-09 )
( 1.97014687772054406E-11 , -8.21182188377817741E-11 )
( 2.57696843715139069E-10 , -1.63399033385782302E-09 )
( 2.80538163968824850E-10 , 8.26586097791152142E-10 )
( -2.03065738099632830E-09 , 1.40758227984512970E-09 )
( -1.66827574812543155E-09 , -5.63496226150904367E-10 )
index: 3
( -1.46393149832804960E-09 , -3.85811077028548851E-10 )
( -2.19484875121122831E-09 , 2.96010201773505090E-09 )
( -2.95407652767719727E-09 , -2.03098562918023507E-09 )
( 2.13260102433887628E-10 , 3.84513669671852033E-10 )
( -2.13892088971341410E-09 , 1.67268144012566679E-10 )
( 1.00682863480755596E-09 , 1.21841440621281078E-09 )
( -7.33273190631466201E-10 , 1.48808752113957870E-09 )
( -7.78638736000405221E-11 , -1.16185387712419906E-09 )
( 3.46860890445130511E-09 , -2.33723691946956755E-09 )
( -2.36317599964268534E-09 , -1.61963502427340214E-10 )
( 4.32463035263488871E-10 , 4.78966092236094236E-09 )
( 8.67713810810891265E-10 , -1.51404980681029306E-09 )
index: 4
( 9.29857477789490689E-10 , 2.08511453308748283E-10 )
( 6.37910987701247694E-10 , -1.95035583054732360E-09 )
( 8.99233383769704485E-10 , -2.64495126044543953E-09 )
( -5.29999086917723939E-10 , 3.96508952529227378E-09 )
( 2.07434078038935914E-09 , 1.40532131859313943E-09 )
( 4.76803020580022622E-10 , -4.21472237313156819E-09 )
( -3.26209277954037568E-10 , -8.34541803060177061E-10 )
( -1.37343633908523378E-09 , 2.80713839227538108E-09 )
( 1.37621469898186763E-09 , -1.88437805736381933E-09 )
( -2.25353368259458147E-09 , -5.33155788066241162E-10 )
( 9.86986554535251653E-10 , -1.70410552232365738E-09 )
( -6.32150318318861814E-10 , 3.72463435812635544E-09 )
index: 5
( -2.87786490357235457E-09 , -3.98125450397557216E-10 )
( 2.38396367060982621E-09 , -3.60574645866821629E-10 )
( 1.60900984560398458E-10 , 1.55155125042855718E-10 )
( -1.39932691620987983E-09 , -1.07982890093114403E-09 )
( -3.06768736591616325E-09 , -1.09123500722823187E-09 )
( 2.20289261606037585E-09 , 4.23776281181646046E-10 )
( -1.77585848164937494E-09 , 3.21857084353094411E-10 )
( 5.24771265125370997E-10 , 7.54920306738634519E-10 )
( 2.93729458425723643E-09 , -1.49883641549555648E-09 )
( 7.29371662388588540E-10 , 3.19471140541628358E-09 )
( 1.08532859128987829E-09 , 1.46912457279734810E-09 )
( 8.68257964116197417E-10 , -1.72944864142998228E-09 )
index: 6
( 3.69416411102652442E-09 , 5.30409716533858281E-10 )
( -1.10903024056648666E-09 , -3.11414282000182488E-10 )
( -3.50109626691405142E-10 , -4.10080781980562645E-10 )
( 2.19764837584552712E-09 , 2.31730963724491427E-09 )
( -1.09425027458722602E-09 , 3.16493012469492275E-09 )
( -4.67095405834940677E-10 , -2.25176700181480805E-09 )
( -1.85887189812012618E-09 , 1.09732713899113729E-09 )
( -1.17531505382986041E-09 , 2.99623987995476549E-09 )
( -1.76477501603458416E-09 , -4.02602341252993357E-10 )
( -1.56387287242124250E-09 , -2.88766793892298907E-09 )
( -1.84079382706629757E-10 , 2.47034064313181450E-09 )
( -1.46937862611513844E-09 , 2.67880440030407661E-09 )
index: 7
( -8.50758725347571443E-10 , -7.91522860567428627E-10 )
( -9.13221682960815986E-10 , -2.18717298666722881E-09 )
( 3.73759767589438292E-09 , -2.62953378709380664E-09 )
( -5.25064221377325850E-10 , 1.12432684313132299E-09 )
( 1.08305570542770384E-09 , -2.42185015679812329E-10 )
( 2.90140748327181795E-09 , -1.23304547836042600E-09 )
( 6.72410667469938688E-10 , -2.80405964854425500E-10 )
( 1.06143217972260489E-10 , 8.12158416155800741E-10 )
( 5.72593654312024363E-09 , -2.69820213848342397E-09 )
( 1.25529606472237848E-10 , -1.49657098228445815E-09 )
( 2.74588282918731865E-09 , -7.31418529696381299E-10 )
( 9.75237600590072697E-10 , 6.15799106234708127E-10 )
index: 8
( 1.90128007635606780E-09 , 4.06716386927023678E-10 )
( -1.65406478595931350E-09 , 9.62033871233531340E-10 )
( 1.63202712987990499E-11 , 1.57614613531564657E-09 )
( 1.02087757545831880E-09 , -1.27423285809831030E-09 )
( 1.95272791186543966E-09 , 5.25032448113163542E-10 )
( -8.44265235350290302E-10 , 4.37957608932387750E-09 )
( -1.88873841291629430E-09 , 1.09998413524864313E-09 )
( -1.63782433608350611E-09 , 3.63031912292877776E-10 )
( 4.25239091170777740E-10 , 1.84946976259605547E-10 )
( 7.75105415785472998E-10 , 3.06738752343024625E-09 )
( 7.54270050731289842E-11 , 1.73244949862829093E-09 )
( -3.62709168553045158E-09 , -1.13401758713647442E-09 )
index: 9
( -3.86885618315670295E-09 , 1.89335238297408047E-09 )
( 1.90417320494285357E-09 , -3.28733722446354224E-09 )
( 7.97799391423808460E-11 , 5.84864947877558267E-10 )
