x=0,y=0,z=0,t=0
( -2.18603495182379605E-04 , -1.00153722603712938E-03 )
( 9.05911319222499800E-04 , 2.39979419485093423E-03 )
( -1.63480568411462972E-04 , -1.06956572852297022E-04 )
( 1.14631244338522179E-03 , -3.45266223499749846E-04 )
( -1.56908574335007985E-03 , 8.09124750726240654E-04 )
( 7.52908446418608943E-05 , -7.63161921102827089E-04 )
( -5.07977607553019455E-04 , 2.60875442713582066E-03 )
( 1.35414753834561807E-03 , 9.56947362160251642E-05 )
( 1.29205817610577927E-03 , -1.44574298067410819E-03 )
( 1.15206495931484930E-03 , 1.42611745315603567E-03 )
( -5.92685427945857158E-04 , -2.63356087665413846E-04 )
( -3.99123259736534832E-04 , 1.45020837325252430E-03 )
x=1,y=0,z=0,t=0
( -2.22617663146717094E-03 , 7.73122051365098591E-04 )
( 5.57707149309348148E-04 , -3.05365139650268323E-03 )
( 1.97082447272538871E-03 , -1.45981765054870906E-04 )
( 1.04774766138266730E-03 , 1.61704179769120784E-03 )
( -2.51440813714772686E-03 , 2.07830328548582691E-03 )
( -2.09037853164324044E-04 , -5.37354056414506183E-04 )
( 8.99880081754599764E-04 , -9.33287008506734472E-05 )
( -1.36141243000641610E-03 , 8.89069573879270854E-04 )
( 6.46605773390683276E-04 , 2.50394522664230176E-04 )
( -1.86754820434654545E-03 , 3.26396641082246002E-04 )
( -3.65263171981269072E-03 , -1.20987252855966971E-04 )
( 2.40154770525336046E-05 , -1.93324867957464020E-04 )
x=2,y=0,z=0,t=0
( -4.36545225485771807E-04 , 8.05597458065604888E-04 )
( 7.35381020395391334E-04 , -1.71551269417078095E-03 )
( 1.23390185074113783E-03 , 9.37733032324578183E-04 )
( -2.23437490073907612E-04 , -4.71242021597017982E-05 )
( 3.23502553093594667E-04 , -3.51810915264146463E-04 )
( 9.05935481968197847E-05 , 7.73047321383096148E-04 )
( 3.36948154434786032E-05 , 1.92102977483799074E-05 )
( 9.55350793229360769E-04 , -1.45752938560263744E-03 )
( -1.19776282755139612E-03 , 2.36180121445560970E-04 )
( -2.49052089123805382E-04 , -7.98137875863745442E-04 )
( 4.45244911281727400E-05 , 1.36534335211446561E-03 )
( -4.50884844356708170E-04 , -7.97369390578216066E-04 )
x=3,y=0,z=0,t=0
( -9.12416233787362611E-04 , -7.81901923103237723E-04 )
( -6.82346988178610570E-04 , 9.22938033789161023E-04 )
( -1.81691785950545480E-03 , 5.17407670938053272E-04 )
( 2.11887380752585246E-03 , -1.20652220323881187E-03 )
( -1.59585470390241667E-03 , 8.05646887968453681E-04 )
( 1.18866614412993553E-03 , -9.95952376791275950E-04 )
( 5.14371037302458986E-04 , 4.74809325113118204E-04 )
( -7.24247905772555938E-04 , 6.45418942495105431E-04 )
( 2.04380924447239778E-03 , 2.32509209822381576E-04 )
( 7.23179673352217093E-04 , 1.31349580546943120E-03 )
( -7.92001329629159331E-04 , -2.67590755455394524E-03 )
( 1.07993439978378231E-03 , -2.43307642012770622E-03 )
x=0,y=1,z=0,t=0
( 1.05945361501736616E-03 , -3.35672547714600800E-04 )
( 6.30389440114363870E-04 , 3.08597071285133476E-05 )
( -2.60859618268755380E-03 , 5.24515350034939756E-04 )
( -4.29210631430096705E-04 , -8.66091471624494272E-04 )
( 9.14844195393549781E-05 , 4.41580913398105534E-04 )
( 2.80366334286244164E-03 , -1.09149565854319637E-03 )
( -1.90271182077505899E-04 , -5.34892118731710364E-04 )
( -3.31031713769905237E-03 , -2.89856337082749528E-04 )
( 2.05731071208563971E-03 , 9.97515634129216835E-04 )
( -2.23854155406779092E-03 , 1.87209649013075083E-03 )
( -2.68636297283567169E-04 , -2.48841707684807319E-04 )
( 8.49068091554375432E-04 , -5.93336460610382273E-04 )
x=1,y=1,z=0,t=0
( 2.08024134411925396E-03 , 1.67611355503550488E-03 )
( -1.22738446529265400E-03 , 1.55760666878766328E-03 )
( 3.29672457179365367E-04 , -3.23520111610520406E-05 )
( 5.88480009819949382E-04 , -3.51391728201300743E-04 )
( 8.66142417461703853E-04 , -1.09537332715364615E-03 )
( -2.36448585624937733E-03 , -1.21029402948949114E-03 )
( -1.82601095630353450E-03 , 2.15760891259735195E-03 )
( 6.59956371390670667E-04 , -1.59913033029524302E-03 )
( -1.84981930534324206E-04 , -5.68575951064922221E-04 )
( -1.55463355338043537E-03 , -4.64579499585390213E-04 )
( -2.60366050307286488E-05 , 6.77585125654698423E-04 )
( -2.56204142054403615E-04 , -1.57106237238937392E-03 )
x=2,y=1,z=0,t=0
( 1.56815178599199029E-03 , 2.26421029717032048E-03 )
( -1.02289987499102155E-03 , 2.23154453493466798E-03 )
( -4.01694150810329338E-03 , 7.77803633284612555E-04 )
( 1.00216848082538266E-03 , 2.00870456589343285E-03 )
( -6.98135329729787429E-04 , 1.54208686771478871E-03 )
( 1.87720829232263745E-04 , 3.41109564067805732E-04 )
( 1.15533587088254702E-03 , -1.06923536690490270E-03 )
( -8.69942475635953651E-04 , 1.26337063449465906E-03 )
( -8.99174617362026281E-04 , 7.99885958200090416E-04 )
