index: 0
( -1.86873654791453039E-08 , -4.92390249640034487E-08 )
( 1.64618207832334208E-09 , 2.24824181144313818E-08 )
( 1.42672381464664568E-08 , -3.70962057707815215E-10 )
( 9.60161522138174730E-09 , 9.75262215647552308E-09 )
( 3.23285319070316498E-08 , 4.33688237395888983E-08 )
( 1.97388942571699511E-08 , -1.81248610124316318E-08 )
( 7.18867580848898233E-10 , -2.70509773760096128E-08 )
( 6.26450615250022959E-08 , -8.57657778764808684E-08 )
( 4.86705782949061051E-08 , -4.35469103067190779E-08 )
( -3.74106042491327941E-08 , -2.75826981023565459E-08 )
( 9.32660151722072255E-09 , -6.11758077806416241E-08 )
( 4.32004985569103419E-08 , 4.03330746328447698E-08 )
index: 1
( -2.25903655996509263E-09 , 1.09374876343316802E-08 )
( -7.95501163198031439E-08 , 2.36480266399448624E-08 )
( -2.46857560710932968E-08 , 2.77390964821719554E-08 )
( 2.16933124222748967E-08 , -7.10726928173186195E-09 )
( 9.92301989617564655E-08 , 3.10492987032958018E-09 )
( 5.23891312251753236E-08 , -3.58352976563149642E-08 )
( -7.83042826458574820E-09 , 1.20411331604020348E-09 )
( -1.50374629251001153E-08 , 3.43570094803012521E-08 )
( 1.97807707536689554E-08 , -1.93453387334926283E-08 )
( 1.02492868613731934E-08 , -2.97614728165148622E-08 )
( -3.30698157071571705E-09 , -6.99478714692862371E-08 )
( -3.12932871798853960E-09 , 2.03048782736262145E-08 )
index: 2
( -7.93001104077203720E-08 , -2.37134605099880916E-08 )
( 1.34835566668153827E-08 , 2.85916233383626247E-08 )
( 1.89802250263222544E-08 , 5.54557504424696797E-08 )
( 2.47949777259575356E-08 , -1.61060866425153265E-08 )
( 2.75572319488248876E-08 , -1.29630451124884392E-07 )
( 4.29184663872301320E-09 , -2.86763470412794157E-08 )
( 2.50970626320599718E-08 , -3.10802472339539084E-08 )
( -1.41601500776323933E-08 , 7.24892396873885927E-09 )
( -6.72313194593792869E-08 , -1.47079036434867451E-08 )
( 8.83767492727018212E-08 , -5.09069416768570185E-08 )
( -4.46885458373606528E-08 , -9.34230122484860017E-08 )
( 1.00216506387787563E-08 , -6.89943542365942645E-08 )
index: 3
( -7.10161110765223836E-08 , -8.69551577515629213E-09 )
( -9.55118572911195852E-09 , 4.92732197330117057E-08 )
( 5.10117596584782844E-08 , -9.92353463852631978E-09 )
( 3.66538432578269011E-08 , -1.06268996361366433E-08 )
( 1.51527386542166098E-08 , 3.67314312292991128E-08 )
( -7.09052187786726589E-08 , 1.07195598807691377E-07 )
( 4.62836998674115337E-08 , 2.63796887338251957E-08 )
( 3.13415082883248791E-08 , -3.30396795759050035E-08 )
( 6.63590986648995061E-09 , 1.89979750657398792E-08 )
