x=0,y=0,z=0,t=0
( -3.49011900894727357E-09 , -2.81438653851494582E-08 )
( 4.73823592039320732E-09 , 2.12260371677001484E-08 )
( 3.91538946765929184E-08 , -4.35055008446033511E-08 )
( -8.59763133770386200E-09 , 1.98424578990885912E-08 )
( -2.45842187785115655E-08 , -1.77775171519859841E-08 )
( 2.13759547878167755E-08 , 4.59411101043755716E-09 )
( -6.53471415836987764E-09 , -3.84245729933636833E-08 )
( 3.64393394608172686E-08 , -9.51269119010423456E-09 )
( 1.22174531658105987E-08 , 5.09698337407535947E-09 )
( -3.06935001456396220E-08 , 1.80227534738160753E-08 )
( 1.54638395986724617E-08 , 1.50415610196347322E-08 )
( -1.82665219826654150E-08 , -2.33003784113083184E-09 )
x=1,y=0,z=0,t=0
( 1.16109380847092246E-08 , -4.24023635973680055E-08 )
( 1.83236883713277750E-08 , 2.44889125586906436E-08 )
( -3.44531764459859556E-08 , 2.11329710527519236E-08 )
( 5.62166241937710098E-09 , -5.14209526046652746E-08 )
( 1.31726904007344558E-08 , 3.63697837963716497E-08 )
( -9.65627627200742487E-08 , -1.67440038047805138E-08 )
( 3.54634995703868663E-08 , 1.78766989909746143E-08 )
( 4.17475990077593038E-08 , -1.95180701573213672E-08 )
( 6.81126779232021754E-08 , 4.84131707804978271E-08 )
( 9.71441909526286874E-09 , -2.96114366966308452E-08 )
( 9.35077687403718567E-08 , 2.77522215028209692E-08 )
( 2.24633222756706148E-09 , 7.04299314048175436E-09 )
x=2,y=0,z=0,t=0
( -7.67648705568298984E-09 , -3.23719175457933329E-08 )
( 4.12311485449622788E-08 , 2.60129667370673963E-08 )
( -5.12751251685066477E-10 , -2.12811517056224269E-08 )
( -3.27746079211964302E-08 , 1.71756108268160468E-08 )
( -2.47156508504249589E-08 , -7.95842162323432840E-09 )
( -3.80127541267168423E-08 , 8.67656916440697959E-09 )
( -3.98186079317737707E-09 , 1.60980058021120186E-08 )
( -2.13798741147735630E-08 , -3.54284227624659456E-08 )
( -4.24100262892645132E-08 , 1.22233273747736431E-08 )
( -3.37123516651495431E-08 , 3.20836180016011457E-08 )
( -8.83053599537663853E-09 , -3.59633027637658361E-08 )
( -5.64588224996634806E-09 , -1.01964536580350445E-08 )
x=3,y=0,z=0,t=0
( -4.06710496370583498E-08 , -6.47547949227114570E-08 )
( -1.58507602192965492E-09 , 6.66740752838661775E-08 )
( 1.40482858174283659E-08 , 7.26750275444210591E-09 )
( 2.50975832429096835E-08 , 3.99277665648658082E-08 )
( 5.06960785653670278E-08 , 3.17662213290638916E-09 )
( -3.86720820579583851E-08 , -3.42104614023650465E-10 )
( 1.77823353057813268E-08 , -1.69246931475466336E-08 )
( 7.62574491015174745E-08 , 3.32169507965531680E-08 )
( 6.94164791330193062E-08 , -1.31552043371603726E-08 )
( 4.77958628584455803E-08 , -3.01464760072661698E-08 )
( 1.60288757907370637E-08 , -4.27662336889767718E-09 )
( 1.07724776706085495E-08 , -1.04179846859941848E-09 )
x=0,y=1,z=0,t=0
( 2.11214609110071707E-08 , -2.09282421254945402E-08 )
( -2.20722652466022994E-09 , -3.51819704276614830E-08 )
( -9.32720929263545578E-09 , 1.44658955040111138E-09 )
( -7.56298231463125234E-09 , 7.00728140785920001E-09 )
( 1.18415858832851396E-09 , 2.43775928369519505E-09 )
( 6.45992251505888961E-08 , -1.36094050218209978E-09 )
( 3.12783694864228237E-09 , 5.93944542968044556E-09 )
( -3.71231727114029111E-08 , 2.56529248433429313E-08 )
( 1.45211577720280195E-08 , -2.35852692816466660E-08 )
( -9.34540433248236040E-09 , 2.55464827294144558E-08 )
( -2.98303235569552418E-08 , -4.42971451891177636E-09 )
( 4.47344131558806757E-08 , -5.70118452539764515E-08 )
