index: 0
( 1.95762599689574084E-09 , -2.94803234167582024E-09 )
( 1.63597646070238265E-10 , -1.72122809273707016E-09 )
( -3.98642772735683811E-09 , 3.37094833813655965E-11 )
( 2.96227995881370519E-09 , -6.59373307679344822E-10 )
( -4.92931426451122196E-09 , -3.57244973981836115E-09 )
( 3.75252694630577119E-09 , -1.79234770573803239E-09 )
( 4.21230380081959122E-09 , -2.62238327149888403E-09 )
( -3.81320041556199717E-09 , 2.23841970754317014E-09 )
( -5.26295062237168830E-09 , 2.18477901957191641E-10 )
( 6.74091848933352530E-10 , 1.09702551549451531E-09 )
( 4.43506865330204219E-09 , -3.84820938721628315E-10 )
( -8.38354374918826961E-09 , 5.48881126951663645E-09 )
index: 1
( 4.26552740775072768E-09 , -2.76522577489609936E-10 )
( 1.01745901965916405E-08 , 3.37113138803978617E-09 )
( -9.64415712757282063E-10 , -8.53583724096432206E-09 )
( 3.53661119323600622E-09 , -4.50571181830925729E-09 )
( -1.97895117635713831E-09 , 4.64089022621934049E-09 )
( 7.05182557571105384E-09 , 3.30324016190531061E-09 )
( -3.70726588795372789E-09 , 3.63555876778253796E-09 )
( 9.55763570206990157E-10 , -4.93598546503336391E-09 )
( 1.03034940558130341E-08 , -1.34262877216864345E-09 )
( 6.22633136967357721E-09 , -1.14609260771207257E-10 )
( 4.09267630126521662E-09 , -2.19593603968545951E-09 )
( -1.33696358850873394E-09 , 7.24999599950914684E-09 )
index: 2
( -6.86210313919892649E-09 , -1.96245942566995766E-09 )
( 6.44114937635558570E-09 , 1.63479002138770796E-09 )
( 7.26164979868078008E-09 , 3.70014783031450228E-09 )
( 2.93806181641214620E-11 , 6.28988101015048767E-10 )
( 1.30484551345377452E-09 , -4.66635025036696234E-10 )
( 1.71407942037801931E-09 , -8.14883527772323977E-09 )
( 4.43914711451023173E-09 , -2.18751035799834325E-09 )
( 1.67066753618775429E-09 , 7.79309872186385504E-09 )
( -1.42945808336935135E-09 , -2.18536548133034258E-09 )
( 5.53081505394368181E-09 , -4.55001722410988781E-09 )
( -1.66157518759634057E-09 , 6.78125809796797378E-09 )
( -3.69351341941276870E-09 , 4.36979759367829327E-09 )
index: 3
( -1.67226627963380180E-09 , 2.60259952575874128E-09 )
( 3.79443297353130217E-09 , -8.49367052500432890E-09 )
( -4.05398714579527168E-10 , -4.67668238105729841E-10 )
( -2.55681211226107802E-10 , 4.65426599329918301E-09 )
( -4.37689619755725550E-09 , -7.69127952653473704E-09 )
( 1.37977963724917821E-09 , -1.30728077958295644E-09 )
( -5.70635593050142985E-09 , 6.76927905982638344E-09 )
( -2.77827918241552301E-09 , -3.14412910817878026E-09 )
( 5.63599510057432067E-10 , -5.07419260980373948E-09 )
( -5.60969539957890712E-09 , -5.21376700566003685E-09 )
( -5.31482130310369008E-10 , 2.17185808604711515E-09 )
( 7.59201190139944392E-09 , 4.22655760145118415E-09 )
index: 4
( 3.63219258523709838E-09 , -1.24277559466207650E-09 )
( 1.15632908313869084E-09 , -3.68240974856184376E-09 )
( -1.61174761574594503E-09 , 3.48195976418043227E-10 )
( -1.90469786190422005E-09 , 6.69930156506856754E-09 )
( 9.26464061476993452E-10 , 3.71388187675054845E-09 )
( -2.55452378289084556E-09 , -3.72587573635553074E-09 )
( 5.32128060859183345E-09 , -6.00506606838900278E-09 )
( 1.07814109164885495E-09 , -1.17054365697687566E-09 )
( 3.32840098901897358E-09 , 5.98915336260992835E-09 )
( -3.13653461897392094E-09 , -1.85914869809302209E-09 )
( -3.56653569128517067E-09 , -2.00987737187041890E-09 )
( -9.75800904874622663E-12 , 6.07380634840920576E-09 )
index: 5
( -9.64190278187488297E-09 , -1.70759486302284390E-09 )
( -6.38505082732480419E-09 , 5.50695708491602454E-09 )
( -9.82873190797077899E-09 , -1.05933434210477658E-09 )
( -6.51660830184655641E-09 , -4.56759885693475580E-09 )
( -4.93146165439861517E-09 , 1.24084664022651621E-09 )
( 4.62051880647955153E-09 , 2.47557475684016352E-09 )
( -4.10146626919770432E-09 , -4.08073541356378870E-09 )
( 7.69774108092108483E-09 , 4.54518505516920609E-09 )
( 8.25022360935266440E-09 , -2.86909813234619761E-10 )
( 6.14384343322435616E-09 , -1.89284286624342585E-11 )
( 1.32366151250301965E-09 , -4.63365994294695216E-10 )
( 7.13943327946756592E-09 , -8.61412233188993054E-10 )
index: 6
( 6.62668571423556273E-09 , -1.32816066039092797E-09 )
( 3.39183694747008340E-09 , 3.81164233839592222E-09 )
( -1.09401609518039402E-09 , 1.69193962145399804E-09 )
( -2.56338780400322898E-09 , -3.11283980613821379E-09 )
( 3.52673371261337133E-09 , 6.88871822698126923E-09 )
( -2.57303222450938930E-09 , -9.18349314295917870E-09 )
