x=0,y=0,z=0,t=0
( 2.18122161194509451E-09 , 1.77685508877047172E-08 )
( -8.29422193101290131E-09 , -4.64301796280679460E-09 )
( 1.43148218610171489E-08 , 5.51681103859346806E-09 )
( 2.75956856313817436E-09 , 7.60943889362154557E-09 )
( 2.30282163970739559E-09 , 1.12556887412373441E-08 )
( 7.51292870117600891E-09 , -3.91730765363804463E-09 )
( 9.15998525794752492E-09 , 9.68103690521743855E-10 )
( -1.76236706464376454E-08 , -4.79108525436921719E-09 )
( 9.15338297529863888E-09 , 2.01224062554055304E-08 )
( -1.24684593941025864E-08 , 7.07505599157524005E-09 )
( 8.62080200781878046E-10 , 6.17419483653496999E-09 )
( -1.11710337331052310E-08 , 9.92576357146723833E-10 )
x=1,y=0,z=0,t=0
( 8.94453404247631874E-09 , 2.54858798274496665E-08 )
( 2.10072230924794996E-08 , -1.35929086499061873E-09 )
( 2.79140467441125471E-08 , -5.26524725514812288E-09 )
( -1.18894338379584191E-08 , -4.57862714975531942E-09 )
( -1.10437204882561642E-08 , -9.32868446449067721E-09 )
( 7.55417502966316384E-09 , 1.00027703501910633E-09 )
( -1.04337654809760096E-08 , 7.70055087094784330E-09 )
( -4.86415425614085911E-10 , 2.72475683780531777E-09 )
( 2.86157740975030664E-09 , -3.34775745377680249E-09 )
( 2.15733352361091717E-08 , 1.20590306208053349E-08 )
( -7.97710847503542019E-12 , 2.51025490154897527E-08 )
( -1.06704293323082769E-08 , -6.66717862036269862E-09 )
x=2,y=0,z=0,t=0
( 7.53335852794916779E-09 , -1.95690149114816552E-08 )
( 8.89496231275091715E-09 , -3.74465795020967947E-09 )
( 9.98985059349274380E-10 , -1.29433542732212330E-08 )
( -8.23283155605802273E-09 , -8.41657648592850389E-09 )
( -4.51428129342592940E-09 , 6.17824854867074370E-09 )
( 1.07796778235262353E-08 , -8.96146227497483519E-09 )
( 6.22471590557065272E-09 , 3.67160396849133808E-09 )
( -1.57952064221337615E-08 , -5.83112351236703496E-09 )
( -1.70509440290630623E-09 , -2.13903819508726988E-08 )
( 1.05630127522773705E-09 , 9.22407792539834787E-09 )
( 1.65081893178736728E-08 , -8.68577478033607074E-10 )
( 3.74118113068560738E-09 , 3.40469617036150785E-10 )
x=3,y=0,z=0,t=0
( -1.19395392947060144E-08 , 7.15122681501572378E-09 )
( 2.42175971350822670E-09 , 5.77180645725735746E-09 )
( -2.59040772203150030E-09 , -1.67027762622234164E-08 )
( -1.12856362014755107E-08 , -1.27114227923557274E-08 )
( -2.03765434719417072E-10 , -3.68721977853103090E-09 )
( 9.28924710819738206E-09 , -3.34982048209931366E-09 )
( 5.89989542020794962E-10 , -1.01830053280481520E-08 )
( 5.88481074219651076E-09 , -8.49908137696515242E-09 )
( 1.62393465372219119E-09 , -9.21373749597694888E-09 )
( 8.43002539045638701E-09 , -7.84628962176283993E-09 )
( -1.21178588865028272E-08 , 4.09164945524840583E-09 )
( -4.79219313583514696E-09 , -2.30034303956105321E-08 )
x=0,y=1,z=0,t=0
( -4.12672476847359777E-09 , -1.54295005202545871E-08 )
( 1.01659147481322278E-10 , -1.01622621029729594E-08 )
( -4.30745922612627392E-09 , -2.41827289730318922E-09 )
( 1.10258976213654956E-08 , -4.05240918066841047E-09 )
( 4.06560532591167312E-09 , 2.31821618364000025E-10 )
( 5.81703780950193012E-09 , -1.12696698068205524E-08 )
( 1.55110225972516127E-08 , -4.56604465337353486E-09 )
( -3.94218905846340899E-09 , 9.22239662114917737E-09 )
( -4.89524617109866928E-09 , -4.72739213860291032E-09 )
( 8.92868419449527879E-10 , -7.75776766428280383E-09 )
( -1.01291765174287924E-08 , 5.93315549671751657E-09 )
( 1.93619549918278928E-08 , -6.04103479404553917E-09 )
x=1,y=1,z=0,t=0
( 2.55637792590643475E-08 , 1.40989988230932687E-08 )
( -5.95449679787687622E-10 , 1.19481909924562817E-08 )
( -4.54071068538577365E-09 , 2.20756909013347173E-09 )
( 3.45860653442703089E-09 , 2.50575343063245540E-09 )
( 1.26365391252022970E-08 , -1.14938550731957503E-08 )
( 5.16591794498679006E-09 , 2.06805821544562073E-08 )
( -1.70489851724793019E-10 , -5.48934792266464665E-10 )
( -1.35177580269567090E-08 , 5.49667600165167088E-09 )
( 3.54783749580978845E-09 , -7.68588013918987517E-09 )
( 5.81516336036679099E-09 , -1.08644545870358562E-08 )
( 7.73885721047312050E-10 , -1.22692795625425474E-08 )
( -2.29708656521220346E-08 , 1.39548780941172676E-08 )
x=2,y=1,z=0,t=0
( 2.33710764029891652E-08 , 1.10830849414107770E-08 )
( 2.19747521451701465E-10 , 2.89561714703698889E-09 )
( -1.33185528418002435E-08 , -3.93840975533455495E-09 )
( -2.06248996532838008E-10 , -3.70959832081630200E-09 )
( -1.44842546323413947E-08 , -1.24716552388842651E-08 )
( 1.40036482397989427E-08 , 1.48137137799348293E-09 )
( 6.25055667555678328E-09 , 2.31461230887237900E-09 )
( -1.73122249237495105E-08 , 1.04179435147626357E-09 )
( -1.80541623621523804E-08 , -6.08912774141483072E-09 )
( -9.67489268976625992E-09 , 4.11291323522747969E-09 )
( 5.61059793748055340E-09 , 2.15070162850553797E-08 )
( -5.67859892961572808E-09 , 3.59893328804703823E-09 )
x=3,y=1,z=0,t=0
( -2.16994596558659213E-08 , 9.77554701287589227E-09 )
( -3.97075897526177633E-09 , -6.96216884367040134E-09 )
( -1.59837192670845322E-08 , 4.67684430053540535E-09 )
( 3.22413577618233918E-09 , -4.09141044727159126E-10 )
( -2.73973656936596337E-08 , 2.18177169768923949E-08 )
( 2.05553654334886008E-08 , -1.31371498529871802E-08 )
( -3.66646679324325609E-09 , 4.35859953125906278E-09 )
( 2.26663740530082683E-09 , -2.42092133142920833E-09 )
( 1.14270439828980966E-08 , -9.71054414869152883E-09 )
( 8.31503754702584389E-09 , 3.41947531139159640E-09 )
( -8.88873697255020321E-09 , -2.05300219716195784E-08 )
( 3.46437976200805512E-09 , -1.24716283782406217E-08 )
x=0,y=2,z=0,t=0
( -1.23108383516184392E-08 , 1.79453184046845109E-08 )
( 1.33218457810423941E-08 , 1.62310283760805943E-08 )
( -1.06173971805005150E-08 , 1.19932082729231663E-08 )
( 1.47421358517169673E-08 , -5.96718808405659679E-10 )
( -8.55499641335394096E-09 , -1.74129785419278396E-08 )
( -1.76730050236217641E-09 , -1.33460867802409882E-08 )
( 1.64829222862005192E-09 , -7.89987111585190550E-09 )
( 1.73665173779663347E-08 , 2.71562967088706439E-11 )
( -1.40077081962431343E-08 , 4.48000463665964474E-09 )
( -6.00400928933023783E-10 , 9.63625471791999896E-09 )
( -5.08686717513935653E-11 , 1.25308268286865253E-08 )
( 3.09683982615121805E-09 , -3.84824413969530179E-10 )
x=1,y=2,z=0,t=0
( 7.47894505754987120E-09 , 4.29036743804112600E-09 )
( 3.26435793340088800E-08 , -3.04843460005697021E-09 )
( 1.19075411902281556E-08 , 2.67636763098761345E-09 )
( -7.29790273574807493E-09 , -5.36865500109010246E-10 )
( 1.64870747494556396E-08 , -1.01301418752064218E-09 )
( 9.81157199563464001E-09 , -2.98308424390550417E-09 )
