x=0,y=0,z=0,t=0
( 1.90962846032800483E-06 , 8.42593271183378858E-07 )
( -1.35411905192170828E-05 , 7.55348937023900893E-06 )
( -2.38851161052772742E-06 , 4.90528439506925141E-06 )
( -7.27615491361241173E-06 , 5.50375835877344407E-07 )
( -7.94468939043500752E-06 , -9.17783535325899160E-06 )
( 9.76253626867604408E-07 , -1.15170112349941155E-07 )
( -1.01452887845198758E-05 , -3.12264633531891470E-06 )
( -5.16443750105003469E-06 , -1.43354352188233529E-06 )
( -1.56649924268610935E-06 , -2.39197984919325077E-06 )
( -8.67807498584603448E-06 , 8.47575576865592609E-06 )
( -9.60077242166189088E-07 , 7.01751058024181604E-06 )
( -7.87701631508119248E-06 , 6.19432273643597932E-06 )
x=1,y=0,z=0,t=0
( 9.26168106028848089E-06 , 2.55635956090340346E-06 )
( 1.06847109133120245E-06 , 6.59858491266811939E-06 )
( 6.95488560432469142E-07 , 1.71103049518985014E-07 )
( -1.99608545723749228E-06 , 2.50505750929827405E-06 )
( 3.05838748759719237E-06 , -1.62650165506740157E-06 )
( 2.11644728529811460E-06 , 1.07179773851109784E-05 )
( 7.76602520953086024E-06 , 5.35818747932696806E-06 )
( 8.92080653652043334E-07 , -6.88019343178566646E-06 )
( -3.71306467718860772E-06 , 7.35022066876557925E-06 )
( -3.73611951259224094E-06 , -2.92199207504977069E-06 )
( 1.34348563840572341E-05 , 1.06111705024482287E-05 )
( -2.32095462571884461E-06 , 9.14265072555010769E-06 )
x=2,y=0,z=0,t=0
( 7.29506654586357881E-07 , -5.14708114309483393E-06 )
( 4.21480115882947230E-07 , 4.91412955273265612E-06 )
( -9.07034332505096824E-06 , -5.19857355588692436E-06 )
( 8.33572888577879443E-06 , -3.17227191237659409E-07 )
( 1.02248038297271212E-05 , 8.92049772908727414E-06 )
( 9.02104137404162919E-07 , 6.18542181104803749E-06 )
( 7.50145746004095949E-06 , -3.18130596050811808E-07 )
( -1.52358800558850345E-05 , -1.07732010596828697E-05 )
( 4.47671615167383894E-06 , 4.47613367068320213E-06 )
( -4.90816545290707266E-06 , -1.59540874409454197E-06 )
( 9.23604747969751059E-06 , -9.35124319794248279E-06 )
( 1.54179589138648401E-07 , 1.01181087581295846E-05 )
x=3,y=0,z=0,t=0
( -2.15020705382174164E-07 , 3.69742590836120356E-08 )
( -5.23805730696291109E-06 , -1.03417093781432980E-05 )
( 2.31630134431520167E-06 , -4.97396928069050093E-06 )
( -5.13421883932596385E-06 , -5.39890729571355324E-07 )
( 2.92231048966798013E-06 , 9.56629735973016236E-07 )
