index: 0
( -4.03656601379297927E-09 , -4.76360826518463610E-09 )
( 3.93512247686880854E-09 , 1.40668329582080355E-08 )
( 7.40391257041630883E-09 , 1.63213835633343831E-08 )
( 7.58094902686263462E-09 , -1.67724007901176186E-08 )
( 3.40639183231140479E-09 , -8.64440042481765484E-09 )
( -1.81332557401566977E-09 , -1.65762794038205011E-08 )
( 1.97154767542898021E-08 , -3.63946489827185641E-09 )
( 2.10284800246694497E-08 , 1.80018557049430150E-09 )
( 5.13128398803839358E-09 , -1.13880829991202198E-08 )
( 1.67772825565668464E-08 , 4.91490261422454363E-10 )
( 1.19789930431286342E-09 , -1.92097020898605398E-08 )
( -9.21128555035871822E-09 , 8.55177175663156846E-09 )
index: 1
( -1.15669629548213356E-08 , -2.16732309121735880E-08 )
( -1.16711303769808466E-08 , -2.07036303104981868E-08 )
( 3.78748286276795742E-09 , 2.46608862302006885E-09 )
( -9.82149169936305965E-09 , 7.87733344086091443E-09 )
( 2.74150543331206311E-09 , -1.79869770592421628E-08 )
( -9.83695325868329191E-09 , -1.35037521847250033E-08 )
( -2.12914112485718940E-08 , 6.90981660919302454E-10 )
( 2.29551916393274661E-09 , -8.27795468284990077E-09 )
( -2.11294372916929003E-09 , 6.31253371108690468E-09 )
( -1.55816175649443907E-08 , -4.08413162861032381E-09 )
( 3.04149671129453923E-09 , -9.30138156295149448E-09 )
( 1.40107202917105359E-08 , -1.57524453535459114E-08 )
index: 2
( 6.55559729115666496E-09 , -1.17901499700309237E-08 )
( -6.54593777721983260E-09 , 1.04712746949034323E-08 )
( -5.20894445886318089E-09 , -7.56624123755227647E-09 )
( -3.56757824722150535E-09 , 1.27081052538046851E-08 )
( -1.54601967757066755E-08 , -3.00323458342020869E-08 )
( 7.47821997030189644E-09 , 1.80141047656186402E-08 )
( -1.62737493247593241E-08 , 1.21864465251963838E-08 )
( -1.60469813198216111E-09 , -1.46020371123582215E-08 )
( 5.05280689899219405E-09 , -2.96383923014314614E-09 )
( -4.21664690091120537E-09 , 1.43862355048624319E-08 )
( 5.83291097590241121E-09 , 6.13309578304743643E-09 )
( 2.26611837507910643E-08 , -8.72197878298729045E-09 )
index: 3
( 6.05386543607361378E-09 , -1.02942563246457157E-08 )
( 2.02576844303980112E-08 , 1.24736202921428147E-09 )
( -4.81019436251410742E-09 , 4.60087723842978460E-09 )
( -2.52371732535621129E-09 , 9.65613894571678371E-09 )
( 1.21189564735756229E-08 , 1.97061460023377396E-08 )
( 7.47275363956716156E-09 , -2.11392231081752691E-08 )
( -1.00376317767222562E-10 , -1.08284785324825304E-08 )
( -1.91693263450631827E-08 , 1.13609583163765663E-08 )
( -1.91989538961590271E-09 , 2.31611384392866446E-11 )
( -4.35269665510179467E-09 , 1.43748510699919357E-09 )
( -1.72900437877991839E-08 , 1.32757783927348277E-08 )
( -1.53374524577221245E-08 , -1.68965369917862855E-08 )
index: 4
( 1.59308232072324988E-08 , -3.02980850038823085E-09 )
( 7.41077378678945083E-09 , -1.14426282228513765E-08 )
( -9.41283438831756919E-09 , 2.15148520028208731E-09 )
( 4.61269995546255765E-09 , 3.04245022225754269E-09 )
( 2.96967563924457611E-09 , -1.27756115710769483E-08 )
( 1.26968155524092804E-08 , 2.13539365497647160E-08 )
( -1.67227081535431015E-08 , 1.69390817885852053E-08 )
( -1.23439274754977088E-08 , 8.27660397662786597E-09 )
( -5.36097009809890029E-09 , -1.06362393065761424E-08 )
( -2.00740097861763675E-08 , 3.32246106465533143E-10 )
( -5.86620248123028201E-09 , -5.93495077014225643E-09 )
( 2.38189452235165848E-08 , -1.34914368689599285E-08 )
index: 5
( -6.91896460809527180E-09 , 8.87513933231272351E-09 )
( -6.01969722090406563E-09 , 1.41791367910695593E-09 )
( 1.56300244671621650E-08 , -2.38815812005474948E-09 )
( -2.76034948798117502E-09 , -2.40639103759667479E-09 )
( -1.05853155701775927E-08 , -1.69542075569250402E-08 )
( 8.46387686667729639E-09 , -7.96206232578812696E-09 )
