index: 0
( 1.85117034778402024E-05 , -1.18713297116713448E-05 )
( 1.92487605173601907E-05 , -4.20196159780591874E-05 )
( -2.24432245861864757E-05 , -4.53073555334735639E-05 )
( 2.15279923396173784E-05 , -4.83855007669191476E-05 )
( -6.70156443443334447E-06 , -5.17199427408041813E-05 )
( -1.77337987373931524E-05 , -1.10288392365498123E-06 )
( -5.08836590986326871E-05 , 2.07991215057059978E-05 )
( -3.26532736777340063E-05 , -1.47151439407222181E-05 )
( -2.85455989813923672E-05 , 6.35839737803126186E-06 )
( 1.61719556971100101E-05 , 4.36072178610581507E-05 )
( -2.74197180245159392E-05 , -6.39437733537713017E-05 )
( 7.20495625234334540E-06 , 3.51717334588687330E-05 )
index: 1
( -2.72094805028794759E-05 , -4.53695964386274491E-05 )
( 1.33455524614932552E-05 , 1.92873771228944973E-05 )
( 3.06390437113292027E-05 , -3.83260094020518354E-06 )
( 1.67525179961837288E-05 , 6.74762591446664622E-05 )
( 1.41982455723583894E-07 , 9.01445882474093298E-05 )
( -3.30841759086323230E-05 , -3.02683632815292506E-07 )
( 2.61376822129654955E-05 , -3.50337924704829611E-06 )
( 1.24717870665697602E-05 , 4.06920171111329818E-05 )
( -1.08804928855783166E-05 , -4.37673679904232248E-05 )
( 6.38898350679753513E-05 , -1.01270560736480355E-05 )
( 4.13513045153464148E-05 , 2.60243678189955104E-05 )
( 4.73805960451731894E-05 , 5.92287183823558124E-06 )
index: 2
( -3.52387713671007042E-05 , 7.86637715926633810E-05 )
( -8.69109435118924753E-06 , -4.81924414846948191E-05 )
( 5.26351726864446930E-06 , -6.80362197416862292E-06 )
( -2.69680411799211335E-05 , -1.04297269766725923E-05 )
( -2.44034899261059133E-06 , 4.44662106822527351E-05 )
( 5.62051222125650680E-05 , 2.99620789721073667E-06 )
( 2.55335305876172427E-05 , -4.75068406115954978E-05 )
( -2.70270330185210878E-06 , 1.94614414487016450E-05 )
( -2.16755200254931616E-05 , 7.38191463733117248E-05 )
( 1.57156053114571956E-05 , -5.86600123186441423E-06 )
( 2.77578663541775613E-05 , 3.92696213949924206E-05 )
( -5.37348134591630232E-06 , 2.21388055971385894E-05 )
index: 3
( -4.53095837117175747E-05 , 3.45123173296735017E-05 )
( -1.49860679119746433E-05 , 2.61834666343176086E-05 )
( -9.61093649628951586E-06 , -3.13103885264830504E-05 )
( 1.89993823265170935E-05 , 2.10470029768507845E-05 )
( -3.22808019279633611E-05 , 2.64764539628630370E-07 )
( 8.84666676043692506E-06 , -9.97046115717218327E-06 )
( -6.86706235148844632E-05 , -8.98853627968953606E-07 )
( 5.42633666689826304E-06 , 5.11346934661715733E-05 )
( 1.80215162969373004E-05 , -9.62918136788299111E-06 )
( 2.68716888481382332E-05 , -3.88962329419680235E-05 )
( -1.74754556158493338E-05 , -1.77426797744926844E-05 )
( 1.67627026866267572E-05 , -5.81630435668987851E-06 )
index: 4
( -1.27845454045010523E-06 , -7.71551493652263259E-05 )
( -3.32419396340853044E-06 , -2.65109030911399341E-05 )
( 3.70990842658596760E-05 , -1.14866778676824146E-07 )
( -3.20097590527335753E-05 , -2.11691030338826615E-05 )
( -1.10712892442428314E-05 , 1.72453474527514542E-05 )
( -6.07303625696429655E-06 , -3.62975862953746032E-06 )
( -1.36346752979182233E-05 , 2.07491454889838609E-06 )
( -1.55433817892562326E-05 , 1.08398457111938895E-05 )
( 7.04783810482386558E-05 , -3.02826728339500396E-05 )
( -8.86691822757596453E-06 , 3.87177103608046862E-05 )
( -3.08653820136350841E-05 , -1.95997826938933637E-05 )
( 4.89731162605427039E-06 , -5.18589879991058854E-06 )
index: 5
( 4.97719331201643161E-05 , -3.45394088064323256E-05 )
( -2.54265257001862736E-05 , -1.59796117099012154E-07 )
( -6.72315624893022171E-06 , -3.84015745245899716E-05 )
( -4.07644185600029326E-05 , -1.56684938393335889E-05 )
( 4.71904033543376288E-05 , -3.57659764672169333E-05 )
( 3.40948332733496425E-05 , 2.15071101494670579E-06 )
( -3.34524430459907036E-06 , -4.59286576423803159E-05 )
( 4.63884482517068374E-06 , 8.50282344804958919E-06 )
( 6.36396015517924196E-05 , 4.14195447162598413E-05 )
( -7.09777022813076499E-06 , -7.82615588586167612E-06 )
( -2.11776622754123646E-05 , -3.64030230494416721E-05 )
( -1.49071659954088871E-05 , 4.88823567216217550E-05 )
index: 6
( 7.43286835813645045E-06 , 1.98337882453912998E-05 )
( -5.97845237822558971E-06 , -4.10735851795989690E-05 )
( 3.05995852794626135E-05 , -1.86235760191036728E-05 )
( 4.11285502738599764E-06 , 3.79674377093955410E-05 )
( 5.67520649760116602E-05 , -5.12870708980542108E-05 )
( -1.47732061627911580E-05 , -1.12857129928470415E-04 )
( 2.89518283956026310E-05 , 1.28211625758830416E-06 )
( 4.03614654547419238E-05 , 1.95714188200975464E-05 )
( 1.40479440403679997E-05 , 9.37827497497928261E-05 )
( 1.45444702165835420E-05 , -1.17913151115951384E-05 )
( 1.06255568059173836E-05 , 4.20676920833198547E-05 )
( 2.91509850012360869E-06 , 5.08254272725119766E-05 )
index: 7
( 1.52233065399601564E-05 , -4.43306471743549430E-05 )
( 6.93084099071300297E-05 , 4.35312325483899417E-05 )
( 2.69412342241967921E-06 , -6.72470797421427274E-06 )
( -6.69228639675957288E-05 , -4.08155030192064152E-05 )
( 1.36582690878413379E-05 , 4.75692715395170727E-05 )
( 5.00510533074942346E-05 , -3.36043438123336839E-05 )
( 6.85836115047177972E-06 , -4.52297128047371070E-05 )
( -1.53727456559832658E-05 , 4.14603546397003639E-05 )
( -2.19152086934315573E-05 , -2.50672916370129424E-05 )
( 6.25428947155277524E-05 , -4.09499472885051013E-07 )
( 1.53166467423970234E-05 , -7.59819716204830208E-05 )
( 3.56593688711176568E-06 , 5.24995375029071428E-06 )
index: 8
( -3.40182734875871896E-05 , -4.83113872521000892E-05 )
( -2.58025126557528045E-05 , 5.93133043355157519E-06 )
( 6.27763947123082178E-05 , 7.98258318669662638E-06 )
( -2.20641162513944946E-07 , -3.82686064312892795E-05 )
( 2.94817620112516830E-05 , 2.90954661729756981E-05 )
( 4.80987427401300598E-05 , -4.40327721049032006E-05 )
( 1.81002998750507616E-05 , -5.72573126339327097E-05 )
( -2.55866955544500302E-05 , -3.90095522852733194E-05 )
( -3.64341771179500711E-05 , 4.89259582886725051E-05 )
( -5.82200705032600717E-06 , 2.58188967979848337E-05 )
( 9.77286247237758811E-06 , 1.58634478501486900E-05 )
( -1.01906783971463698E-05 , -1.19113436261182679E-04 )
index: 9
( -5.92387506344115052E-05 , -3.33118240475275073E-05 )
( -7.91399877839581330E-05 , 1.06262936007833124E-04 )
( 2.18415484065990052E-05 , -1.41930011146323642E-05 )
( 4.56023240612011470E-05 , -4.80803068852661959E-05 )
( -1.36882199352883060E-05 , -3.59097222898396376E-05 )
( 2.45883037265314089E-05 , 4.03681512881707427E-05 )
( -3.70010869716562768E-05 , -3.53198479774908430E-05 )
( 2.24118830634987344E-05 , -1.29635288302828186E-05 )
( 4.09344470527043424E-05 , 5.77293872892796961E-05 )
