index: 0
( -1.98906615535515328E-07 , -3.70146085373359287E-08 )
( -3.03552810591007277E-08 , -5.36445099898216791E-08 )
( 2.71487792275903872E-08 , -5.52247756717042452E-08 )
( -9.14625817857283871E-08 , 1.04464579232176996E-07 )
( 9.12803043891804827E-08 , 1.39122373091932850E-07 )
( 3.04329822550461529E-08 , -5.13901035058985560E-08 )
( -7.87881658454658637E-08 , 8.11588776072930791E-09 )
( 1.24066052666884125E-08 , 4.55378256028696198E-08 )
( -2.65194666318721828E-08 , 3.31154690644668799E-08 )
( -8.34768004351782010E-08 , -9.77993599480497720E-08 )
( -6.44396362067904049E-08 , 9.66252843412688643E-08 )
( 2.12852474615697216E-07 , -1.29300255711597539E-07 )
index: 1
( 1.38115234032880090E-07 , 3.23150810774197092E-08 )
( -8.83874836889942160E-08 , -1.07981447175473926E-07 )
( 1.39671722322008845E-07 , -3.72275532620550076E-08 )
( 7.72276272262177298E-09 , -1.69718942495545840E-07 )
( 1.35069871481602194E-07 , -6.36578748517598869E-08 )
( -1.22787772298102070E-07 , -3.23967884561445673E-08 )
( 1.98157493637027943E-07 , -8.30546689351383084E-08 )
( -4.95685203682046510E-08 , 3.26102058299386061E-08 )
( -1.07846725754539048E-07 , -4.55786735980612632E-08 )
( -8.69520849353687001E-08 , 1.50656084862573272E-08 )
( 9.51326487741266138E-08 , 2.21672465384175996E-08 )
( 5.16063854321936307E-08 , -4.78492320649458823E-08 )
index: 2
( -1.58255583885431982E-08 , -1.86607651799045146E-07 )
( 2.19432869127796365E-07 , 8.33928563279144240E-09 )
( -3.24097139472128722E-09 , -8.74898727668358051E-10 )
( 7.73553336755919935E-08 , 6.30757656151501040E-08 )
( -7.54066289607602449E-08 , -1.13585756923487713E-07 )
( -3.19281362485429687E-08 , 1.12985197943114160E-08 )
( -1.58154774015406632E-07 , -2.14268321894315196E-07 )
( -1.19336926554759720E-08 , 7.07442705448010714E-08 )
( -3.88149651951931370E-08 , -1.11029388213369676E-07 )
( 1.76286656055454392E-07 , -2.30885058321294358E-08 )
( 1.56635832949856659E-08 , -8.99521162022208122E-08 )
( -1.36793606784410955E-07 , -1.11780664810117027E-07 )
index: 3
( -2.00760798895825448E-07 , -1.58888911405663516E-07 )
( 1.36245829345029901E-07 , -1.37574229977634756E-07 )
( 2.40622687808218086E-07 , -1.25006026409627346E-08 )
( -1.01539816106201390E-08 , 1.23522833278576395E-07 )
( -2.07170684559454357E-08 , -1.50381856574018495E-08 )
( -2.84448629449706189E-07 , 7.53976784013210815E-08 )
( -5.28463477576014587E-08 , 1.03289100056519952E-07 )
( 3.91796028797577108E-08 , -1.61755296336789773E-07 )
( -1.25195958145129856E-08 , 1.25148183783491850E-07 )
( 5.51263089971174304E-08 , -3.50040567435955651E-08 )
( 1.63969376220748874E-07 , -1.78327384452706496E-08 )
( 1.36850374060218052E-07 , -6.17487052523959340E-08 )
index: 4
( -1.37447340549490538E-07 , -5.34959889582712837E-08 )
( -4.36852701314810570E-08 , -3.33710694752694657E-08 )
( 5.19755322479065901E-08 , -2.62369101159969168E-08 )
( 3.44544119038208888E-08 , 1.21482469724859412E-08 )
( 8.78902425264662536E-08 , -7.61354300728955872E-08 )
( 1.65181797049321466E-07 , -1.51172169990382722E-08 )
( 1.52423933584773876E-07 , -1.75957269926100047E-08 )
( 1.96328527794580844E-07 , -9.92839334490701335E-08 )
( 1.11725667710974747E-07 , -4.96360410974128505E-08 )
( 1.00277617245631554E-07 , 1.16649688980615928E-07 )
( 4.73045084821362435E-08 , 1.40831289320351939E-08 )
( -2.45232801046092015E-07 , -1.12933229180910680E-09 )
index: 5
( -7.13286939021527306E-08 , 6.38776863577788062E-09 )
