index: 0
( 8.21224531895691479E-10 , -4.16702515291829562E-09 )
( 4.87315874423787905E-10 , -4.22446337669803590E-09 )
( -8.31413239112923741E-09 , 4.37237076449960687E-10 )
( 2.19069000656698524E-09 , 8.41928306621909694E-10 )
( -4.96761813162372369E-09 , -3.82465992584017053E-09 )
( 3.06442174296391216E-09 , -1.15493185006477861E-10 )
( 2.89175902829567952E-09 , -6.81372007917114297E-10 )
( -1.73334154315282575E-09 , 2.88817601267894896E-10 )
( -3.67205460614066727E-09 , 2.76454603384530441E-09 )
( -3.27597569934176065E-09 , 1.01396324611163434E-09 )
( 1.89900927337520078E-09 , 1.51221998734006191E-09 )
( -5.93413077661360304E-09 , 5.18306498750739068E-09 )
index: 1
( 4.60609505203170502E-09 , 2.84445379791130237E-09 )
( 6.30332006826078101E-09 , 4.94515752791313816E-09 )
( 1.61140569186343521E-09 , -3.33018668777055386E-09 )
( 1.12241602672220401E-09 , -3.99114370991273174E-09 )
( -5.10948055463579539E-09 , 2.56715379833402034E-09 )
( 3.19769252629744181E-09 , 8.19162297304100967E-09 )
( 7.82847146932533835E-10 , 2.40769461941814698E-09 )
( 2.60082644667439780E-09 , -2.22571725663752967E-09 )
( 5.84911067459219260E-09 , -3.35469267825669625E-09 )
( 4.38005426352969707E-09 , 2.14810338085339047E-09 )
( 1.08276197779936645E-09 , 1.71701072939501105E-09 )
( -3.56507890067685824E-09 , 4.55205513132486015E-09 )
index: 2
( -5.50889197627212747E-09 , 7.88241433865901095E-10 )
( 2.57147016510038604E-09 , -4.19456836243602297E-09 )
( 1.77433248166797858E-09 , 2.35323700364235490E-09 )
( 2.31854880915828820E-09 , 1.26655958429681410E-09 )
( 1.28976933308198304E-09 , 5.20973596902145183E-09 )
( 8.74589061035598721E-10 , -8.80063665842494009E-09 )
( 5.55902569599083782E-09 , -2.54108974204934539E-09 )
( 5.42932093612222369E-10 , 5.28922618940520888E-09 )
( -7.94982298369961595E-10 , -2.05940189424312189E-09 )
( 4.87494390702887226E-09 , -5.19561412004004688E-09 )
( -3.72214898814696722E-10 , 5.52045372015339188E-09 )
( -1.04212637604342432E-08 , 3.11166005405682625E-09 )
index: 3
( 6.23166990636587096E-10 , 1.58772872484529186E-09 )
( 1.75344275293332364E-09 , -6.63829305130235325E-09 )
( -2.96564425126557209E-09 , -4.71042677449487931E-09 )
( 2.77242042777418216E-09 , 2.74595009615276399E-10 )
( -3.93515317046277763E-10 , -2.78366695335820028E-09 )
( 3.34418117545529457E-09 , -3.78973959238438557E-09 )
( -5.99517077125883200E-09 , 5.62491724808887199E-09 )
( -6.25434926312032320E-10 , 1.11489284171351322E-09 )
( 2.03048055698305167E-09 , -6.26145161649275865E-09 )
( -2.88982771638836640E-09 , -2.03466901452530485E-09 )
( 4.04122571853782599E-10 , 5.04328231788064372E-09 )
