index: 0
( 1.18556497785142363E-09 , 1.79089372951378786E-09 )
( 1.28983389997631811E-09 , 1.55891574123700282E-08 )
( 1.69798946002205297E-08 , 1.29909860799909618E-08 )
( 9.30739709517588044E-09 , -1.62661081548050910E-08 )
( 1.90674842685583117E-09 , -9.10594706642220144E-09 )
( -1.71602406916102231E-09 , -1.73656130739524784E-08 )
( 1.61963997882680775E-08 , -7.33294079607242854E-09 )
( 7.84534511586145718E-09 , 9.00853331833447475E-09 )
( 7.73631267913304160E-10 , -1.16617801753305971E-08 )
( 2.43098902595737119E-08 , -2.57856213148778857E-10 )
( 9.03655449447295324E-09 , -1.78275277980124480E-08 )
( -1.35408090880809815E-08 , 6.87622078846406712E-09 )
index: 1
( -1.03344776697444200E-08 , -2.27591519015856516E-08 )
( 6.66611371514302320E-11 , -2.04139108567359391E-08 )
( -1.80945016932266659E-09 , -8.50301917429654660E-09 )
( -1.32004116317170672E-09 , 5.35951642687767333E-09 )
( 6.04222941427970488E-09 , -1.05391897464670183E-08 )
( -6.50803061334574286E-10 , -2.05771391454169927E-08 )
( -2.66071214767152747E-08 , 1.95086294874647285E-09 )
( -2.01094129203303484E-09 , -1.42227365393471236E-08 )
( 7.46914993855645210E-09 , 7.31135911718544360E-09 )
( -8.50078167638261151E-09 , -5.78560485718678365E-09 )
( 1.09557533649420208E-08 , -1.41099500210150405E-08 )
( 1.53372719772942869E-08 , -8.03888659409157161E-09 )
index: 2
( 8.12139604288739990E-09 , -1.46111557997380180E-08 )
( 4.93945148899614411E-09 , 2.08205231291839446E-08 )
( 6.50243769861766025E-09 , -5.44492707452754549E-09 )
( -6.38649961760710730E-09 , 6.91361139566370427E-09 )
( -1.28495604502537945E-08 , -3.39124983234913251E-08 )
( 9.48537443106660636E-09 , 1.67503435566243541E-08 )
( -1.60570572793600830E-08 , 1.23082965004039027E-08 )
( 4.33418938080679767E-10 , -9.02917997551925108E-09 )
( 8.06551919510225680E-09 , -2.18357307718066470E-09 )
( -9.08508687856701036E-09 , 1.35952995639930313E-08 )
( 2.87562846497785597E-09 , 9.27790752509632963E-09 )
( 3.06499325481945929E-08 , -2.86901693793140213E-09 )
index: 3
( 1.36053860072383753E-09 , -6.52025374418549814E-09 )
( 2.00813305319096807E-08 , -6.06507347767455109E-09 )
( 1.34717368719923728E-09 , 1.44708316007824089E-08 )
( -1.22926327527241217E-08 , 1.58446881182485262E-08 )
( 1.17383097633158022E-09 , 5.59007963664960155E-09 )
( 9.82195257919621071E-10 , -1.43878374097799059E-08 )
( -1.90723654926562767E-09 , -7.55915157673656642E-09 )
( -2.26954041569200653E-08 , 2.56990932567614122E-09 )
( -5.72235910484495918E-09 , -4.65954663814212632E-10 )
( -8.71573562218268961E-09 , -8.61736204240659855E-09 )
( -1.57108556949083819E-08 , 6.90835266687754057E-09 )
( -8.39457009333305529E-09 , -5.95413879489209469E-09 )
index: 4
( 1.05717958417985428E-08 , -1.27124981767581024E-08 )
( 1.08044601927765012E-08 , -5.21939493153755830E-09 )
( -8.64233980307136431E-09 , 1.17454913888591987E-08 )
( -3.27386319641808077E-09 , 9.00067286769200672E-09 )
( 3.33949800941181412E-11 , -7.18026783404414321E-09 )
( 4.90407896452566871E-09 , 1.68197168015482539E-08 )
( -1.14477533115933103E-08 , 4.43781100734743170E-09 )
( -7.36460830067488275E-09 , 4.56442727780443974E-09 )
( -2.24295210333544560E-09 , -2.98464003368036030E-09 )
( -1.89971059863962591E-08 , 2.89075207851245622E-09 )
( -1.57394434633511213E-08 , -5.20469168087380277E-09 )
( 2.73526411794913156E-08 , -1.37602287411135769E-08 )
index: 5
( -1.63485051168856307E-08 , 6.22375819345316227E-09 )
( -1.15488174307365801E-08 , 1.17321636486953960E-09 )
( 5.96011501458791445E-09 , 3.28858881933823052E-09 )
( -6.62673259531518105E-09 , -1.92824194100609762E-10 )
( -1.30415481360547334E-08 , -1.10642170289390613E-08 )
( 9.85426579680569031E-09 , -2.04201556243849951E-09 )
( -6.17131169551952781E-09 , -1.23670988798607669E-09 )
( 1.66752399917164438E-08 , -1.51332529458403115E-09 )
( 3.00808836570570517E-10 , 1.88564562962949771E-09 )
( 1.14739840605860786E-08 , 1.30439636429318211E-08 )
( 1.35860769324182386E-08 , 2.47301294665042148E-08 )
( 2.12611883738150433E-08 , 4.82419058731472400E-09 )
index: 6
( -1.18030703516244189E-08 , -1.14873856800691537E-08 )
( 1.20932239063950604E-08 , 1.43261324513560174E-09 )
( -9.20432801806415838E-09 , -1.17915867326405631E-09 )
( 1.20359089927203376E-09 , 5.42455178416915274E-09 )
( -2.27425454263260202E-08 , -1.50646428977164288E-08 )
( 1.25248041807866045E-08 , -6.08555618412100406E-09 )
( 6.51168730099358645E-09 , -2.98468125648804579E-09 )
( 1.20923457359104972E-08 , 1.34576224749530381E-08 )
( -2.07644190946984268E-08 , 7.90076767827065507E-10 )
( 1.24300345804584674E-08 , 2.23333942711918773E-08 )
( 6.10133382692736272E-09 , 2.22086282030253528E-10 )
( 2.48420647747931589E-08 , 3.86480261557906189E-09 )
index: 7
( -4.27256671899839691E-09 , -1.12656014428978001E-08 )
