x=0,y=0,z=0,t=0
( 4.40271740128076169E-07 , -6.86292886644193041E-07 )
( -4.72082692923494771E-07 , -5.93611956354347639E-08 )
( -5.28967095007248804E-07 , 5.64739254041884886E-07 )
( -4.21988964564139225E-07 , -7.61077423455059721E-07 )
( -4.35047342796807190E-07 , 1.21139526505428680E-06 )
( -7.14505915295135464E-07 , -4.81544622474089575E-07 )
( -8.39889985253180673E-07 , -7.87076576139155229E-08 )
( 1.77888622610078785E-06 , -1.83180386238686473E-07 )
( 1.05465347647992066E-06 , 4.00690272426170444E-07 )
( 2.80937842346640082E-06 , -2.09801953915205502E-06 )
( -1.23589486394337108E-06 , -2.24803867222589099E-06 )
( 2.15270878344310744E-07 , -2.06311837364186123E-07 )
x=1,y=0,z=0,t=0
( -1.19696762638330594E-07 , 1.44480880335463160E-07 )
( -1.27573458090447554E-06 , -1.58101825136177986E-06 )
( -1.34840614261934469E-07 , 8.39748463779665051E-07 )
( 1.05843750626141745E-06 , 7.65992869077129255E-07 )
( -1.09654363092400207E-06 , 1.57357612671713712E-06 )
( -7.43801631641418416E-07 , -3.99982167876751507E-07 )
( 1.21097739711872203E-06 , -8.59182848207468441E-07 )
( 1.63502581552008083E-07 , -1.57024772430394350E-06 )
( 1.09507897349661898E-07 , -1.63839401304156972E-07 )
( 2.27077688354355145E-07 , 6.94669238372479881E-07 )
( -1.76515249027345303E-06 , 5.35841364893966974E-07 )
( 2.16367006084397469E-06 , -1.21208788540802572E-06 )
x=2,y=0,z=0,t=0
( -5.66388297947661938E-07 , -1.48034590272875867E-06 )
( 1.56480733830372545E-08 , 3.02721886705928282E-07 )
( 5.17712567105634845E-07 , 5.26531256824635961E-07 )
( 3.16846718730875972E-07 , -2.72315385924212527E-06 )
( 6.95819769900065153E-07 , -3.26922045543495497E-06 )
( -2.68144805361873215E-06 , -1.98651691651211264E-06 )
( -2.33803687750654364E-06 , 3.47464113893122293E-07 )
( 1.79803095289205934E-06 , -1.06906204318200167E-06 )
( -1.04020260375278891E-06 , -2.14410373149243237E-08 )
( 6.15044896847757855E-08 , -5.14721178358237634E-08 )
( -9.21801452419783793E-07 , -7.10141831338068216E-07 )
( -6.31579293333403892E-07 , -9.21022560213540017E-07 )
x=3,y=0,z=0,t=0
( 2.12278328145406350E-07 , -6.33104344588228495E-07 )
( -3.91165959960679603E-07 , 3.94288826862880188E-07 )
( -2.08338713022546232E-08 , -3.11953176934354915E-07 )
( -1.41822756641486348E-07 , 1.71954689280831302E-07 )
( -5.45727754526971922E-07 , 1.81250959650912809E-06 )
( -1.58360639235820755E-06 , 2.68136545063637140E-07 )
( -7.04044277446806756E-07 , -2.79990447264298249E-07 )
( 8.42227755656186420E-07 , 9.70559124620562412E-07 )
( -1.79844987804343786E-06 , -2.30884163222974250E-07 )
( 1.05016850126373567E-06 , -1.98040485703065228E-06 )
( -1.11740961272721973E-06 , 1.13143139806476822E-06 )
( -7.42590681266642759E-07 , 2.27930301038635719E-06 )
x=0,y=1,z=0,t=0
( -9.92000734649363202E-08 , -7.65078229916709454E-08 )
( 1.08996986869052679E-06 , -1.15759509452347963E-06 )
( -2.04248144377913527E-06 , 9.40833405262902938E-07 )
( 4.72492402315460635E-07 , 5.37317931298316913E-07 )
