index: 0
( -4.46600549193225671E-02 , 5.46914463901010880E-02 )
( -2.18452920607643750E-02 , 2.00596920692821534E-02 )
( 1.97540200147871478E-02 , -1.25204792772289977E-02 )
( -6.03632171861425287E-02 , 6.22638474269016501E-02 )
( 1.90788784861636376E-02 , 3.16443890729194016E-02 )
( -1.81989364405493390E-03 , -1.24334164536959377E-02 )
( -4.99841097218113421E-03 , 1.44477574148683431E-03 )
( -2.18192067966713199E-02 , 1.33652136503951136E-02 )
( 1.65815718345075983E-02 , 5.40483865378405329E-03 )
( -4.41036449483559190E-02 , -2.01940126869491164E-02 )
( -4.20182130226161993E-02 , 2.99513770369594715E-03 )
( -3.89964091583201722E-02 , -3.82754995949343702E-02 )
index: 1
( -2.43631728099086564E-02 , 6.90748607933988623E-03 )
( -2.27812681894386457E-02 , -1.56263134260020697E-03 )
( -1.63240025908298440E-02 , 2.22285038193867357E-03 )
( 1.43720561951215606E-02 , -3.20319348259664946E-02 )
( -2.15845141408087977E-02 , -1.11040842775911204E-02 )
( -4.34195663186565939E-02 , -1.54329821473971462E-02 )
( -7.58316995688655248E-03 , 2.36350425612930071E-03 )
( -1.53213139182097752E-03 , -8.97482939800450796E-04 )
( 4.39966036785903458E-03 , -4.11278901524191054E-03 )
( -3.63866606029821307E-03 , -1.12306834099437647E-02 )
( 3.26188068772463244E-03 , -5.47566294560851430E-03 )
( 5.75261038710743466E-04 , -1.62542363749178242E-03 )
index: 2
( 5.93385348442912203E-03 , -7.12722379985208931E-04 )
( 1.65617397818882683E-02 , -2.43013427709729904E-02 )
( 2.78475714714023007E-02 , 5.24716516395832763E-02 )
( 5.78881158834393533E-02 , -1.70749122335389324E-02 )
( 3.21719908845549338E-03 , -2.23732088620317918E-02 )
( 1.00597672593740473E-02 , 4.35179462735683920E-04 )
( 2.79968059318311847E-02 , -2.02126049779720804E-02 )
( -4.04945857125253023E-03 , -1.11279693268140807E-02 )
( -1.71357208370853664E-02 , -3.06348590379571448E-02 )
( 2.83532535521205872E-02 , 4.60369353034604661E-02 )
( -1.36407311099420898E-03 , 1.07679984222153954E-02 )
( -3.58897319505465107E-02 , -1.64972619805770701E-02 )
index: 3
( 2.92350761881366682E-02 , 4.22112326034216473E-03 )
( 1.79479160241438201E-02 , 3.68053328670233590E-02 )
( -3.49722269349523468E-03 , 2.96325775811871993E-02 )
( 7.66181937189040676E-03 , -2.42807890108645043E-02 )
( -3.05727702623960346E-02 , -2.78760544884682077E-02 )
( 1.86904282627011337E-02 , -3.08122394402194286E-02 )
( -2.79586070032126766E-02 , 1.25565163569646664E-02 )
( 1.86589900911206946E-02 , -2.83169964418597542E-02 )
( -4.83919441977106735E-02 , 2.93584752196473439E-02 )
( -2.27834125590231466E-02 , 9.69461299469078983E-03 )
( -4.35831096459941836E-04 , -8.35690545795660794E-03 )
( -1.67320668411329414E-02 , -5.01174647541246521E-02 )
index: 4
( -1.79666735637946939E-03 , 1.19861586891376604E-02 )
( 3.97943935701764590E-02 , 2.43221723232418807E-02 )
( -5.25470920270068587E-03 , -2.01196747122984881E-02 )
( -8.58263509135672245E-03 , -1.52003638695115545E-02 )
( -3.26063319448917921E-02 , 2.79715177909899693E-02 )
( 1.13863546994647184E-02 , 1.09198454859077091E-02 )
( 4.40931634062683431E-02 , -1.31081918842758452E-02 )
( 3.52272914877975940E-03 , -7.28627632687017281E-03 )
( 2.23162480181477302E-02 , 1.52290510344535446E-02 )
( 1.79829690695336997E-02 , -3.88899869403182274E-02 )
( 2.14161099029338137E-02 , 1.83405809864638225E-02 )
( 1.00631860445893340E-02 , 3.74518906663271131E-02 )
index: 5
( -3.01142936747850892E-02 , -2.04688373781924081E-02 )
( -2.11289862387781940E-03 , 6.85519436497643297E-03 )
( 1.42229319435553045E-02 , 2.14777899571474765E-02 )
( -2.37136643608762410E-04 , -2.38332189540243662E-02 )
( -7.14834013024700718E-03 , 2.19243756155008962E-03 )
( 5.13218364939534433E-02 , 1.04717397920823761E-02 )
( 2.95908381741109838E-02 , -1.63465070955581479E-02 )
( -2.42851675374232620E-02 , 7.17261504069675870E-03 )
( -2.51558788449635085E-02 , -1.54875903996827408E-02 )
( 1.82048357210554783E-02 , 1.56395507632952624E-02 )
( 6.93121561747254977E-03 , -5.83497257859077502E-04 )
( 1.50814745696044132E-03 , -3.29827327536697870E-02 )
index: 6
( 4.91512578213170424E-03 , 1.12096261602917108E-02 )
( -2.45921798519207445E-02 , 2.14235236080528961E-02 )
( -3.41778756301060541E-02 , -2.15235806111274616E-02 )
( -8.92669266437800396E-03 , -2.27866201815941777E-02 )
( -2.43223396776016607E-02 , -1.45629186541466615E-02 )
( 3.76364013546643880E-02 , 2.06676731049602776E-02 )
( 2.93873562433505237E-02 , 1.35165877253695995E-02 )
( 1.49976784388510670E-02 , 3.76439252502255850E-03 )
( 4.87094184264666961E-03 , -2.07688731374655461E-02 )
( 1.20642374777942263E-02 , -2.94443051405379672E-02 )
( 1.00237039497977978E-02 , -2.05233159205220998E-02 )
( -5.14800259809132695E-03 , -1.04907624115126372E-02 )
index: 7
( -2.25248185950554861E-02 , -1.41714448460654036E-02 )
( 8.87645671344617325E-04 , -3.85854820946219881E-02 )
( 2.65088078136879041E-02 , -2.56716844605255762E-02 )
( 1.90624374128321381E-02 , 1.25453159083777910E-02 )
( -1.52927622969354455E-03 , -3.43717880833017270E-02 )
( -1.63379418030455831E-02 , 1.70411590967825544E-02 )
( -1.63324530528763945E-02 , -2.04749700002841636E-02 )
( 3.77130433789271691E-05 , -3.85761114083535833E-02 )
( 7.36017098138069120E-03 , -2.62119228474406163E-02 )
( -8.86328492393290146E-03 , 2.76650170396497176E-02 )
( 3.94183845963989032E-02 , 5.88732910312394012E-03 )
( 1.93082608066227138E-02 , 2.42832464249288227E-02 )
index: 8
( -4.96976004891137302E-02 , 3.24082886999485925E-02 )
( -1.95701284095810141E-02 , 1.24589694078083759E-02 )
( -6.41810775053373445E-02 , -2.02259359590839516E-04 )
( -3.11073724057968348E-03 , 1.91837780405081093E-03 )
( -3.09259529016050055E-02 , 3.63045211022405348E-02 )
( -7.21820627522005293E-03 , 2.93616636208770404E-03 )
( 7.01566137099098042E-03 , -1.12814554711845975E-02 )
( 3.12262836372389496E-02 , -6.86155065863434804E-02 )
( -2.41220482098830347E-02 , 6.21100488008614893E-03 )
( -2.89878946093284282E-02 , -3.70332713850301601E-02 )
( -5.34238384583996390E-02 , 2.09434100498370468E-02 )
( 4.10986008516693452E-02 , 1.07063509873468188E-02 )
index: 9
( 7.80783764315430562E-03 , -3.36189373029327915E-02 )
( 3.20482635015106737E-02 , 1.63863691177721441E-02 )
( -1.22320224512732778E-02 , 1.64758845529898307E-02 )
( -2.00372540187024051E-02 , -4.44100888117459347E-02 )
( -2.33039261612279537E-02 , -1.45340151435799578E-02 )
( 1.53069816725320013E-02 , -2.23171551744192134E-03 )
( -1.92669898837837528E-02 , 6.06304481687951896E-03 )
( -2.45597834560962180E-03 , 2.62363403017518843E-02 )
( -4.46907387267666892E-02 , -2.08288976858136132E-02 )
