index: 0
( 3.38227408663806333E-09 , 2.49712528167796555E-10 )
( -7.53260504955353772E-10 , 2.26380703883808412E-10 )
( -1.48015484409906039E-09 , 9.54476272536297809E-10 )
( 1.55829532760344556E-09 , -4.99947511323558657E-10 )
( -8.81772702513018726E-10 , -9.15268374273117294E-11 )
( -1.26983366973602078E-10 , 1.13447037465562060E-10 )
( 1.26505101828564531E-09 , 1.06744104055118298E-09 )
( -1.52270441151275879E-09 , 1.58318253997741802E-09 )
( -6.83476797242213871E-10 , 1.32753073720796708E-09 )
( 2.25907746754671560E-09 , -4.46771579306962963E-11 )
( -3.89603457149794088E-10 , 1.16578358375041322E-09 )
( -1.58180782504676638E-09 , -1.23418008441218823E-10 )
index: 1
( 3.97712240900649932E-11 , -7.10632259329588924E-10 )
( 7.28737057272921428E-10 , -3.59345240933109411E-10 )
( -1.19951325633689660E-09 , 4.17527769470236206E-10 )
( 1.72394278305480734E-10 , -1.69236317622371830E-09 )
( 8.14673156064774732E-10 , -3.35151854650385618E-10 )
( -4.13979076069700834E-10 , 9.32823371394525167E-11 )
( 1.89454534110488889E-09 , 3.02736377844039228E-10 )
( 1.45954271672655456E-11 , 1.25623988468349175E-10 )
( 2.87355731317075365E-10 , -2.27331512286044302E-10 )
( 4.59585932091483659E-10 , 3.89858824387450033E-10 )
( 2.33466471989051284E-10 , -7.70806222946589668E-11 )
( 4.19595796171959689E-10 , -2.13466307636387018E-10 )
index: 2
( 1.19702957374186948E-09 , -6.66554945392919831E-10 )
( -1.09422976559300655E-09 , -7.63175121501088401E-11 )
( -9.60902439913285595E-10 , -6.87289760458622823E-10 )
( -1.02460923225933667E-10 , 8.35834833699256551E-10 )
( 1.24871118667604383E-10 , -5.79243298994386991E-10 )
( -3.02468832895490985E-10 , 1.13395855735062743E-09 )
( 1.12742749481076280E-09 , -5.70895264321275315E-10 )
( -3.55787745779746926E-11 , 6.45766126213212094E-10 )
( 2.02702831341426108E-09 , -1.36049564757699284E-09 )
( 5.34140405986436582E-10 , 1.25247479759221269E-10 )
( -2.60298204208735660E-11 , -7.72145106026563894E-10 )
( -7.40011754041968072E-10 , -4.22338811420094251E-10 )
index: 3
( 1.13050553867532923E-09 , 1.19082590591682214E-10 )
( -1.59929109575294351E-10 , -1.53715643050492605E-09 )
( -3.21837464402540085E-10 , -1.64613996663790820E-09 )
( -1.24086559095962534E-10 , -1.00794139313766349E-09 )
( 5.40973657506356937E-10 , 2.36851654852480810E-10 )
( -7.15543695461972422E-11 , -1.49685246852610384E-09 )
( 3.37542612242704033E-10 , -2.51888111965131020E-10 )
( -1.20446808792376782E-09 , 1.53732506952986101E-09 )
( 1.49277537407447016E-09 , 1.01827387176918859E-10 )
