index: 0
( 5.46594483039002546E-06 , -4.52692965643053988E-06 )
( -5.10134144275007304E-06 , 3.69139950137991473E-06 )
( -5.85786821088954632E-06 , 2.84902995061633566E-06 )
( 1.29212418859923277E-06 , 3.58075885463274517E-06 )
( -7.31020191839748618E-07 , 2.33640840132017810E-06 )
( 7.23386679284919640E-06 , 4.76241143576940789E-06 )
( 5.76651766504606144E-06 , 4.73584702019760721E-06 )
( -5.51774526146812492E-06 , 4.62076999395165737E-07 )
( -1.98248997339591931E-06 , 2.39914192817619565E-06 )
( 1.05594761014363925E-06 , -4.19163953675428123E-06 )
( -6.60571361695205950E-07 , -2.83422849673459434E-06 )
( 2.16838189024088433E-06 , -1.76597560826582196E-06 )
index: 1
( 3.88068704517217414E-06 , 4.92276026672245492E-06 )
( -5.31463701680742603E-06 , 6.04342240698291290E-06 )
( -1.64090157312523205E-06 , -1.47254804422898740E-06 )
( -5.11666204705532537E-06 , 1.11941627439873113E-05 )
( 3.51407941405306410E-06 , 1.03693913823677093E-05 )
( -1.15482607043901173E-06 , 2.01413193099677261E-06 )
( 3.73058153735165818E-06 , -1.45142696506264113E-06 )
( 3.73175076019311811E-07 , -5.06816394953587837E-06 )
( -2.19673160412250463E-06 , 5.89496095779534872E-06 )
( 5.03927050382908476E-07 , 5.15107658299215857E-07 )
( -7.79681235224669280E-07 , -1.36343872645291997E-06 )
( -4.59110824106854752E-06 , 2.31008002436256873E-06 )
index: 2
( 9.95054670682600755E-06 , 2.92787799210479932E-06 )
( 5.52546570973007791E-06 , -1.10822175624260249E-06 )
( -9.07301527668976787E-07 , -4.58000982144781714E-06 )
( -8.50599832417170694E-06 , 2.10336760859036193E-06 )
( -4.36479020651435267E-06 , -1.89323801996486952E-06 )
( -7.80547632061420448E-07 , -2.80109434673715688E-06 )
( 1.18611881744891511E-06 , -7.84091541975782502E-06 )
( 4.14984682622269501E-06 , 4.00714882897065722E-06 )
( 1.92710980337466536E-06 , 1.17464000075904951E-06 )
( -3.09624770523535810E-06 , -1.71993081217867207E-06 )
( -7.69644931188324060E-06 , 3.63456558092227189E-06 )
( 7.24429679679126351E-06 , 3.52282605391334539E-06 )
index: 3
( -4.81294406035375681E-06 , -4.10515585731572683E-06 )
( -3.02236549930696004E-06 , 2.37405968316086154E-06 )
( -1.28467981273730385E-06 , -2.99897650070149690E-06 )
( -2.24877199251682945E-06 , 6.34924213686966872E-06 )
( -1.32768000423704969E-05 , 2.83228652694320804E-07 )
( -4.41764543486962175E-08 , 2.90046677474614240E-06 )
( -1.91179485241506861E-07 , 4.39271629007740346E-06 )
( -6.46596052112094090E-06 , -1.42805261124590984E-07 )
( 5.75303161459045177E-06 , 2.24320729308107636E-06 )
( -8.92308082850277300E-07 , -3.45434153437325376E-06 )
( -5.03999345492202183E-06 , -3.23183469336198258E-06 )
( 3.13868674936508413E-06 , 3.77325937076050614E-06 )
index: 4
( -2.14101874499394037E-06 , 6.27930169842690818E-06 )
( -4.00031228488165810E-07 , 3.42898146163620316E-06 )
( 2.70869851863036438E-06 , -1.92425465772932173E-06 )
( 2.98472965129001357E-06 , -2.45910715612598981E-06 )
( 5.51325363074735320E-07 , -8.15232390813980679E-08 )
( 1.58281410078979895E-06 , 1.90615499142032226E-06 )
( -1.39943208896024381E-06 , 2.17649539362678527E-06 )
( 1.27153802124969196E-06 , 1.05669508949269138E-06 )
( 3.35151523828647673E-06 , 5.37480775744984211E-06 )
( 2.66720139207412388E-06 , -2.87673412313183785E-07 )
( -5.69345046193825794E-06 , 1.62494968279906644E-06 )
( -2.48920735667375270E-06 , 2.28607653037061482E-06 )
index: 5
( 6.43891234600144926E-08 , -2.43512598263573995E-06 )
( -4.41433661419500844E-06 , -1.10855566035835155E-05 )
( 1.78639496179435533E-06 , -1.05318664129977900E-06 )
( 7.71133929587276168E-07 , -1.62973216086903550E-06 )
( -1.03624536439501418E-06 , 8.93565502575816613E-07 )
( -1.85112669023960613E-06 , 7.19412184066823011E-06 )
( 1.32692866056225258E-06 , 4.30453729557030422E-06 )
( 4.00263799691315805E-06 , 9.44283691758261511E-06 )
( -6.02749070490384561E-06 , 3.35435325541055048E-06 )
( -1.10580320623888600E-07 , 1.09026738947035779E-05 )
( 1.94398761455244220E-06 , -4.97360184375442189E-06 )
( -1.10313582431739723E-06 , 1.70294209915360028E-06 )
index: 6
( 4.69635793032883461E-07 , 2.34784391992186361E-06 )
( 2.48975967641721128E-06 , -8.38117468181151247E-07 )
( 1.74562621221491753E-06 , 4.35619087522825838E-06 )
( -9.30275671995604642E-06 , 4.67616565192321449E-06 )
( 6.60681374033173312E-06 , 3.18364216247086239E-06 )
( -3.31759982880394186E-06 , 4.42529071059372624E-06 )
( 2.66864941188555044E-06 , 2.29627221119124356E-06 )
( 7.71034908036843461E-06 , -2.26859961251616880E-06 )
( -7.97252590020243224E-06 , -4.13705816324648206E-06 )
( 5.24167149438399929E-06 , 3.95045364996889602E-06 )
( -3.03802732470896571E-06 , 2.95604070121771912E-06 )
( -7.12612644653906771E-06 , -1.25668482896403720E-06 )
index: 7
( -3.95297784316201229E-06 , -3.05755094945067320E-07 )
( 9.06901538498066830E-07 , 3.06358686538715068E-07 )
( 7.23823789479745784E-06 , 3.69677359611504174E-07 )
( -4.55981148674199695E-06 , 3.33425811775760194E-06 )
( -3.15308651521778978E-06 , 5.30600663512061932E-07 )
( 2.66766923879769360E-06 , -4.74466162060026525E-08 )
( -2.03453929183444781E-06 , -5.85542933561567700E-06 )
( 2.10125514380143390E-06 , -2.83720429461482250E-06 )
( -5.41165105099013439E-06 , 1.54415766450673209E-06 )
( -3.65263291615337475E-06 , 1.04803560793802870E-06 )
( 2.04213748231565669E-07 , -2.35600055270348867E-06 )
( -1.38184085775164891E-06 , -3.57501996966698803E-06 )
index: 8
( 8.56939033687167584E-07 , -4.10361050876221317E-06 )
( 3.95142622634731742E-06 , 2.84183225992299049E-06 )
( 7.38526257866517733E-06 , -5.81124393847366620E-06 )
( -2.07444061785343805E-06 , -6.76003030029304447E-06 )
( 4.44321851853379817E-06 , -2.37959990577165466E-06 )
( 1.73067851578457178E-06 , -4.10712200053944500E-06 )
( -2.70260934383939597E-06 , 4.80843504161778003E-06 )
( -6.98538322847679972E-06 , 4.69678909219841524E-06 )
( 2.54627690185154471E-06 , -5.24669601819999660E-07 )
( -5.72609512428498530E-07 , 1.73510173851053457E-07 )
( -1.67868776870546940E-07 , -2.03534716505923228E-06 )
( -1.63344470189739049E-06 , 1.29725874326067494E-05 )
index: 9
( -2.88915639737815312E-06 , 8.44796775365596483E-06 )
( 8.60471435799707833E-07 , -9.36261589454168879E-06 )
( 3.04260211117923474E-06 , -2.56070138175916104E-06 )
( -1.40269851721327501E-07 , -1.48148329554973581E-06 )
( 1.03761281662431014E-05 , 5.53509870521466824E-07 )
( -1.52596169152794498E-06 , -1.28362229217333815E-06 )
( -3.05684315184018473E-06 , 7.13862028228283174E-07 )
( -1.46534974612354908E-06 , 4.21331095398496315E-06 )
( 6.28342703370743596E-06 , 2.45632772902177022E-07 )
( 6.58166081259307273E-07 , 1.03535341861447378E-05 )
( -2.63846089073748790E-06 , 2.17878011005094507E-07 )
( -1.19133087689031264E-06 , 2.07194292532632980E-06 )
index: 10
( 6.23343939843142976E-06 , 2.58312700700796054E-06 )
( -1.44115425756294903E-05 , -1.13535372257349532E-05 )
( -1.13737734544769311E-05 , -7.60581493090141737E-06 )
( 4.74959050079136771E-06 , -3.96863624696285875E-06 )
( 7.52567728052440695E-06 , 1.09669929893685416E-05 )
( -5.02415231912272369E-06 , -6.94036501157328195E-06 )
( -8.65981098584121892E-06 , -7.10849179775608236E-06 )
( 6.66313529979670144E-06 , 3.93470654033705326E-06 )
( 2.69264089133883907E-06 , 1.94903709604309503E-05 )
( -9.46205767565594517E-06 , 1.66433643672414059E-05 )
( -4.03025329304460482E-06 , -9.46422430488995043E-06 )
( -2.06792958175278802E-06 , -5.51570360004232191E-06 )
index: 11
( 2.24318519954818422E-06 , -6.30408848024212019E-06 )
( -7.65887243951393992E-06 , -4.95186252694504629E-06 )
( 1.54630031165653808E-06 , 8.29168810689040570E-06 )
( 2.54439106223131254E-06 , 5.22049722298843717E-06 )
( -1.48719238553964717E-06 , -7.03027925395957850E-06 )
( -9.96576349607847345E-06 , 5.52540025143947693E-06 )
( 2.09044831164460642E-06 , 7.02745517364790225E-06 )
( 7.34756899080838254E-07 , -7.73483282513362199E-06 )
( -1.81575014179805319E-06 , -2.33226100882538247E-06 )
( -8.65801626102260176E-08 , -3.20650196579354616E-06 )
( 2.43015667252820339E-06 , 2.92073995477575187E-06 )
( 4.68545291235701480E-06 , 6.52612679978334072E-06 )
index: 12
( 5.70064964044344607E-06 , -2.77675923247927852E-06 )
( -4.77852833592854975E-06 , 6.09454416685310465E-06 )
( -1.10706647122613618E-06 , -9.90338837197458867E-07 )
( 4.82870853918035850E-06 , 4.22404605102945726E-06 )
( -1.00871312800699415E-05 , -3.79928121092791487E-06 )
( -1.95133004119393739E-06 , -4.74293615485685049E-06 )
( -4.63935071711844554E-06 , 6.97104295416560130E-06 )
( -7.29317842982690607E-06 , 1.23264177440566608E-06 )
( -1.57083333036977843E-06 , 3.11117282387809211E-06 )
( -2.76685131681859354E-06 , -6.23077062893867798E-06 )
( -1.34258602668825259E-06 , 3.78570726796905505E-06 )
( 1.34751417362275522E-06 , -2.84537392544901901E-06 )
index: 13
( 5.67120584007611610E-06 , -9.05832254694387210E-07 )
( -1.15126844074305136E-06 , -2.11554927763430172E-06 )
( 1.82423403551427833E-06 , -2.14397131478108048E-06 )
( -2.14550598959778594E-06 , -5.66418819858578224E-06 )
( 9.19696081014268114E-06 , 4.81777352517610350E-06 )
( -1.14824048620685135E-06 , 4.55165539013364077E-06 )
( 5.20801615193622952E-06 , 8.52019898960293733E-06 )
( -7.06657760380769546E-06 , -1.98110802320432590E-06 )
( -7.06440626067034009E-06 , 9.14249788402798647E-06 )
( -2.53248177986136641E-06 , -4.05667972526744863E-07 )
( -2.52413940467296165E-06 , 3.71509867723994917E-06 )
( -1.81178460410714629E-06 , -4.26804569707801058E-06 )
index: 14
( -2.77225834998335625E-06 , -3.91099962844982218E-06 )
( -1.93452985028371743E-06 , -8.11753736438361890E-07 )
( 4.85435706866311686E-06 , -4.72927798256572287E-06 )
( 1.77149433956078050E-06 , 2.01668983797447539E-06 )
( -1.17263998537817626E-05 , -4.91759808961222132E-06 )
( -9.69701613807163989E-06 , 2.01615338825558221E-06 )
( -1.16840224057006793E-05 , -8.34078720385160195E-06 )
( -3.09811544436676838E-06 , -1.82092996001669550E-06 )
( 5.23973594679242362E-06 , 4.93399627307988795E-06 )
( -1.78506718018657597E-06 , -5.10052779752867016E-06 )
( 6.98762853571994273E-07 , 1.30707901870910005E-07 )
( 2.83964185711685708E-06 , 4.64734689575799700E-06 )
index: 15
( 3.10243296093376728E-06 , -3.97273481608741653E-07 )
( 1.83530353546188605E-06 , -2.33036397882042187E-06 )
( 6.52601479207699545E-07 , -3.48855270901784933E-06 )
( 7.11356743412729697E-07 , 4.06344648071120949E-06 )
( 1.95025409184638433E-06 , -1.12841292057164849E-07 )
( 4.04488000209305642E-08 , 4.10352207757908266E-06 )
( -5.58108848424492377E-06 , -1.27071820574028714E-06 )
( 3.80196420467457570E-06 , 5.83383177328648931E-06 )
( 2.70950457517594085E-06 , -4.41895381099157606E-06 )
( 7.28892876209697568E-06 , 6.18319536834785322E-06 )
( 2.09268528561260279E-06 , 3.31881544155376568E-07 )
( 2.43280355690626639E-06 , -1.43135884281013615E-06 )
index: 16
( 6.98599841679449476E-06 , -6.13438312888449878E-07 )
( -6.24279375187970180E-06 , 2.87767215459565092E-06 )
( -1.00466131219812590E-05 , 1.00226010228362605E-06 )
( -2.62214752704950822E-06 , 3.51109151068894023E-06 )
( 5.34571356720957892E-06 , -1.31105347516175845E-06 )
( 7.79272078199600809E-07 , 4.73179912571408378E-07 )
( 4.89765115297872092E-07 , -3.23626033158864600E-06 )
( 5.71324870345560034E-06 , -7.57317482937030230E-07 )
( 9.83155481553363596E-08 , 2.22283341647762940E-06 )
( 2.24228345686833014E-06 , -7.04579689485349360E-07 )
( 1.29386783285545097E-06 , 7.31505741543777274E-06 )
( 4.40323426710526199E-06 , 1.33933589069195497E-06 )
index: 17
( 3.01032903028881649E-06 , -9.72231392513654476E-07 )
( -5.12589376328876502E-07 , -1.41225132297179268E-06 )
( 3.01176486379916100E-06 , -6.14716937346799159E-06 )
( 1.29969810339328589E-07 , 5.07471054130416011E-06 )
( -1.13665334800919266E-06 , -3.46755900480168492E-06 )
( -1.78681784987822921E-06 , -1.84521844705823863E-06 )
( -9.17568683289885079E-07 , -9.59075342171016519E-06 )
( 8.67225115507335974E-07 , 7.86500929933592738E-06 )
( -1.20869917412575091E-05 , -3.02736842006407065E-07 )
