index: 0
( -3.11339090220773484E-11 , 6.39126219413652153E-11 )
( 1.10350143605228949E-10 , 1.00627979957557973E-10 )
( -1.21386253878076941E-10 , -5.72794694185354169E-11 )
( 1.38438980209922408E-10 , -1.09962921191502445E-10 )
( -1.09729343747412414E-11 , -1.10518746519970357E-10 )
( 3.98249094184052806E-11 , 1.30753726368011472E-10 )
( -4.11318113188519241E-11 , 1.95620847712781582E-10 )
( 7.55770910564061891E-11 , -1.43777158158513261E-11 )
( -4.51499272071206200E-11 , -1.62912083964426475E-11 )
( -2.94841384420950363E-11 , 5.05008177013626867E-11 )
( 5.87139307459495155E-11 , -8.37323773010437634E-11 )
( 7.01765404313455085E-11 , -4.70064281628174243E-11 )
index: 1
( -5.19772294087348151E-11 , 5.27293629593876379E-11 )
( -1.17871279203639198E-10 , -4.35717216863595007E-11 )
( 1.49207816491233305E-10 , -4.27864481374391475E-11 )
( 1.55025553493114900E-10 , -7.81397389599617561E-11 )
( 1.26012808813568869E-10 , -1.23316443589148472E-11 )
( 1.45428648316207642E-11 , 3.10661302552755152E-11 )
( -4.39316198496098810E-11 , -5.65593555683262585E-11 )
( 1.06490474293879398E-11 , 1.31692699711257144E-10 )
( -1.80258589425262897E-10 , 6.90355224482373234E-11 )
( -8.28937204962830734E-15 , -2.34764277935272522E-12 )
( -9.05390185211745219E-11 , 9.67914796749336427E-11 )
( -5.25785422651878870E-11 , -2.45576736319779801E-11 )
index: 2
( -4.09386140488913931E-11 , 7.71887645000441004E-11 )
( -1.58524512051834814E-10 , 1.43546867458548289E-10 )
( 3.69008163964437593E-11 , -5.96701734210193467E-11 )
( -1.05397523013405461E-10 , -7.01536289317421731E-11 )
( 1.12765918248465357E-10 , -2.89886620393483789E-11 )
( 3.61527943707181262E-11 , 3.92767510209475582E-12 )
( 6.58814340559508038E-11 , 5.33270687981393342E-11 )
( -1.41603493327886899E-10 , 9.99275549686046199E-11 )
( -4.59147647928271523E-11 , -2.74305801212461580E-11 )
( 1.41021306974614350E-11 , 1.23154799330323275E-11 )
( 4.30136825575966296E-11 , -4.35962459904611223E-11 )
( 4.89299876822927016E-11 , -1.43805970137218490E-11 )
index: 3
( -1.15055028946750255E-10 , 3.14960110844887890E-11 )
( -9.63858843849710639E-11 , -4.13544691660384710E-11 )
( -4.57944177965200013E-11 , 9.53397842508899627E-11 )
( -3.74710731867835796E-11 , 3.27176137154978428E-11 )
( -1.26559847371519612E-11 , -1.73563116943476347E-11 )
( 7.46231852343228644E-11 , -1.78038051472118484E-10 )
( -1.46598806687799037E-10 , -4.30369938274738643E-11 )
( 6.65385255102466246E-11 , 1.87227110584646302E-11 )
( -7.58353615059208241E-12 , 2.52008751239326926E-12 )
( 1.22214516864229961E-10 , 9.01454194133244505E-11 )
( -7.86933624623664108E-11 , 9.75478617111310642E-11 )
( -9.35120644188455119E-11 , 8.20507994162955418E-12 )
index: 4
( -4.03487887966821724E-11 , -1.23372432607509273E-11 )
( -2.62826381813257027E-11 , -6.70747425530832835E-11 )
( -1.44978342479478615E-10 , 1.25465171497292342E-10 )
( -7.83846988033196341E-11 , 2.02459056991659883E-11 )
( -6.51837251416962971E-11 , -6.99071802277243169E-12 )
( 5.21894343635576399E-12 , -8.31687683732971190E-11 )
( -1.78257710554531203E-10 , -2.04306122605269626E-11 )
( -4.64376432143065797E-11 , 1.18087958343161745E-12 )
( -9.79355907155653071E-12 , 7.14319995296926561E-11 )
( -4.25427226886334792E-11 , -5.71477671881247186E-11 )
( 2.43294433276253445E-11 , -8.01881231257154058E-11 )
( 1.03482359365920119E-10 , 7.05210559436092055E-12 )
index: 5
( -4.05439252519296498E-11 , -5.17726280373340838E-11 )
( -7.06806679070289377E-11 , 1.37361789089041595E-10 )
( -2.37481581152630687E-10 , 4.67085926039780615E-11 )
( 1.57230539238735056E-11 , -2.91357885042721659E-11 )
( 1.52978293431077513E-10 , 5.21226096092815262E-11 )
( -1.23059949665784675E-11 , -1.81216352976052685E-11 )
( -7.44330830401190589E-11 , 4.12513303319216449E-12 )
( -1.41425119798179159E-11 , -6.74918289751336133E-11 )
( 3.32579966482366080E-11 , -1.08389312488427498E-10 )
( -1.25618628330342679E-10 , -6.48007130861894311E-11 )
( -1.52494133055679074E-11 , 2.46382569674644536E-12 )
( 3.88777446809221448E-11 , 1.10942023391868535E-10 )
index: 6
( -4.92232187121739782E-11 , 1.21020334476004197E-10 )
( 3.37882552546220007E-11 , -1.76643492501138168E-10 )
( -9.89824793310132211E-11 , 1.29500531842639062E-10 )
( -1.42257824833788434E-11 , -1.96770958693053638E-11 )
( 3.33528045250340849E-11 , 9.97932822246867917E-11 )
( -1.65291408295963430E-11 , -7.27262255581296775E-12 )
( 8.45383895220575632E-11 , -2.49150566524478770E-11 )
( 9.17432187785699554E-11 , -7.21422834936618827E-11 )
( -5.75753511757833842E-11 , -1.38021209319540438E-10 )
( 3.57338728540059132E-11 , -4.61275731885468651E-11 )
( -6.16667750102701047E-11 , -5.26933761808338682E-11 )
( 8.90686369933057217E-12 , -1.67750214803365511E-11 )
index: 7
( 2.35176471329507546E-10 , -8.61931806489066361E-11 )
( -3.10287136892831634E-11 , 1.20209486257921783E-10 )
( -1.42324744063254247E-10 , -5.63873926159040587E-11 )
( -8.06057004947917635E-11 , -1.60120219721683667E-10 )
( -1.10540842580778922E-10 , 2.47088016188443287E-11 )
( -8.45015800040946215E-12 , 4.64379956129803150E-11 )
( 1.53766294963402599E-10 , 1.59002739467615713E-11 )
( 4.19290243258301491E-11 , 5.39608712482638682E-11 )
( -6.90587558570470579E-11 , 1.76453407553657527E-10 )
( 1.27021027681615019E-10 , 2.79403724975320431E-11 )
( -4.39323277822256626E-11 , -4.11470650967750913E-11 )
( 1.00721149422040215E-11 , -2.12714755213241520E-10 )
index: 8
( 1.05330893509225030E-10 , -9.05922936948173096E-11 )
( -7.62304608393463701E-11 , -2.97547752670614494E-11 )
( -9.30456664491514182E-11 , 4.07686224299335190E-11 )
( 4.87807331410878754E-11 , 5.14345494903764286E-11 )
( -1.05035554047522792E-10 , -1.72363873286082476E-10 )
( -6.01604917617293856E-11 , -1.61246166903515950E-11 )
( -2.14283309723828466E-11 , -6.68022922094558600E-12 )
( 9.02669969694117468E-11 , -1.49677905682549135E-11 )
( 7.72430414109576753E-12 , 6.25551669566985136E-11 )
( -2.08522640341726916E-11 , 5.40499844556017245E-11 )
( 8.12512215842059020E-11 , 2.02731402218392434E-11 )
( 7.75318978172794989E-11 , -1.02696892244991841E-10 )
index: 9
( 6.50397494104184754E-11 , 1.15944707838678448E-10 )
( -2.40468761091023213E-12 , 6.46890124845508061E-12 )
( -2.30973129328612938E-11 , -5.21274820892473459E-11 )
( 4.40830989288114116E-11 , 5.75771988218459902E-11 )
( 1.30830436899846564E-10 , -4.40525692977615709E-11 )
( 5.06377179046126532E-11 , -4.21380369165967944E-11 )
( -9.16460421355850009E-11 , 2.04368581454478183E-11 )
( 5.06182367413721964E-11 , -1.01083371260888037E-10 )
( -9.90286983026942380E-11 , 4.81464379411501402E-11 )
( -1.07080701989259174E-11 , 2.76903811489730218E-11 )
( -3.59978331104287681E-11 , -8.81197728686375084E-11 )
( -3.76916137604180205E-11 , -2.32297422801745067E-11 )
index: 10
( 5.71957801391354889E-12 , -2.84363069192148804E-13 )
( 7.32760253575119108E-11 , -8.05112277739332185E-11 )
( 3.09044839259835119E-11 , -2.50056362310808534E-12 )
( -3.40600587434379373E-12 , 1.03833103489574736E-10 )
( 1.69725051187397468E-10 , 4.77987634172605801E-11 )
( -3.99749710050339617E-11 , -8.86179744626450313E-11 )
( 6.02214005723456337E-11 , -1.52822994430637806E-10 )
( 5.50924437178608319E-11 , 2.56800676267830572E-12 )
( -7.20203827833674934E-11 , 1.12272677286416823E-10 )
( -1.94218666778128823E-10 , 4.33187891768144095E-11 )
( 2.52290222433203380E-11 , -1.37225710781366199E-10 )
( -1.32856069648918738E-11 , -1.00265016269021287E-10 )
index: 11
( -6.19029151431922246E-11 , -9.60089837783420089E-11 )
( -9.72551598354179218E-12 , 7.97497093034129144E-12 )
( -1.36584160180470937E-10 , -7.08962266169840681E-11 )
( 5.03409293591830870E-11 , -1.16200776265638202E-11 )
( -4.77299424923045016E-11 , -4.12031422318635612E-11 )
( 2.64901452561329025E-10 , 1.97889875749582993E-10 )
( 3.92900538428125416E-11 , -2.33671844352796238E-11 )
( 3.43861502114329844E-11 , -1.30755449980735190E-10 )
( -5.09050136666276267E-11 , -2.61192357311365170E-11 )
( 1.87812854027668521E-11 , -1.11576933851552195E-11 )
( 1.36309581471472298E-10 , -2.04413809416410905E-10 )
( 1.66545053558438695E-11 , -9.73336166323105167E-11 )
index: 12
( 1.88492728454163113E-12 , -1.06015035732928987E-10 )
( 1.66482543597273960E-11 , 1.89637320137302167E-11 )
( -4.18825635124238893E-11 , 2.46781301300608700E-11 )
( -6.75774285972140391E-11 , -1.92185141135341525E-11 )
( 1.97579885938942028E-10 , -9.08885323925745952E-11 )
( -2.93399900133262735E-11 , -4.85268543508654776E-11 )
( -1.21225638893253583E-10 , -1.28776095318478360E-10 )
( 5.48948880153795961E-11 , 3.25667369488224847E-11 )
( 6.93895492460048038E-11 , 1.76014038183111279E-12 )
( -6.83521568579744844E-11 , 1.36584049886005833E-10 )
( 1.33980809824901818E-11 , 2.60175609847320410E-11 )
( -2.48820173008145393E-10 , 4.54463532551063689E-11 )
index: 13
( 9.87679823054994330E-11 , 1.02954521372338870E-10 )
( -4.10490838672432156E-11 , 2.96264107246196653E-11 )
( -1.50765200241170590E-10 , 1.01197549223487435E-11 )
( 7.17719784790369843E-11 , 1.74291889655978057E-10 )
( 1.23503873526531421E-10 , 7.94363559467117348E-11 )
( -1.52731325894102220E-10 , 1.17137103573323080E-10 )
( -1.87198134615865078E-11 , -1.57969291397432841E-10 )
( 3.93492193104675799E-11 , -7.46027815332255827E-11 )
( 1.70707290001176274E-11 , -5.39306199018127734E-11 )
( 1.01554740542756288E-11 , 6.95141964106443475E-11 )
( -5.89849179025924469E-11 , 1.10723669799848883E-10 )
( -1.47054118522233447E-11 , 4.32798218395285562E-12 )
index: 14
( -6.42717408012870912E-11 , -2.18005479170324934E-11 )
( 4.53987081477280696E-14 , -4.05189835014147800E-11 )
( -1.76680619403707029E-12 , -1.68795436532085406E-10 )
( 1.31688718289444387E-11 , -2.94409627858838565E-11 )
( -7.74419869619701997E-11 , -4.53274048992994278E-11 )
( -6.60130586157224948E-11 , -8.89949706280157813E-11 )
( 4.50589114625551290E-11 , 8.54551037545555298E-11 )
( -4.62443759107227384E-13 , -8.24531002912572889E-11 )
( -1.16872555903031434E-10 , 1.61409888002643205E-11 )
