index: 0
( -9.97999102406050589E-07 , 9.25624751812399016E-07 )
( -6.42694918804987389E-07 , 2.02045905131594813E-06 )
( -1.40729974071902379E-06 , -5.80318563859128869E-07 )
( 2.10610347155454743E-06 , -4.78016892898032685E-07 )
( -1.55934968493619954E-07 , -2.54608181170376944E-06 )
( 1.28771640714234546E-06 , -2.53316179683880959E-06 )
( -4.25974835228964134E-08 , -1.58130991037982837E-06 )
( 2.00991457355580888E-06 , -8.04124639176538365E-07 )
( 8.57830000515982348E-07 , 7.47340765028460508E-07 )
( -4.98717754658737854E-07 , -7.00712321636468744E-07 )
( 2.46139842742632075E-07 , -2.43260494888127294E-08 )
( -2.93232542633157145E-06 , -1.12687077202616064E-06 )
index: 1
( 3.61302361990955985E-06 , -2.39957606977853358E-06 )
( -1.38761516982214874E-06 , 1.60697044546609075E-07 )
( -2.00395850579939659E-06 , -8.57133069017272076E-07 )
( 1.30795673727424099E-06 , -3.71413562034478664E-06 )
( -6.66833069154174514E-07 , -5.58761393031016103E-07 )
( 2.10305207532053647E-07 , -3.45571986616834110E-07 )
( 2.38283374338700214E-06 , -8.83090677240631706E-07 )
( -2.72509867654290749E-07 , 6.18926525783395777E-07 )
( -2.77529922083922389E-07 , -9.93998851139581813E-07 )
( 3.14995532488248303E-06 , -2.59903382958864027E-06 )
( -9.46408058872272476E-07 , -9.86529055618414990E-07 )
( 1.80917192901415837E-07 , 7.63536241775230960E-07 )
index: 2
( -8.38776856006187286E-07 , 2.08858340646661896E-06 )
( -2.32993609606616978E-07 , -4.87645315770875634E-08 )
( 4.97491538426175003E-07 , 1.10321571873818358E-07 )
( -2.23933215709423704E-06 , -2.31852344569218022E-06 )
( 9.67123945070810006E-07 , 1.81142379922726992E-06 )
( 1.19114242176484466E-06 , 3.03073683064601766E-06 )
( 3.13311391258941738E-06 , -4.92053222076923883E-07 )
( 2.45492589691591951E-07 , 4.05257820622832482E-07 )
( 2.52176808410476823E-06 , 5.09553332497886466E-07 )
( -3.04005437360952861E-06 , 1.69677148468924670E-06 )
( 5.91890655297562339E-07 , 9.06519947916747954E-07 )
( 1.13459476091794036E-07 , -2.42790392338891393E-06 )
index: 3
( -1.17603773307470685E-06 , 6.02107814198956705E-07 )
( 2.59252714592701372E-08 , -2.77252485041227578E-06 )
( -2.19647030947658926E-06 , -1.70448692961235597E-06 )
( 1.56395884411438627E-06 , -1.38582137220124969E-06 )
( 4.19047671552796947E-07 , -7.49306939206344470E-07 )
( 2.63798354585951854E-06 , -8.71927042933707939E-07 )
( 2.08622832110527281E-06 , -1.11270935725477852E-06 )
( 3.18960811823906609E-06 , 9.56812123805344025E-07 )
( -4.37274354347941192E-07 , -3.03199204595688718E-07 )
( 3.19033397085964480E-07 , -1.01566584875957729E-06 )
( 7.08860787213909441E-07 , 1.10339441845049169E-06 )
( 9.57466755956716241E-07 , -1.80248410626507456E-06 )
index: 4
( 5.55725090349615592E-08 , 7.14639558846992115E-08 )
( 6.85670033526561511E-07 , 6.31101452301340606E-07 )
( -7.02219255722993543E-07 , -3.33124296477535529E-06 )
( 9.82679350504951895E-07 , 3.98021339629333886E-06 )
( -6.02898146689030416E-07 , 1.52650337873132961E-06 )
( -2.76188127796275579E-06 , 5.03266492507933590E-07 )
( -1.92349922947099304E-06 , -9.74753379646464378E-07 )
( 3.64199973723153320E-07 , 5.20557919136239604E-07 )
( -7.64776738235169138E-08 , -1.54353548658555081E-06 )
( -1.24678959036170827E-06 , 6.33400284106406203E-07 )
