x=0,y=0,z=0,t=0
( 7.55373312953346227E-05 , -6.85765845163732664E-05 )
( -3.19838498379749846E-05 , 6.13154994658718716E-06 )
( 1.12098425553671440E-05 , -4.76134230269845149E-05 )
( -1.29549794180774491E-04 , 5.17103306912870348E-05 )
( -1.28099121287751172E-04 , 1.04459265129331030E-04 )
( 7.64100381648015551E-05 , 3.78903995496608108E-05 )
( -6.65610319956968382E-05 , -5.95315505845027773E-05 )
( -6.45341770091485521E-05 , 6.20441763544344916E-05 )
( -2.75064733281413916E-05 , 5.71024369791007955E-05 )
( -1.28746453866556944E-04 , 2.20844216311014899E-05 )
( 7.06004279267000379E-05 , -4.33761671525996156E-06 )
( 7.14476197101108189E-05 , -8.31152430134196965E-05 )
x=1,y=0,z=0,t=0
( -8.11328771493487417E-05 , 1.64188705299580791E-04 )
( -8.20973552822687165E-05 , -1.66993968312745536E-05 )
( 1.47968857671352969E-05 , 6.49360452476649115E-05 )
( 8.17200979416043136E-05 , -7.79755246583441251E-06 )
( 7.78830726417556473E-05 , 1.00320724888636057E-04 )
( 6.33648320839050045E-05 , -1.40475729889127747E-04 )
( -9.07112281382422853E-05 , -7.55622560309474392E-05 )
( 7.17865587428369984E-05 , 7.94675394578365726E-05 )
( 8.16156307159621750E-05 , 5.28500365308145914E-05 )
( -9.00015585454909265E-05 , 1.31278637634865453E-04 )
( -5.55117891396305718E-05 , -5.69327097507176804E-05 )
( -1.80033831976322256E-05 , 8.19131054592450963E-07 )
x=2,y=0,z=0,t=0
( -7.22809517615572269E-05 , -8.09409575910144256E-05 )
( -2.41050515450370867E-04 , 3.39433783001078974E-05 )
( -1.99122649246415834E-04 , -1.34414090283142471E-04 )
( -1.97354906092035313E-04 , 2.32761213882416236E-05 )
( -1.51008520091974684E-05 , 4.25465096013325633E-05 )
( -6.99542169577685924E-05 , 3.95099670154085077E-05 )
( -8.91407364205831277E-05 , 3.63689948365916743E-05 )
( -1.19574941491536375E-04 , -2.01154019764969384E-04 )
( -1.52933591596738158E-04 , 1.39916970417090645E-04 )
( -1.28105378271582712E-05 , 8.94419552246223417E-05 )
( 2.10441738821380553E-05 , 8.11093226455598178E-05 )
( -6.59246209488991797E-05 , -1.64406999746775163E-05 )
x=3,y=0,z=0,t=0
( -1.99391031926469866E-05 , 4.09733017561716135E-06 )
( 3.67488757027988774E-05 , 8.54735188682639060E-05 )
( -1.06046430519320112E-04 , -3.71163740384402769E-06 )
( 5.24504381103745450E-06 , -4.27239622693159643E-05 )
( 7.34711459336739739E-05 , 3.98293576825162494E-05 )
( 3.68092624768810768E-05 , -3.24460181702603884E-05 )
( -4.42027861518975288E-05 , -1.13557106159376642E-04 )
( 1.01185960238711188E-05 , 2.80205318196360379E-05 )
( 7.76195045932604757E-05 , -6.01876195737756646E-05 )
( 2.35725059921597934E-05 , 1.31718207985613746E-05 )
( -2.15664733309782540E-04 , 2.23176554924162190E-05 )
( 4.43666059018521031E-05 , -1.06228195091107304E-04 )
x=0,y=1,z=0,t=0
( 6.30072318168406410E-05 , -3.47287492539337655E-04 )
( -2.41652974579188919E-05 , -2.29275992509007451E-05 )
( -1.84123765279937401E-05 , 3.31668824110265025E-04 )
( 2.74223206645442742E-05 , -1.31765575667747097E-05 )
( -4.34490324056142064E-05 , 1.22185165859998855E-04 )
( 4.87571681984314546E-05 , 3.05935028584221216E-05 )
( -7.82715047783007114E-05 , -1.44807615686749330E-04 )
( -1.21490866400422669E-04 , -8.74804563725007804E-05 )
( -3.63118583384138322E-05 , 1.10353572979995961E-04 )
( -1.25643462289719407E-04 , -6.87314410003528158E-05 )
( -2.65525026402972964E-05 , -7.21116160058662720E-05 )
( -4.65965179523360087E-05 , -2.30327779146457644E-06 )
x=1,y=1,z=0,t=0
( 9.79591799317126654E-05 , 9.74504437581754732E-06 )
( 3.10396927914820991E-05 , -1.74596589844426347E-04 )
( 6.84410392227271890E-05 , -1.02930685673733719E-05 )
( -9.94294718399500591E-05 , 6.89790868715031328E-05 )
( 5.72684614027483868E-05 , 2.23776240505650477E-05 )
( 6.74243238139176932E-06 , -4.87287430768685017E-06 )
( 1.28705912506039035E-05 , -1.19279257035110069E-04 )
( -1.01653985708661826E-04 , 5.03797324599005526E-05 )
( 1.03694017829031884E-04 , -3.71073239834581600E-05 )
( 4.85401423088968912E-05 , -2.32172717074076223E-04 )
( -6.09262196507948458E-06 , -9.08647656916367931E-05 )
( -1.72684221317217098E-05 , -7.23179720330197274E-05 )
x=2,y=1,z=0,t=0
( 1.19779907318909626E-04 , -1.09008958314864513E-04 )
( -1.21048751926553008E-05 , -7.37621167376383170E-05 )
( 8.49151165769382842E-05 , 6.81166336637435704E-06 )
( -1.41762141789415003E-05 , -1.60910939795911451E-04 )
( 4.61009823277610883E-07 , 2.24414656921627877E-05 )
( 5.77686112383307763E-05 , -2.28167843898909940E-04 )
( -2.17278860741961432E-05 , -1.02601104124084100E-04 )
( 1.24089382901381362E-04 , -1.39822187420783270E-04 )
( 1.27907825002612687E-04 , 6.62978412522389506E-05 )
( -7.73824147578800034E-05 , -2.64370652120572824E-05 )
( -5.16964695905692507E-05 , 2.10809726786019368E-05 )
( -1.03935482763896215E-05 , -2.11135039463385227E-05 )
x=3,y=1,z=0,t=0
( -9.17869846207187713E-06 , 6.52236095015271930E-05 )
( 8.21261927720973329E-06 , -1.33186003882792100E-05 )
( -1.03167366331000890E-04 , -1.41068130187487803E-05 )
( -1.98201781435148550E-06 , -6.76436613783054099E-05 )
( -8.77172275684816782E-05 , -1.05260315844932285E-04 )
( -3.20585019883440239E-05 , 7.96244073361021402E-05 )
( 1.11876018156618933E-05 , 7.85206863728619351E-05 )
( 7.63808290873122154E-05 , 1.59140677719476036E-05 )
( -8.64742019201920052E-05 , 6.59162260524471030E-05 )
( 1.94756445212742951E-05 , 1.11160732282531352E-04 )
( 6.32972625790728790E-05 , 5.76751322360611303E-05 )
( -1.54347907353338451E-04 , 1.98521118565487485E-05 )
x=0,y=2,z=0,t=0
( 8.17639218027759796E-05 , -2.10143814507254432E-05 )
( 1.22373659767625789E-04 , -5.71916413912581473E-05 )
( 9.78016775047347220E-05 , -1.25147295673526529E-04 )
( -5.18272592323136991E-05 , 6.75903728795428164E-05 )
( -4.41899452105825805E-05 , -4.45837402513740906E-05 )
( 2.40347258251281709E-05 , -3.70880499476927998E-05 )
( 9.79020352725756373E-06 , 7.80464425742653941E-05 )
( -3.39565883017367917E-05 , -5.69833016625894594E-05 )
( -1.31801615261771077E-04 , -4.80991960633175603E-05 )
( 2.36984432139113955E-05 , 1.15202600359754267E-05 )
( 8.76798533683063430E-05 , 6.70199399507230600E-06 )
( 2.37375852783592450E-05 , -4.40732859471646245E-05 )
x=1,y=2,z=0,t=0
( 3.37747398506510889E-04 , -1.29829352955076766E-04 )
( 1.73078549459854282E-04 , -1.79634360714383569E-04 )
( 6.21580069146111195E-07 , -2.87030063138973279E-05 )
( 2.15592371410593624E-04 , 1.03111685931250190E-04 )
( -1.48623902095869294E-04 , -5.12130060935533818E-05 )
( 7.00995334054129999E-05 , 1.34651993215356079E-04 )
( 8.38800584562577548E-05 , 1.76099281980818668E-04 )
( -3.35637220132288576E-05 , 4.90128060202370223E-05 )
