index: 0
( -1.23234268644565811E-03 , -2.78256003785558228E-03 )
( 3.86461863584934952E-04 , -2.50144175840098315E-03 )
( 7.16938384488971341E-04 , 1.10100034713016097E-03 )
( 1.31189180202955185E-03 , -2.62981373083034931E-03 )
( 1.19036314069461292E-03 , -2.46521265113662990E-04 )
( 1.34869387994418651E-03 , -2.73276743475406488E-06 )
( 3.89064358712647477E-04 , -1.57922561898504645E-03 )
( 1.17523012849996911E-03 , 6.48006225129283938E-04 )
( 1.83022564933047523E-03 , -1.23623092814226145E-03 )
( 6.46912704254260732E-04 , -9.64162331286112437E-05 )
( -8.06299039486452207E-04 , 8.89726721470885285E-04 )
( 1.59864274407088645E-04 , 1.33434107217791833E-03 )
index: 1
( -1.11470277352546782E-03 , 2.20490061234297416E-03 )
( -1.11979541081963247E-03 , -6.54388511591834972E-04 )
( -2.01235358347983794E-03 , -1.17033171562502532E-03 )
( 6.82154143469772983E-04 , 1.15403572671207060E-03 )
( -1.69231004672715170E-04 , -1.98883509599224366E-03 )
( -2.78715075352376504E-03 , 1.65438939878472056E-03 )
( -4.99990785559413162E-04 , 7.48882552512706353E-04 )
( -4.14622249048578976E-04 , -1.35850312432913818E-03 )
( 6.43406746638575523E-04 , 1.46505460656958008E-03 )
( 5.87277929734253759E-04 , -8.28514165476139982E-06 )
( 1.40796090360167285E-03 , 1.77097281508440123E-03 )
( -1.61956689111791168E-03 , 2.13517127412963734E-03 )
index: 2
( -1.03552114147145626E-03 , -1.21224765580351052E-03 )
( 7.04861941624560645E-04 , 2.11672722692877752E-04 )
( 4.62161298223510639E-03 , -1.46239643016822084E-03 )
( -1.68670784972673468E-03 , -6.54978381559348749E-04 )
( 8.00656914791978347E-04 , 4.46891700671991389E-05 )
( -1.63428551099454992E-04 , -3.48523855784995795E-03 )
( 3.25150885077107356E-03 , 1.00885470822436457E-03 )
( 4.32985575892265830E-04 , -3.77668769550078124E-04 )
( -3.68415848880552198E-05 , -3.01453796580926792E-03 )
( -2.10170749841169860E-03 , 1.93805506569440537E-03 )
( 6.47798876418488774E-04 , -1.82166761326962162E-03 )
( 1.11875473274712254E-03 , 1.41914589824644936E-03 )
index: 3
( 8.37997861524971419E-04 , -3.84072253632788876E-03 )
( 1.54900684445005037E-03 , -2.90597120866568871E-03 )
( 1.53650738971115408E-03 , 4.13054358838828056E-04 )
( -3.94854156370312570E-04 , 1.79382291199766558E-03 )
( -1.61073042162141432E-03 , -1.49713329932309137E-03 )
