index: 0
( -8.96616183273907342E-10 , -3.97423799067917697E-09 )
( 1.20372594478977491E-09 , -1.77880191232637178E-09 )
( -3.60432636704171041E-09 , 2.03591725919745896E-10 )
( 1.36465796100082395E-09 , 1.32960584998111696E-09 )
( -1.57477434337105364E-09 , -4.64965949153438804E-11 )
( 2.97960329057316120E-09 , -4.29074650346818924E-10 )
( 3.24761720635079986E-09 , -3.64064631405553227E-09 )
( -7.34704517945847733E-10 , 2.10111678319010848E-09 )
( -4.39199044987567888E-09 , 7.75201759666374126E-10 )
( -4.45164529965166037E-09 , -3.76952881055207459E-10 )
( 2.78520801343718998E-09 , 6.95001368101596590E-10 )
( -5.55545020464991262E-09 , 4.33615454861245453E-09 )
index: 1
( 3.39342824689253038E-09 , 2.91407811338791961E-09 )
( 5.96997572326420530E-09 , 6.62901436874470324E-09 )
( -8.74718488874269379E-10 , -3.54931630677312191E-09 )
( 3.38937552536765072E-09 , -4.14697639445250637E-09 )
( -3.99551369586247270E-09 , 4.77108666946661591E-09 )
( 4.85557585403703866E-09 , 5.50831166037678359E-09 )
( -1.32288699462516240E-09 , 2.92666955149101957E-09 )
( 1.49562213021706856E-09 , -3.26984780805524027E-10 )
( 4.51493096439376460E-09 , -5.97467987133680259E-10 )
( 3.41061737713720883E-09 , 2.27190375381672916E-09 )
( 1.08119461459116645E-09 , -1.44192206048761097E-11 )
( -3.97251374357648834E-09 , 4.79215599557974377E-09 )
index: 2
( -5.01297885537572007E-09 , -3.69508107932331733E-10 )
( 5.88649426427389908E-09 , -1.95751398315185152E-09 )
( 4.45977342521270045E-09 , 2.78371344038116950E-09 )
( 1.43986467438020233E-09 , 1.39794435159788606E-09 )
( 1.14077294202202672E-09 , 5.04853391057085014E-09 )
( 4.95903891677272342E-10 , -6.99620198448961503E-09 )
( 4.79511380904561288E-09 , -7.36859816809940229E-10 )
( 2.29959196363860783E-09 , 7.54745382989046136E-09 )
( -2.62469725803506269E-09 , -4.72003167729722863E-10 )
( 4.19964232471847663E-09 , -4.89449877515017012E-09 )
( -1.06703082454100538E-09 , 6.76233791697828552E-09 )
( -4.31057491021262066E-09 , 3.56440690254158062E-09 )
index: 3
( 2.18781181575054692E-10 , 1.14746475468874359E-09 )
( 3.54863704888821730E-09 , -7.99565834803549275E-09 )
( -3.49529638937175050E-10 , -9.54102707233042924E-10 )
( 1.04290469965481447E-09 , 2.22112474386031864E-09 )
( -1.59445177179216935E-09 , -5.24760645027896950E-09 )
( 2.45435589159973286E-09 , -2.34409862860831215E-09 )
( -5.20957503333574779E-09 , 5.63202981893084141E-09 )
( -3.84654417540687228E-09 , -6.24573166948084769E-10 )
( 7.31414567507622147E-10 , -4.04092635931856855E-09 )
( -1.86030965343679240E-09 , -1.27917065488330794E-09 )
( 3.80057824180974828E-10 , 3.87090017053323255E-09 )
( 8.45212581703238889E-09 , 4.41368927377810748E-09 )
index: 4
( 2.62059634172321001E-09 , 4.66728029980301327E-10 )
( -1.11621192314180659E-09 , -2.88204857554003267E-09 )
( 2.60473598326712408E-10 , -2.51765189527682690E-09 )
( -9.21715730076673854E-10 , 2.92587235381464832E-09 )
( 1.17751676774108262E-09 , 1.48434115614283743E-09 )
( -1.58587887130358768E-09 , -1.60534224536743501E-09 )
( 4.10168865655242531E-09 , -3.15958785404973771E-09 )
( 1.35405423840687781E-09 , -1.36037040605641094E-09 )
( 1.90148874661149787E-09 , 4.65728958850241244E-09 )
( 3.02990814838179914E-10 , -2.72702342690148455E-09 )
( -6.56905794737897837E-10 , -5.51621029065330618E-11 )
( -4.29171260666617479E-09 , 4.64329734292052537E-09 )
index: 5
( -2.56221788783135099E-09 , 5.37658874579101590E-10 )
( -4.92419358389227847E-09 , 3.72350182964341598E-09 )
( -6.15385692320771255E-09 , -3.33724596264465898E-09 )
( -4.21360930305466062E-09 , -2.48210254885075364E-09 )
( -3.45501053532436363E-09 , 1.59749670015113468E-09 )
( 1.07750117024352538E-09 , 9.61610130843771076E-10 )
( 5.68245546100814734E-11 , 7.46668589831923096E-10 )
( 3.91013441187117066E-09 , 1.25102816560913825E-09 )
( 4.27928910138771722E-09 , -9.98686419101282087E-10 )
( -5.36445910970592557E-11 , -1.92843521551029175E-09 )
( -1.97505462331892575E-09 , -6.13502232583124465E-09 )
( 4.28219196712897558E-09 , -2.40783044093460888E-09 )
index: 6
( 5.01860067229519615E-09 , -1.88260945771928236E-09 )
( 4.47669472161976037E-09 , 3.89703387642153442E-09 )
( -1.39489319456592373E-09 , 9.62900740948070208E-10 )
( -2.74992388031077245E-09 , -2.02315718485684900E-09 )
( 1.31375945434349443E-09 , 2.16053505571501168E-09 )
( -3.90142812275279601E-09 , -6.17071477058431298E-09 )
( -2.59421636436453835E-09 , 3.31016801342621062E-09 )
( 4.78860496103943883E-09 , 8.12107351578328007E-09 )
( 1.44131472613082633E-09 , -2.20441198817319914E-09 )
( -1.75873012938760567E-09 , -2.36606937881760198E-09 )
