index: 0
( -3.16680788923004053E-01 , -1.13498717635829593E+00 )
( 3.52395602440380540E-01 , -2.69172920410029104E-01 )
( -8.31527959886361051E-02 , 1.24692657198848988E+00 )
( 3.38045158245088087E-02 , 8.44352105642898865E-01 )
( 1.18461055704912543E+00 , 5.99753321257128907E-02 )
( 1.08278093214171478E+00 , -5.90597895867885948E-03 )
( -2.28499365320590335E-02 , -1.40903922931800429E-01 )
( -1.03293196639734597E+00 , 6.49856650195560675E-04 )
( -4.37743843654619658E-01 , -1.00793106852057925E-02 )
( 8.55530759687748610E-01 , -2.47062662478603423E-01 )
( -1.54033406507287002E-01 , 1.92706519078464505E-01 )
( 9.09586884426861308E-01 , 4.54531192498022707E-01 )
index: 1
( 5.26909548279578366E-01 , -8.52691725448079363E-01 )
( 4.44861533677228416E-01 , -1.05627501181601136E+00 )
( -5.97593871430163626E-01 , -5.03912447219225457E-01 )
( 6.62492236141761781E-02 , -8.21072942968096631E-01 )
( -2.96523953253447159E-01 , -7.86654042562452083E-01 )
( -1.90259640570708655E-01 , 9.01312024321270222E-02 )
( -1.71973118706869621E+00 , 6.87825630932683785E-01 )
( -6.97262067468515823E-01 , 3.31837373934054880E-01 )
( -9.21940980103643781E-01 , -2.93761853869175360E-01 )
( 6.67194897220542565E-02 , -7.56402858324489280E-01 )
( -9.90190739884937332E-01 , 2.51202645851940465E-01 )
( -1.70431003085616539E-01 , -4.28428016709536175E-01 )
index: 2
( 2.75938995477202631E-01 , -7.10250637145985908E-01 )
( -4.17754400905425316E-01 , -7.58756946222627626E-02 )
( 1.89452764170629701E-01 , -6.18534426736613185E-01 )
( -8.41666461708919011E-01 , -1.17604928026325758E-01 )
( -1.12129419798680363E+00 , -7.95277512240075701E-01 )
( -1.06501448655527006E-01 , -2.71531676371008612E-01 )
( 1.20948051078450414E-01 , -5.98082937811478255E-01 )
( -5.48340803361807572E-01 , -3.50489792608732809E-01 )
( -5.58063216101176152E-01 , -1.18450041299681896E-01 )
( -3.83349910400958505E-01 , 3.84186160005892952E-01 )
( -3.32287273182060083E-01 , -8.55976465037213252E-01 )
( -1.13164062812029093E-01 , -9.55017623911532443E-01 )
index: 3
( 5.91598359944175090E-01 , -6.39400809532313374E-01 )
( 3.83622565687720685E-01 , -3.39409516552793222E-01 )
( 6.42358180699674541E-01 , -4.76835617020946068E-01 )
( -9.00337680688351294E-01 , 5.78340540583748841E-01 )
( -3.13617315330438184E-01 , 2.33408609726334842E-01 )
( -1.07974152551302449E+00 , 1.13090335476309045E+00 )
( -6.76371916560911668E-01 , -1.34009120824709016E+00 )
( -1.98445251190633193E-01 , 1.89106072777645046E-01 )
( 7.40663893179260624E-01 , -1.15644794728839395E+00 )
( -1.11224470973984157E+00 , 6.82962109858717414E-01 )
( -1.06605875367372471E+00 , -6.38119217986871434E-01 )
( -2.41792373420510243E-01 , 7.03175107093963803E-01 )
index: 4
( 8.58905787761853112E-01 , -1.08089199872383923E+00 )
( 8.99928650597621393E-01 , -1.89122047061283971E+00 )
( -1.88187371385670960E-01 , -7.94068548621412296E-01 )
( -4.44040164824588968E-01 , -5.66487394487629331E-02 )
( 6.33815886933343786E-01 , -6.33846532218789310E-02 )
( 8.04685634960358276E-01 , 6.65838782004914864E-01 )
( -5.51646537800815295E-01 , -7.94065846042129042E-01 )
( 2.59661208079813965E-01 , -7.54507262303258042E-01 )
( -1.38758867602100300E+00 , -3.33841537990518911E-01 )
( -1.40136668711853507E+00 , 1.32539841463383512E+00 )
( -3.38227113430287774E-01 , -4.97800466703444078E-01 )
( -3.29255153079162588E-01 , 1.04315701622800217E+00 )
index: 5
( 8.27977208401895037E-01 , 5.84587455635891318E-01 )
( 9.09214783332946475E-01 , 3.98128700668843705E-01 )
( -1.22063254338438165E+00 , -5.77769011691142698E-01 )
( 9.24582433143536941E-01 , 1.12553157819845717E+00 )
( -6.82729194072238976E-01 , 1.33724380831665979E+00 )
