index: 0
( -1.19091553370528902E-03 , -2.62661397917119451E-03 )
( -3.80064304143106694E-04 , -1.93398620965278727E-03 )
( 8.72931681583816481E-05 , 1.02555511783623777E-03 )
( 1.44927031228073286E-04 , -2.86134555531669318E-03 )
( 1.84088952726441991E-03 , -1.06851713042507498E-03 )
( 1.28809913186056003E-03 , 3.66489205889042530E-04 )
( 3.43245305300580658E-04 , -7.68585021062961936E-04 )
( 1.28860944049014503E-03 , 1.89213976467210291E-03 )
( 2.76325613925008755E-03 , -1.07098780218095211E-03 )
( 1.88923845217484651E-03 , -1.06894756228795767E-04 )
( -2.12117181128192601E-03 , 2.81159070858893892E-03 )
( 2.60727447725939913E-04 , 3.71639925239185829E-04 )
index: 1
( -1.37692549340734101E-03 , 1.45155395819514818E-03 )
( -1.32921851633895560E-03 , -1.41423954996526546E-03 )
( -1.66535149995167883E-03 , -1.30826783751570534E-03 )
( 8.31279170128146469E-04 , 1.99535700366529779E-03 )
( 1.30535683137809454E-03 , -2.28444874808391004E-03 )
( -2.62440369459320151E-03 , 1.64066948881383488E-03 )
( 8.88922032871963938E-04 , -1.49801320192495318E-03 )
( 1.39818057183478607E-03 , -1.26550312779321510E-03 )
( 1.36975535091816546E-03 , 3.51828317602537145E-04 )
( 4.49685631204022876E-04 , 7.80938677969393743E-04 )
( 1.72362959970237409E-03 , 2.79305334139852684E-03 )
( -7.60623373681643664E-04 , 8.98818006149202254E-04 )
index: 2
( 7.92052163881109975E-04 , -2.07146808020496715E-04 )
( 1.30854995741674614E-03 , -2.08499686729428108E-04 )
( 3.28710281968323109E-03 , -1.97943362208839258E-03 )
( -1.34771351335364340E-04 , 9.38398694640839217E-05 )
( 1.52181818488467341E-03 , -6.10009253666429340E-04 )
( 5.10156462189353954E-04 , -4.10278505379976701E-03 )
( 3.41053307679374746E-03 , 9.91980144810491668E-05 )
( 2.44977633749289114E-04 , 5.98131938280271739E-05 )
( -4.82911469731415520E-05 , -1.90847878735618255E-03 )
( -2.93932162071599591E-03 , 1.82631960041339421E-03 )
( -9.55255812102316290E-04 , -2.11858731216335409E-03 )
( 3.04330137810353285E-03 , 1.20692669250964477E-04 )
index: 3
( 1.20319105924217122E-03 , -3.24515351807503011E-03 )
( 1.44443649423549162E-03 , -3.57599042742094177E-03 )
( 2.24247224205993256E-03 , 6.89086877909126684E-04 )
( 1.06774144255602273E-04 , 1.60074299006333540E-03 )
( -1.43224642961538545E-03 , -2.62960252948813734E-03 )
( -1.17705376265459091E-03 , 8.00290044894040251E-04 )
( 1.02209839018631071E-03 , 5.38187245244957455E-04 )
( 1.84553052132379637E-03 , 1.81332714607271338E-03 )
( -2.91360337552672155E-03 , -1.08455722819644535E-03 )
( 3.01669326469602896E-03 , 9.46711244633070240E-04 )
( -1.91000204647495892E-03 , 2.33631912435115167E-03 )
( 1.46081063848922275E-03 , -5.91094236988881118E-04 )
index: 4
( -2.48278673665898843E-03 , 1.46557715661957888E-03 )
( 1.79601617324916750E-03 , 3.95242469033777691E-03 )
( 2.12168724722819335E-03 , 3.59152062188170581E-05 )
( 1.29335006688638312E-03 , 1.71127168632958571E-03 )
( 5.41834337213746445E-04 , 1.07831357919357831E-03 )
( 2.63631382798228944E-03 , -6.30648011154865589E-04 )
( -3.27670422646682150E-03 , -1.27702953608377790E-03 )
( -3.00586435677050682E-04 , -2.48942136438811985E-03 )
( -4.40715784129385281E-04 , 2.26428968911259203E-05 )
( 2.14946650575167410E-03 , 5.26546547895790414E-03 )
( -3.19409041734774590E-03 , -5.84350065182804223E-04 )
( -1.86614996244240691E-03 , -1.28370330562817487E-03 )
index: 5
( -1.26495171159980973E-03 , 1.93275999375324488E-03 )
( 7.17439734090031004E-04 , 1.08447413306469401E-03 )
( -1.23345790377114048E-03 , 4.28399013441857317E-03 )
( -1.89086708761123431E-03 , -1.34902298629914637E-04 )
( -2.35181562485480434E-03 , 2.31046285209218815E-04 )
( 2.31710921391066601E-03 , 1.78957759306466084E-03 )
( -2.63624893874457849E-03 , -1.35121533539381820E-03 )
( 2.65244678326217054E-03 , 6.85180231406635467E-04 )
( -2.25526037935789821E-03 , -1.09825852165022428E-03 )
( -2.58212808211357283E-03 , 1.12823271027280830E-03 )
( 8.93860138223628083E-04 , 2.27161291320985073E-03 )
( -2.76681764375367664E-03 , -1.54181082217084726E-03 )
index: 6
( -4.98994576703655208E-04 , 2.58071302612113921E-03 )
( -1.54103671429117544E-03 , 1.58691114257063833E-03 )
( 2.97183606123466604E-03 , -3.94394970829076152E-03 )
( 2.18528597505548766E-03 , 2.12491860866159427E-04 )
( 1.45398869526641397E-04 , -1.95273641835734080E-03 )
( -2.65143271474828205E-04 , 1.39566738972855646E-03 )
( -6.41228720250013365E-04 , -2.56627178792110484E-03 )
( 2.41674356469225764E-04 , -5.53694222046130589E-04 )
( 3.89706080611416364E-03 , 1.22976518466655642E-03 )
( -3.07498481634833117E-03 , -9.74579891053229189E-04 )
( -2.67019660818990263E-03 , 2.99772879272829041E-03 )
( -1.62293864995505981E-03 , 3.12356064758322191E-03 )
index: 7
( 3.42022385134867777E-03 , 1.85068175296580198E-03 )
( -2.00125890234189885E-04 , 2.04609996863008500E-04 )
( -2.50418261826802508E-03 , 1.12230649934367513E-03 )
( -1.56871602488035532E-04 , -1.73011237992906077E-04 )
( 1.63536953300575847E-03 , 2.31406528552853367E-03 )
( -3.18454036593646128E-03 , 6.37700665963344309E-04 )
( 2.85031485513902866E-03 , 9.18778891284009139E-04 )
( 8.85437540218501212E-04 , 1.34833300501041565E-03 )
( 7.67458365350492423E-04 , 1.76695225174302965E-03 )
( 5.84972840824746318E-04 , 1.75562812481207947E-03 )
( 3.44281920633766967E-04 , 5.93938808321281563E-04 )
( -6.69152770652294915E-04 , -1.02374927494213873E-03 )
index: 8
( 2.55723989604773883E-03 , 4.90179086983200465E-04 )
( 2.19596732284117833E-03 , -4.87602424170259095E-04 )
( -1.89049490609314945E-03 , -1.04270292944359192E-03 )
( -2.40359049183620039E-03 , -2.62248874234113178E-03 )
( 4.41137325058400202E-03 , -1.33597380847933216E-03 )
( 1.31897066217566482E-03 , 6.48410444499453393E-04 )
( 5.04069156243279492E-04 , 1.62565248638044764E-03 )
( -3.69174784723486993E-03 , -2.89902322044131681E-04 )
( -3.54179630669551235E-04 , 3.81914031122777657E-04 )
( 1.46946834468662866E-03 , -6.50107824497334150E-04 )
( -3.74966670139356825E-03 , -1.15000111826891148E-05 )
( -1.52849970717499196E-03 , -1.67858585935522957E-03 )
index: 9
( -1.38768421082584108E-03 , -4.10374023194701176E-06 )
( -1.47810616849990270E-03 , -1.27018295637875691E-03 )
( 3.56539800985320333E-03 , 2.35541125391756055E-03 )
( 1.50329740489332786E-03 , -3.61548410204671393E-04 )
( 1.84979559747293376E-03 , 8.05471120713152893E-04 )
( -7.78237509497089466E-04 , 3.15062433165873420E-03 )
( -3.07507856016688789E-03 , -6.44061278589470420E-04 )
( 9.43570266135839407E-05 , 8.95200516007597837E-04 )
( 6.92466840499163412E-04 , -1.93131644798676485E-03 )
( 7.35777575366894495E-04 , -7.47405141979560952E-04 )
( -8.90871768697943300E-04 , -3.57362307216867083E-04 )
( -3.06273355226513487E-04 , -2.57584978195559170E-03 )
index: 10
( -1.46361986611927178E-03 , -2.14453171838919609E-03 )
( 4.07687699246840271E-03 , 8.00025095997405227E-04 )
( 2.84626345346198489E-03 , -9.43122952503142563E-05 )
( -8.79660543780205317E-04 , -3.80732238149823071E-03 )
( -2.62209302761682271E-03 , -1.50756524590566128E-03 )
( -3.16592862044804291E-03 , 4.20775773977813124E-04 )
( 8.82431530814554240E-04 , 6.17852839442811709E-04 )
( 5.00363450816522005E-04 , -1.27053561624498271E-03 )
( 1.76481917603502135E-03 , -1.52598783257658745E-03 )
( 1.60499611675222901E-03 , -1.98093959707892789E-04 )
( -6.28806422460393365E-04 , 3.05474025127516410E-03 )
( -4.06041284401967295E-03 , -1.31197012814091019E-03 )
index: 11
( -8.26181397097940301E-04 , 2.78880597198514091E-03 )
( -2.03737761270577971E-03 , -1.14326638141821688E-03 )
( -3.13426837339679173E-03 , -2.06939458388910851E-03 )
( -1.32862385374555377E-03 , -9.96724386664483574E-05 )
( 2.56526347125736725E-03 , 5.16440305111051396E-04 )
( -3.53485200008955619E-03 , -2.72744708954896593E-03 )
( 1.92953740619336480E-03 , -3.93726939330854369E-04 )
( 2.43954078524842577E-03 , -3.35307247088067854E-04 )
( 6.47726849329966544E-04 , -2.59396206215975348E-03 )
( -2.51430066333700568E-03 , 5.97823516395534771E-04 )
( 1.94337724180736367E-06 , -5.78120653986375840E-03 )
( 1.22159945963497426E-03 , -6.06367795036690362E-04 )
index: 12
( 1.25715903466750464E-03 , -2.87792331954144637E-03 )
( -2.36419513618345376E-03 , -1.62852087521994779E-03 )
( -9.44552342002432537E-05 , 1.65409455851069976E-03 )
( -1.09405464968841170E-03 , 1.64678585113523277E-04 )
( 1.30077346373772961E-04 , 1.89561956116144725E-03 )
( -1.26176569012041370E-03 , 1.70978714544563291E-03 )
( -5.08273659122894517E-03 , 6.16615801856178073E-04 )
( -3.67806882647861086E-04 , 1.78958057050636202E-03 )
( 4.49484458363678778E-03 , 1.27879471196449320E-03 )
( -1.22676089637477857E-03 , -2.55785839459436379E-03 )
( -4.66408930644521269E-03 , 8.13075166026480829E-05 )
( 7.70081193919509833E-04 , 1.96431585374791287E-04 )
index: 13
( 2.39460325357142203E-03 , -2.70405778476631546E-03 )
( -6.94273416958611001E-04 , 1.11913493494755095E-04 )
( 3.63986244758891884E-03 , -1.86665378997951563E-03 )
( -1.61689895878527759E-03 , -7.27314841527553543E-05 )
( -2.22449149814870533E-03 , -9.24797704665924775E-04 )
( -3.36505560689783086E-04 , 1.27136102925058192E-03 )
( 1.55655172687041692E-03 , -3.08636123660652509E-04 )
( 8.43412071829259102E-04 , 2.35888941098475347E-03 )
( 6.51793654366435941E-04 , 2.22824990621607469E-03 )
( 8.78070497072922646E-04 , -1.00210147285295886E-03 )
( -1.86269363436550968E-03 , 5.59840281985790221E-04 )
( -1.65028809845328608E-04 , 3.40055001572047203E-04 )
index: 14
( 1.16983161988545490E-04 , 6.56140944000725831E-05 )
( 3.80387732258001803E-03 , 1.52551081593455332E-03 )
( -1.82228831620433272E-03 , 1.74215489730392603E-04 )
( 8.53860186487801235E-04 , 7.13965095207049166E-04 )
( -1.75442644181538453E-03 , 1.08730884382310443E-03 )
( -6.59273328295103492E-04 , -9.43308835647753809E-04 )
( -2.46186870277700443E-03 , 3.98018071495294910E-04 )
( 8.00792138636167690E-04 , -1.70912658215145730E-03 )
( -4.13005249724015535E-04 , -4.67881936513819797E-04 )
( 4.12434485480044609E-04 , 1.03285884550929907E-03 )
( 1.57764003903082084E-04 , 2.85475067022811007E-03 )
( 2.22306719127978412E-03 , -2.26100241135083411E-04 )
index: 15
( -6.34858576892900935E-04 , 1.06763956806385355E-03 )
( -4.44792192611393909E-04 , -4.48583845633841391E-04 )
( 1.42576802715100844E-03 , -2.55699536412697841E-03 )
( 6.27279189380494260E-04 , -9.25820279062162751E-04 )
( -1.01838857456838967E-03 , -1.38679247014308828E-03 )
( -2.52506872194413349E-03 , -3.03274190445213757E-03 )
( -1.19272668668577234E-03 , 2.08963113867277270E-03 )
( 5.86590778527476542E-04 , 5.59855017425724111E-04 )
( -1.15487631843992264E-03 , 1.81261721779134776E-03 )
( -1.37757525673335769E-04 , -2.39697359036522778E-03 )
( 1.42467739604742690E-03 , -6.78373148858048519E-04 )
( 2.12467551373007272E-03 , -7.17613502944792017E-04 )
index: 16
( 4.43755001812173779E-04 , -2.17328389323451828E-03 )
( -1.86633914615486497E-04 , -1.56818662966994992E-03 )
( 2.26288990694650067E-03 , -3.64532617537311962E-04 )
( 1.92028576002642448E-03 , 1.71567458111347975E-05 )
( -4.47036205349495095E-03 , 2.59361914762819799E-03 )
( -2.42480051108427208E-03 , 3.60027245228243162E-04 )
( 4.01600648614204841E-03 , 3.14693004487618180E-03 )
( -2.12656875243111190E-03 , -2.08621974472655717E-03 )
( 2.03437309517543862E-04 , -3.48979015552871403E-04 )
( -1.73547465983081486E-03 , -1.57550169644189199E-03 )
( -2.00196181529945687E-03 , -1.07095597608829109E-03 )
( -2.25866445581451728E-03 , 9.52335740714809918E-04 )
index: 17
( -1.44474583464328189E-03 , 3.29148532652126752E-04 )
( -2.55742478392205746E-03 , 1.30688253782297982E-03 )
( 1.78659220976431962E-04 , -6.41675304314304369E-03 )
( -1.58840440203076292E-03 , -2.38851715603576563E-03 )
( 3.96763719041103979E-03 , -6.07034812369037385E-04 )
( 1.68356509885260550E-03 , -1.55235585318141945E-03 )
( -6.97547470322940392E-05 , 6.11431410872076983E-04 )
( -1.82675208044951202E-04 , -6.09301211580195665E-04 )
( 7.65417435344236795E-04 , 2.86150403758257286E-03 )
( 3.27574558465351749E-03 , -1.33804720846978048E-03 )
( -1.87798439103154533E-04 , -1.00254726315839992E-03 )
( 9.52915535015929488E-04 , 1.47393443055100380E-03 )
index: 18
( 4.13620471909184107E-04 , 3.04512593288223552E-03 )
( 4.01381360681341264E-03 , 7.25742281444885225E-04 )
( 1.40095383007022927E-03 , -5.04266610440152270E-04 )
( 2.80795821591374017E-03 , -4.29545904773960378E-04 )
( -3.55221433753956243E-03 , -2.19787047548367781E-03 )
( -2.46326700891995147E-03 , 7.64240830236784935E-04 )
( -1.89876674919360004E-03 , 4.86473582849436103E-04 )
( 3.13436041713839163E-03 , 8.70825283988469661E-04 )
( -6.13691549820169079E-04 , -1.08988529405725496E-04 )
( 1.93943577632496307E-03 , -1.39038784695170179E-03 )
( 1.78724291336104205E-03 , 1.19769926972537700E-03 )
( -2.65805575554638705E-03 , 1.64209332125065662E-04 )
index: 19
( -1.21938801064485659E-03 , -7.31879536179812305E-04 )
( -4.55558984374762783E-03 , -4.69149335843595163E-03 )
( 1.32493715963940390E-03 , -2.89113984356557767E-04 )
( -5.71095326452539243E-05 , 6.99356745545941867E-04 )
( -9.11352469835450315E-04 , 3.68920153774891834E-03 )
( -1.33281414339264941E-03 , 1.72957544236850523E-04 )
( -2.26610813083825881E-04 , 1.69164511922088520E-03 )
( 1.67167449804558280E-03 , 2.93254292479705903E-03 )
( -2.68953269442750303E-03 , 2.82393994117481877E-03 )
( 3.36664627604423743E-03 , -2.96450392018679986E-03 )
( -4.14028368328130027E-04 , 1.10203139909096802E-03 )
( -2.84332838347993401E-03 , -2.91735901058608150E-03 )
index: 20
( 1.90218036457424433E-03 , -7.28342270134936542E-04 )
( 1.80552668251738642E-04 , -4.64570616272065150E-03 )
( 7.63939720256748495E-04 , 2.09293627773710252E-03 )
( 1.71134052734513349E-03 , 8.10251360047348928E-04 )
( 2.17705410295367758E-03 , -3.98888198852074931E-03 )
( -1.34362318577135355E-03 , 7.56626317739038032E-04 )
( -3.53521529951465610E-04 , -1.48529273347807779E-03 )
( 1.84150263019793644E-03 , -2.19886691249059421E-03 )
( 1.77078403031189630E-03 , 5.28838145824227050E-04 )
( -4.44519006760737273E-03 , -1.93330950931706620E-03 )
( -2.91587752492930476E-03 , 2.05170635491622958E-03 )
( 3.43689014655432310E-03 , 6.59085626901949524E-04 )
index: 21
( -7.12325354138471350E-04 , 1.37093806778003586E-04 )
( -1.07484020170433431E-03 , 1.51596864385219587E-04 )
( 1.27897805714846115E-03 , 2.22861955826589297E-03 )
( 2.57161221422174215E-04 , -2.75803054118902661E-03 )
( -1.45297483181777752E-04 , -8.87837966570752734E-04 )
( 3.52249133461000452E-04 , -1.83967271320109767E-03 )
( 3.24657749573798381E-05 , -2.28093998831027265E-03 )
( 1.33536801664276852E-03 , -9.31119369306301903E-04 )
( 1.74077437338531513E-04 , 8.58644758937180232E-04 )
( -4.64726990467555028E-04 , 7.24033560697499076E-04 )
( 1.67658559440025858E-03 , -7.10491057865055790E-04 )
( 2.22929857367154755E-03 , -1.53448542273973291E-03 )
index: 22
( 1.84626586581363729E-03 , 7.71710469392338253E-04 )
( -1.25027032949188988E-03 , 1.34604206626844054E-04 )
( -1.81638934130899069E-04 , -2.71744976341651602E-03 )
( 1.71592455096601323E-03 , 4.07854548509199461E-05 )
( 1.93820420071445071E-03 , -2.66329105082435962E-04 )
( 2.34824729924020762E-03 , -2.30328251563991599E-03 )
( -1.80553875637641222E-03 , 2.08331059870585182E-04 )
( -3.83399993829040527E-03 , 4.10845644552824615E-03 )
( -1.67316540075736501E-04 , -2.53765470413842278E-03 )
( -1.48900685027436022E-03 , -8.50347845874837400E-04 )
( -2.25945606057534418E-03 , -4.49120559600655321E-04 )
( -1.12988481786400184E-03 , 1.68176793468071762E-03 )
index: 23
( -1.77446354000797583E-03 , 1.66487344772264637E-03 )
( -1.10697324879356629E-03 , 6.43058407710739906E-04 )
( 6.85265543869537736E-04 , 1.85272064791383042E-03 )
( 1.31109374182813532E-03 , 9.97201094338673669E-04 )
( 5.69158818619590248E-04 , -1.49801301565586839E-03 )
( -2.41388843574689939E-03 , 9.55200275548838103E-04 )
( -8.98295929180299236E-05 , -1.30227535664376951E-03 )
( 1.47745351096068982E-04 , -1.11167340282106999E-03 )
( -1.06038405888838304E-03 , 3.10323811743589654E-04 )
( -6.09291286389712053E-04 , -1.37595218209722939E-03 )
( -2.77685678498996481E-03 , -8.62466309384803034E-04 )
( -2.63207320621459875E-03 , 1.39997854863115512E-04 )
index: 24
( 8.87552362688066431E-05 , -7.39085608033892118E-04 )
( 1.77468034908414879E-03 , -2.34455820068530437E-03 )
( -3.97483987602489149E-03 , -9.92221765721448216E-04 )
( 3.65636651903746435E-03 , 5.69211738038278192E-04 )
( 2.78777776968855895E-03 , 5.90490806063443579E-04 )
( 4.07151336996714776E-03 , -4.61759835089140588E-04 )
( -3.73214195421934375E-03 , -1.25954991127355423E-03 )
( -1.02935264571044158E-03 , -5.96417559052161029E-04 )
( 9.87783837970879208E-04 , -3.31858002263512924E-04 )
( 1.46076592394794869E-04 , 2.12771458971904590E-03 )
