x=0,y=0,z=0,t=0
( 3.60611561554642841E-05 , -2.79205927391561800E-04 )
( -2.00051539466240423E-04 , 1.46216092905380643E-03 )
( 8.76591500185722129E-05 , 3.88559740218275365E-04 )
( -1.01530880455835421E-04 , 1.17836710519241233E-03 )
( -9.39673764953505297E-04 , 8.94251582995724817E-04 )
( 5.33742253557046914E-04 , -5.01488193032198861E-04 )
( -1.04086985296144088E-03 , 9.47167916248752711E-04 )
( -1.61069927248355638E-04 , 6.05994714138129056E-04 )
( 8.18837039411231217E-04 , -3.02240062681698217E-05 )
( -4.01170309493534705E-04 , 3.16360450527732864E-04 )
( 2.13230434786110723E-04 , -3.42046025387010891E-04 )
( -4.08963147273908706E-04 , 3.31121718217382516E-05 )
x=1,y=0,z=0,t=0
( -5.81397004011629235E-04 , 3.33635049700606518E-04 )
( 3.81442530078337193E-04 , -9.99468083575772706E-04 )
( 1.28846810572068727E-04 , 2.66915406560197402E-04 )
( -2.62911784289515823E-04 , 4.27077877091106874E-04 )
( -2.53894046809890008E-04 , -7.98081164223740256E-06 )
( 4.86788959076677385E-05 , -4.05031228391816234E-04 )
( 3.50192874752313808E-04 , -2.64932855739753151E-04 )
( -5.88202840117359811E-04 , 8.31261938452300267E-04 )
( 1.00602464684788288E-03 , 9.27167586387086791E-04 )
( -7.17579979839991894E-04 , 4.14473081174934071E-04 )
( -1.61553991562887571E-03 , 2.10544625901881873E-04 )
( -2.96514625104320954E-04 , 6.22480490603058954E-04 )
x=2,y=0,z=0,t=0
( -9.00897310041449360E-05 , 1.06129548899416093E-05 )
( 2.17452166245967816E-04 , -9.40397287414292333E-05 )
( -3.33109074399094143E-04 , -5.70953822271618491E-05 )
( 3.14348163099589301E-05 , 2.04896830331424722E-04 )
( 3.42417749788335394E-04 , 1.76018362603067805E-05 )
( -2.17747127537011158E-04 , 9.53438529245763291E-05 )
( -2.21727342540008795E-05 , 5.21550232900335592E-04 )
( -2.97816176139311371E-04 , -2.34879185589366072E-04 )
( -1.64049815760170014E-04 , 7.97396358672156557E-05 )
( -4.23105044093835037E-04 , 2.90178018812780854E-04 )
( 2.31027894672521745E-04 , 4.47075833200053668E-04 )
( -9.35621182933204750E-05 , 2.10703807019150418E-04 )
x=3,y=0,z=0,t=0
( -1.40880966132404892E-03 , -2.53139865137479983E-04 )
( -3.48136509345116406E-04 , 3.36450629614037629E-04 )
( -9.99606745597597657E-04 , 6.43770398273819954E-04 )
( 7.65943265263652022E-04 , -5.90811187977410227E-04 )
( 2.94281570453783681E-04 , 8.36852340251965183E-04 )
( 6.26432560663474965E-04 , -2.19222170562243998E-04 )
( 5.98333173885509011E-04 , -2.88458027659313650E-05 )
( 4.38319403661096142E-05 , 6.25577542344322437E-04 )
