index: 0
( 2.94080365006313860E-04 , 8.94401422995473735E-05 )
( -6.63918393293050683E-05 , 5.63236745327270062E-05 )
( 6.01853505618487697E-05 , 1.39671035980547465E-05 )
( 1.94796313899350967E-04 , -2.18129633623649925E-05 )
( -2.16105941505020287E-04 , -9.62347133362380066E-05 )
( -9.66814779366721025E-06 , 2.22337117500488203E-05 )
( 1.37060551325759669E-04 , 1.31578300862671940E-04 )
( -7.32342989394075541E-05 , -1.65593908990425151E-04 )
( -5.45965780442505579E-06 , 9.21918818523385876E-05 )
( 4.80247112047121606E-05 , 7.82429705154776218E-05 )
( -5.30312365148267201E-05 , 5.14667432953933458E-05 )
( -1.17811961952319640E-05 , -1.07343431963025738E-04 )
index: 1
( -6.34439642837335055E-05 , -2.33338032845986979E-05 )
( -2.35220045467263947E-05 , -3.10578182684389148E-04 )
( 7.15026511725407282E-05 , 1.19761073490219248E-04 )
( -9.55872429418557650E-05 , -3.74694869724368859E-05 )
( -9.23031454120847174E-05 , 9.63444766540232696E-05 )
( 2.96012071769032406E-05 , -1.73084511727192384E-04 )
( 1.30476363255717446E-04 , -3.64136887948620269E-05 )
( -8.84582157654097021E-05 , -9.29286108942222410E-05 )
( -4.06605716135642961E-06 , -8.05516634314996189E-05 )
( -1.74777341603071795E-04 , -8.47529588669222684E-05 )
( -1.69365223266086055E-04 , 3.00108154601277195E-05 )
( -2.50023693203833021E-05 , -1.64962827344329436E-04 )
index: 2
( -3.47074713254578410E-05 , 7.70743189929074478E-05 )
( -1.39877049391531368E-04 , 1.25825430775773351E-04 )
( -5.38721548573779536E-07 , -3.56399570916036046E-05 )
( 1.20666564535331229E-04 , 5.50983843839298031E-05 )
( 1.95844807094242923E-04 , 1.67880256468229980E-04 )
( 1.13971438773983303E-04 , -1.72690694929817801E-05 )
( 4.21711010611801492E-05 , -1.97937261863244954E-04 )
( 4.04648990618659279E-05 , -5.04768484206030688E-06 )
( 1.00684305906334999E-04 , -5.64077635265275090E-05 )
( 6.86289878933609679E-05 , 6.68572290205603562E-05 )
( -1.42971640311403899E-04 , -9.26619332532764291E-05 )
( 1.51161313316013161E-04 , 2.73372262275364185E-05 )
index: 3
( 5.96446757915209151E-05 , -4.28506900068025204E-05 )
( 9.59352930646236303E-05 , -7.51095851889425935E-05 )
( -6.82754535334488939E-05 , 1.95054170591597333E-05 )
( -6.09235434790643705E-05 , -6.02601177009343759E-05 )
( -3.63015942394501716E-05 , -1.24071069109774095E-04 )
( -2.45441698497452854E-05 , 1.07015609551867116E-05 )
( 1.02073174367098448E-05 , 5.36110347912245605E-05 )
( 1.44042981132025925E-04 , 1.13782118881666924E-05 )
( -4.77601512772313187E-05 , 3.31928226262289596E-05 )
( 3.06882859363523085E-05 , 6.29512462428704147E-05 )
( 2.21324319134161491E-04 , -5.93984579487897863E-05 )
( -2.77569596334251563E-05 , -1.09153002754694601E-05 )
index: 4
( -1.21695520844629991E-04 , 2.84069795750421266E-05 )
( 4.28590396633030281E-05 , 9.71074166532395018E-06 )
( 4.72127709116054479E-05 , 3.89431584400954582E-05 )
( 7.20574752708775764E-05 , -1.76822530678121356E-04 )
( -3.73759621108314612E-05 , -1.70644409951694947E-04 )
( 2.73115748032999925E-05 , 9.43513602646385476E-05 )
( 2.75067771055592612E-05 , -7.96587810331274976E-05 )
( 2.04371322507539811E-04 , 7.30997193479714341E-05 )
( -1.27949461368948231E-05 , 1.43392079803204028E-04 )
( 6.07691434733286092E-05 , 1.38626628089465187E-05 )
( 4.10738618115307809E-05 , 3.80148556840591032E-05 )
( -1.00196559850835559E-04 , 6.03553159843630383E-05 )
index: 5
( 7.32877061858797974E-05 , 1.29674157286876888E-04 )
( 8.17744789402168656E-05 , 2.45526233801248415E-04 )
( -1.44853948935345900E-04 , -1.57365371437941082E-04 )
( 5.08826920622377902E-05 , -1.55679554155517194E-04 )
( -7.46712490087590372E-05 , -8.35413444357046133E-05 )
( -6.67503478508987705E-05 , -2.80138241470186193E-05 )
( -1.16555965784479189E-04 , -6.31172158446238979E-05 )
( -1.80632880995847768E-04 , -5.28436882978483590E-05 )
( 1.90719810018765741E-04 , 6.29444294177965272E-05 )
( -3.47068110209385337E-05 , -1.43309117386490115E-04 )
( -1.64279536754637865E-04 , 6.31389527391752498E-05 )
( -7.28182508939509529E-06 , 2.49026361041621252E-04 )
index: 6
( -1.06671101045953447E-04 , 1.83232877192159157E-04 )
( 3.98837008815859477E-07 , -5.68172921869293231E-06 )
( -2.01304987546162598E-06 , -1.36040246442722381E-04 )
( -1.27511484734973480E-04 , 8.33338045936035448E-05 )
( 3.82656319062270043E-05 , -2.70057699127874170E-05 )
( -4.66964281422912883E-05 , 6.20567062496833863E-05 )
( -1.45025707454831928E-04 , -6.90760164149885369E-05 )
( 1.72667446555424412E-04 , 2.95951711561710405E-05 )
( 8.58826246069756944E-05 , -3.23364444300302633E-05 )
( -2.69267373288332085E-05 , -1.10510266606434491E-04 )
( 4.15183001794224341E-06 , -7.20537635855703258E-05 )
( -8.84463981727409807E-05 , 9.25846473417293674E-05 )
index: 7
