index: 0
( 1.02801988383994977E-05 , -5.25523158816344085E-06 )
( -2.27214818571743649E-06 , 7.97506435364968852E-06 )
( -1.10605494261012193E-05 , -1.52792660356698804E-08 )
( 5.44453508459570210E-06 , -2.16956609155704727E-06 )
( -1.30443360090702371E-06 , 7.95637744220353596E-06 )
( 5.20563301884185577E-06 , 7.18364837446096852E-06 )
( 6.70891233229930300E-06 , 1.64798437681516991E-06 )
( -7.86509509934754905E-06 , 1.09984244598411142E-05 )
( 1.95396213600978887E-06 , 7.15401697771422717E-06 )
( -1.13790425344676614E-05 , -4.43113445394773263E-06 )
( -5.95628225480287230E-06 , -3.04723028132210235E-06 )
( 5.62659509529696567E-06 , -3.49546652449383370E-06 )
index: 1
( 2.01780799333277339E-05 , 2.32712674826398731E-07 )
( 1.49512381376361224E-06 , -6.13906328473653456E-07 )
( 8.33979606106571046E-07 , -8.26290012329681626E-06 )
( -8.69350651338926678E-06 , -6.38575722352969572E-07 )
( 7.80943451350610587E-06 , 4.06122710266920645E-06 )
( 3.74073492441924455E-06 , -2.12268370426643780E-06 )
( 2.49658522669682514E-06 , -4.29788691084634444E-06 )
( 2.84303562828599622E-06 , -1.20356316007222395E-05 )
( 7.72940730437309883E-06 , 6.23387084512845398E-06 )
( 2.25317963048525913E-06 , 5.98567565496359412E-06 )
( 7.60902227561627738E-06 , 1.67316213758692237E-06 )
( -1.40426585897158748E-05 , 2.68957897803044684E-06 )
index: 2
( 6.64828115195368569E-07 , -1.35224883529814891E-05 )
( -2.56364725364056581E-06 , -2.39889430313016089E-05 )
( 4.95669225226214205E-06 , -1.73455368567313054E-05 )
( -4.11559694444791013E-06 , -1.79283822785936935E-05 )
( -3.66717917886665645E-06 , 2.40743818226214873E-05 )
( -6.72981612756282807E-06 , 1.41116874355090848E-06 )
( -1.82129979398530623E-07 , 9.41201353049423399E-06 )
( -1.15921239715343052E-05 , 3.76416282801173791E-06 )
( 1.13439921130313697E-05 , 7.17093073472717283E-08 )
( -8.66738047598764531E-06 , -1.25061229468857030E-06 )
( -3.39845154762930678E-06 , 3.24471718208991710E-06 )
( -4.29284936743042047E-06 , -5.83927968738920640E-06 )
index: 3
( -1.29372537642293107E-05 , -2.00713197810688664E-06 )
( -1.12782541450068966E-05 , -9.26946153795245939E-06 )
( -1.21167445580454065E-05 , -9.09511526466672659E-06 )
( 1.15505712296906340E-05 , 5.94219468306812255E-06 )
( -1.66044626140934448E-05 , -1.12604304237541716E-05 )
( 1.21161453424561428E-05 , -1.04613031413356253E-05 )
( -1.39328007624018128E-05 , -2.21797483091723689E-06 )
( -8.89106963434891918E-06 , 2.36102495066644096E-05 )
( 7.45477611173391130E-06 , -3.73260837136226036E-06 )
( 3.88158816689217629E-06 , -6.74986521156706025E-06 )
( -3.29830159298431168E-06 , 1.30002650129317341E-05 )
( -3.46619247999793047E-06 , 6.77691256978290285E-06 )
index: 4
( -2.74321484295815742E-07 , -5.08179001724455269E-06 )
( -5.57591595255862384E-06 , 3.02625010550248863E-06 )
( 2.07388493896788925E-06 , -2.34907062681745122E-06 )
( -3.95264335278820036E-06 , -7.74083957914001811E-06 )
( -9.97693902829074728E-06 , 2.01200816416994947E-06 )
( -6.39916197218227999E-06 , 7.52777013872281138E-06 )
( -3.18429340888450141E-06 , -7.53602511421080763E-06 )
( -1.76373509955602768E-06 , 1.51425906476306128E-06 )
( 4.68399376241767490E-06 , 1.29140947539487892E-06 )
( -9.34500870689989238E-06 , 6.73737495230920414E-06 )
( -2.14057214637092354E-05 , -4.75792287616313620E-06 )
( 1.86649573641139928E-06 , 5.26137954310933263E-07 )
index: 5
( 1.34072020214125065E-05 , -4.93428970316398383E-06 )
( -7.38055566496146224E-06 , -7.05387620953664018E-06 )
( 3.06502758895679995E-06 , -7.69829346723391891E-06 )
( 7.83619725849695385E-06 , 7.48658730616895082E-08 )
( -4.46223194566732852E-06 , -3.37925256425557638E-06 )
( -4.37511248659261434E-06 , 7.22306478178412928E-06 )
( -7.97528353455925889E-07 , -6.47385583335685853E-06 )
( -7.07694168920678265E-08 , 6.26455031469293573E-06 )
( 8.38924250587089259E-06 , -3.68683491588939362E-07 )
( 6.80246145498613760E-06 , 1.19133227957760801E-05 )
( 3.68386570669548298E-06 , -1.36845490380669700E-05 )
( 8.39581253472177550E-06 , -1.54709225749304448E-06 )
index: 6
( -5.14571799610922170E-06 , 6.18128911313757192E-06 )
( 1.75507443704012041E-06 , -1.03890916824639702E-05 )
( 1.80313117156794939E-06 , 5.36066823817858373E-06 )
( -1.85205902051708865E-06 , -6.03184199923494321E-06 )
( 9.63764550634679939E-06 , -8.58373958386225730E-07 )
( -5.77754447388269136E-07 , -1.42728646953707884E-06 )
( 7.04548355322925252E-06 , 1.62297439329001219E-05 )
( 2.37552864183510307E-05 , -5.33417738342875994E-06 )
( 2.22240316883796181E-06 , -5.73990487438257809E-06 )
( 5.79984824158795851E-06 , -7.10888884519435331E-06 )
( -1.83736058620533656E-05 , -5.33846230499925012E-06 )
( -9.98666963469980273E-06 , -3.00748762032719780E-06 )
index: 7
( 5.99095358264013443E-06 , -3.24107124778769889E-06 )
( -6.52411363708934943E-07 , 8.95684817385998715E-06 )
( -3.38210690538355192E-06 , -6.13829655566475787E-06 )
( 2.87187700465747417E-06 , 4.17954833151329059E-06 )
( -1.33717241404882528E-06 , 1.13498530523591275E-06 )
( 8.48280458639156875E-06 , -7.12922664026520383E-06 )
( -5.09141114155160622E-06 , -1.81837125768861133E-05 )
( 1.41977343845888681E-05 , -4.21729438921416140E-06 )
( -4.89032852480444935E-06 , 4.54099922852076557E-06 )
( 7.01434929276679647E-07 , 2.17878577579149889E-06 )
( -2.57189945912948904E-06 , -4.87860147191323293E-06 )
( -1.26553744490910983E-05 , 3.53359182714483970E-07 )
index: 8
( 5.57271636606207173E-06 , 2.44486394915554539E-06 )
( 4.79941549875824722E-06 , 5.31117105419627479E-06 )
( 1.10776371412895815E-05 , 2.26263616577109300E-06 )
( 4.41457791038013797E-06 , -1.14293074311976072E-05 )
( -4.17675794382318895E-06 , -8.42509919166534369E-06 )
( 1.08845368815075701E-06 , 4.20267652410715261E-06 )
( 5.94929516525447504E-07 , 1.05863382864333268E-05 )
( -1.73725329623520422E-05 , 3.62044524897618505E-06 )
( 2.98332685919288127E-06 , 1.34010133951028947E-06 )
( -8.28780062114272178E-06 , -1.09986352434362483E-06 )
( 8.11677768582071753E-06 , -8.12455274547179492E-06 )
( 1.05538402998273998E-06 , 1.28917465584740347E-05 )
index: 9
( -1.18033488911771456E-05 , 1.11428047929302614E-05 )
( -1.11076612680304391E-05 , 1.05193273413226732E-05 )
( -5.00995312077503566E-06 , 2.45322524510489663E-06 )
( 5.76469463229690459E-06 , -7.81060030661023119E-07 )
( 1.10503423443867995E-05 , 1.28161175673998587E-05 )
( -2.31424542325849363E-06 , -4.01891275459142981E-06 )
( -4.49374213237313729E-06 , 1.11373389857346498E-05 )
( 6.92707949396554998E-06 , 5.69659955818430855E-06 )
( 7.35056294312766260E-06 , -1.19713024208059467E-05 )
( 5.46878147057466354E-07 , 3.06492123469750434E-06 )
( -2.11085886274309146E-06 , 4.70483767885529822E-07 )
( 2.48978313469563119E-06 , 1.14489685082792241E-05 )
index: 10
( -5.28722773115088439E-06 , -3.49947618961431323E-06 )
( -9.02037248463542272E-06 , 4.07616948686431464E-09 )
( 1.53235115925082033E-07 , 1.03264343911305141E-05 )
( 9.34783984079492453E-06 , 1.86444353712312064E-06 )
( 7.73368605853012255E-06 , 3.92145555073325479E-06 )
( 4.22444755728121259E-06 , 1.04864762817676949E-05 )
( 6.81244777367030012E-06 , -2.13161869035651647E-06 )
( 4.74974604079700185E-06 , -1.29824584524260316E-05 )
( -9.23528239176977728E-06 , -9.91518084632168843E-06 )
( -1.01124151090231431E-05 , -1.78403767805563181E-05 )
( 8.33751457755276698E-06 , 8.94607936485726838E-06 )
( 1.19063777200446095E-05 , 1.91315472748219801E-06 )
index: 11
( 5.56222152668113924E-07 , 4.57553753376294900E-06 )
( 2.51793146583749553E-06 , -1.89424588802999109E-05 )
( 6.83575032163885718E-06 , -5.11779876563460557E-06 )
( 1.34601777200690077E-06 , -3.23789448279729776E-06 )
( 1.59213695693714898E-06 , 2.01618438705414793E-06 )
