index: 0
( 1.87157877095373016E-07 , -1.08693832730725655E-07 )
( -3.16746554195764370E-07 , -6.68871334450269534E-07 )
( -7.62429780279572384E-08 , -7.33454539322476131E-07 )
( 2.55846229523111756E-07 , 3.21270357581838779E-08 )
( 5.70307968395255395E-07 , 2.33622288833256630E-08 )
( -2.01821189339635663E-07 , 1.20828069405401100E-07 )
( -4.78721869015713617E-07 , 3.39601620432674644E-07 )
( 7.31081405132238963E-07 , 7.32837428383985053E-07 )
( -1.68831383769688620E-07 , -8.95243219878415192E-07 )
( -8.42521629634049354E-08 , 3.20695175263168505E-07 )
( 4.57256055055698864E-07 , 4.48603885200787510E-07 )
( 2.66639385234952067E-07 , 6.34704783578415743E-08 )
index: 1
( -3.50213468008732901E-07 , -1.12210747497020014E-07 )
( 5.46797616817223350E-07 , -8.21830820861985942E-08 )
( -3.01495373790340864E-07 , -2.68880949160448486E-07 )
( 4.79682978774356588E-07 , 5.98869892196151807E-08 )
( 8.60317814189842108E-08 , 1.06041685369365294E-06 )
( -1.01855578709132238E-07 , 1.20110252506268105E-06 )
( -9.98432168524761320E-07 , 5.01651525302243400E-07 )
( 3.51328428338104026E-07 , 1.11818515576754969E-06 )
( 2.36893512046538988E-07 , -9.45252899925438080E-08 )
( -8.98628732511152620E-07 , 5.98835970708686341E-07 )
( 2.51419980878219447E-08 , -4.86277496500519398E-07 )
( 5.92442841856640748E-07 , 9.71446483426031825E-09 )
index: 2
( -1.77803969836430397E-06 , -2.57921599742381298E-08 )
( -1.72274482423582838E-06 , 1.54202231629129021E-07 )
( -1.27126453359259706E-07 , -5.86551995509894199E-07 )
( 2.50096760344530965E-07 , -8.16887715631420367E-07 )
( -8.64446333742642569E-08 , -6.09366192232983308E-07 )
( 3.56906038254015240E-07 , 1.04766669884338419E-06 )
( 1.20105024165008662E-06 , 4.04879652617851261E-07 )
( -1.01031610567568789E-07 , -4.21682950757417082E-08 )
( 4.12808909693981732E-07 , -1.04420424007456010E-06 )
( 9.25527259172305202E-07 , 8.31983230371303861E-07 )
( 6.65182723127513328E-08 , 6.19287265808344625E-07 )
( -3.80904580268860665E-07 , -8.39738386190412685E-07 )
index: 3
( -4.31219702252386910E-09 , 5.83917949980737126E-07 )
( -9.34540649047145722E-07 , -2.98414363628780914E-07 )
( 1.36351362265071297E-06 , -1.69952540141753517E-07 )
( 4.01020822687396927E-07 , -8.37920979933534314E-07 )
( 8.32784505936055905E-07 , -1.94090513837549640E-07 )
( -1.05511205941625071E-06 , -1.13416752380869318E-06 )
( -1.28193357660943491E-06 , -9.44546921095965841E-07 )
( -8.56113052371202833E-07 , 2.41691968329655146E-07 )
( -3.72179706808179315E-07 , -1.32325740357746753E-06 )
( 1.09624615240825601E-06 , 3.73378305078009793E-07 )
( -1.69035307729727996E-07 , 4.76911286893562485E-07 )
( -6.31284672854079076E-07 , -2.66047221842744798E-07 )
index: 4
( 7.82393725331646876E-07 , 7.64834561832122390E-07 )
( 4.97587004612476801E-07 , -6.05605326934839579E-08 )
( 1.61702211301038049E-07 , 4.83044103421175589E-08 )
( 3.05116972688613483E-08 , -9.80657977966583933E-07 )
( 8.76909794434993428E-07 , 5.98138188513294104E-07 )
( 9.45963421491823861E-07 , -1.26925516038101473E-07 )
( -3.71117360700584983E-07 , -3.13939767227584008E-07 )
( -1.12866900251010726E-06 , -1.62095058223394003E-07 )
( -5.59408926049913931E-07 , 5.73042165500823602E-07 )
( -7.15460423461883759E-07 , -4.99867053338787019E-07 )
