x=0,y=0,z=0,t=0
( -4.21920768862107891E-05 , 7.74250126210148271E-06 )
( -3.65342014771702538E-05 , 6.12511001720421566E-06 )
( 2.03967076920073169E-05 , -3.74579525130411407E-06 )
( -2.63564607376985864E-05 , 3.29447412949834001E-06 )
( 4.72861845259755077E-06 , 1.11376529057450128E-05 )
( 5.65397938154700038E-06 , 3.56573096730899403E-05 )
( 7.50404229029091028E-05 , -1.21682047562528966E-05 )
( -2.15035559874130784E-06 , -3.98993919460163585E-06 )
( -2.80154166677567535E-05 , 2.19249996152092266E-05 )
( -4.70795900021876099E-05 , 5.17775890232442378E-06 )
( 4.29266357640374597E-05 , 2.49075575501811919E-05 )
( 5.47054215413396617E-05 , -4.14841404651182334E-05 )
x=1,y=0,z=0,t=0
( 2.63914723178034446E-05 , 9.12899405155347967E-05 )
( -2.49984156148129885E-05 , -3.03729262012993040E-05 )
( -2.86203191564408051E-05 , 5.41914529068679237E-05 )
( 3.59190802617832691E-05 , 9.84074440863556284E-05 )
( 5.66088997230232614E-05 , 4.70421782259236717E-05 )
( -2.49933364986426838E-05 , 2.75065397315517905E-05 )
( -5.36671445224813572E-05 , 2.90282492743478679E-05 )
( 5.97713140897035400E-05 , -4.06067075057779735E-05 )
( 5.86357982687675994E-06 , -6.69183509293555452E-06 )
( -1.29019476972088256E-05 , 1.21103024956769184E-05 )
( -7.35199245110734219E-05 , -5.86918402796684211E-05 )
( -4.70161551795068297E-05 , -2.63109864028743427E-05 )
x=2,y=0,z=0,t=0
( -1.20802776563099930E-04 , -4.92834444039160738E-05 )
( -3.38130800999742435E-05 , -4.85237244730478534E-06 )
( -5.59996505174573149E-05 , -5.88970816083341062E-05 )
( -6.17577536869826684E-05 , -9.43180036208222095E-06 )
( 1.11489855705761690E-05 , -9.50618837455576638E-06 )
( 3.56149157235491278E-05 , 1.85680667681684197E-05 )
( -3.10141519651168732E-05 , 2.21706051714132523E-05 )
( -5.66961536730502784E-06 , -8.00448636391606151E-05 )
( -1.04622430770192644E-04 , 5.45117844256968635E-05 )
( 4.47421285352931535E-05 , 4.66736621262187269E-05 )
( 5.02012014400598123E-05 , 3.31754889838205435E-06 )
( -4.01061492425846180E-05 , -7.19893015844174375E-05 )
x=3,y=0,z=0,t=0
( 4.06953948031295629E-05 , -6.34748280007906552E-06 )
( -3.35761887385842351E-05 , -1.04241162381964876E-05 )
( -2.24883052323897095E-05 , -3.32008727724536945E-05 )
( 7.83213102578052407E-06 , 1.23023504570749322E-05 )
( 2.68551771886757796E-05 , 3.73255655825684222E-05 )
( 3.27460669863577394E-06 , -1.65713386304849041E-05 )
( -2.24935992076577586E-05 , -1.23345077436701818E-05 )
( 9.80852273165042025E-06 , 4.30479957936472912E-06 )
( 2.17697793324953079E-06 , -2.12640078786790511E-05 )
( -5.54349315993742811E-06 , 4.31896355904579868E-05 )
( -4.27120314969834614E-05 , -4.62002744534179710E-05 )
( -4.36869998246855831E-05 , 3.65863590840486064E-05 )
x=0,y=1,z=0,t=0
( 9.80713761085026474E-07 , -2.17415280244372241E-05 )
( -2.18026982353702950E-05 , 2.37731867160975335E-06 )
( 2.91283686909142207E-05 , 9.73984774623472250E-05 )
( 7.09131465505020839E-06 , -2.15412157052666021E-05 )
( -3.37797956387180842E-06 , 1.71376076161070486E-05 )
( -2.41645051095733704E-05 , 6.25580655366368200E-05 )
( 7.42662136132850061E-06 , 5.52445175364708236E-06 )
( 1.72952750573902720E-05 , 8.22956238759877604E-06 )
( -2.00967790267108719E-05 , -2.85258504261881111E-05 )
( -1.14302529390921726E-05 , -8.11581200389126998E-05 )
( 1.36639322186306223E-05 , -1.35987720585176466E-05 )
( -9.07741961206343017E-06 , 1.11195334171994555E-05 )
x=1,y=1,z=0,t=0
( -1.82786213769653341E-05 , 3.60527583478265174E-05 )
( 3.31866072894850065E-05 , 4.23172854736062679E-06 )
