index: 0
( 3.12505883168162277E-07 , 7.69078161472497055E-07 )
( -3.43072347716343762E-07 , -1.57413419964615057E-06 )
( -2.69766068564364332E-07 , 6.54336179709665992E-07 )
( 3.19754294895514096E-07 , 7.43808249294452517E-07 )
( 2.36298715453861815E-07 , 2.24242079565151748E-06 )
( -1.11418536907527543E-06 , 6.73411852576759439E-07 )
( -9.61364216223259695E-07 , -3.35124467627082847E-07 )
( -8.54564497754886673E-07 , 5.40032022549708423E-08 )
( 6.32918637744972847E-07 , 5.69602195068303612E-07 )
( 2.69034537248142128E-07 , 1.19300714127455283E-06 )
( 8.16409748414064779E-07 , 1.23870883684031022E-08 )
( 1.75518229489203717E-06 , 3.26811094627956661E-07 )
index: 1
( -1.00176957580154849E-07 , 3.56160510754105523E-07 )
( 9.12542899423357468E-07 , 8.29331259510146176E-07 )
( 2.37940345716131126E-06 , -1.55502069707370208E-07 )
( -1.47571772582563641E-06 , 7.04608650393095954E-07 )
( 2.30595496976868520E-07 , -8.89906266022241510E-07 )
( -6.00028340957090129E-07 , -8.68427565174965094E-07 )
( -1.27112444462288954E-06 , -3.33493513106027920E-08 )
( -1.65306087964925623E-06 , -2.87746698312949245E-07 )
( 2.25194058211748784E-07 , 1.96959338958858859E-06 )
( 2.38200374702566643E-07 , 7.61150583096866483E-07 )
( 1.15417118691851615E-06 , 1.20772957409774339E-06 )
( -1.33635786282320534E-06 , 5.88791593645570265E-08 )
index: 2
( -1.00376441618746672E-07 , 1.83016858808980883E-07 )
( 1.86330868648881104E-06 , -8.57623274634710789E-07 )
( -1.12616499507076715E-07 , -4.77865825115441829E-07 )
( 1.28189978934242528E-06 , 1.44781850312204752E-06 )
( 1.05703248161265193E-06 , -5.81741086354271254E-07 )
( 1.30799766070264988E-07 , -2.53464581640953325E-06 )
( -1.55320788786904049E-06 , -5.94643006428172013E-07 )
( 8.50747955624623335E-07 , 6.57633016952956087E-08 )
( -1.39067763690229408E-06 , 1.55073651039663093E-06 )
( -1.19585263083731003E-08 , -1.95675493469696523E-06 )
( 1.09556632952746021E-06 , -1.07250272158496447E-06 )
( 9.01478761106467385E-07 , 1.46967866935910227E-06 )
index: 3
( 7.62889666806604836E-07 , -2.60849628719531867E-07 )
( 1.09036602229089733E-06 , 1.75968587036959378E-06 )
( 3.29500437348202886E-07 , 2.14789782723335627E-07 )
( -6.89181364090023991E-07 , -2.18319632346406226E-06 )
( 6.58730276475504992E-07 , -8.72452351318767468E-07 )
( 1.08797144001339091E-06 , 7.24040255912081573E-07 )
( 2.94004562099005331E-07 , -3.12691515873665800E-07 )
( -1.83292674940449550E-06 , 7.37145018650012170E-07 )
( 9.20367403340718928E-07 , 9.03514978127774100E-07 )
( -3.32328220659662285E-07 , -5.46429720217748606E-08 )
( 2.70791647249073106E-07 , -1.44326448159590761E-06 )
( 3.42697541238919081E-07 , 1.62511147932796665E-06 )
index: 4
( 5.29643813758060485E-07 , -1.67595492434341033E-06 )
( -1.24382702779025480E-06 , -1.35746556333915114E-07 )
( -1.19895717595994377E-06 , 2.72154295335770071E-06 )
( 2.73723003246398794E-07 , -1.23247085923574421E-06 )
( -1.16563007142888140E-06 , -8.77839924247507547E-07 )
( -1.01679307060795600E-06 , 9.53454327347719284E-07 )
( 2.52839480268151466E-07 , -7.77785083468978832E-09 )
( -3.99318656749415100E-07 , -7.64884739473285895E-07 )
( 2.84264987891679965E-08 , -8.36606218746976192E-07 )
( 2.31394675851029329E-06 , 2.23885378671576035E-06 )
( 8.11855281066659057E-07 , 1.53147178745481234E-06 )
( 1.28576515140009955E-06 , 5.51509609699018338E-07 )
index: 5
( 3.41715312648097313E-07 , 2.55423553766357672E-06 )
( -1.39226278840555292E-06 , 2.73842625414250425E-07 )
( -1.29895118351130320E-06 , -8.52613525678760679E-07 )
( 3.50915744992572413E-07 , -4.56784220277892452E-07 )
( -1.00807353059229842E-06 , 3.49959135589605689E-08 )
( 4.36245150854883290E-07 , 6.37934725527800241E-07 )
( -2.84960250474965029E-07 , 8.14723281066279557E-07 )
( -1.45970989366077122E-07 , -4.21709261036807607E-07 )
( -5.40681868841466294E-07 , -3.54714176312048035E-07 )
( 1.17981790744480725E-06 , 7.82327794682552949E-07 )
( -1.21120288494351278E-06 , -7.10686942197765561E-08 )
( -8.11491851554258722E-07 , 6.46389530993485363E-08 )
index: 6
( 1.61767637511004752E-06 , -1.66111580272135020E-06 )
( -2.42909726805688112E-07 , 2.10479390385748545E-07 )
( -2.72152414477461686E-08 , -5.61579782119792991E-07 )
( -1.37179730445615234E-06 , 5.19229139218859733E-09 )
( -1.13850865767380427E-06 , -1.09415618457536759E-06 )
( 2.66670120512288442E-07 , -1.77905039186474555E-07 )
( 1.26328702835587136E-06 , 2.28565532326370742E-06 )
( 3.24864964163798139E-07 , -4.46343663190738384E-07 )
( 1.65935540459414804E-06 , 5.38783398792159138E-07 )
( -7.94312097002705483E-08 , 9.56795731489372614E-07 )
