x=0,y=0,z=0,t=0
( 4.20909301135918845E-04 , 3.04056450408174276E-04 )
( 3.12357132188270268E-03 , -2.67857029577507632E-04 )
( 2.58806422474941369E-03 , 8.73595448263844460E-04 )
( 1.68515826894546266E-03 , 1.16503856106893585E-03 )
( 8.99706625850535142E-04 , -3.14914740671938618E-03 )
( -1.26685482456378269E-03 , 1.90440096422313005E-04 )
( 3.82269469091637735E-04 , 2.41657936462923769E-03 )
( 1.85833036746595789E-03 , 8.68128353582903211E-04 )
( 2.12462401825929802E-03 , -1.52202328621428942E-03 )
( 2.38862201515789054E-03 , 2.14590922417559138E-03 )
( 9.68062593503368199E-04 , 4.47609137438920559E-04 )
( -1.06095269243789195E-03 , 1.46996743943683954E-03 )
x=1,y=0,z=0,t=0
( -4.36561471367147205E-03 , 1.44431135710679443E-04 )
( 6.32432176629701146E-04 , -5.61110817697159890E-03 )
( -2.87338049697792846E-03 , -8.83113314137830372E-04 )
( -1.34413381800495865E-03 , 1.36212190475421468E-03 )
( -5.05015082421321395E-03 , 3.97451747842183286E-03 )
( 2.31815755725602556E-04 , -1.22998001281602850E-03 )
( 5.52493785193345233E-03 , 4.01263800910198806E-03 )
( -4.11135406472086778E-03 , 4.46843139333863437E-03 )
( 2.46280254542414123E-03 , -7.99583369051309889E-04 )
( -8.15373346953315024E-04 , -2.75144805906196634E-03 )
( -3.27055582642718458E-03 , 1.27014371779518576E-03 )
( -1.73868304700909582E-03 , -3.60466974764545207E-03 )
x=2,y=0,z=0,t=0
( -3.67897594515949767E-04 , 5.89449436825001567E-03 )
( 3.80296471862537084E-03 , 3.84532235067981286E-03 )
( 4.87904255911118280E-03 , 6.11221362859879457E-03 )
( -1.40375760450088842E-04 , -6.52510834992879336E-04 )
( -2.27778086152288957E-04 , 5.92780263541433251E-04 )
( 5.08299064228375473E-04 , 2.61281018925441652E-03 )
( 6.28193987740993057E-03 , -6.21800269948807535E-03 )
( 4.08748640156217716E-03 , 1.06093347209893505E-03 )
( 1.94328587328582137E-03 , -2.36477568631305972E-03 )
( -1.19414197943988132E-03 , -2.30410868216448887E-04 )
( -1.62663835856235745E-05 , -7.52680213378840784E-04 )
( -8.56658441835459437E-05 , -5.96377734140390772E-04 )
x=3,y=0,z=0,t=0
( 2.59791753291433586E-03 , -4.04186618334804841E-03 )
( -5.31574374426981282E-03 , 5.90118129259235629E-04 )
( -4.56504471202170362E-03 , -2.46850289768870898E-03 )
( 1.97768167248825108E-04 , 1.37908052603629328E-03 )
( -3.08630202494193000E-03 , -1.37758475272182481E-03 )
( 2.50628226325693608E-03 , 5.58390911174896747E-03 )
( 1.27763231079116137E-03 , 5.25274367452537201E-03 )
( 2.26533277454010968E-03 , -1.16207185948291472E-03 )
( -3.41886912503985493E-03 , 2.01163572836327931E-03 )
( -1.27890344632625988E-03 , 5.60292748525479962E-03 )
( 7.41154071524747441E-05 , -6.49317671137127246E-03 )
( 4.93326771840036683E-03 , 1.60599050238508130E-03 )
x=0,y=1,z=0,t=0
( -4.06392805845445446E-03 , 4.46688695735981273E-03 )
( 1.79830024690275786E-03 , -3.56316774697219580E-03 )
( 3.29044371776668603E-04 , -6.70594409224230768E-03 )
( 1.03603182467320969E-03 , 4.92876309444692691E-05 )
( -2.59033176879265971E-03 , 6.31511306656433826E-04 )
( 2.47623158824905034E-03 , 4.16696983782409956E-04 )
( -1.83231742744672252E-03 , 9.69729581918346204E-04 )
( 1.15703354093208560E-03 , -2.93878801939639325E-03 )
( 1.27050435423872341E-03 , -1.79861919247117029E-03 )
( -1.09921692831140526E-03 , -3.28108630363467806E-03 )
( 3.67051641824651378E-03 , -3.93076847970187746E-03 )
( -3.30037614158166582E-04 , -4.50355631713469234E-05 )
x=1,y=1,z=0,t=0
( -1.42151553135329766E-03 , -4.75852479115160439E-04 )
( -2.49457606658830527E-03 , 2.43471999885680208E-03 )
( -1.34282087171132313E-03 , 4.85159576491419036E-05 )
( 2.40613326324792560E-03 , -2.13838716923092902E-03 )
( -1.91463014101426413E-04 , -5.34658995417196074E-04 )
( -1.48119786869548367E-03 , -4.29932170917961699E-03 )
( 1.52301468811483751E-03 , 8.10382444111876730E-04 )
( 1.48847099332206695E-03 , -2.63956290843938646E-03 )
( 2.88026766167688792E-04 , -6.79953698613771826E-04 )
( -8.13227537220492943E-04 , 3.07422469312591297E-04 )
( 1.67243920528906847E-03 , 1.29280025928422580E-03 )
( -2.14809382877796098E-03 , 4.77446635699974985E-03 )
x=2,y=1,z=0,t=0
( -1.57384016703377566E-03 , -1.52134139402659158E-03 )
( -3.57230734188843015E-03 , 3.03273859005540004E-03 )
( -2.09137386116247780E-03 , -3.87592473369870291E-04 )
( -3.73486507490180565E-03 , 5.82487790426978146E-03 )
( -2.22910899779009452E-03 , 9.14020770626892574E-04 )
( 1.37578405364665885E-03 , -4.98782679459456495E-06 )
( 1.38963294058228742E-03 , -2.05143038159550338E-03 )
( -1.49432829454833110E-03 , -8.85423321393519853E-04 )
( -5.05728704075813357E-03 , -2.47360910343218934E-03 )
( -2.43852150074354464E-03 , -3.58267907068582142E-03 )
( -6.24833981406200650E-04 , 1.56712069688307943E-03 )
( -2.26244007494881896E-04 , 4.54637693762575176E-03 )
x=3,y=1,z=0,t=0
( -9.08021388382581479E-04 , 4.53856320130889730E-03 )
( 1.44853862484830924E-03 , 1.65023390119404915E-03 )
( 7.79995584133661227E-03 , -2.89056754894013350E-03 )
( 4.39179483575057039E-03 , -1.18354022478626584E-03 )
( -1.56565880790005886E-03 , 3.32020643949352927E-03 )
( -3.41194510032263518E-03 , 1.11798318119114034E-04 )
