index: 0
( 6.85395116987822661E-05 , 1.35428781930754973E-05 )
( 3.78799665618503067E-07 , -5.17616433206088351E-05 )
( -3.63936429410805044E-05 , -5.59836199253114115E-05 )
( 5.34388374219551973E-05 , -3.03465234668394995E-05 )
( -7.17884686205548072E-05 , -9.51039446881249005E-05 )
( -5.86285208286428007E-06 , 1.74631963606841098E-05 )
( -4.51812974484940174E-05 , 7.97720267672788447E-05 )
( -3.96925273569022726E-05 , -2.64516564599020910E-05 )
( -3.05560879012469063E-05 , 1.77707919047082149E-05 )
( 7.00036246767230826E-05 , 1.08178453494145726E-04 )
( -6.24857963020523146E-05 , -7.30417248599220795E-05 )
( -2.16269589096380196E-05 , 2.88125920954610272E-05 )
index: 1
( -5.13440084485779934E-05 , -4.04265577459600285E-05 )
( 4.21646000780881634E-05 , -3.31754869724702354E-05 )
( 3.66063875447507749E-05 , 2.96673758848221006E-05 )
( 3.13463416289964215E-05 , 5.40500182191381385E-05 )
( -2.75061416049364869E-05 , 1.07024944239084136E-04 )
( -9.01912755439528526E-06 , -4.49341456468223618E-05 )
( 2.04485059924884531E-06 , 7.62385348661398878E-06 )
( -3.93806722082557562E-06 , 4.06417742994302702E-05 )
( 5.02574897264447301E-05 , -4.50422380428188210E-05 )
( 4.95134526807014956E-05 , -3.92048521750374578E-08 )
( 5.69387758627698667E-05 , 3.84753216543148912E-05 )
( 6.08460397929929634E-05 , 8.52843144139986940E-06 )
index: 2
( -4.50466423656076685E-06 , 9.61358076562221752E-05 )
( -3.65833832309423265E-05 , -2.59356271432224328E-05 )
( -3.80835617996101161E-05 , 1.58491824687889766E-06 )
( -1.55594448483543788E-05 , -1.06526488238199805E-05 )
( 3.08379150695725954E-05 , 5.43743202980762882E-05 )
( 7.07600728115859504E-05 , 2.79362805822934746E-07 )
( 1.06441856592535367E-05 , -6.78232031120859112E-05 )
( -2.30757006143014089E-05 , 1.83900292316111622E-05 )
( -1.45399529857716688E-05 , 1.02849130154775728E-04 )
( -3.43917643831569120E-06 , -2.73003406871850463E-05 )
( 2.38455870533123675E-05 , 2.59843232131174307E-05 )
( 3.13488798664866546E-05 , -1.72368317812770703E-06 )
index: 3
( -3.32200205884118996E-05 , 1.76247051522283423E-05 )
( -9.54071549595858969E-06 , 1.09290032199963858E-05 )
( 5.35400784381055852E-07 , -4.71187419832988565E-05 )
( 1.70951549927232980E-05 , 1.24803507139948591E-05 )
( -5.29515219499284432E-05 , -2.11781330335284440E-05 )
( -2.19407277272551892E-05 , 6.51445503147354165E-05 )
( -5.35810336302836105E-05 , 3.99063422057407480E-05 )
( 2.97299370545559650E-05 , 2.37530061618859135E-05 )
( 1.15377843735122710E-05 , 2.59374911580234312E-05 )
( 1.49000672729001205E-05 , -4.48730269815413455E-05 )
( 3.50281561809599740E-05 , -6.73700140235805828E-05 )
( 1.02584653610327295E-05 , 2.91880012722744974E-05 )
index: 4
( -3.54346033574602918E-06 , -9.49314388117616426E-05 )
( -2.06318456352873458E-05 , -4.57692668877685127E-05 )
( 4.55284589914992967E-05 , -1.59314615202679326E-05 )
( -1.90217183248132595E-05 , -3.92334800650350626E-05 )
( 2.35128469583098361E-05 , 6.39897026191678576E-06 )
( 1.47113688666542167E-05 , 6.49750736269387443E-06 )
( -1.56726779811122610E-06 , -1.52310548692073886E-05 )
( 8.99727771051179007E-06 , 1.80784389066594218E-05 )
( 6.96084477296325861E-05 , -1.53147132061340564E-05 )
( -1.85277208403993361E-06 , 2.62405538702594467E-05 )
( -1.42434392621056989E-05 , 1.43571856536771460E-05 )
( 8.50933733896730963E-08 , -2.31768577915910874E-05 )
index: 5
( 5.36816157379627835E-05 , -2.95341489138990261E-05 )
( -2.97827168176836308E-05 , -1.98465244929623903E-05 )
( -6.08111785054431889E-06 , -7.00338563526950800E-05 )
( -6.20121992767972953E-05 , -3.39131341384582200E-05 )
( 5.39974595434346012E-05 , -4.12634536865073834E-05 )
( 1.58408377526486965E-06 , 4.67194421030342466E-05 )
( 9.28770119166787427E-06 , -4.52137010248553821E-05 )
( 4.81979794857627862E-06 , 4.46275074726517419E-05 )
( 6.67964832984280677E-05 , 4.36085449224564146E-05 )
( -1.49008079350939387E-05 , -1.29102695021659249E-05 )
( -4.28076988134446499E-05 , -2.31866260414293406E-05 )
( -1.79859273368669586E-05 , 9.74425064821614882E-05 )
index: 6
( 7.74279363598438580E-06 , 2.25396300786413634E-05 )
( -1.60300547203213399E-06 , -5.00846113511487721E-05 )
( 2.69383895275907980E-05 , -1.74174665287264301E-05 )
( 3.87317816666696161E-07 , 3.66880650960622670E-05 )
( 6.01841513116048931E-05 , -4.90585442481305685E-05 )
( -2.18134185955836337E-06 , -8.55773229040882174E-05 )
( 2.33026558551178868E-05 , 1.10401106808352119E-05 )
( 4.37085888559054047E-05 , 4.84508229561906360E-06 )
( 2.06271548641301062E-05 , 9.35404938456169631E-05 )
( 1.37542227939898041E-05 , 2.72282681628249764E-06 )
( 2.94365111784388425E-05 , 4.65855344926680498E-05 )
( 8.51774442529205473E-06 , 5.80918435040924844E-05 )
index: 7
( 4.94637888453398769E-05 , -7.55709604729919485E-05 )
( 1.34293947477191034E-04 , 8.06866970491188439E-05 )
( -1.31189419697130450E-05 , 2.79118449827069100E-05 )
( -9.77288026334297954E-05 , -7.09943804963056785E-05 )
( 2.41689796633964154E-05 , 8.49870949511496087E-05 )
( 9.43478634410190920E-05 , -2.69320548057945045E-05 )
( 5.06672168418539087E-05 , -6.98419710086728657E-05 )
( -3.83531410571083124E-05 , 6.25609251683045668E-05 )
( 3.03642348387851192E-05 , 9.52222045527813539E-07 )
( 6.80280760787261706E-05 , -1.76232199950823086E-05 )
( -7.41008747075782351E-06 , -5.53800753226995563E-05 )
( -8.29086341177258168E-05 , 7.89211342613814980E-06 )
index: 8
( -1.59675098853274868E-05 , -6.73515845261494605E-05 )
( -5.65480979656912924E-05 , -1.90132894497271218E-05 )
( 7.77530232495257981E-05 , 2.51331193744613705E-05 )
( 3.36028988012054063E-05 , -4.47892742238644625E-05 )
( 8.83747789081218980E-05 , 4.95013630000723829E-05 )
( 7.33339882519561912E-05 , -1.35644948026626092E-05 )
( 1.82784394391115981E-05 , -4.52179722632522460E-05 )
( 3.20415055293167690E-06 , -2.92660806196028420E-05 )
( -4.21431364891580490E-05 , 4.59580181380895235E-05 )
( -2.93918284876809985E-06 , 5.11492922479902336E-05 )
( -2.21302225692416004E-06 , 3.02469762126458134E-05 )
( -6.59432615508620930E-05 , -1.33642129752270538E-04 )
index: 9
( -6.45412813903869207E-05 , 1.62338693551636481E-05 )
( -9.10846134117764895E-05 , 5.81358129598490955E-05 )
( 5.31193354771867789E-05 , -5.31263875196249429E-05 )
( 1.74756292488313021E-05 , -2.39786961028705052E-05 )
( -4.49549949544285284E-05 , -5.50268006408221661E-05 )
( 3.08867502425036087E-05 , 5.94029329126886539E-05 )
( -2.12361248809236067E-05 , -8.61788627120736142E-05 )
( -1.21520514185849252E-05 , -4.33122988447634731E-06 )
( 2.38984359103893148E-05 , 8.62659858883078694E-05 )
( 9.82782546251065997E-05 , 3.68701670425703864E-05 )
( -4.10435753262501009E-05 , -8.29641987999299826E-05 )
( -6.98810755039825325E-05 , 1.32223253415445811E-05 )
index: 10
( 1.28565232268028730E-04 , -5.69576060406898446E-06 )
( -3.63717418422784377E-05 , -2.31477514659898174E-05 )
( -4.44379617144136530E-05 , 5.05671900629146176E-05 )
( 1.02217004645694623E-04 , 3.44042247316946298E-05 )
( 1.09345313772401087E-06 , -2.86172902322258772E-05 )
( 5.64033531697288762E-05 , -2.34581253830589884E-05 )
( 6.00969139579151634E-05 , -3.93683473488041382E-05 )
