x=0,y=0,z=0,t=0
( -2.83952118789728781E-05 , -9.26344533798692524E-06 )
( -4.22413945391360258E-05 , -2.49340967981272992E-05 )
( -2.44236882540945649E-05 , 2.53673830975545402E-05 )
( -3.29595071741283451E-05 , -8.81167034977239978E-06 )
( -1.56444810172579545E-05 , -2.52583906371761516E-06 )
( 1.58501232572085023E-05 , -3.27284799616882953E-05 )
( -2.76095203869026158E-05 , -8.38388685538446292E-05 )
( -3.36492642935626372E-05 , 1.42975846744885544E-05 )
( -3.07673744610272346E-05 , 5.04325934732376293E-05 )
( -5.05401432998527788E-05 , -3.42805815009345394E-05 )
( 3.49715967916906654E-05 , -1.38553174215147171E-05 )
( 4.48914208323762854E-05 , -4.25698992299074062E-05 )
x=1,y=0,z=0,t=0
( 7.30283808011263490E-06 , 6.12452479995552322E-05 )
( 4.51443755212951577E-06 , -1.67642534028833231E-06 )
( 4.58621837709333283E-05 , -4.56544125910993069E-06 )
( -7.12216916795388174E-06 , -1.19525122873291008E-05 )
( 2.89097312510294390E-05 , 2.10147704496898039E-05 )
( 2.94358276811609187E-05 , -5.80282927382131061E-06 )
( -9.35481635277749050E-06 , -3.02915064427364129E-05 )
( 6.15358784702631255E-06 , -4.91609901721141253E-05 )
( 5.73457666095527350E-05 , -1.10504569075158210E-05 )
( 7.79127597274685937E-07 , 1.48227470615567013E-05 )
( 2.13717891393783507E-05 , -7.86510821862769317E-06 )
( -2.65591307615168159E-05 , -1.15949698224378635E-05 )
x=2,y=0,z=0,t=0
( -1.37558631614510327E-05 , -4.80563756649231890E-05 )
( -4.64067770268888793E-05 , -2.92714112057462027E-05 )
( -5.19260679926034880E-05 , -5.21968035500910494E-05 )
( -2.02664591268700291E-05 , 4.39305872033826398E-05 )
( -2.37314833077359109E-05 , -2.71989782360677959E-05 )
( -3.68746836030933552E-05 , 7.18075121656128841E-05 )
( -2.88069485898984151E-05 , -1.67396044818646286E-05 )
( -3.00638638379943339E-05 , -6.43868852622150043E-05 )
( -4.38765898153930370E-05 , -1.24453835287510894E-05 )
( 3.11768704559400961E-05 , 3.18590073672101687E-05 )
( 3.84453171639746036E-05 , 2.69026151356496193E-05 )
( -2.44909312527661861E-05 , 2.41187426714640490E-05 )
x=3,y=0,z=0,t=0
( -1.96840541057333586E-05 , -2.63650803568261998E-05 )
( -1.61146664722893020E-05 , 6.87204354736953722E-05 )
( 2.41899270297620247E-05 , -4.00846785010792729E-05 )
( -1.52213879835997804E-05 , -1.78962508950591258E-05 )
( -2.19056120382479069E-05 , 4.54326607339104064E-06 )
( -2.94535423936538629E-05 , -1.70740822841736962E-05 )
( -6.02270408599007675E-05 , -3.17638963459660587E-05 )
( -2.25861657879704494E-05 , -2.10318066145130119E-05 )
( 1.37012570456159763E-05 , -1.82280787941291386E-05 )
( 3.56065940075665546E-05 , 5.68890139958497845E-05 )
( -1.74978457165662481E-05 , 1.20192786776051634E-05 )
( 1.17216823191355167E-05 , -1.57126307055293931E-05 )
x=0,y=1,z=0,t=0
( -3.64016850184080315E-05 , -2.84797577037319271E-05 )
( -2.98280164644613044E-06 , 4.01879922320338070E-05 )
( 3.74726077365500525E-05 , 8.27215812204262627E-05 )
( -4.88534096054779482E-05 , -1.22560715271735791E-05 )
( -1.32874297348044311E-05 , 3.11430900768713360E-06 )
( 2.52184542585974411E-05 , -9.10473871685248920E-06 )
( -3.48120412248637782E-05 , -2.65710457397004050E-05 )
