index: 0
( 2.81587659022413707E-04 , 6.07721946425927948E-05 )
( 4.21197191477129724E-06 , 1.19921023053453832E-04 )
( 4.45537791849368194E-05 , -1.48365336301906794E-05 )
( 7.95503593654987395E-05 , -3.60606068737966622E-05 )
( -1.81413033694437220E-04 , -6.25629061417560866E-05 )
( -4.51686273859512269E-05 , 2.53917655881582324E-05 )
( 1.40367510414035900E-04 , 1.58967140817577852E-04 )
( -1.75727926270916745E-05 , -1.84397445084383835E-04 )
( -1.11657916676691224E-04 , -3.35913601116886892E-05 )
( 1.04704517468659521E-04 , 3.37023113301344125E-05 )
( -4.39829558095562311E-05 , 1.46538253429842472E-04 )
( -5.42753272825128631E-05 , -1.65466454230706479E-04 )
index: 1
( -1.28215618150548399E-04 , 1.57840551056704709E-05 )
( -9.12128971739169117E-05 , -1.62944764646722178E-04 )
( 9.48353670324459763E-05 , 1.02934371764009037E-04 )
( -6.79010604840647096E-05 , 2.54457136484371771E-06 )
( -1.00358982965434733E-04 , 7.14372817724514685E-05 )
( 8.03214719284686674E-06 , -6.55977728480661181E-05 )
( 1.35382072677120994E-04 , -7.86436686231465942E-05 )
( -1.14642741562879873E-04 , -9.40870192791925364E-06 )
( -1.10357878582969032E-04 , -6.04380050714113692E-05 )
( -9.99457774401469608E-05 , -1.09356004932314974E-04 )
( -1.39775750869773824E-04 , 6.26608803230865082E-05 )
( -9.00153557177518559E-05 , -2.18309981835538842E-04 )
index: 2
( -1.15863694625800386E-04 , 1.64668908698631860E-04 )
( -1.36490581367116221E-04 , 1.41929161446992659E-04 )
( -1.65192165891722925E-05 , -1.43978522817827587E-04 )
( 8.37887111870890829E-05 , 8.88128611203280145E-05 )
( 1.69038570128385844E-04 , 1.67892971754467690E-04 )
( 4.42902712011254110E-05 , 6.34862460152756103E-05 )
( 1.91836013872095500E-04 , -1.04887052221683887E-04 )
( 1.87007618588820697E-05 , -9.50848173288928252E-05 )
( 6.15487771905960331E-05 , -1.33699053547117568E-04 )
( 9.60695407903702802E-05 , 8.97922265728203167E-05 )
( -1.97427289797535001E-04 , -1.67966902771383335E-04 )
( 1.59398851636185666E-04 , 1.05891984931547352E-04 )
index: 3
( 3.70975844057006110E-05 , -4.52192525647561594E-05 )
( 2.35702169087845939E-05 , -1.10572205507148202E-04 )
( -2.45716539832229283E-05 , -2.35838645643121853E-05 )
( -3.38637852491870895E-05 , -8.48012509650655457E-05 )
( -3.49124089374216727E-05 , -1.16769142476845595E-04 )
( -6.18270965272818844E-05 , -7.84202643585245438E-05 )
( 4.85656993805908620E-05 , 8.21115497781642648E-05 )
( 3.45680013050632539E-05 , 4.35369151853016041E-05 )
( -6.69075697683553549E-05 , -3.40250932915707783E-05 )
( 2.42649933137523198E-06 , -2.45895978906156835E-05 )
( 1.89798089467853212E-04 , 4.67606507081372885E-05 )
( -6.91112785340255385E-05 , 2.91927179127671448E-05 )
index: 4
( -9.61692657222270523E-05 , 6.24885558405426761E-05 )
( 1.01681326370614729E-04 , 1.47776065349480075E-04 )
( 9.09685319695985263E-05 , -2.06726245343085202E-05 )
( 5.28235831637767413E-05 , -1.23810380231383185E-04 )
( -7.41546158712882346E-05 , -8.46780285508294572E-05 )
( 2.48909889970763261E-05 , 4.46055521776735165E-05 )
( 1.02255878456122327E-05 , -9.28707918746037958E-05 )
( 2.56281660629529618E-04 , 7.43480104026160655E-05 )
( -4.71640815144241146E-05 , 1.52926409745319386E-04 )
( -2.78090527477007767E-06 , 6.21880801659429298E-05 )
( 5.63757713622998208E-05 , -3.02210958400381363E-05 )
( -8.16071518201218969E-05 , 9.35836464359636656E-05 )
index: 5
( 3.02412472508937743E-05 , 1.34162533365756814E-04 )
( 8.41569290178199197E-05 , 2.47316385876858273E-04 )
( -1.96349434606689436E-04 , -8.62532398874791596E-05 )
( 3.39038402227783268E-05 , -1.13950055107736196E-04 )
( 1.60925283091186047E-05 , -9.04965782632392358E-05 )
( -3.36255407713757421E-05 , -1.37407498830894811E-04 )
( -1.47405569080275066E-04 , 2.08816622846877970E-05 )
( -1.64650075079794721E-04 , -7.66305589969999506E-05 )
( 1.16904470889637251E-04 , 5.64751642220804369E-05 )
( 2.46169508879757534E-05 , -1.24799803624829750E-04 )
( -1.01619337464933850E-04 , 4.55054736293640733E-05 )
( -1.96369113537115314E-05 , 1.78796885039949287E-04 )
index: 6
( -1.35719452144289422E-04 , 8.95638246808841653E-05 )
( 1.57822715153343101E-05 , -3.88708923891837945E-05 )
( 8.16899046313385310E-06 , 1.78683342067249699E-05 )
( -1.01509602496611297E-04 , 5.83311425675296009E-05 )
( -3.32938268297102298E-05 , 5.23568512160993004E-06 )
( -8.30231341315621342E-05 , 1.02438514256237445E-04 )
( -1.34520560032375678E-04 , -7.49409804397988168E-05 )
( 5.61731629824093669E-05 , 3.40978211636677327E-05 )
( 7.10800581356185154E-06 , -8.93257099484781689E-05 )
( -4.31867729936480566E-05 , -9.49727156039025758E-05 )
( 9.41082487439740413E-06 , -6.28041562312206184E-05 )
( -8.11267422351625688E-05 , 5.80786804149078495E-05 )
index: 7
( 1.41169445526116748E-04 , -3.34004272329413790E-05 )
( 1.16033474177243821E-04 , -5.17566434948362169E-05 )
( 1.20273843434868177E-06 , 1.38228689304710321E-04 )
