index: 0
( 5.84894822475932191E-02 , -5.47844581878178596E-02 )
( 2.17644398178397508E-02 , -8.91592662504668010E-02 )
( -8.03878991691292510E-03 , 4.13818294108187421E-02 )
( 5.39308068262121382E-02 , 2.52882570422090988E-02 )
( 3.56868059660747777E-02 , -4.87952400172808332E-02 )
( 3.85287295650107442E-02 , -3.49983412655781034E-02 )
( -2.42272586886929653E-04 , -8.93911902646446661E-03 )
( 4.90989175310032038E-03 , -9.39142911043581996E-02 )
( -1.91936170589404910E-02 , -2.31841392243521370E-02 )
( 2.72165615146890381E-02 , 3.57540582168801441E-02 )
( 4.14587113393498560E-02 , -2.29527648676083780E-02 )
( 1.43502625945268053E-02 , -3.35871538501388879E-03 )
index: 1
( -4.35739646918198234E-02 , 4.95304169298461071E-03 )
( -1.45194465810808901E-03 , -9.20313681004997775E-02 )
( 9.50899997154069573E-03 , -5.19445999595264107E-02 )
( 1.72014593958197959E-02 , -4.03846664049419893E-02 )
( 3.84992473493229667E-02 , -1.30334072353578516E-02 )
( 3.26599597453135354E-02 , -1.28629016634342341E-02 )
( -3.04225928141015831E-02 , 2.92182283929861494E-02 )
( -6.46906692327664790E-02 , -7.05643859845095367E-02 )
( -3.40099992978178806E-02 , -4.21668672157876276E-02 )
( -2.39259778935584366E-02 , -9.80813792386237698E-03 )
( -1.44827240903582892E-02 , 2.11131741135782702E-02 )
( -3.59249462235672681E-02 , -7.47492592623296148E-02 )
index: 2
( 8.44711479936261639E-03 , 2.43041919099461663E-02 )
( -1.88963795959583847E-02 , -2.44885514990090883E-02 )
( 3.19170548388380201E-02 , -3.39282728428261411E-03 )
( 4.23567545922942865E-02 , 2.85955864380751240E-03 )
( -1.86572143856851419E-02 , 3.02870296979175849E-03 )
( 3.41421643446389589E-02 , -3.80534870189385560E-02 )
( -2.76088899691113131E-02 , -5.51835971179039375E-02 )
( -3.32589809224791283E-02 , 4.12402385624507234E-04 )
( 5.73033385589547667E-02 , -2.10963365630937247E-02 )
( -4.24062966627483870E-02 , 2.56594590664018865E-02 )
( 1.86349686674700393E-02 , -1.23533890249081079E-02 )
( -8.05677868631130348E-03 , 1.91179720312760759E-02 )
index: 3
( 1.69480362051460942E-02 , -8.69740132062141354E-03 )
( 1.68796781472363780E-02 , -2.15668964881340561E-03 )
( -2.62980642204987784E-03 , 1.24580943803129975E-02 )
( -9.87550813997455264E-03 , 3.50888185995547330E-02 )
( -5.28727545771222329E-03 , 3.00075717127954236E-02 )
( -3.80861961345224376E-02 , -4.18376633679237303E-02 )
( -7.72078479979213805E-02 , -2.25925897689032637E-02 )
( -4.30711788223946193E-02 , 4.26035217227861626E-02 )
( 6.11583412528214354E-02 , 6.02816884622061049E-03 )
( -5.27596839703361742E-02 , 2.28327435384834271E-02 )
( -5.26050753101707166E-02 , 4.02236383670390718E-02 )
( -2.62201118181322052E-02 , 3.03020666640784571E-03 )
index: 4
( 8.01780991748953925E-02 , -1.27190083238729212E-01 )
( -5.08825726922701171E-02 , -1.06407763909085643E-01 )
( -4.96840991343376961E-02 , -2.95773316163312448E-02 )
( -4.55379855021089547E-03 , -2.74256464110975914E-02 )
( -2.92352238042880175E-03 , -5.32427696810346893E-02 )
( 1.00601913124989811E-02 , 2.36656333874911071E-03 )
( -7.87790805228172908E-02 , -3.04724777807324418E-03 )
( -2.04060574272121389E-02 , -1.98966802497759325E-02 )
( -3.21715250456065596E-02 , 7.20786017505398308E-02 )
( -5.23542941039930876E-02 , 8.10342468346797046E-02 )
( -1.08725540788180752E-01 , 2.03753232905978868E-02 )
( -9.93853332420942676E-02 , -3.65556419796919038E-02 )
index: 5
( -4.36232281028945332E-02 , -8.66247829914922399E-03 )
( 5.41918623610474909E-02 , 5.69039975770655598E-02 )
( -8.56324326412459397E-02 , -4.56424777067786572E-02 )
( -3.20982448630356410E-02 , 5.58374680824915218E-03 )
( 1.50476966969484427E-03 , 4.52467089248986334E-02 )
( -4.34122527128486743E-02 , 1.51393471002288799E-02 )
( -3.58187829449332779E-02 , 4.13910868084147038E-02 )
( -4.38784922114440756E-02 , -4.05099039599176799E-02 )
( 4.49913377318768570E-02 , 3.80527023748555571E-02 )
( 4.70317396382551323E-02 , -1.21220683064034284E-02 )
( 8.76222151825754511E-03 , -6.50737505153075810E-03 )
( 5.15434017713686798E-04 , 1.64902208216013944E-02 )
index: 6
( 8.88952863843404419E-03 , 5.75527649996391416E-02 )
( -9.99558406686859406E-03 , -2.59194694407454407E-02 )
( -1.70658985066264035E-02 , 3.01268341335389142E-03 )
( -2.85135124430149767E-02 , 3.11830213226210219E-02 )
( 3.84881945786910290E-02 , 9.39268777465502441E-02 )
( -7.26302848984177879E-02 , -7.48785399258023246E-03 )
( 2.56793724062371782E-02 , 3.34597101082712706E-02 )
( -3.62960226861985397E-02 , -7.02235114050859532E-02 )
( 6.08428816918681406E-04 , 1.45391612274942510E-02 )
( -4.37397685009519588E-02 , 2.95969247811413757E-03 )
( 7.16070997027848724E-03 , -9.93493652852651607E-03 )
( -2.37044846253027137E-02 , -4.78528326515521574E-02 )
index: 7
( 5.32820170728427120E-02 , 5.40515907652817096E-02 )
( 2.37965630186775835E-02 , 2.95168344445114056E-02 )
( 2.71344879374004894E-02 , -8.36279291544003434E-02 )
( 8.68900286224735807E-02 , -5.73155192389453449E-02 )
( -4.16574871193052185E-03 , 3.30355296538946616E-02 )
( -9.57785466546851733E-02 , 4.44807075116449985E-02 )
( 4.37459856657113066E-02 , 2.69629223724158207E-02 )
