index: 0
( -1.24449759554382010E-06 , 6.40994986882071000E-06 )
( -1.10145501771069502E-05 , 2.39886509364544792E-06 )
( -2.03769203306538691E-05 , 1.06581220876864421E-05 )
( -1.69005477401179622E-05 , 2.75099165489472769E-07 )
( -9.50798746081189897E-06 , -6.89129018405081558E-06 )
( -1.18825617979727959E-06 , -1.59316916936748241E-05 )
( 1.70130162789174989E-05 , 3.97484587482428567E-06 )
( 3.52435087196635857E-06 , 1.52379927493366654E-05 )
( 4.33079445989902681E-06 , -2.66300820620778675E-05 )
( 2.45371375478427707E-05 , 4.27134381920312941E-07 )
( 1.42071687475696469E-05 , 4.99323060274884886E-06 )
( -3.71627951007977769E-06 , 1.18219757721873656E-05 )
index: 1
( -6.92465844089817592E-07 , 1.43479572774338236E-05 )
( 1.64826355322316069E-05 , -1.22845037366515935E-05 )
( 3.28714671749626919E-06 , 2.26603221429703937E-06 )
( -6.03320230846144111E-06 , -2.59331725634311523E-05 )
( -1.38984662241083511E-05 , -3.16150813632421542E-06 )
( 6.95347622636845208E-07 , 1.37257277178302992E-05 )
( 2.97328623783772990E-06 , 1.31820402238018099E-05 )
( 9.15614717297302900E-06 , -9.32436538490722717E-06 )
( -1.04363468740856951E-06 , 1.01981298307765749E-05 )
( -1.06890109967259828E-05 , -5.51617124116520529E-06 )
( 5.76812664169045410E-06 , -4.52252077782286179E-06 )
( -2.31076740413199591E-05 , -5.70598184632538399E-06 )
index: 2
( 1.20293528794146534E-05 , -9.76644743301749018E-07 )
( 7.15024859348936158E-06 , -2.26704349094239325E-06 )
( 4.03169234540440524E-06 , -5.04907836186760593E-06 )
( 2.07922798736468749E-05 , -3.38355511337243552E-06 )
( -2.73454440242066680E-06 , 1.25958213412834994E-05 )
( -2.98192144673791759E-06 , 1.65439628188456988E-05 )
( -2.00116541346519816E-05 , 2.91781242058048048E-05 )
( 1.22844334780345337E-05 , 4.68277200853964255E-06 )
( -1.70781111028817450E-05 , 2.66369635685235689E-06 )
( -1.18321431095594383E-05 , 9.49686939516069964E-06 )
( -5.10046389916804724E-06 , -2.61756691090191197E-06 )
( -7.13414689518573101E-06 , 5.48285374063658588E-06 )
index: 3
( 9.17272256278074983E-06 , -7.66844685116888391E-06 )
( 3.40204592876260107E-06 , -8.49505871565591229E-06 )
( -2.09691518213064137E-05 , -1.09468597554636455E-05 )
( 4.60495205403001873E-06 , -5.81302369633471657E-07 )
( 1.21965470194542727E-05 , 2.49958090927712226E-05 )
( 2.41897695275747815E-06 , 9.73852649318087402E-06 )
( 9.89616659239612274E-07 , 2.16898739077919419E-06 )
( -2.74271778607603437E-05 , 2.17578324259854776E-06 )
( 1.80399347641281029E-05 , 1.99173820339958139E-05 )
( -1.62812735041023503E-05 , 4.67102612027414955E-06 )
( 2.79687462233735873E-06 , 6.12739712473067363E-06 )
( -1.74307174164799224E-06 , 3.64343456997833582E-06 )
index: 4
( -3.17374955362807013E-06 , -2.14591107444971424E-05 )
( 1.12423527320787649E-05 , -2.22987977841189813E-05 )
( -6.95012504390586114E-06 , 1.38553846770706118E-05 )
( -3.51423141106729071E-06 , 5.97895991035396522E-06 )
( 1.88919543101969930E-05 , 1.14981407353256462E-05 )
( 1.73452259640303214E-05 , -2.24166754051339477E-06 )
( 9.69060235023330111E-06 , -4.65896985892052187E-06 )
( 1.89086676734953854E-06 , -1.27646057245465198E-05 )
( -7.28211197054150745E-06 , 9.84977293345792643E-06 )
( -8.46809594040930619E-06 , 3.28138556882385537E-06 )
( -8.23828314770124537E-08 , -3.64635613146085426E-06 )
( 1.46632823236343449E-05 , -1.38183457358553761E-05 )
index: 5
( -8.16269743341239250E-07 , 2.67311111778967427E-06 )
( 6.07797316282400628E-06 , 8.64097434838430187E-06 )
( -9.64567199872659597E-06 , 1.12525464317639795E-06 )
( 1.24598802228767278E-05 , 1.89828074132617978E-05 )
( -5.78445622528010805E-06 , -5.54275992833586975E-06 )
( -5.67597547710660358E-06 , 6.37747354580448266E-07 )
( 1.20025824396702661E-05 , -3.39605065269895010E-06 )
( 9.00954556552487656E-07 , 2.14563343487854058E-05 )
( -4.21181810679708711E-06 , 9.60733534755313698E-06 )
( 2.56771748524384719E-05 , -2.40411261414639419E-06 )
( -2.93279411377437725E-06 , -1.41143642959854954E-06 )
( -1.94778640692640527E-06 , 9.71073873280610807E-06 )
index: 6
( 7.53339406283743226E-06 , 3.04677188757187469E-06 )
( 4.47548799980912140E-06 , 1.52277138093328140E-05 )
( -4.59949374346373660E-06 , -1.08862122875014480E-05 )
( -6.07446538188206509E-06 , -8.20242018876794589E-06 )
( 3.72145835654060945E-06 , 6.71753555003225931E-06 )
( -8.08391554198835971E-06 , 1.34529379214651043E-05 )
( 8.44482479418459978E-06 , 8.17503670026553828E-06 )
( -2.57969927078649820E-05 , -3.27254814009883026E-06 )
( 1.29311594509643835E-05 , -1.30111419232845137E-06 )
( -3.40515190621376216E-06 , 3.98944606595692107E-06 )
( -4.03836680746001738E-06 , 1.52374090283906831E-05 )
( 1.13855187497438193E-05 , -4.50779940274013274E-06 )
index: 7
( 1.57226428164974154E-05 , 2.67002277176415625E-06 )
( -2.40454486161548016E-05 , -4.88257169475664403E-06 )
( -2.00994774020696435E-05 , 1.22727118811549126E-05 )
( 2.37848546352865697E-05 , -9.26266611331142824E-06 )
( 1.57224220577099240E-05 , -1.63345182971936561E-05 )
( -1.54843435862691257E-06 , 8.03961261662403722E-07 )
( -8.10523248582214280E-06 , -5.24552607965262730E-06 )
( 9.27609935525778463E-06 , 1.32309789175799809E-06 )
( 2.22065041813007100E-05 , 5.55704737332259855E-06 )
( 1.05839817614439275E-05 , 4.85073642093452507E-06 )
( 3.41732983120074743E-06 , 1.22142682966754294E-05 )
( -7.14414193150454162E-06 , 2.73458241878770041E-06 )
index: 8
( -7.93890415306839331E-06 , 2.21465675670137131E-05 )
( 7.19435354374892094E-06 , -2.29296750815746023E-06 )
( 1.22047343621571730E-05 , 1.67041981245326131E-05 )
( -3.45944799349547552E-06 , 1.84010979424864699E-05 )
( -5.92244636572837103E-08 , -1.04645607255247821E-05 )
( -3.67689469133223408E-06 , 2.27867689096450663E-05 )
( 1.52991572712238595E-05 , 6.26260791375227133E-06 )
( -6.44220209793431822E-06 , 1.05233865199158872E-05 )
( -1.84217481425905341E-05 , 1.66225215661142294E-06 )
( -6.58862821498238455E-06 , -8.22548657552940699E-06 )
( 1.71844170972609961E-05 , -1.32102365143880430E-05 )
( -6.45820243248915029E-06 , -1.39609031148814442E-06 )
index: 9
( -2.06148649402763598E-05 , 6.08753119854563622E-06 )
( 2.61576764522636094E-05 , -4.60070628621789583E-06 )
( -1.24773111016755447E-06 , -2.08574465579351623E-06 )
